"gene","has_TES_peak","has_TEAD1_peak","has_DMR","TES_peak_count","TEAD1_peak_count","DMR_count","category"
"FLYWCH1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PKMYT1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GREP1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CLDN9",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TNFRSF12A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZSCAN10",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF213-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC00921",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF263",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TIGD7",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NAA60",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CLUAP1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NLRC3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLX4",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"TRAP1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CREBBP",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"TFAP4",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GLIS2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GLIS2-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"VASN",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CORO7",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NMRAL1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"HMOX2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CDIP1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MGRN1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GLYR1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SEC14L5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ALG1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TMEM186",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PMM2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC105371076",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC01290",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"EMP2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NUBP1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TVP23A",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SOCS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC101927131",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SNN",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TXNDC11",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZC3H7A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GSPT1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"NPIPB2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC642696",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124900383",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC101927227",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124903645",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02185",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02186",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR193BHG",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02130",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BFAR",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PDXDC1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MPV17L",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NDE1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MYH11",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SMG1-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"COQ7",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SYT17",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"VPS35L",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LDAF1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SMG1P3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"IGSF6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"OTOA",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"EEF2K",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"POLR3E",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PALB2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC5A11",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LCMT1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GTF3C1",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"SGF29",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ATXN2L",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SH2B1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ATP2A1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"QPRT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MVP-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KCTD13",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TAOK2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC112694756",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CD2BP2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TBC1D10B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF771",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SEPHS2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ITGAL",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ZNF764",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF689",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PRR14",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"FBRS",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SRCAP",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PHKG2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CFAP119",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SETD1A",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"HSD3B7",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF668",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TGFB1I1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"HERC2P4",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"FAM153DP",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124903767",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC02184",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SHCBP1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"VPS35",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ORC6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MYLK3",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"C16orf87",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"GPT2",FALSE,FALSE,TRUE,0,0,17,"DMR only"
"DNAJA2",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"DNAJA2-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LONP2",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"LOC124903687",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105371240",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"C16orf78",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02179",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ADAM3B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF423",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CNEP1R1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"HEATR3",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"MIR6771",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124903771",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NKD1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC107984903",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SALL1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105371269",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"RPGRIP1L",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC02169",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC124903692",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC105371278",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"AMFR",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NUDT21",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"OGFOD1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MT3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MT1L",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MT1B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MT1IP",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR138-2",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"NLRC5",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"CPNE2",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"RSPRY1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"ARL2BP",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PLLP",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CCL17",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"POLR2C",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DOK4",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CCDC102A",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"ADGRG3",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"DRC7",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"KATNB1",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"LOC388282",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CNGB1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SPMIP8",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"USB1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MMP15",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"CSNK2A2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CFAP263",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"GINS3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02137",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"NDRG4",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"CNOT1",FALSE,FALSE,TRUE,0,0,8,"DMR only"
"SLC38A7",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"GOT2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC107984867",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"LOC124903780",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BEAN1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CKLF",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CMTM4",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"DYNC1LI2",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"TERB1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NAE1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC124903699",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CIAO2B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CES2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CES3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CES4A",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"PHAF1",FALSE,FALSE,TRUE,0,0,8,"DMR only"
"FBXL8",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR328",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"FHOD1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SLC9A5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LRRC36",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZDHHC1",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"ATP6V0D1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"ATP6V0D1-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RIPOR1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CTCF-DT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CTCF",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"CARMIL2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PARD6A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"C16orf86",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GFOD2",FALSE,FALSE,TRUE,0,0,8,"DMR only"
"RANBP10",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"TSNAXIP1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CENPT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"EDC4",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PSKH1",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"CTRL",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PSMB10",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LCAT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC12A4",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"DUS2",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"DPEP2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DDX28",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NFATC3",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"LOC124900379",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"PLA2G15",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC7A6",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"PRMT7",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"LOC124903705",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DERPC",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"VPS4A",FALSE,FALSE,TRUE,0,0,13,"DMR only"
"PDF",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TMED6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CYB5B",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"NQO1-DT",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"NOB1",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"MIR140",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"PDXDC2P-NPIPB14P",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PDPR",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"CLEC18C",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"EXOSC6",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"DDX19B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DDX19A-DT",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"DDX19A",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ST3GAL2",FALSE,FALSE,TRUE,0,0,16,"DMR only"
"FCSK",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SF3B3",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"SNORD111",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"VAC14-AS1",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"CMTR2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TLE7",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF23",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TAT",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MARVELD3",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"SNORA70D",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ATXN1L",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ZNF821",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DHODH",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TXNL4B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"DHX38",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOHAN2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PCHILR",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RFWD3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"WDR59",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CTRB1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BCAR1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CHST5",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ADAT1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KARS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MON1B",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CDYL2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GAN",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR7854",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"MPHOSPH6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC101928446",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CEDORA",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MLYCD",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MBTPS1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ATP2C2-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KLHL36",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC02176",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KIAA0513",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"CIBAR2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LINC02139",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LOC107984830",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LINC00311",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR5093",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"GINS2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR1910",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"COX4I1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"FOXF1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MTHFSD",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC101928682",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"C16orf95",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC100129215",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"KLHDC4",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SLC7A5",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ZC3H18",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CDT1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GALNS",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"TRAPPC2L",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ACSF3",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"ANKRD11",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"LOC105371414",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC101927817",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPG7",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"RPL13",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CHMP1A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPATA33",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF276",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"FANCA",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"SPIRE2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"TCF25",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"LOC124903759",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TUBB3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"AFG3L1P",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GAS8",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SCGB1C2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"RPH3AL",FALSE,FALSE,TRUE,0,0,27,"DMR only"
"LOC105371430",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RFLNB",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"TLCD3A",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"GEMIN4",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MRM3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MIR3183",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"ABR-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BHLHA9",FALSE,FALSE,TRUE,0,0,4,"DMR only"
"YWHAE",FALSE,FALSE,TRUE,0,0,25,"DMR only"
"CRK",FALSE,FALSE,TRUE,0,0,13,"DMR only"
"INPP5K",FALSE,FALSE,TRUE,0,0,8,"DMR only"
"PITPNA",FALSE,FALSE,TRUE,0,0,14,"DMR only"
"SLC43A2",FALSE,FALSE,TRUE,0,0,19,"DMR only"
"SCARF1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"RILP",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PRPF8",FALSE,FALSE,TRUE,0,0,12,"DMR only"
"TLCD2",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"MIR22HG",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SERPINF2",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"SMYD4",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"RPA1",FALSE,FALSE,TRUE,0,0,16,"DMR only"
"LOC105371485",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"DPH1",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"SRR",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC284009",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"METTL16",FALSE,FALSE,TRUE,0,0,16,"DMR only"
"PAFAH1B1",FALSE,FALSE,TRUE,0,0,13,"DMR only"
"CLUH",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"TRPV1",FALSE,FALSE,TRUE,0,0,14,"DMR only"
"SHPK",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CTNS",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"TAX1BP3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"ITGAE",FALSE,FALSE,TRUE,0,0,8,"DMR only"
"NCBP3",FALSE,FALSE,TRUE,0,0,14,"DMR only"
"CAMKK1",FALSE,FALSE,TRUE,0,0,14,"DMR only"
"ATP2A3",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"LINC01975",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZZEF1",FALSE,FALSE,TRUE,0,0,12,"DMR only"
"CYB5D2",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"UBE2G1",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"SPNS3",FALSE,FALSE,TRUE,0,0,7,"DMR only"
"LOC124903899",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPNS2",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"MYBBP1A",FALSE,FALSE,TRUE,0,0,9,"DMR only"
"SMTNL2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PELP1",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"ARRB2",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"CXCL16",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZMYND15",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"TM4SF5",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"VMO1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PSMB6",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"C17orf114",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PLD2",FALSE,FALSE,TRUE,0,0,9,"DMR only"
"MINK1",FALSE,FALSE,TRUE,0,0,14,"DMR only"
"C17orf107",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CHRNE",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GP1BA",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ENO3",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"MIR6865",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"KIF1C",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"KIF1C-AS1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZFP3-DT",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ZNF232",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ZNF594-DT",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"RABEP1",FALSE,FALSE,TRUE,0,0,5,"DMR only"
"NUP88",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"C1QBP",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"LOC101928044",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"LOC105371509",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"AIPL1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PIMREG",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"PITPNM3",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"ALOX15P1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"FBXO39",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ALOX12P2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ALOX12",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"MIR195",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"BCL6B",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SLC16A11",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"CLEC10A",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"ASGR2",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"ASGR1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"DLG4",FALSE,FALSE,TRUE,0,0,6,"DMR only"
"ACADVL",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"DVL2",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PHF23",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"GABARAP",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"CTDNEP1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"CLDN7",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SLC2A4",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"NEURL4",FALSE,FALSE,TRUE,0,0,3,"DMR only"
"TMEM95",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TNK1",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"PLSCR3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TMEM256-PLSCR3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"FGF11",FALSE,FALSE,TRUE,0,0,2,"DMR only"
"SPEM1",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"SPEM3",FALSE,FALSE,TRUE,0,0,1,"DMR only"
"TMEM102",FALSE,FALSE,TRUE,0,0,2,"DMR only"
