"gene","has_TES_peak","has_TEAD1_peak","has_DMR","TES_peak_count","TEAD1_peak_count","DMR_count","category"
"LOC105374308",TRUE,TRUE,TRUE,3,2,11,"TES + TEAD1 + DMR"
"LINC02012",TRUE,TRUE,TRUE,1,1,7,"TES + TEAD1 + DMR"
"ZNF595",TRUE,FALSE,FALSE,3,0,0,"TES only"
"ZNF718",TRUE,FALSE,FALSE,2,0,0,"TES only"
"ZNF141",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MIR571",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"ABCA11P",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"ZNF721",TRUE,FALSE,TRUE,1,0,5,"TES + DMR"
"POLN",TRUE,FALSE,TRUE,2,0,2,"TES + DMR"
"HTT",TRUE,FALSE,TRUE,1,0,6,"TES + DMR"
"TMEM128",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"LINC01396",TRUE,FALSE,FALSE,2,0,0,"TES only"
"STK32B",TRUE,TRUE,TRUE,6,5,2,"TES + TEAD1 + DMR"
"EVC",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"TBC1D14",TRUE,FALSE,TRUE,1,0,11,"TES + DMR"
"AFAP1",TRUE,TRUE,TRUE,3,9,12,"TES + TEAD1 + DMR"
"ABLIM2",TRUE,TRUE,TRUE,1,4,3,"TES + TEAD1 + DMR"
"CLNK",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02498",TRUE,TRUE,TRUE,6,2,1,"TES + TEAD1 + DMR"
"MIR572",TRUE,TRUE,TRUE,5,5,4,"TES + TEAD1 + DMR"
"HS3ST1",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LOC107986178",TRUE,TRUE,TRUE,7,3,3,"TES + TEAD1 + DMR"
"LINC02360",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LOC107986179",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"RAB28",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC107986182",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC101929048",TRUE,TRUE,TRUE,3,2,1,"TES + TEAD1 + DMR"
"LINC01085",TRUE,TRUE,TRUE,6,2,1,"TES + TEAD1 + DMR"
"LINC00504",TRUE,FALSE,FALSE,2,0,0,"TES only"
"CPEB2",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"C1QTNF7-AS1",TRUE,TRUE,TRUE,2,1,3,"TES + TEAD1 + DMR"
"C1QTNF7",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"CC2D2A",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"FBXL5",TRUE,FALSE,FALSE,2,0,0,"TES only"
"BST1",TRUE,TRUE,TRUE,3,2,1,"TES + TEAD1 + DMR"
"CD38",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"PROM1",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LOC107986261",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02493",TRUE,FALSE,FALSE,1,0,0,"TES only"
"QDPR",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MED28",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105374510",TRUE,TRUE,TRUE,1,2,1,"TES + TEAD1 + DMR"
"LOC105374511",TRUE,TRUE,TRUE,5,2,2,"TES + TEAD1 + DMR"
"SLIT2",TRUE,TRUE,TRUE,11,5,4,"TES + TEAD1 + DMR"
"SLIT2-IT1",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"MIR218-1",TRUE,FALSE,FALSE,2,0,0,"TES only"
"PACRGL",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"KCNIP4",TRUE,TRUE,TRUE,10,7,5,"TES + TEAD1 + DMR"
"MIR7978",TRUE,FALSE,FALSE,2,0,0,"TES only"
"KCNIP4-IT1",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"ADGRA3",TRUE,TRUE,TRUE,3,3,2,"TES + TEAD1 + DMR"
"LOC105374524",TRUE,TRUE,TRUE,15,3,3,"TES + TEAD1 + DMR"
"LOC105374528",TRUE,TRUE,TRUE,6,3,1,"TES + TEAD1 + DMR"
"PPARGC1A",TRUE,TRUE,TRUE,14,8,3,"TES + TEAD1 + DMR"
"DHX15",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02473",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"SOD3",TRUE,TRUE,FALSE,3,3,0,"TEAD1 only"
"CCDC149",TRUE,TRUE,TRUE,9,1,2,"TES + TEAD1 + DMR"
"LGI2",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SEPSECS",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"SEPSECS-AS1",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"PI4K2B",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC124900687",TRUE,TRUE,TRUE,5,2,4,"TES + TEAD1 + DMR"
"SLC34A2",TRUE,TRUE,TRUE,3,2,1,"TES + TEAD1 + DMR"
"SEL1L3",TRUE,FALSE,TRUE,1,0,4,"TES + DMR"
"SMIM20",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LINC02357",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"RBPJ",TRUE,TRUE,TRUE,3,4,2,"TES + TEAD1 + DMR"
"CCKAR",TRUE,FALSE,FALSE,1,0,0,"TES only"
"TBC1D19",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LOC124900179",TRUE,FALSE,TRUE,4,0,1,"TES + DMR"
"STIM2",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"LINC02261",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LOC105374557",TRUE,TRUE,TRUE,3,2,1,"TES + TEAD1 + DMR"
"LOC105374558",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02364",TRUE,FALSE,FALSE,3,0,0,"TES only"
"LINC02472",TRUE,FALSE,FALSE,4,0,0,"TES only"
"LOC124900885",TRUE,TRUE,FALSE,5,1,0,"TEAD1 only"
"PCDH7",TRUE,FALSE,FALSE,1,0,0,"TES only"
"NWD2",TRUE,TRUE,FALSE,1,3,0,"TEAD1 only"
"C4orf19",TRUE,TRUE,TRUE,1,3,3,"TES + TEAD1 + DMR"
"PGM2",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"TBC1D1",TRUE,TRUE,TRUE,8,1,9,"TES + TEAD1 + DMR"
"LOC124900694",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"LOC105374409",TRUE,FALSE,FALSE,2,0,0,"TES only"
"LINC02513",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"LINC01258",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LINC02278",TRUE,FALSE,FALSE,1,0,0,"TES only"
"KLF3-AS1",TRUE,TRUE,TRUE,1,3,3,"TES + TEAD1 + DMR"
"TLR10",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"TLR1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"FAM114A1",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"TMEM156",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"KLHL5",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"UGDH",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02265",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"CHRNA9",TRUE,FALSE,FALSE,1,0,0,"TES only"
"RBM47",TRUE,TRUE,TRUE,2,3,9,"TES + TEAD1 + DMR"
"APBB2",TRUE,TRUE,TRUE,11,5,5,"TES + TEAD1 + DMR"
"UCHL1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LIMCH1",TRUE,TRUE,TRUE,15,8,3,"TES + TEAD1 + DMR"
"PHOX2B",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SLC30A9",TRUE,FALSE,FALSE,1,0,0,"TES only"
"GABRB1",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"LOC107986277",TRUE,FALSE,FALSE,5,0,0,"TES only"
"ATP10D",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"TXK",TRUE,TRUE,TRUE,2,1,2,"TES + TEAD1 + DMR"
"TEC",TRUE,TRUE,FALSE,5,1,0,"TEAD1 only"
"SLAIN2",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"FRYL",TRUE,TRUE,TRUE,4,2,1,"TES + TEAD1 + DMR"
"OCIAD1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"OCIAD2",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"CWH43",TRUE,FALSE,TRUE,4,0,2,"TES + DMR"
"SPATA18",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"USP46",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC01618",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"RASL11B",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"LOC101928658",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SCFD2",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"FIP1L1",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"LNX1-AS1",TRUE,FALSE,TRUE,2,0,2,"TES + DMR"
"LNX1",TRUE,TRUE,TRUE,19,7,6,"TES + TEAD1 + DMR"
"LOC100506444",TRUE,TRUE,TRUE,3,2,2,"TES + TEAD1 + DMR"
"LOC124900702",TRUE,TRUE,TRUE,4,2,6,"TES + TEAD1 + DMR"
"RPL21P44",TRUE,TRUE,TRUE,5,4,7,"TES + TEAD1 + DMR"
"CHIC2",TRUE,TRUE,TRUE,5,1,6,"TES + TEAD1 + DMR"
"GSX2",TRUE,TRUE,TRUE,3,2,12,"TES + TEAD1 + DMR"
"PDGFRA",TRUE,TRUE,TRUE,10,8,27,"TES + TEAD1 + DMR"
"LINC02283",TRUE,TRUE,TRUE,4,1,3,"TES + TEAD1 + DMR"
"LINC02260",TRUE,TRUE,FALSE,2,3,0,"TEAD1 only"
"KDR",TRUE,TRUE,TRUE,8,5,3,"TES + TEAD1 + DMR"
"SRD5A3",TRUE,TRUE,TRUE,1,1,4,"TES + TEAD1 + DMR"
"CLOCK",TRUE,TRUE,TRUE,3,1,3,"TES + TEAD1 + DMR"
"EXOC1L",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"CRACD",TRUE,TRUE,TRUE,7,2,8,"TES + TEAD1 + DMR"
"LOC124900707",TRUE,TRUE,TRUE,2,2,2,"TES + TEAD1 + DMR"
"SRP72",TRUE,FALSE,TRUE,2,0,2,"TES + DMR"
"HOPX",TRUE,TRUE,TRUE,5,2,5,"TES + TEAD1 + DMR"
"CHAER1",TRUE,FALSE,TRUE,1,0,3,"TES + DMR"
"SPINK2",TRUE,TRUE,TRUE,4,1,19,"TES + TEAD1 + DMR"
"POLR2B",TRUE,FALSE,TRUE,1,0,4,"TES + DMR"
"IGFBP7",TRUE,TRUE,TRUE,11,7,3,"TES + TEAD1 + DMR"
"IGFBP7-AS1",TRUE,TRUE,TRUE,7,2,7,"TES + TEAD1 + DMR"
"LINC02380",TRUE,TRUE,TRUE,3,4,3,"TES + TEAD1 + DMR"
"ADGRL3",TRUE,TRUE,TRUE,2,1,3,"TES + TEAD1 + DMR"
"LOC105377255",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"EPHA5",TRUE,TRUE,TRUE,6,1,1,"TES + TEAD1 + DMR"
"LOC105377261",TRUE,TRUE,TRUE,2,1,6,"TES + TEAD1 + DMR"
"MIR1269A",TRUE,TRUE,TRUE,5,3,5,"TES + TEAD1 + DMR"
"GNRHR",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"TMPRSS11E",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC124900711",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"MOB1B",TRUE,FALSE,TRUE,1,0,3,"TES + DMR"
"DCK",TRUE,TRUE,TRUE,1,1,3,"TES + TEAD1 + DMR"
"ADAMTS3",TRUE,TRUE,TRUE,4,3,3,"TES + TEAD1 + DMR"
"COX18",TRUE,FALSE,TRUE,3,0,3,"TES + DMR"
"ANKRD17",TRUE,FALSE,TRUE,1,0,6,"TES + DMR"
"LOC124900180",TRUE,FALSE,TRUE,1,0,3,"TES + DMR"
"LOC107986287",TRUE,FALSE,FALSE,1,0,0,"TES only"
"INKILN",TRUE,TRUE,TRUE,6,3,1,"TES + TEAD1 + DMR"
"UMLILO",TRUE,FALSE,FALSE,2,0,0,"TES only"
"CXCL8",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"CXCL6",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"CXCL1",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"CXCL5",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MTHFD2L",TRUE,TRUE,TRUE,8,2,1,"TES + TEAD1 + DMR"
"EPGN",TRUE,FALSE,FALSE,1,0,0,"TES only"
"AREG",TRUE,FALSE,TRUE,2,0,3,"TES + DMR"
"LOC107986229",TRUE,TRUE,TRUE,9,1,4,"TES + TEAD1 + DMR"
"BTC",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02483",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"RCHY1",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"LOC105377284",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SDAD1-AS1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SCARB2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"CCDC158",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SHROOM3",TRUE,TRUE,TRUE,11,9,2,"TES + TEAD1 + DMR"
"SHROOM3-AS1",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"SOWAHB",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"SEPTIN11",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"LOC105377295",TRUE,FALSE,FALSE,1,0,0,"TES only"
"CXCL13",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"CNOT6L",TRUE,FALSE,FALSE,2,0,0,"TES only"
"ANXA3",TRUE,TRUE,TRUE,2,3,1,"TES + TEAD1 + DMR"
"LINC01094",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"GK2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02469",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ENOPH1",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"TMEM150C",TRUE,FALSE,FALSE,2,0,0,"TES only"
"SCD5",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LIN54",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"COQ2",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"HPSE",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"GPAT3",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"WDFY3",TRUE,FALSE,TRUE,3,0,1,"TES + DMR"
"WDFY3-AS1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"WDFY3-AS2",TRUE,FALSE,FALSE,2,0,0,"TES only"
"MIR4451",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ARHGAP24",TRUE,FALSE,TRUE,3,0,1,"TES + DMR"
"MAPK10",TRUE,FALSE,TRUE,4,0,1,"TES + DMR"
"AFF1",TRUE,FALSE,FALSE,2,0,0,"TES only"
"SPARCL1",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"DSPP",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MEPE",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SPP1",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"PKD2",TRUE,TRUE,FALSE,3,2,0,"TEAD1 only"
"ABCG2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"HERC5",TRUE,FALSE,FALSE,1,0,0,"TES only"
"PIGY-DT",TRUE,FALSE,FALSE,2,0,0,"TES only"
"HERC3",TRUE,FALSE,TRUE,3,0,1,"TES + DMR"
"FAM13A",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LOC105377329",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"SNCA",TRUE,FALSE,FALSE,1,0,0,"TES only"
"HPGDS",TRUE,FALSE,FALSE,1,0,0,"TES only"
"PDLIM5",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"BMPR1B-DT",TRUE,FALSE,FALSE,3,0,0,"TES only"
"BMPR1B",TRUE,TRUE,FALSE,8,4,0,"TEAD1 only"
"UNC5C",TRUE,TRUE,TRUE,4,2,2,"TES + TEAD1 + DMR"
"PDHA2",TRUE,FALSE,TRUE,5,0,2,"TES + DMR"
"LINC02267",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"TSPAN5",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"METAP1",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"C4orf54",TRUE,FALSE,FALSE,1,0,0,"TES only"
"PPP3CA",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"FLJ20021",TRUE,FALSE,FALSE,1,0,0,"TES only"
"BANK1",TRUE,FALSE,FALSE,2,0,0,"TES only"
"SLC39A8",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105377621",TRUE,FALSE,FALSE,4,0,0,"TES only"
"NFKB1",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"LOC124900868",TRUE,TRUE,TRUE,2,3,2,"TES + TEAD1 + DMR"
"NPNT",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"TBCK",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105377356",TRUE,FALSE,FALSE,1,0,0,"TES only"
"DKK2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LEF1-AS1",TRUE,TRUE,TRUE,2,2,3,"TES + TEAD1 + DMR"
"RPL34-DT",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"OSTC",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ETNPPL",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"COL25A1",TRUE,TRUE,TRUE,3,3,1,"TES + TEAD1 + DMR"
"COL25A1-DT",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"EGF",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"ELOVL6",TRUE,TRUE,FALSE,3,3,0,"TEAD1 only"
"ENPEP",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"PITX2",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"MIR297",TRUE,FALSE,TRUE,6,0,1,"TES + DMR"
"LOC105377366",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ALPK1",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"LOC124900760",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"NEUROG2",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"ANK2",TRUE,TRUE,TRUE,4,2,3,"TES + TEAD1 + DMR"
"LOC102723896",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"CAMK2D",TRUE,TRUE,FALSE,15,1,0,"TEAD1 only"
"ARSJ",TRUE,TRUE,FALSE,8,1,0,"TEAD1 only"
"LOC105377378",TRUE,FALSE,FALSE,3,0,0,"TES only"
"UGT8",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"CEP170P1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SYNPO2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MYOZ2",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"PDE5A",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MAD2L1-DT",TRUE,TRUE,FALSE,6,2,0,"TEAD1 only"
"TNIP3",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"QRFPR",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"IL2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"IL21",TRUE,FALSE,FALSE,1,0,0,"TES only"
"CETN4P",TRUE,FALSE,FALSE,1,0,0,"TES only"
"BBS12",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"FGF2",TRUE,TRUE,FALSE,2,3,0,"TEAD1 only"
"AFG2A",TRUE,TRUE,TRUE,4,1,2,"TES + TEAD1 + DMR"
"LOC124900774",TRUE,FALSE,FALSE,2,0,0,"TES only"
"SPRY1",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LINC01091",TRUE,TRUE,FALSE,6,1,0,"TEAD1 only"
"LOC124900775",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LOC124900776",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"LOC105377407",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02516",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"ANKRD50",TRUE,FALSE,FALSE,5,0,0,"TES only"
"FAT4",TRUE,TRUE,FALSE,3,2,0,"TEAD1 only"
"LINC02379",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"LOC124900777",TRUE,TRUE,FALSE,7,2,0,"TEAD1 only"
"LOC102724210",TRUE,TRUE,FALSE,7,3,0,"TEAD1 only"
"LOC107986312",TRUE,FALSE,FALSE,4,0,0,"TES only"
"INTU",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"LARP1B",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02615",TRUE,TRUE,FALSE,4,2,0,"TEAD1 only"
"LOC124900778",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"JADE1",TRUE,TRUE,TRUE,1,1,1,"TES + TEAD1 + DMR"
"LOC105377428",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC124900863",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"PABPC4L",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"LINC02462",TRUE,FALSE,TRUE,4,0,3,"TES + DMR"
"LOC105377438",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC124900883",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02511",TRUE,FALSE,FALSE,1,0,0,"TES only"
"PCDH18",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"LINC02172",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC101927414",TRUE,FALSE,TRUE,3,0,1,"TES + DMR"
"LOC105377447",TRUE,FALSE,TRUE,1,0,2,"TES + DMR"
"SLC7A11-AS1",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"SLC7A11",TRUE,FALSE,TRUE,6,0,1,"TES + DMR"
"LINC00499",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105377448",TRUE,TRUE,TRUE,5,2,1,"TES + TEAD1 + DMR"
"ELF2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MGARP",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SETD7",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LOC101927516",TRUE,TRUE,TRUE,3,3,2,"TES + TEAD1 + DMR"
"MAML3",TRUE,FALSE,FALSE,1,0,0,"TES only"
"TBC1D9",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"RNF150",TRUE,TRUE,FALSE,3,2,0,"TEAD1 only"
"LINC02432",TRUE,FALSE,FALSE,2,0,0,"TES only"
"LINC02276",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"INPP4B",TRUE,TRUE,TRUE,6,3,1,"TES + TEAD1 + DMR"
"MIR3139",TRUE,FALSE,FALSE,1,0,0,"TES only"
"GAB1",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"LOC105377459",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC101927636",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
"LOC124900792",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ANAPC10",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02266",TRUE,FALSE,FALSE,1,0,0,"TES only"
"SMAD1",TRUE,FALSE,TRUE,2,0,1,"TES + DMR"
"ZNF827",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LINC01095",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"EDNRA",TRUE,FALSE,FALSE,1,0,0,"TES only"
"ARHGAP10",TRUE,TRUE,TRUE,5,3,1,"TES + TEAD1 + DMR"
"NR3C2",TRUE,TRUE,TRUE,1,1,2,"TES + TEAD1 + DMR"
"LINC02430",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LINC02355",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"IQCM",TRUE,FALSE,TRUE,6,0,1,"TES + DMR"
"DCLK2",TRUE,TRUE,TRUE,10,2,1,"TES + TEAD1 + DMR"
"LRBA",TRUE,FALSE,TRUE,2,0,2,"TES + DMR"
"SH3D19",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"FHIP1A",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LOC107986197",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"LOC105377492",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"FBXW7",TRUE,FALSE,FALSE,1,0,0,"TES only"
"TMEM154",TRUE,TRUE,TRUE,1,2,1,"TES + TEAD1 + DMR"
"ARFIP1",TRUE,FALSE,FALSE,2,0,0,"TES only"
"LOC729870",TRUE,TRUE,FALSE,1,3,0,"TEAD1 only"
"TRIM2",TRUE,TRUE,TRUE,14,5,2,"TES + TEAD1 + DMR"
"TMEM131L",TRUE,TRUE,TRUE,2,2,4,"TES + TEAD1 + DMR"
"TLR2",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC124900169",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LRAT",TRUE,TRUE,TRUE,4,3,1,"TES + TEAD1 + DMR"
"MAP9-AS1",TRUE,TRUE,FALSE,4,2,0,"TEAD1 only"
"GUCY1A1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105377507",TRUE,TRUE,TRUE,2,1,1,"TES + TEAD1 + DMR"
"TDO2",TRUE,FALSE,TRUE,1,0,1,"TES + DMR"
"CTSO",TRUE,TRUE,FALSE,4,1,0,"TEAD1 only"
"LINC02272",TRUE,TRUE,TRUE,3,3,1,"TES + TEAD1 + DMR"
"PDGFC",TRUE,TRUE,FALSE,12,3,0,"TEAD1 only"
"GLRB",TRUE,TRUE,FALSE,1,1,0,"TEAD1 only"
"LINC02433",TRUE,FALSE,FALSE,1,0,0,"TES only"
"LOC105377509",TRUE,TRUE,FALSE,2,1,0,"TEAD1 only"
"GASK1B",TRUE,FALSE,FALSE,2,0,0,"TES only"
"FNIP2",TRUE,TRUE,FALSE,1,2,0,"TEAD1 only"
"SPMIP2",TRUE,TRUE,FALSE,2,2,0,"TEAD1 only"
"RAPGEF2",TRUE,TRUE,TRUE,1,2,2,"TES + TEAD1 + DMR"
"MIR3688-1",TRUE,FALSE,FALSE,1,0,0,"TES only"
"FSTL5",TRUE,FALSE,FALSE,1,0,0,"TES only"
"MIR4454",TRUE,TRUE,FALSE,3,1,0,"TEAD1 only"
