"TES_peaks_total","TEAD1_peaks_total","DMRs_total","DMRs_hyper","DMRs_hypo","TES_peaks_overlapping_DMR","TES_peaks_overlapping_DMR_pct","TEAD1_peaks_overlapping_DMR","TEAD1_peaks_overlapping_DMR_pct","TES_peaks_nearby_DMR_5kb","TES_peaks_nearby_DMR_5kb_pct","TEAD1_peaks_nearby_DMR_5kb","TEAD1_peaks_nearby_DMR_5kb_pct","DMRs_at_TES_peaks","DMRs_at_TEAD1_peaks","median_TES_to_DMR_distance","median_TEAD1_to_DMR_distance","genes_with_TES_peak","genes_with_TEAD1_peak","genes_with_DMR","genes_with_TES_and_DMR","genes_with_TEAD1_and_DMR","genes_with_all_three"
17796,11163,31905,29031,2874,65,0.37,38,0.34,1819,10.22,1747,15.65,67,39,47720,32467,6606,6040,11692,3649,3587,2403
