"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","is_significant","tes_bound","tead1_bound"
"ENSG00000250320.7","EDIL3-DT",125.0512573857,-2.5942862072647,0.218953612730252,-11.8485654331761,2.18906152102955e-32,7.57210201082809e-31,"ENSG00000250320",TRUE,TRUE,FALSE
"ENSG00000109674.4","NEIL3",112.631326789179,-3.07750163693906,0.264693357835623,-11.6266674090485,3.01645446537634e-31,1.00257265440219e-29,"ENSG00000109674",TRUE,TRUE,FALSE
"ENSG00000143882.12","ATP6V1C2",137.157024221669,2.66966710974828,0.230726122582322,11.5707189106676,5.7994675050435e-31,1.91444423917704e-29,"ENSG00000143882",TRUE,TRUE,FALSE
"ENSG00000184898.7","RBM43",303.45872891104,-1.96850252753916,0.17103504464208,-11.509351967362,1.18364474651383e-30,3.88464200479052e-29,"ENSG00000184898",TRUE,TRUE,FALSE
"ENSG00000175426.11","PCSK1",175.46986686498,-2.32549878964955,0.202798753291731,-11.4670270497386,1.93182569150594e-30,6.24954810372131e-29,"ENSG00000175426",TRUE,TRUE,FALSE
"ENSG00000225783.9","MIAT",176.438060847366,2.27731466977276,0.19989041065022,11.3928160053548,4.54073480880207e-30,1.44962105249425e-28,"ENSG00000225783",TRUE,TRUE,FALSE
"ENSG00000275342.6","PRAG1",266.229392344887,-1.85020925204203,0.164863240684182,-11.2226912704352,3.15519705359709e-29,9.74324850150781e-28,"ENSG00000275342",TRUE,TRUE,FALSE
"ENSG00000206432.4","TMEM200C",1781.30799667971,1.74688709015474,0.155689954694774,11.2202941646393,3.24190269409947e-29,1.0001902880397e-27,"ENSG00000206432",TRUE,TRUE,FALSE
"ENSG00000119681.12","LTBP2",293.138664247373,1.94902920397956,0.174752457034994,11.1530861256462,6.91651063356898e-29,2.09767886786671e-27,"ENSG00000119681",TRUE,TRUE,FALSE
"ENSG00000148925.11","BTBD10",717.168679264967,1.66913644423856,0.153889719732894,10.8463154467737,2.07627309815593e-27,5.95665917214193e-26,"ENSG00000148925",TRUE,TRUE,FALSE
"ENSG00000152078.10","TLCD4",287.094091205856,-1.75794132509858,0.162480347785462,-10.8194089258091,2.78568079949034e-27,7.91170613688026e-26,"ENSG00000152078",TRUE,TRUE,FALSE
"ENSG00000147036.12","LANCL3",203.582975121629,-1.84634307791983,0.172341070454416,-10.7133086330004,8.81537936220418e-27,2.42462191235103e-25,"ENSG00000147036",TRUE,TRUE,FALSE
"ENSG00000183735.11","TBK1",650.277334927884,-1.60391406613539,0.150759593932229,-10.6388855548152,1.96465079296922e-26,5.30486948613501e-25,"ENSG00000183735",TRUE,TRUE,FALSE
"ENSG00000003436.16","TFPI",322.38343660091,-1.67254533395569,0.158047286000042,-10.5825628284135,3.59001786209846e-26,9.62476138435363e-25,"ENSG00000003436",TRUE,TRUE,FALSE
"ENSG00000095015.6","MAP3K1",1454.76779017285,-1.22395635413786,0.116626849747383,-10.4946361561595,9.14292728181421e-26,2.41686345454214e-24,"ENSG00000095015",TRUE,TRUE,FALSE
"ENSG00000104381.14","GDAP1",1129.52629241699,1.36635685121315,0.130424922211832,10.4761944883046,1.1112574617858e-25,2.92613902805736e-24,"ENSG00000104381",TRUE,TRUE,FALSE
"ENSG00000081019.14","RSBN1",763.121510209168,-1.34192019026286,0.128327224853814,-10.457018701928,1.36069787456135e-25,3.57464697626448e-24,"ENSG00000081019",TRUE,TRUE,FALSE
"ENSG00000151790.9","TDO2",155.266394253067,2.26168020327853,0.216713302379702,10.4362776924319,1.69320357500771e-25,4.42081007193404e-24,"ENSG00000151790",TRUE,TRUE,FALSE
"ENSG00000178662.16","CSRNP3",52.7085290381902,-3.83522369121125,0.367972909103657,-10.4225707825977,1.95593560394282e-25,5.08333745942844e-24,"ENSG00000178662",TRUE,TRUE,FALSE
"ENSG00000186340.17","THBS2",2394.49870036419,1.42608728940959,0.137068228050261,10.4042148183798,2.37203475983314e-25,6.14594025339529e-24,"ENSG00000186340",TRUE,TRUE,FALSE
"ENSG00000165935.10","SMCO2",74.8789468830994,3.59760848076053,0.347290125714517,10.3590865803017,3.80578969384172e-25,9.76397766770509e-24,"ENSG00000165935",TRUE,TRUE,FALSE
"ENSG00000160961.12","ZNF333",771.460751363147,1.39414736456952,0.136669731804673,10.2008494943271,1.96545784691714e-24,4.88388238069358e-23,"ENSG00000160961",TRUE,TRUE,FALSE
"ENSG00000235703.7","EOLA2-DT",248.678624227254,-2.11441499075326,0.207363999369455,-10.1966348892899,2.05261491372099e-24,5.09300389987396e-23,"ENSG00000235703",TRUE,TRUE,FALSE
"ENSG00000109618.13","SEPSECS",273.581643594725,-1.63088302678434,0.160896625837146,-10.1362164576097,3.81594062884189e-24,9.37236957921196e-23,"ENSG00000109618",TRUE,TRUE,FALSE
"ENSG00000183762.13","KREMEN1",574.495400061531,1.56329996056332,0.155481583551403,10.0545667522513,8.7706363071555e-24,2.12497128446118e-22,"ENSG00000183762",TRUE,TRUE,FALSE
"ENSG00000276234.5","TADA2A",294.818410886493,-1.83859064483649,0.184371202320431,-9.97222246043111,2.01664896936833e-23,4.81726668013385e-22,"ENSG00000276234",TRUE,TRUE,FALSE
"ENSG00000188158.17","NHS",896.805163832716,-1.21501984083147,0.121846732597587,-9.97170638004886,2.0271569700144e-23,4.8389647194272e-22,"ENSG00000188158",TRUE,TRUE,FALSE
"ENSG00000067141.17","NEO1",676.916235529512,1.35862691353092,0.136702846395743,9.93854151067056,2.82939259795195e-23,6.71150892229273e-22,"ENSG00000067141",TRUE,TRUE,FALSE
"ENSG00000186918.14","ZNF395",560.819543922289,-1.36774396693456,0.138334073615663,-9.88725287404319,4.72824768698611e-23,1.10917898778691e-21,"ENSG00000186918",TRUE,TRUE,FALSE
"ENSG00000091128.13","LAMB4",134.071872152196,2.15921828276143,0.218429097757892,9.88521357696915,4.82551704640681e-23,1.13121575591681e-21,"ENSG00000091128",TRUE,TRUE,FALSE
"ENSG00000047315.17","POLR2B",2912.04008513797,-1.39097036534957,0.14085361834848,-9.87529025990818,5.32784863851309e-23,1.24725267093737e-21,"ENSG00000047315",TRUE,TRUE,FALSE
"ENSG00000138386.17","NAB1",505.007885465142,-1.37868179335532,0.139809549238178,-9.86114182377209,6.1347728248682e-23,1.43319094439562e-21,"ENSG00000138386",TRUE,TRUE,FALSE
"ENSG00000152926.16","ZNF117",1602.80521851163,1.19661507690968,0.122652397720557,9.75614907778627,1.73623157987538e-22,3.97682497000721e-21,"ENSG00000152926",TRUE,TRUE,FALSE
"ENSG00000291237.1","SOD2",2365.06131834681,-1.17574716281745,0.121338226162666,-9.6898331218494,3.3307243508977e-22,7.49755101068875e-21,"ENSG00000291237",TRUE,TRUE,FALSE
"ENSG00000176697.20","BDNF",105.733504997077,-2.0899292559598,0.216906676750989,-9.63515410066911,5.68067011942306e-22,1.26531804994467e-20,"ENSG00000176697",TRUE,TRUE,FALSE
"ENSG00000116701.16","NCF2",132.600897616133,2.0463810727312,0.213126979693125,9.60169883549102,7.86374564275757e-22,1.74015509629303e-20,"ENSG00000116701",TRUE,TRUE,FALSE
"ENSG00000180644.8","PRF1",253.524565550683,9.30511938870676,0.978805839501474,9.50660387707336,1.96988643391974e-21,4.29205275095482e-20,"ENSG00000180644",TRUE,TRUE,FALSE
"ENSG00000134247.10","PTGFRN",3290.25213293738,-1.10368577213394,0.116169369659384,-9.50066076255744,2.08562648491745e-21,4.53840874053017e-20,"ENSG00000134247",TRUE,TRUE,FALSE
"ENSG00000162627.17","SNX7",844.665992650706,-1.72491996701066,0.181832318552858,-9.48632223764577,2.39329362981982e-21,5.19459412253799e-20,"ENSG00000162627",TRUE,TRUE,FALSE
"ENSG00000188994.14","ZNF292",4661.4290591947,-1.13785511684408,0.120464158940462,-9.44559051299608,3.53405919576552e-21,7.62189985788973e-20,"ENSG00000188994",TRUE,TRUE,FALSE
"ENSG00000246763.7","RGMB-AS1",139.236075383245,-2.02925915970871,0.215027406225326,-9.43721172724493,3.82830893520184e-21,8.24081102097186e-20,"ENSG00000246763",TRUE,TRUE,FALSE
"ENSG00000176095.12","IP6K1",3429.01757082482,1.10449710239314,0.117061148067618,9.4352150190356,3.90193129219809e-21,8.3939710027476e-20,"ENSG00000176095",TRUE,TRUE,FALSE
"ENSG00000198521.12","ZNF43",461.338315035059,-1.37600889691341,0.146309241795478,-9.40479822072279,5.21301326238251e-21,1.11649202078568e-19,"ENSG00000198521",TRUE,TRUE,FALSE
"ENSG00000162998.5","FRZB",254.459970952718,-2.06961088292325,0.220164048135936,-9.40031263253939,5.44011866400316e-21,1.16366467744874e-19,"ENSG00000162998",TRUE,TRUE,FALSE
"ENSG00000105499.14","PLA2G4C",279.849694724146,-1.65152216239386,0.176176094156172,-9.37426936556936,6.96565223812352e-21,1.48344373181555e-19,"ENSG00000105499",TRUE,TRUE,FALSE
"ENSG00000163029.16","SMC6",1483.93885646253,1.27301427982666,0.137303386199494,9.2715432231004,1.8347184815623e-20,3.82811531828675e-19,"ENSG00000163029",TRUE,TRUE,FALSE
"ENSG00000197647.13","ZNF433",565.760800861627,1.26302904126043,0.136671475206589,9.24135075992461,2.43404803144898e-20,5.0476033902478e-19,"ENSG00000197647",TRUE,TRUE,FALSE
"ENSG00000139218.18","SCAF11",1538.65428290432,-1.12708957336053,0.122208786184949,-9.22265582161021,2.89830917979569e-20,5.97752071762599e-19,"ENSG00000139218",TRUE,TRUE,FALSE
"ENSG00000143228.13","NUF2",161.223153936843,-2.71796858614229,0.294776703360782,-9.22043212762213,2.95905273293122e-20,6.0917032261944e-19,"ENSG00000143228",TRUE,TRUE,FALSE
"ENSG00000139291.14","TMEM19",110.65530986975,-2.02793943344352,0.220655267239832,-9.19053262952175,3.90900950995067e-20,7.96528104583109e-19,"ENSG00000139291",TRUE,TRUE,FALSE
"ENSG00000196081.10","ZNF724",62.9510765440106,-2.64926056946183,0.289285042019731,-9.15795905299915,5.28880759657988e-20,1.07189866611352e-18,"ENSG00000196081",TRUE,TRUE,FALSE
"ENSG00000163596.17","ICA1L",509.713340621012,1.34944226095101,0.148474686349235,9.08870255349061,1.00227912171618e-19,2.00267160037971e-18,"ENSG00000163596",TRUE,TRUE,FALSE
"ENSG00000196466.10","ZNF799",166.615593713851,1.81302849041214,0.201189581267682,9.01154264047059,2.03178065167917e-19,4.00554411934057e-18,"ENSG00000196466",TRUE,TRUE,FALSE
"ENSG00000185261.16","KIAA0825",263.79557602494,1.54164351554648,0.171369303300414,8.99603071177776,2.34025851720857e-19,4.59236864890471e-18,"ENSG00000185261",TRUE,TRUE,FALSE
"ENSG00000197782.15","ZNF780A",1048.01942379231,1.16316069871495,0.129484098723218,8.98303892280469,2.63389309724022e-19,5.15369128612073e-18,"ENSG00000197782",TRUE,TRUE,FALSE
"ENSG00000156869.14","FRRS1",380.594407476289,1.4590822797859,0.164025228290564,8.89547476929097,5.8170072565888e-19,1.11760238965955e-17,"ENSG00000156869",TRUE,TRUE,FALSE
"ENSG00000107719.10","PALD1",89.2023062627104,2.37534228147161,0.267070331822737,8.89407020712507,5.89104452957996e-19,1.13054802588007e-17,"ENSG00000107719",TRUE,TRUE,FALSE
"ENSG00000169255.15","B3GALNT1",111.252077291067,-2.27472942590055,0.25682213366858,-8.85721722425999,8.20365784623932e-19,1.56025671736314e-17,"ENSG00000169255",TRUE,TRUE,FALSE
"ENSG00000234444.10","ZNF736",402.789184471492,-1.33180995084051,0.152233487068139,-8.7484690555922,2.16266655114516e-18,4.03412726025802e-17,"ENSG00000234444",TRUE,TRUE,FALSE
"ENSG00000122691.13","TWIST1",231.288679212261,-1.62554800883614,0.186965937213784,-8.69435381150431,3.48809177438639e-18,6.41839119135194e-17,"ENSG00000122691",TRUE,TRUE,FALSE
"ENSG00000188313.13","PLSCR1",2602.98567008,-1.14999799023702,0.132389360200445,-8.68648347945682,3.73831283972709e-18,6.84913756957118e-17,"ENSG00000188313",TRUE,TRUE,FALSE
"ENSG00000103479.17","RBL2",2952.70251147546,1.15499278747868,0.133046769640621,8.68110357431813,3.91947015283022e-18,7.1733061503953e-17,"ENSG00000103479",TRUE,TRUE,FALSE
"ENSG00000163053.11","SLC16A14",130.821369597813,1.82098906324939,0.210319511888748,8.65820316382546,4.79258785147102e-18,8.71958351037855e-17,"ENSG00000163053",TRUE,TRUE,FALSE
"ENSG00000178573.7","MAF",2147.66587369509,1.09244113586718,0.12627678673178,8.65116356015294,5.09769796477963e-18,9.24498689095753e-17,"ENSG00000178573",TRUE,TRUE,FALSE
"ENSG00000081148.12","IMPG2",141.449322668369,1.83351547729815,0.212235993211666,8.63904114260939,5.66867607432281e-18,1.02640505806289e-16,"ENSG00000081148",TRUE,TRUE,FALSE
"ENSG00000102554.14","KLF5",1362.33825066813,1.13931420716612,0.132056644096467,8.62746600113396,6.27261736923592e-18,1.13454881149204e-16,"ENSG00000102554",TRUE,TRUE,FALSE
"ENSG00000176018.13","LYSMD3",655.857318720522,-1.74279561423477,0.202915584318899,-8.58877163173342,8.79040409698147e-18,1.5765176682485e-16,"ENSG00000176018",TRUE,TRUE,FALSE
"ENSG00000197933.13","ZNF823",222.846104032908,1.48608185294736,0.173446847784386,8.56793808553226,1.05354412759539e-17,1.87758588279959e-16,"ENSG00000197933",TRUE,TRUE,FALSE
"ENSG00000204866.9","IGFL2",44.7845065509542,4.32442139675674,0.505463925871038,8.55535118417147,1.17510434215296e-17,2.09093474563916e-16,"ENSG00000204866",TRUE,TRUE,FALSE
"ENSG00000171291.9","ZNF439",415.307414134197,-1.20105757333881,0.142074505566686,-8.45371636908541,2.8217429482411e-17,4.89774984495931e-16,"ENSG00000171291",TRUE,TRUE,FALSE
"ENSG00000181007.9","ZFP82",223.68419533118,-1.46492602405984,0.173345194037752,-8.45091802049498,2.89021150985217e-17,5.0140298552941e-16,"ENSG00000181007",TRUE,TRUE,FALSE
"ENSG00000145675.16","PIK3R1",2226.34744773828,-0.950416487038443,0.113290440769109,-8.38920283641083,4.89449599422422e-17,8.36298993620766e-16,"ENSG00000145675",TRUE,TRUE,FALSE
"ENSG00000247081.8","LOC105369147",342.623711724904,-1.54876963873287,0.185345017811087,-8.35614389328478,6.48016591892753e-17,1.10004135899116e-15,"ENSG00000247081",TRUE,TRUE,FALSE
