"gene","has_TES_binding","has_TEAD1_binding","has_promoter_DMR","is_hypermethylated","is_hypomethylated","log2FC_expression","padj_expression","is_DEG","expression_direction","regulatory_class","epigenetic_subclass"
"LIF-AS2",FALSE,FALSE,FALSE,FALSE,FALSE,-0.778628408368375,0.34150053107552,FALSE,"Down","Not regulated",NA
"ENSG00000285904.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.557702469090535,0.341520300305941,FALSE,"Up","Not regulated",NA
"ARHGEF3-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.72637730597169,0.341561078522124,FALSE,"Down","Not regulated",NA
"LINC02225",TRUE,FALSE,FALSE,FALSE,FALSE,-1.53928259514064,0.341579677925498,FALSE,"Down","Not regulated",NA
"ENSG00000229990.3",FALSE,FALSE,FALSE,FALSE,FALSE,-0.540091671347253,0.341579677925498,FALSE,"Down","Not regulated",NA
"ENSG00000176923.5",FALSE,FALSE,FALSE,FALSE,FALSE,-1.79406246197657,0.341687281155526,FALSE,"Down","Not regulated",NA
"ZHX3",FALSE,FALSE,TRUE,TRUE,FALSE,-0.16342979551779,0.341710412494694,FALSE,"Down","Not regulated",NA
"ENSG00000274471.3",FALSE,FALSE,FALSE,FALSE,FALSE,0.455403686953699,0.341720237720813,FALSE,"Up","Not regulated",NA
"IRAG1-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,1.82354511438755,0.341726733915978,FALSE,"Up","Not regulated",NA
"ENSG00000254987.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.2534860390062,0.341736447196267,FALSE,"Down","Not regulated",NA
"ST7L",FALSE,FALSE,TRUE,TRUE,FALSE,-0.18394517345735,0.341798266759609,FALSE,"Down","Not regulated",NA
"ENSG00000290068.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.856487027693049,0.3418320901856,FALSE,"Down","Not regulated",NA
"RPS20P31",FALSE,FALSE,FALSE,FALSE,FALSE,-0.805356205098531,0.341848675382991,FALSE,"Down","Not regulated",NA
"RBPMS-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,0.691965788792425,0.341879756647856,FALSE,"Up","Not regulated",NA
"ENSG00000287851.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.00976894137602,0.341885219150178,FALSE,"Up","Not regulated",NA
"ENSG00000250322.2",FALSE,FALSE,FALSE,FALSE,FALSE,1.3656220767893,0.341930617274238,FALSE,"Up","Not regulated",NA
"ENSG00000272334.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.25668131683498,0.342139472053645,FALSE,"Down","Not regulated",NA
"LINC01618",TRUE,TRUE,FALSE,FALSE,FALSE,0.761822321639727,0.342139472053645,FALSE,"Up","Not regulated",NA
"ENSG00000285941.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.823697543538055,0.342154111852695,FALSE,"Up","Not regulated",NA
"ENSG00000266282.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.17309914842229,0.342165892024104,FALSE,"Down","Not regulated",NA
"ENSG00000279605.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.677052747450365,0.342212246374342,FALSE,"Down","Not regulated",NA
"IRX3",FALSE,FALSE,TRUE,TRUE,FALSE,0.196407631510656,0.342275513461112,FALSE,"Up","Not regulated",NA
"MTDHP4",FALSE,FALSE,FALSE,FALSE,FALSE,1.09768407662054,0.342275513461112,FALSE,"Up","Not regulated",NA
"PITHD1",FALSE,FALSE,FALSE,FALSE,FALSE,0.206141005862454,0.342337410744676,FALSE,"Up","Not regulated",NA
"LARS1",FALSE,FALSE,TRUE,TRUE,FALSE,-0.146030344120493,0.342641556464261,FALSE,"Down","Not regulated",NA
"ENSG00000225513.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.39383775505152,0.34285254955972,FALSE,"Up","Not regulated",NA
"HERPUD2-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.280103042100937,0.343106262268023,FALSE,"Down","Not regulated",NA
"ZNF181",FALSE,TRUE,FALSE,FALSE,FALSE,-0.236493384218872,0.343175455368473,FALSE,"Down","Not regulated",NA
"RNU6-1275P",FALSE,FALSE,FALSE,FALSE,FALSE,-0.91756620388948,0.343200792620765,FALSE,"Down","Not regulated",NA
"ENSG00000271992.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.00856439713948,0.343210970696296,FALSE,"Down","Not regulated",NA
"NEURL3",FALSE,FALSE,FALSE,FALSE,FALSE,0.292187369449574,0.343210970696296,FALSE,"Up","Not regulated",NA
"MROH6",FALSE,FALSE,TRUE,TRUE,FALSE,0.438014977102208,0.343210970696296,FALSE,"Up","Not regulated",NA
"SH3GL3",FALSE,FALSE,FALSE,FALSE,FALSE,0.537732785803132,0.343210970696296,FALSE,"Up","Not regulated",NA
"PPM1J",FALSE,FALSE,FALSE,FALSE,FALSE,0.611864044738113,0.343233793481412,FALSE,"Up","Not regulated",NA
"RPS4XP1",FALSE,FALSE,FALSE,FALSE,FALSE,0.80026633855845,0.343396767436096,FALSE,"Up","Not regulated",NA
"ENSG00000256403.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.2822978942667,0.343494395918254,FALSE,"Up","Not regulated",NA
"TMC7",FALSE,FALSE,TRUE,TRUE,FALSE,0.285999934254075,0.34352833954792,FALSE,"Up","Not regulated",NA
"SNORA80C",FALSE,FALSE,FALSE,FALSE,FALSE,1.41861922744955,0.343539265392854,FALSE,"Up","Not regulated",NA
"ZNF426-DT",TRUE,FALSE,FALSE,FALSE,FALSE,-0.688639041121391,0.343616614448599,FALSE,"Down","Not regulated",NA
"LINC01756",FALSE,FALSE,FALSE,FALSE,FALSE,1.28069782822959,0.343933471635,FALSE,"Up","Not regulated",NA
"LINC01203",TRUE,FALSE,FALSE,FALSE,FALSE,0.860234702428345,0.343961550860017,FALSE,"Up","Not regulated",NA
"FBXO43",FALSE,FALSE,FALSE,FALSE,FALSE,-0.495246425872405,0.344046872039407,FALSE,"Down","Not regulated",NA
"ENSG00000278291.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.841801177317968,0.344046872039407,FALSE,"Down","Not regulated",NA
"RNU6-218P",FALSE,FALSE,FALSE,FALSE,FALSE,-1.48841678670068,0.344061499943731,FALSE,"Down","Not regulated",NA
"ENSG00000243038.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.41380681727905,0.344064911719004,FALSE,"Up","Not regulated",NA
"ENSG00000287002.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.688053576196535,0.344277540061046,FALSE,"Down","Not regulated",NA
"RNU6-1141P",FALSE,FALSE,FALSE,FALSE,FALSE,-0.949782410080314,0.344331025415054,FALSE,"Down","Not regulated",NA
"ENSG00000227481.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.878609129721491,0.344430869244811,FALSE,"Up","Not regulated",NA
"FGGY",TRUE,TRUE,TRUE,TRUE,FALSE,0.234769963260141,0.344517667461234,FALSE,"Up","Poised (bound + methylated)",NA
"BCDIN3D",FALSE,FALSE,FALSE,FALSE,FALSE,0.30679274551975,0.344517667461234,FALSE,"Up","Not regulated",NA
"BRD2",FALSE,FALSE,FALSE,FALSE,FALSE,0.154911096646395,0.344536744080935,FALSE,"Up","Not regulated",NA
"RPS8P7",FALSE,FALSE,FALSE,FALSE,FALSE,0.740181185994091,0.344542775265037,FALSE,"Up","Not regulated",NA
"LOC100420423",FALSE,FALSE,FALSE,FALSE,FALSE,0.642347812979968,0.344629744527249,FALSE,"Up","Not regulated",NA
"ILRUN-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,0.551966174467108,0.344689166858221,FALSE,"Up","Not regulated",NA
"C4orf36",FALSE,FALSE,FALSE,FALSE,FALSE,2.18382565462239,0.344748471125429,FALSE,"Up","Not regulated",NA
"CSPG4P10",FALSE,FALSE,FALSE,FALSE,FALSE,-0.347214254760258,0.34479941262566,FALSE,"Down","Not regulated",NA
"ENSG00000275850.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.603919729295367,0.344801204513937,FALSE,"Down","Not regulated",NA
"ENSG00000288926.2",FALSE,FALSE,FALSE,FALSE,FALSE,0.621482063284824,0.344814325269941,FALSE,"Up","Not regulated",NA
"CYP2J2",FALSE,FALSE,FALSE,FALSE,FALSE,-0.413875457383069,0.344842427162064,FALSE,"Down","Not regulated",NA
"MLPH",FALSE,FALSE,FALSE,FALSE,FALSE,0.214309412745114,0.344842427162064,FALSE,"Up","Not regulated",NA
"ENSG00000199471.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.775732316156984,0.345084813422248,FALSE,"Up","Not regulated",NA
"ELOA-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.279084646904502,0.345091677218775,FALSE,"Down","Not regulated",NA
"ENSG00000283031.2",FALSE,FALSE,FALSE,FALSE,FALSE,0.36007108530523,0.345091677218775,FALSE,"Up","Not regulated",NA
"ELMOD1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.205914279084611,0.345120416594842,FALSE,"Down","Not regulated",NA
"SGO1-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,0.693245272420982,0.345263199886323,FALSE,"Up","Not regulated",NA
"ENSG00000279652.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.287312492479983,0.345263199886323,FALSE,"Down","Not regulated",NA
"GUCY2GP",FALSE,FALSE,FALSE,FALSE,FALSE,1.28124538311605,0.345373182333433,FALSE,"Up","Not regulated",NA
"RNU1-47P",FALSE,FALSE,FALSE,FALSE,FALSE,1.00928842273884,0.345425121074184,FALSE,"Up","Not regulated",NA
"ENSG00000275263.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.08198893349466,0.345605952888044,FALSE,"Up","Not regulated",NA
"ROBO1",FALSE,FALSE,TRUE,TRUE,FALSE,-0.144586520303392,0.345807402722222,FALSE,"Down","Not regulated",NA
"ENSG00000268117.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.727638370705463,0.345849336418995,FALSE,"Down","Not regulated",NA
"ENSG00000243498.2",FALSE,FALSE,FALSE,FALSE,FALSE,0.479491417698308,0.345963105801068,FALSE,"Up","Not regulated",NA
"ENSG00000281772.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.960373690244155,0.345969917327475,FALSE,"Down","Not regulated",NA
"ENSG00000234835.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.70560246236249,0.346038242276015,FALSE,"Up","Not regulated",NA
"ENSG00000274554.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.43030471919018,0.346076807088788,FALSE,"Down","Not regulated",NA
"ENSG00000236397.3",FALSE,FALSE,FALSE,FALSE,FALSE,-0.707660991181393,0.346097303038735,FALSE,"Down","Not regulated",NA
"ENSG00000289085.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.385110665256072,0.346097303038735,FALSE,"Up","Not regulated",NA
"ENSG00000239486.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.401140809355972,0.346097303038735,FALSE,"Down","Not regulated",NA
"LINC00867",FALSE,FALSE,FALSE,FALSE,FALSE,1.01670911519206,0.346112050531697,FALSE,"Up","Not regulated",NA
"VAV1",FALSE,FALSE,FALSE,FALSE,FALSE,1.36745892369624,0.346236031803243,FALSE,"Up","Not regulated",NA
"SARNP",FALSE,FALSE,FALSE,FALSE,FALSE,-0.370334330691647,0.34642296933733,FALSE,"Down","Not regulated",NA
"ENSG00000279187.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.357182940313082,0.34642296933733,FALSE,"Down","Not regulated",NA
"ENSG00000227962.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.788760104062096,0.346458227050973,FALSE,"Down","Not regulated",NA
"MYOCOS",FALSE,FALSE,FALSE,FALSE,FALSE,0.687073181344954,0.346535455388849,FALSE,"Up","Not regulated",NA
"ENSG00000286755.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.691809447740752,0.346535455388849,FALSE,"Down","Not regulated",NA
"CSNK1D",FALSE,FALSE,TRUE,TRUE,FALSE,-0.153595055419822,0.346568017194495,FALSE,"Down","Not regulated",NA
"RALY-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.276480490223434,0.346572797237003,FALSE,"Down","Not regulated",NA
"ENSG00000270555.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.33461069011842,0.346578684457346,FALSE,"Up","Not regulated",NA
"ADAMTS15",FALSE,TRUE,FALSE,FALSE,FALSE,-0.159930259778382,0.346578684457346,FALSE,"Down","Not regulated",NA
"LOC101928708",FALSE,TRUE,FALSE,FALSE,FALSE,1.8300500121262,0.346674166707177,FALSE,"Up","Not regulated",NA
"GALNT8",FALSE,FALSE,FALSE,FALSE,FALSE,1.95392231321261,0.34674950636149,FALSE,"Up","Not regulated",NA
"CCNDBP1",FALSE,FALSE,FALSE,FALSE,FALSE,0.22306798633484,0.346777239616899,FALSE,"Up","Not regulated",NA
"KLHL30",FALSE,FALSE,FALSE,FALSE,FALSE,-1.61834657469869,0.34680389665785,FALSE,"Down","Not regulated",NA
"TAS2R40",FALSE,FALSE,FALSE,FALSE,FALSE,1.02005423717036,0.346862649868234,FALSE,"Up","Not regulated",NA
"ADAM7",FALSE,FALSE,FALSE,FALSE,FALSE,-1.22379438250619,0.346933137883334,FALSE,"Down","Not regulated",NA
"TMED8",FALSE,FALSE,FALSE,FALSE,FALSE,0.15709437299859,0.346933137883334,FALSE,"Up","Not regulated",NA
"ENSG00000223652.2",FALSE,FALSE,FALSE,FALSE,FALSE,1.2026918429885,0.346998697718436,FALSE,"Up","Not regulated",NA
"ENSG00000217078.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.80570029168873,0.347310292025398,FALSE,"Up","Not regulated",NA
"ENSG00000255325.2",FALSE,FALSE,FALSE,FALSE,FALSE,1.71329075638731,0.347310292025398,FALSE,"Up","Not regulated",NA
"KCNE3",FALSE,FALSE,TRUE,TRUE,FALSE,1.71329075638731,0.347310292025398,FALSE,"Up","Not regulated",NA
"NR3C1P1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.07408713774131,0.347319546245814,FALSE,"Down","Not regulated",NA
"LOC105370689",FALSE,FALSE,FALSE,FALSE,FALSE,2.14860907602722,0.347628669105173,FALSE,"Up","Not regulated",NA
"RNU6-875P",FALSE,FALSE,FALSE,FALSE,FALSE,-0.66559932672078,0.347651368140387,FALSE,"Down","Not regulated",NA
"NSFL1C",FALSE,FALSE,FALSE,FALSE,FALSE,-0.187322124858614,0.347774743238705,FALSE,"Down","Not regulated",NA
"RNU7-105P",FALSE,FALSE,FALSE,FALSE,FALSE,2.2367902218755,0.347779490909898,FALSE,"Up","Not regulated",NA
"SLC6A16",FALSE,FALSE,FALSE,FALSE,FALSE,0.510254903631173,0.347796972171262,FALSE,"Up","Not regulated",NA
"ENSG00000286100.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.05688633856351,0.347822645906634,FALSE,"Up","Not regulated",NA
"ENSG00000276103.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.762541744091412,0.347986046936249,FALSE,"Up","Not regulated",NA
"ENSG00000236318.2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.03657406523021,0.347986046936249,FALSE,"Down","Not regulated",NA
"CLN6",FALSE,TRUE,FALSE,FALSE,FALSE,-0.194993183750155,0.347986046936249,FALSE,"Down","Not regulated",NA
"ENSG00000249650.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.91656806746312,0.347986575569899,FALSE,"Up","Not regulated",NA
"RAB9BP1",FALSE,FALSE,FALSE,FALSE,FALSE,1.91656806746312,0.347986575569899,FALSE,"Up","Not regulated",NA
"CCDC57",FALSE,FALSE,TRUE,TRUE,FALSE,0.167999121219044,0.347986575569899,FALSE,"Up","Not regulated",NA
"RGP1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.175347124659068,0.347990154213699,FALSE,"Down","Not regulated",NA
"RNA5SP372",FALSE,FALSE,FALSE,FALSE,FALSE,-1.33318459717773,0.347990154213699,FALSE,"Down","Not regulated",NA
"ENSG00000271644.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.34445849032865,0.348033151712357,FALSE,"Down","Not regulated",NA
"NUP153",FALSE,FALSE,FALSE,FALSE,FALSE,0.161407769302792,0.348072700041093,FALSE,"Up","Not regulated",NA
"GAPDHS",FALSE,FALSE,FALSE,FALSE,FALSE,0.881080319402582,0.348072700041093,FALSE,"Up","Not regulated",NA
"ENSG00000261469.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.7183563422621,0.348161753081724,FALSE,"Up","Not regulated",NA
"RPL5P5",FALSE,FALSE,FALSE,FALSE,FALSE,1.20356297015165,0.348168581895612,FALSE,"Up","Not regulated",NA
"ENSG00000218682.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.785931246418976,0.348168581895612,FALSE,"Down","Not regulated",NA
"LINC01963",FALSE,FALSE,FALSE,FALSE,FALSE,-0.23557367599025,0.348168581895612,FALSE,"Down","Not regulated",NA
"ENSG00000250698.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.614657845088061,0.348168581895612,FALSE,"Up","Not regulated",NA
"LINC00174",FALSE,FALSE,FALSE,FALSE,FALSE,0.196103690557621,0.348168581895612,FALSE,"Up","Not regulated",NA
"ENSG00000243018.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.0399496076876,0.348168581895612,FALSE,"Down","Not regulated",NA
"CYP7A1",FALSE,FALSE,FALSE,FALSE,FALSE,1.03998471912452,0.348168581895612,FALSE,"Up","Not regulated",NA
"PCSK7",FALSE,FALSE,FALSE,FALSE,FALSE,0.153880881534796,0.348168581895612,FALSE,"Up","Not regulated",NA
"ENSG00000214772.2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.17985678469375,0.348168581895612,FALSE,"Down","Not regulated",NA
"ENSG00000270975.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.50647738950626,0.348168581895612,FALSE,"Down","Not regulated",NA
"RN7SL568P",FALSE,FALSE,FALSE,FALSE,FALSE,-1.31711151045867,0.348168581895612,FALSE,"Down","Not regulated",NA
"PRR14",FALSE,FALSE,TRUE,TRUE,FALSE,0.19528559562191,0.348168581895612,FALSE,"Up","Not regulated",NA
"TYK2",FALSE,FALSE,TRUE,TRUE,FALSE,0.164246436901732,0.348168581895612,FALSE,"Up","Not regulated",NA
"SCARNA5",FALSE,FALSE,FALSE,FALSE,FALSE,0.165539301041739,0.348179988486904,FALSE,"Up","Not regulated",NA
"ENSG00000257139.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.80566915712351,0.348179988486904,FALSE,"Up","Not regulated",NA
"CDC34",FALSE,FALSE,FALSE,FALSE,FALSE,-0.18803215341633,0.348216460933536,FALSE,"Down","Not regulated",NA
"ENSG00000243960.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.515606857233295,0.34841002019146,FALSE,"Up","Not regulated",NA
"ENSG00000286693.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.68994545266269,0.34841002019146,FALSE,"Down","Not regulated",NA
"SFTPD",FALSE,FALSE,FALSE,FALSE,FALSE,-1.68994545266269,0.34841002019146,FALSE,"Down","Not regulated",NA
"RAMACL",FALSE,FALSE,FALSE,FALSE,FALSE,-0.704080576186148,0.348445035379032,FALSE,"Down","Not regulated",NA
"ENSG00000206582.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.785258081871444,0.348498711636282,FALSE,"Down","Not regulated",NA
"ENSG00000239510.2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.43084888692942,0.348557085170566,FALSE,"Down","Not regulated",NA
"ENSG00000234810.4",FALSE,FALSE,FALSE,FALSE,FALSE,-1.51576004720319,0.348666115365993,FALSE,"Down","Not regulated",NA
"ENSG00000261219.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.838291264737765,0.348691777992464,FALSE,"Down","Not regulated",NA
"ENSG00000284783.2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.12322040588203,0.348729585721302,FALSE,"Down","Not regulated",NA
"ENSG00000213866.3",FALSE,FALSE,FALSE,FALSE,FALSE,-0.658881780948588,0.348732085012764,FALSE,"Down","Not regulated",NA
"RNU6-988P",FALSE,FALSE,FALSE,FALSE,FALSE,-1.32708014296767,0.348809886089298,FALSE,"Down","Not regulated",NA
"DNAJB6P1",FALSE,FALSE,FALSE,FALSE,FALSE,0.447694084779684,0.348809886089298,FALSE,"Up","Not regulated",NA
"ENSG00000265519.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.310340779775954,0.348809886089298,FALSE,"Up","Not regulated",NA
"DPM1",FALSE,FALSE,TRUE,TRUE,FALSE,0.2160787787025,0.348809886089298,FALSE,"Up","Not regulated",NA
"TEKT4P2",FALSE,FALSE,FALSE,FALSE,FALSE,0.269910698152733,0.348924251107872,FALSE,"Up","Not regulated",NA
"NACA",FALSE,FALSE,FALSE,FALSE,FALSE,-0.254955192664556,0.348997374327264,FALSE,"Down","Not regulated",NA
"CD99L2",FALSE,FALSE,FALSE,FALSE,FALSE,-0.177803134167396,0.349073796116206,FALSE,"Down","Not regulated",NA
"CA2",FALSE,FALSE,FALSE,FALSE,FALSE,0.648304910206317,0.349091706351138,FALSE,"Up","Not regulated",NA
"TOB1-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.84766836829446,0.349091706351138,FALSE,"Down","Not regulated",NA
"ENSG00000281655.3",FALSE,FALSE,FALSE,FALSE,FALSE,1.64677879061476,0.349148032770845,FALSE,"Up","Not regulated",NA
"RNU6-1165P",FALSE,FALSE,FALSE,FALSE,FALSE,-0.866828887453218,0.349186338665617,FALSE,"Down","Not regulated",NA
"LINC01363",FALSE,FALSE,FALSE,FALSE,FALSE,1.93181152426245,0.349314343279633,FALSE,"Up","Not regulated",NA
"LOC112268419",FALSE,FALSE,FALSE,FALSE,FALSE,-0.428507722487306,0.349334245141866,FALSE,"Down","Not regulated",NA
"ENSG00000251391.5",FALSE,FALSE,FALSE,FALSE,FALSE,-0.867255199978505,0.349334245141866,FALSE,"Down","Not regulated",NA
"NHSL2",FALSE,FALSE,FALSE,FALSE,FALSE,0.477495717654954,0.3496827342075,FALSE,"Up","Not regulated",NA
"VPS28",FALSE,FALSE,FALSE,FALSE,FALSE,-0.21257782837593,0.349697068035918,FALSE,"Down","Not regulated",NA
"ENSG00000207370.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.469451478920841,0.349948296541978,FALSE,"Down","Not regulated",NA
"SF3B2",FALSE,FALSE,FALSE,FALSE,FALSE,0.170530235138885,0.349985277049878,FALSE,"Up","Not regulated",NA
"DHRS12",FALSE,FALSE,FALSE,FALSE,FALSE,0.31941113624575,0.350035702779987,FALSE,"Up","Not regulated",NA
"RNU6-677P",FALSE,FALSE,FALSE,FALSE,FALSE,-0.928634223606579,0.350230401507156,FALSE,"Down","Not regulated",NA
"PNMA1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.207136184582157,0.350271861482314,FALSE,"Down","Not regulated",NA
"ENSG00000233912.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.41110956956195,0.350326048985235,FALSE,"Up","Not regulated",NA
"MYO16-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.718966709413927,0.350486703022445,FALSE,"Down","Not regulated",NA
"CASKIN1",FALSE,FALSE,FALSE,FALSE,FALSE,0.559478192678392,0.350529614142263,FALSE,"Up","Not regulated",NA
"RNU4ATAC",FALSE,TRUE,FALSE,FALSE,FALSE,0.56478968279185,0.350567036589817,FALSE,"Up","Not regulated",NA
"ENSG00000259691.2",FALSE,FALSE,FALSE,FALSE,FALSE,1.14319704270557,0.350651406683069,FALSE,"Up","Not regulated",NA
"DHX58",FALSE,FALSE,TRUE,TRUE,FALSE,-0.185504596754466,0.350778280052931,FALSE,"Down","Not regulated",NA
"ENSG00000255672.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.815783887267091,0.350819642100651,FALSE,"Up","Not regulated",NA
"ENSG00000289187.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.22202689633647,0.350837949521112,FALSE,"Up","Not regulated",NA
"RGS22",FALSE,FALSE,FALSE,FALSE,FALSE,1.77378962899239,0.350886877329282,FALSE,"Up","Not regulated",NA
"ENSG00000238199.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.56400294393863,0.350933503994476,FALSE,"Up","Not regulated",NA
"GINM1",FALSE,FALSE,FALSE,FALSE,FALSE,0.217655325025423,0.350933503994476,FALSE,"Up","Not regulated",NA
"LOC105371773",TRUE,FALSE,FALSE,FALSE,FALSE,1.22572829685555,0.351016483696766,FALSE,"Up","Not regulated",NA
"ENSG00000229241.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.639992641993507,0.351028762295508,FALSE,"Up","Not regulated",NA
"ENSG00000253785.1",FALSE,FALSE,FALSE,FALSE,FALSE,2.15083734211298,0.351030342865177,FALSE,"Up","Not regulated",NA
"HAUS5",FALSE,FALSE,FALSE,FALSE,FALSE,0.193580955102787,0.351076038677818,FALSE,"Up","Not regulated",NA
"SMIM47",FALSE,FALSE,FALSE,FALSE,FALSE,0.811909661929258,0.351081966824829,FALSE,"Up","Not regulated",NA
"LAS1L",FALSE,FALSE,FALSE,FALSE,FALSE,0.177817136277457,0.35111039114835,FALSE,"Up","Not regulated",NA
"ENSG00000279946.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.30641330871388,0.35122359574239,FALSE,"Up","Not regulated",NA
"ENSG00000249335.5",FALSE,FALSE,FALSE,FALSE,FALSE,0.856855731300577,0.351333925187387,FALSE,"Up","Not regulated",NA
"SNORD11B",FALSE,FALSE,FALSE,FALSE,FALSE,-1.50401470505345,0.351478794907146,FALSE,"Down","Not regulated",NA
"FAM186A",FALSE,FALSE,FALSE,FALSE,FALSE,-0.453806239751302,0.35150308404687,FALSE,"Down","Not regulated",NA
"CCDC187",FALSE,FALSE,FALSE,FALSE,FALSE,1.63501859516924,0.351538865833388,FALSE,"Up","Not regulated",NA
"NKPD1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.346026557064269,0.351592830371123,FALSE,"Down","Not regulated",NA
"FLJ20021",FALSE,FALSE,FALSE,FALSE,FALSE,-0.714141705060121,0.351752666807772,FALSE,"Down","Not regulated",NA
"TPMT",FALSE,FALSE,FALSE,FALSE,FALSE,0.241436254368666,0.351752666807772,FALSE,"Up","Not regulated",NA
"TAF1D",FALSE,FALSE,FALSE,FALSE,FALSE,-0.223884838000883,0.351782600320442,FALSE,"Down","Not regulated",NA
"ENSG00000213513.3",FALSE,FALSE,FALSE,FALSE,FALSE,0.340226155824364,0.351784293046329,FALSE,"Up","Not regulated",NA
"TMEM259",FALSE,FALSE,FALSE,FALSE,FALSE,0.175456727620226,0.35186359624751,FALSE,"Up","Not regulated",NA
"LINC03052",FALSE,FALSE,FALSE,FALSE,FALSE,-0.755768159147546,0.352325763610225,FALSE,"Down","Not regulated",NA
"STXBP6",FALSE,FALSE,FALSE,FALSE,FALSE,-0.615044481034712,0.352325763610225,FALSE,"Down","Not regulated",NA
"MRPL13",FALSE,FALSE,FALSE,FALSE,FALSE,0.269988804934861,0.35238191262843,FALSE,"Up","Not regulated",NA
"ENSG00000273108.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.567655644042433,0.35238191262843,FALSE,"Up","Not regulated",NA
"ENSG00000259201.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.607118308766056,0.35238191262843,FALSE,"Up","Not regulated",NA
"ARHGEF9-IT1",FALSE,FALSE,FALSE,FALSE,FALSE,1.26097410186559,0.35238191262843,FALSE,"Up","Not regulated",NA
"TAF5",FALSE,FALSE,FALSE,FALSE,FALSE,0.239997691804658,0.352709791991603,FALSE,"Up","Not regulated",NA
"ENSG00000232696.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.14628377378152,0.352714649817147,FALSE,"Down","Not regulated",NA
