"gene","has_TES_binding","has_TEAD1_binding","has_promoter_DMR","is_hypermethylated","is_hypomethylated","log2FC_expression","padj_expression","is_DEG","expression_direction","regulatory_class","epigenetic_subclass"
"IFT27",FALSE,FALSE,TRUE,TRUE,FALSE,0.648412918299814,0.00030432285716557,FALSE,"Up","Not regulated",NA
"PHKG1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.716810398223965,0.000304537558313733,FALSE,"Down","Not regulated",NA
"NECTIN1-DT",FALSE,FALSE,FALSE,FALSE,FALSE,3.21064856624135,0.000304780773988171,TRUE,"Up","Indirect expression",NA
"SSX1",FALSE,FALSE,FALSE,FALSE,FALSE,5.06221779637299,0.000305283748472982,TRUE,"Up","Indirect expression",NA
"MARCHF9",FALSE,FALSE,FALSE,FALSE,FALSE,0.634455886820729,0.000305351266084478,FALSE,"Up","Not regulated",NA
"LRP6",FALSE,FALSE,FALSE,FALSE,FALSE,-0.515039795884825,0.000306199916355617,FALSE,"Down","Not regulated",NA
"TRIM33",FALSE,FALSE,TRUE,TRUE,FALSE,-0.51720436944477,0.000306843995382246,FALSE,"Down","Not regulated",NA
"ENSG00000279500.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.07244470904905,0.000306848079284564,TRUE,"Down","Indirect expression",NA
"LRWD1",FALSE,FALSE,TRUE,TRUE,FALSE,0.602744777661485,0.000307164462428499,FALSE,"Up","Not regulated",NA
"TCF19",FALSE,TRUE,TRUE,TRUE,FALSE,-0.677296964106397,0.000307363847199647,FALSE,"Down","Poised (bound + methylated)",NA
"LYRM9",FALSE,FALSE,FALSE,FALSE,FALSE,1.01530180383639,0.000308365333542824,TRUE,"Up","Indirect expression",NA
"APBB1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.543953783752202,0.000309740672997109,FALSE,"Down","Not regulated",NA
"TAS2R19",FALSE,FALSE,FALSE,FALSE,FALSE,-1.27532954848501,0.000310059301272223,TRUE,"Down","Indirect expression",NA
"ZFHX3-AS1",FALSE,FALSE,FALSE,FALSE,FALSE,0.716114974969493,0.000310349221726761,FALSE,"Up","Not regulated",NA
"ZBTB34",FALSE,FALSE,FALSE,FALSE,FALSE,0.542267314879496,0.000310636438622394,FALSE,"Up","Not regulated",NA
"TFAP2A-AS2",FALSE,FALSE,FALSE,FALSE,FALSE,1.22980537854001,0.00031106329414073,TRUE,"Up","Indirect expression",NA
"PRRC2A",FALSE,TRUE,TRUE,TRUE,FALSE,-0.512375959103311,0.00031106329414073,FALSE,"Down","Poised (bound + methylated)",NA
"EPM2A-DT",FALSE,FALSE,FALSE,FALSE,FALSE,-0.719247554304617,0.000312288718984098,FALSE,"Down","Not regulated",NA
"ENSG00000270077.1",FALSE,FALSE,FALSE,FALSE,FALSE,-2.63695244835858,0.000312423977287714,TRUE,"Down","Indirect expression",NA
"ZNF85",TRUE,FALSE,FALSE,FALSE,FALSE,-0.776578171897261,0.000312862661489661,FALSE,"Down","Not regulated",NA
"TARBP2",FALSE,FALSE,FALSE,FALSE,FALSE,0.78595581259868,0.000312992023101559,FALSE,"Up","Not regulated",NA
"ENSG00000248537.1",FALSE,FALSE,FALSE,FALSE,FALSE,3.92942338293383,0.000313178358362673,TRUE,"Up","Indirect expression",NA
"TSPAN13",FALSE,FALSE,FALSE,FALSE,FALSE,-0.953037197063434,0.000314749766622795,FALSE,"Down","Not regulated",NA
"GCK",FALSE,FALSE,FALSE,FALSE,FALSE,3.84183732000509,0.000314993451931248,TRUE,"Up","Indirect expression",NA
"RPS6KA3",FALSE,FALSE,FALSE,FALSE,FALSE,-0.53417815185189,0.000314993451931248,FALSE,"Down","Not regulated",NA
"ENSG00000278000.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.74814192213048,0.000316450746496061,TRUE,"Up","Indirect expression",NA
"ENSG00000290066.1",FALSE,FALSE,FALSE,FALSE,FALSE,2.25250999995692,0.000317203900746533,TRUE,"Up","Indirect expression",NA
"CCL18",FALSE,FALSE,FALSE,FALSE,FALSE,5.39556145339227,0.000317934571508388,TRUE,"Up","Indirect expression",NA
"ENSG00000286722.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.08071646254346,0.000318560032765304,TRUE,"Up","Indirect expression",NA
"TTLL1",FALSE,FALSE,FALSE,FALSE,FALSE,1.11535010171415,0.000318618736678553,TRUE,"Up","Indirect expression",NA
"TULP2",FALSE,FALSE,TRUE,TRUE,FALSE,-1.96954336886177,0.000319220539114594,TRUE,"Down","Indirect methylation",NA
"PLA2G6",FALSE,FALSE,TRUE,TRUE,FALSE,0.731979547690025,0.000320763491531835,FALSE,"Up","Not regulated",NA
"KBTBD3",FALSE,FALSE,FALSE,FALSE,FALSE,-0.966121367387605,0.000321403989254683,FALSE,"Down","Not regulated",NA
"MDN1",FALSE,FALSE,FALSE,FALSE,FALSE,0.470530983139006,0.000321767457849048,FALSE,"Up","Not regulated",NA
"TFIP11",FALSE,FALSE,FALSE,FALSE,FALSE,0.614885818919256,0.00032289703292696,FALSE,"Up","Not regulated",NA
"ZSWIM8",FALSE,FALSE,TRUE,TRUE,FALSE,0.520556606949075,0.000323680486430637,FALSE,"Up","Not regulated",NA
"UBA3",FALSE,FALSE,FALSE,FALSE,FALSE,0.718609949220125,0.000324416360061654,FALSE,"Up","Not regulated",NA
"CRYBA2",FALSE,FALSE,FALSE,FALSE,FALSE,2.16859448983219,0.000326217112377998,TRUE,"Up","Indirect expression",NA
"TMEM161B",FALSE,FALSE,FALSE,FALSE,FALSE,0.517863002423418,0.000328831827683578,FALSE,"Up","Not regulated",NA
"DYSF",FALSE,FALSE,TRUE,TRUE,FALSE,-1.5692624769664,0.000329159485368721,TRUE,"Down","Indirect methylation",NA
"C10orf88",FALSE,FALSE,FALSE,FALSE,FALSE,-0.671540838471356,0.000329464031631646,FALSE,"Down","Not regulated",NA
"PTPA",FALSE,FALSE,FALSE,FALSE,FALSE,-0.487986926849197,0.000329661092303368,FALSE,"Down","Not regulated",NA
"SLC1A4",FALSE,FALSE,FALSE,FALSE,FALSE,0.55468547424183,0.000329726779906691,FALSE,"Up","Not regulated",NA
"H2BP9",FALSE,FALSE,FALSE,FALSE,FALSE,2.02291292790339,0.000329738236016951,TRUE,"Up","Indirect expression",NA
"SPIN1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.477802145896237,0.000332704072759526,FALSE,"Down","Not regulated",NA
"KLF2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.21509969001533,0.00033271770586091,TRUE,"Down","Indirect expression",NA
"KRT8P46",FALSE,FALSE,FALSE,FALSE,FALSE,-1.19623297460289,0.000332910473952093,TRUE,"Down","Indirect expression",NA
"MFSD1",TRUE,FALSE,FALSE,FALSE,FALSE,0.637430877090658,0.000335462138763652,FALSE,"Up","Not regulated",NA
"LSM4",FALSE,FALSE,FALSE,FALSE,FALSE,-0.785925984312575,0.000335601506792852,FALSE,"Down","Not regulated",NA
"BCL7A",FALSE,FALSE,FALSE,FALSE,FALSE,-1.14300740304588,0.000335744049366709,TRUE,"Down","Indirect expression",NA
"ENSG00000289182.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.944703209900805,0.000336829056908407,FALSE,"Up","Not regulated",NA
"STEAP1B",FALSE,FALSE,FALSE,FALSE,FALSE,-1.81694823309969,0.000336906785501358,TRUE,"Down","Indirect expression",NA
"HEXB",TRUE,TRUE,FALSE,FALSE,FALSE,1.65626191720962,0.000338798261427035,TRUE,"Up","TES+TEAD1 co-regulated",NA
"ENSG00000267797.1",FALSE,FALSE,FALSE,FALSE,FALSE,5.39646003254507,0.000338900428941589,TRUE,"Up","Indirect expression",NA
"PEX16",FALSE,FALSE,FALSE,FALSE,FALSE,0.637079853837856,0.000339811346207191,FALSE,"Up","Not regulated",NA
"TANGO6",FALSE,FALSE,TRUE,TRUE,FALSE,0.545135529346997,0.000340372752437261,FALSE,"Up","Not regulated",NA
"DNAJC5",FALSE,FALSE,FALSE,FALSE,FALSE,-0.466398307501078,0.000340553997521093,FALSE,"Down","Not regulated",NA
"SERTAD4",FALSE,FALSE,FALSE,FALSE,FALSE,-0.960634643488521,0.000340758494917839,FALSE,"Down","Not regulated",NA
"ENSG00000246560.3",FALSE,FALSE,FALSE,FALSE,FALSE,1.76012840983429,0.00034220311913833,TRUE,"Up","Indirect expression",NA
"IL17RE",FALSE,FALSE,FALSE,FALSE,FALSE,1.42054284106527,0.000342447523724271,TRUE,"Up","Indirect expression",NA
"CNP",FALSE,FALSE,TRUE,TRUE,FALSE,-0.459806942322792,0.000342447523724271,FALSE,"Down","Not regulated",NA
"PLSCR2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.20947328752019,0.000342459295951054,TRUE,"Down","Indirect expression",NA
"ENSG00000206567.10",FALSE,FALSE,FALSE,FALSE,FALSE,-0.87753685372715,0.000342504510750472,FALSE,"Down","Not regulated",NA
"ATP10A",FALSE,TRUE,FALSE,FALSE,FALSE,-0.678164124181172,0.000342504510750472,FALSE,"Down","Not regulated",NA
"ENSG00000261392.1",FALSE,FALSE,FALSE,FALSE,FALSE,5.38780672973374,0.000342634293671147,TRUE,"Up","Indirect expression",NA
"ENSG00000287822.1",FALSE,FALSE,FALSE,FALSE,FALSE,-4.74115541814445,0.000342635164002508,TRUE,"Down","Indirect expression",NA
"WDCP",FALSE,FALSE,FALSE,FALSE,FALSE,0.591776761413886,0.000342661040421566,FALSE,"Up","Not regulated",NA
"ENSG00000269951.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.05240121452606,0.000342661040421566,TRUE,"Down","Indirect expression",NA
"CASP8AP2",FALSE,FALSE,FALSE,FALSE,FALSE,-0.514769551334985,0.000342999437025286,FALSE,"Down","Not regulated",NA
"CYP26A1",FALSE,FALSE,TRUE,TRUE,FALSE,3.53904712374434,0.000343307150317587,TRUE,"Up","Indirect methylation",NA
"ORC6",FALSE,FALSE,FALSE,FALSE,FALSE,0.737951287535785,0.000343387153293129,FALSE,"Up","Not regulated",NA
"ENSG00000250536.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.66965699035515,0.000344475043028838,TRUE,"Down","Indirect expression",NA
"FNBP1",FALSE,FALSE,TRUE,TRUE,FALSE,0.472950729028865,0.000344916184500473,FALSE,"Up","Not regulated",NA
"SLC25A24",FALSE,FALSE,TRUE,TRUE,FALSE,-0.574022465327006,0.00034549180787793,FALSE,"Down","Not regulated",NA
"CENPH",FALSE,FALSE,FALSE,FALSE,FALSE,-1.11111975664215,0.000345518798358093,TRUE,"Down","Indirect expression",NA
"KMT5A",FALSE,FALSE,FALSE,FALSE,FALSE,-0.55795257475491,0.000346516343844147,FALSE,"Down","Not regulated",NA
"TIMM44",FALSE,FALSE,FALSE,FALSE,FALSE,-0.631996226236761,0.000346516343844147,FALSE,"Down","Not regulated",NA
"ATL2",FALSE,FALSE,TRUE,TRUE,FALSE,-0.5003115242189,0.000348046743248276,FALSE,"Down","Not regulated",NA
"PPT1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.745968311138603,0.000348069691793572,FALSE,"Down","Not regulated",NA
"CLCN2",FALSE,FALSE,TRUE,TRUE,FALSE,0.596165673253757,0.000348737607731794,FALSE,"Up","Not regulated",NA
"C2orf81",FALSE,FALSE,FALSE,FALSE,FALSE,-2.54213806652033,0.000348793134807169,TRUE,"Down","Indirect expression",NA
"ENSG00000280046.1",FALSE,FALSE,FALSE,FALSE,FALSE,0.661755960360198,0.00034940530044032,FALSE,"Up","Not regulated",NA
"MIR205HG",FALSE,FALSE,FALSE,FALSE,FALSE,3.03671164796283,0.000350086443900417,TRUE,"Up","Indirect expression",NA
"CHMP3",FALSE,FALSE,FALSE,FALSE,FALSE,0.66764399512014,0.000350403921633752,FALSE,"Up","Not regulated",NA
"PPP1R13L",FALSE,TRUE,FALSE,FALSE,FALSE,-0.610400304756551,0.000350522741007058,FALSE,"Down","Not regulated",NA
"SREBF1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.543184818827232,0.000350737291615699,FALSE,"Down","Not regulated",NA
"ARHGAP28",FALSE,FALSE,FALSE,FALSE,FALSE,4.35474910588541,0.000352077050204203,TRUE,"Up","Indirect expression",NA
"ENSG00000244625.7",FALSE,FALSE,FALSE,FALSE,FALSE,0.73579895860763,0.000352345916456966,FALSE,"Up","Not regulated",NA
"ENSG00000286116.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.734211151649,0.000352383572761107,TRUE,"Down","Indirect expression",NA
"LAP3",FALSE,FALSE,FALSE,FALSE,FALSE,0.587972708768836,0.000353495082513187,FALSE,"Up","Not regulated",NA
"ELF4",FALSE,FALSE,FALSE,FALSE,FALSE,-0.499996728414257,0.000354500231720235,FALSE,"Down","Not regulated",NA
"ENSG00000272729.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.67679527400947,0.000355944755456899,TRUE,"Down","Indirect expression",NA
"ENSG00000272335.1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.752761554850383,0.000357486322060368,FALSE,"Down","Not regulated",NA
"PLEKHA8",FALSE,FALSE,FALSE,FALSE,FALSE,0.542934752490269,0.000357486322060368,FALSE,"Up","Not regulated",NA
"C9orf78",FALSE,FALSE,FALSE,FALSE,FALSE,0.752359193005867,0.000357534907671966,FALSE,"Up","Not regulated",NA
"DHRS11",FALSE,FALSE,FALSE,FALSE,FALSE,0.60825288838552,0.000357534907671966,FALSE,"Up","Not regulated",NA
"ENSG00000271917.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.20373965746704,0.000358566355394422,TRUE,"Down","Indirect expression",NA
"ZNF189",FALSE,FALSE,FALSE,FALSE,FALSE,-0.544727996585548,0.000358921634833378,FALSE,"Down","Not regulated",NA
"WLS",FALSE,FALSE,FALSE,FALSE,FALSE,0.604312575642774,0.000359035204559727,FALSE,"Up","Not regulated",NA
"POLR3D",FALSE,FALSE,FALSE,FALSE,FALSE,0.589636813485681,0.000359246740677665,FALSE,"Up","Not regulated",NA
"TIGD6",FALSE,FALSE,FALSE,FALSE,FALSE,0.692165971331434,0.000359655719803259,FALSE,"Up","Not regulated",NA
"YTHDF1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.483170755665553,0.000360843179985363,FALSE,"Down","Not regulated",NA
"ENSG00000287532.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.47512909219985,0.000361110319991287,TRUE,"Down","Indirect expression",NA
"SLC2A5",FALSE,FALSE,FALSE,FALSE,FALSE,1.07256450639663,0.000361245779494677,TRUE,"Up","Indirect expression",NA
"WAS",FALSE,FALSE,TRUE,TRUE,FALSE,1.42789650208316,0.000361245779494677,TRUE,"Up","Indirect methylation",NA
"ENSG00000243323.7",FALSE,FALSE,FALSE,FALSE,FALSE,1.83491797514864,0.000361567410700681,TRUE,"Up","Indirect expression",NA
"CD74",FALSE,FALSE,FALSE,FALSE,FALSE,1.55600700395262,0.000361567410700681,TRUE,"Up","Indirect expression",NA
"RPS2P1",FALSE,FALSE,FALSE,FALSE,FALSE,2.08006853300712,0.000361567410700681,TRUE,"Up","Indirect expression",NA
"NETO2",FALSE,FALSE,FALSE,FALSE,FALSE,2.43040254174839,0.000361639379913191,TRUE,"Up","Indirect expression",NA
"ENSG00000287195.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.1143466961982,0.000361983385005394,TRUE,"Down","Indirect expression",NA
"ENSG00000275131.4",FALSE,FALSE,FALSE,FALSE,FALSE,0.473544349536358,0.000362534508536893,FALSE,"Up","Not regulated",NA
"FSTL3",FALSE,FALSE,FALSE,FALSE,FALSE,0.921826545391591,0.000362534508536893,FALSE,"Up","Not regulated",NA
"RAB42",FALSE,FALSE,FALSE,FALSE,FALSE,-1.4325812788608,0.000362830983160761,TRUE,"Down","Indirect expression",NA
"OPA1",FALSE,TRUE,TRUE,TRUE,FALSE,-0.498412735336182,0.000363103304413268,FALSE,"Down","Poised (bound + methylated)",NA
"CELSR2",FALSE,FALSE,TRUE,TRUE,FALSE,-0.483900669957017,0.000364368398022204,FALSE,"Down","Not regulated",NA
"ZNF561-AS1",TRUE,FALSE,FALSE,FALSE,FALSE,0.725671170373876,0.000364452853789715,FALSE,"Up","Not regulated",NA
"ENSG00000267016.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.81262725982713,0.000364666436010322,TRUE,"Down","Indirect expression",NA
"ARMC6",FALSE,FALSE,TRUE,TRUE,FALSE,0.552137217469919,0.000364857074349947,FALSE,"Up","Not regulated",NA
"RETREG3",FALSE,FALSE,FALSE,FALSE,FALSE,0.469639982296195,0.000365297097576333,FALSE,"Up","Not regulated",NA
"NME4",FALSE,FALSE,FALSE,FALSE,FALSE,-0.792100806833611,0.000365966771277267,FALSE,"Down","Not regulated",NA
"CHAT",FALSE,FALSE,FALSE,FALSE,FALSE,5.02026337347081,0.000366759085968115,TRUE,"Up","Indirect expression",NA
"LOC101927237",FALSE,FALSE,FALSE,FALSE,FALSE,1.10550878108867,0.000368360912026536,TRUE,"Up","Indirect expression",NA
"ENSG00000279602.2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.51243958571137,0.000369084864828975,TRUE,"Down","Indirect expression",NA
"ENSG00000286154.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.33333198585032,0.000369339598240902,TRUE,"Down","Indirect expression",NA
"ENSG00000286468.1",FALSE,FALSE,FALSE,FALSE,FALSE,3.51321923340131,0.000370509999793849,TRUE,"Up","Indirect expression",NA
"ENSG00000266846.2",FALSE,FALSE,FALSE,FALSE,FALSE,1.01103392312844,0.000370580701294505,TRUE,"Up","Indirect expression",NA
"LOC101928940",TRUE,TRUE,FALSE,FALSE,FALSE,-2.37262517231527,0.000371729945392137,TRUE,"Down","TES+TEAD1 co-regulated",NA
"ULBP3",FALSE,FALSE,FALSE,FALSE,FALSE,-0.757219013762714,0.000371803691154143,FALSE,"Down","Not regulated",NA
"NATD1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.547797003886063,0.000372512832099571,FALSE,"Down","Not regulated",NA
"UNC13B",FALSE,FALSE,FALSE,FALSE,FALSE,0.49572118675916,0.000373067259660666,FALSE,"Up","Not regulated",NA
"RANBP3L",FALSE,FALSE,FALSE,FALSE,FALSE,0.955748175156563,0.000373078036833919,FALSE,"Up","Not regulated",NA
"CLP1",FALSE,FALSE,FALSE,FALSE,FALSE,0.840340296086962,0.000374288020347314,FALSE,"Up","Not regulated",NA
"ENSG00000240499.7",FALSE,FALSE,FALSE,FALSE,FALSE,1.04251502628289,0.000375360721807417,TRUE,"Up","Indirect expression",NA
"ENSG00000225347.1",FALSE,FALSE,FALSE,FALSE,FALSE,1.67741681396334,0.000376364039420597,TRUE,"Up","Indirect expression",NA
"TFAP2C",FALSE,FALSE,TRUE,TRUE,FALSE,0.469200696263646,0.000376739138080676,FALSE,"Up","Not regulated",NA
"OTUD1",FALSE,TRUE,FALSE,FALSE,FALSE,-0.795357821537734,0.000376842619293584,FALSE,"Down","Not regulated",NA
"PSMD2P1",FALSE,FALSE,FALSE,FALSE,FALSE,1.08818082200686,0.000377055349788533,TRUE,"Up","Indirect expression",NA
"ENSG00000250461.1",FALSE,FALSE,FALSE,FALSE,FALSE,-1.08936635901572,0.000377224707412082,TRUE,"Down","Indirect expression",NA
"P2RX4",FALSE,FALSE,FALSE,FALSE,FALSE,-0.707600968078673,0.000377281430665369,FALSE,"Down","Not regulated",NA
"MYCBP2",FALSE,FALSE,FALSE,FALSE,FALSE,-0.479511165893836,0.000378556185409689,FALSE,"Down","Not regulated",NA
"NUP93",TRUE,TRUE,FALSE,FALSE,FALSE,0.599221117119928,0.00038016857651546,FALSE,"Up","Not regulated",NA
"IPP",FALSE,FALSE,FALSE,FALSE,FALSE,-0.677736674243101,0.000380763577534633,FALSE,"Down","Not regulated",NA
"VKORC1L1",FALSE,FALSE,FALSE,FALSE,FALSE,-0.549520529057271,0.000380978367407619,FALSE,"Down","Not regulated",NA
"ZNF185",FALSE,FALSE,FALSE,FALSE,FALSE,1.3095996483684,0.000383299510280986,TRUE,"Up","Indirect expression",NA
"MANBAL",TRUE,TRUE,FALSE,FALSE,FALSE,0.78486610303395,0.000385807108443525,FALSE,"Up","Not regulated",NA
"SELENOV",FALSE,FALSE,FALSE,FALSE,FALSE,2.65447340076957,0.000385977179191115,TRUE,"Up","Indirect expression",NA
"ENSG00000249249.2",FALSE,FALSE,FALSE,FALSE,FALSE,-0.903710605289088,0.000387594567573141,FALSE,"Down","Not regulated",NA
"RPL5P17",FALSE,FALSE,FALSE,FALSE,FALSE,5.40161472193406,0.000388761873307323,TRUE,"Up","Indirect expression",NA
"TCN1",FALSE,FALSE,FALSE,FALSE,FALSE,1.96757432665046,0.000389720461052063,TRUE,"Up","Indirect expression",NA
"AAGAB",FALSE,FALSE,FALSE,FALSE,FALSE,0.647679699553248,0.000389720461052063,FALSE,"Up","Not regulated",NA
"SIX5",FALSE,TRUE,FALSE,FALSE,FALSE,-1.16044285724038,0.000390185806445792,TRUE,"Down","TEAD1-specific",NA
"SECISBP2",FALSE,FALSE,FALSE,FALSE,FALSE,0.462571846640002,0.00039021909476516,FALSE,"Up","Not regulated",NA
"PKN3",FALSE,FALSE,FALSE,FALSE,FALSE,0.719680030686071,0.000390447983300336,FALSE,"Up","Not regulated",NA
"THEM6",FALSE,FALSE,FALSE,FALSE,FALSE,-0.869075817663148,0.000390614071806495,FALSE,"Down","Not regulated",NA
"MLXIPL",FALSE,FALSE,FALSE,FALSE,FALSE,1.9676889084944,0.000391446945664086,TRUE,"Up","Indirect expression",NA
"STIL",FALSE,FALSE,TRUE,TRUE,FALSE,-0.559661716541558,0.000392790477411765,FALSE,"Down","Not regulated",NA
"ENSG00000282418.1",FALSE,FALSE,FALSE,FALSE,FALSE,5.36329380957114,0.000393894291620456,TRUE,"Up","Indirect expression",NA
"FBXL4",FALSE,FALSE,FALSE,FALSE,FALSE,-0.514096668150707,0.000394117470988214,FALSE,"Down","Not regulated",NA
"PARG",FALSE,FALSE,FALSE,FALSE,FALSE,-0.556213141900106,0.0003965948949398,FALSE,"Down","Not regulated",NA
"TLR10",FALSE,FALSE,FALSE,FALSE,FALSE,2.32662505020414,0.00039671526831423,TRUE,"Up","Indirect expression",NA
"RNU105B",FALSE,FALSE,FALSE,FALSE,FALSE,-2.31416172893696,0.000396975506553422,TRUE,"Down","Indirect expression",NA
"RPS3P7",FALSE,FALSE,FALSE,FALSE,FALSE,3.07921305173355,0.000397652915977857,TRUE,"Up","Indirect expression",NA
"LOC100421465",FALSE,FALSE,FALSE,FALSE,FALSE,2.0863172596978,0.000398544873604615,TRUE,"Up","Indirect expression",NA
"ENSG00000251410.2",FALSE,FALSE,FALSE,FALSE,FALSE,-1.61190792909873,0.000398544873604615,TRUE,"Down","Indirect expression",NA
"GSR",FALSE,FALSE,FALSE,FALSE,FALSE,-0.515968791329666,0.000399383248227637,FALSE,"Down","Not regulated",NA
"PRR16",TRUE,TRUE,FALSE,FALSE,FALSE,-1.09757184566313,0.000401827567804535,TRUE,"Down","TES+TEAD1 co-regulated",NA
"PGM3",FALSE,FALSE,FALSE,FALSE,FALSE,-0.512055147149695,0.000403156850042155,FALSE,"Down","Not regulated",NA
"ENSG00000250882.1",FALSE,FALSE,FALSE,FALSE,FALSE,-2.79778452577073,0.00040465881767398,TRUE,"Down","Indirect expression",NA
"ENSG00000271167.1",FALSE,FALSE,FALSE,FALSE,FALSE,-5.35042942620522,0.000405076119211605,TRUE,"Down","Indirect expression",NA
"ENSG00000235070.3",FALSE,FALSE,FALSE,FALSE,FALSE,-2.99036197110158,0.000405417150097094,TRUE,"Down","Indirect expression",NA
"GOLGA6L9",FALSE,FALSE,TRUE,FALSE,TRUE,-0.756344740214951,0.000405869068510489,FALSE,"Down","Not regulated",NA
"CSF3",FALSE,FALSE,FALSE,FALSE,FALSE,3.24410748277053,0.000407138273579588,TRUE,"Up","Indirect expression",NA
"ZNF205",FALSE,FALSE,FALSE,FALSE,FALSE,-0.861033030735588,0.000407882188809664,FALSE,"Down","Not regulated",NA
"CHRNA7",FALSE,FALSE,FALSE,FALSE,FALSE,3.50212239667866,0.000410012646458163,TRUE,"Up","Indirect expression",NA
"FBXW10",FALSE,FALSE,FALSE,FALSE,FALSE,-2.06390296590972,0.000410569986488584,TRUE,"Down","Indirect expression",NA
"ENSG00000278716.1",FALSE,FALSE,FALSE,FALSE,FALSE,-2.70347109362101,0.000411625076135262,TRUE,"Down","Indirect expression",NA
"BDNF-AS",FALSE,FALSE,FALSE,FALSE,FALSE,-0.723803617612863,0.000412574579604227,FALSE,"Down","Not regulated",NA
"LOC124909384",FALSE,FALSE,FALSE,FALSE,FALSE,1.32464560746574,0.000413256705902523,TRUE,"Up","Indirect expression",NA
"SAT2",FALSE,FALSE,FALSE,FALSE,FALSE,0.90798486359724,0.000413511429975011,FALSE,"Up","Not regulated",NA
"KDM4B",FALSE,FALSE,TRUE,TRUE,FALSE,-0.510109739579049,0.000414059763041774,FALSE,"Down","Not regulated",NA
"DROSHA",FALSE,FALSE,FALSE,FALSE,FALSE,-0.492315041522945,0.000414249802006793,FALSE,"Down","Not regulated",NA
"ENSG00000261040.9",FALSE,FALSE,FALSE,FALSE,FALSE,-1.69621734270694,0.000414249802006793,TRUE,"Down","Indirect expression",NA
"CYLD",FALSE,FALSE,FALSE,FALSE,FALSE,0.480759194808783,0.000414740050185244,FALSE,"Up","Not regulated",NA
"EML3",FALSE,FALSE,FALSE,FALSE,FALSE,0.536802848593923,0.000414763576787616,FALSE,"Up","Not regulated",NA
"NUB1",FALSE,FALSE,TRUE,TRUE,FALSE,-0.668461017725393,0.000415003681323139,FALSE,"Down","Not regulated",NA
"ENSG00000272473.2",FALSE,FALSE,FALSE,FALSE,FALSE,-3.11165344993998,0.000415961539078655,TRUE,"Down","Indirect expression",NA
"INPP5F",FALSE,FALSE,FALSE,FALSE,FALSE,0.484361025908749,0.000416281740120486,FALSE,"Up","Not regulated",NA
"LOC107984970",FALSE,FALSE,FALSE,FALSE,FALSE,-2.05799320438922,0.000416557931572057,TRUE,"Down","Indirect expression",NA
"LPAR3",FALSE,FALSE,FALSE,FALSE,FALSE,3.78742758196289,0.00041685178501294,TRUE,"Up","Indirect expression",NA
"PPARGC1B",FALSE,FALSE,TRUE,TRUE,FALSE,-1.07211960196845,0.000417164906552087,TRUE,"Down","Indirect methylation",NA
"DNAJC4",FALSE,FALSE,TRUE,TRUE,FALSE,-0.688418149875555,0.000419398057550915,FALSE,"Down","Not regulated",NA
"LENG8",FALSE,FALSE,TRUE,TRUE,FALSE,0.472027641967569,0.000421270637572807,FALSE,"Up","Not regulated",NA
"TIMM13",FALSE,FALSE,FALSE,FALSE,FALSE,0.663467811446337,0.000421549887234411,FALSE,"Up","Not regulated",NA
"OR4F14P",FALSE,FALSE,FALSE,FALSE,FALSE,-2.26096073611421,0.000422032765497267,TRUE,"Down","Indirect expression",NA
"ENSG00000290602.1",FALSE,FALSE,FALSE,FALSE,FALSE,-2.77959021270565,0.000424125205453995,TRUE,"Down","Indirect expression",NA
"NR2E1",FALSE,FALSE,TRUE,TRUE,FALSE,-0.884019086529413,0.000424647647668984,FALSE,"Down","Not regulated",NA
"NIPAL2",FALSE,FALSE,FALSE,FALSE,FALSE,0.972041166547467,0.000425554517875349,FALSE,"Up","Not regulated",NA
"ENSG00000289745.1",FALSE,FALSE,FALSE,FALSE,FALSE,2.22555653186477,0.000425735393932714,TRUE,"Up","Indirect expression",NA
"UBLCP1",FALSE,FALSE,FALSE,FALSE,FALSE,0.677850484112054,0.000426848618805041,FALSE,"Up","Not regulated",NA
"CEP162",FALSE,FALSE,FALSE,FALSE,FALSE,0.580877988499117,0.000427363483511531,FALSE,"Up","Not regulated",NA
