"tes_meth","gfp_meth","difference","group","gene_name"
6.17153346341463,2.92470412195122,3.24682934146341,"TSS-Bound","CDK11A"
4.58682312195122,1.36333731707317,3.22348580487805,"TSS-Bound","ESPN"
9.12596519512195,8.06986814634146,1.05609704878049,"TSS-Bound","CAMTA1"
11.9823355121951,5.85722465853659,6.12511085365854,"TSS-Bound","ENO1"
10.3024651219512,4.50254914634146,5.79991597560976,"TSS-Bound","C1orf127"
13.7406540487805,10.8763622195122,2.86429182926829,"TSS-Bound","SPEN"
11.9872126585366,2.54122702439024,9.44598563414634,"TSS-Bound","EPHA2"
11.0162873902439,10.1279438536585,0.888343536585367,"TSS-Bound","FBXO42"
11.6572970487805,5.91523202439024,5.74206502439024,"TSS-Bound","SZRD1"
10.8027449268293,6.734052,4.06869292682927,"TSS-Bound","TMCO4"
11.7079477804878,11.2853743658537,0.422573414634146,"TSS-Bound","STPG1"
7.59645926829268,3.45960909756098,4.13685017073171,"TSS-Bound","MTFR1L"
10.7485901219512,8.1713843902439,2.57720573170732,"TSS-Bound","WASF2"
14.2962095121951,5.43626041463415,8.85994909756097,"TSS-Bound","RCC1"
12.6875620243902,6.25144495121951,6.43611707317073,"TSS-Bound","TAF12"
11.8980764878049,2.3913007804878,9.50677570731707,"TSS-Bound","TINAGL1"
12.064155,4.42581256097561,7.63834243902439,"TSS-Bound","SYNC"
11.1285355853659,9.68753053658537,1.44100504878049,"TSS-Bound","ZMYM6"
11.7545467560976,8.93059087804878,2.82395587804878,"TSS-Bound","ZNF691"
11.0651550243902,3.95590231707317,7.10925270731707,"TSS-Bound","TMEM53"
10.8533369512195,9.80169843902439,1.05163851219512,"TSS-Bound","ARMH1"
12.502890804878,9.50869278048781,2.99419802439024,"TSS-Bound","BTBD19"
10.3621353170732,8.0453772195122,2.31675809756097,"TSS-Bound","LRRC41"
11.4641957804878,14.571770195122,-3.10757441463415,"TSS-Bound","NDC1"
7.41456212195122,5.62150936585366,1.79305275609756,"TSS-Bound","TMEM59"
10.5392003414634,14.708538195122,-4.16933785365854,"TSS-Bound","TCEANC2"
8.23730197560976,13.3896376341463,-5.15233565853658,"TSS-Bound","FGGY"
8.73359056097561,13.4557302439024,-4.72213968292683,"TSS-Bound","ATG4C"
9.61799651219512,13.482001902439,-3.8640053902439,"TSS-Bound","ZZZ3"
7.38184504878049,8.8938943902439,-1.51204934146342,"TSS-Bound","KYAT3"
6.80014853658537,7.96766717073171,-1.16751863414634,"TSS-Bound","EPHX4"
9.14349541463415,15.0297777804878,-5.88628236585366,"TSS-Bound","EVI5"
9.34072053658537,9.4828002195122,-0.14207968292683,"TSS-Bound","BCAR3"
7.50361695121951,11.3879155121951,-3.88429856097561,"TSS-Bound","SLC30A7"
5.76480056097561,9.14243151219512,-3.37763095121951,"TSS-Bound","COL11A1"
7.09883156097561,8.44561443902439,-1.34678287804878,"TSS-Bound","CFAP276"
9.69128380487805,8.0537797804878,1.63750402439024,"TSS-Bound","ELAPOR1"
8.0520683902439,10.9140148292683,-2.86194643902439,"TSS-Bound","TMIGD3"
9.06705658536585,12.9943858780488,-3.92732929268293,"TSS-Bound","RAP1A"
8.71956126829268,9.14920368292683,-0.429642414634147,"TSS-Bound","CTTNBP2NL"
8.00185626829268,12.5901561463415,-4.58829987804878,"TSS-Bound","MAGI3"
8.88562936585366,12.1046196829268,-3.21899031707317,"TSS-Bound","PHTF1"
18.7081033170732,20.18029,-1.47218668292683,"TSS-Bound","VANGL1"
11.9804582439024,22.8541133658537,-10.8736551219512,"TSS-Bound","SLC22A15"
15.9726813414634,26.0770034634146,-10.1043221219512,"TSS-Bound","TTF2"
20.4884992926829,33.9764225609756,-13.4879232682927,"TSS-Bound","WARS2"
19.9441216097561,35.9011887804878,-15.9570671707317,"TSS-Bound","ZNF697"
16.1512361219512,18.796619902439,-2.6453837804878,"TSS-Bound","PHGDH"
10.0200705609756,11.202019804878,-1.18194924390244,"TSS-Bound","RNF115"
14.2757063902439,11.1777533170732,3.09795307317073,"TSS-Bound","PIP5K1A"
11.2770048292683,13.2702889512195,-1.99328412195122,"TSS-Bound","POGZ"
7.90043380487805,6.99215965853659,0.908274146341464,"TSS-Bound","NES"
10.9297704634146,8.94132617073171,1.98844429268293,"TSS-Bound","KIRREL1"
7.03659963414634,10.3519785609756,-3.31537892682927,"TSS-Bound","DDR2"
10.1863144146341,14.5769442195122,-4.39062980487805,"TSS-Bound","SFT2D2"
9.65507141463415,10.2877449268293,-0.632673512195121,"TSS-Bound","DARS2"
8.61001504878049,13.872884,-5.26286895121951,"TSS-Bound","RASAL2"
8.85369268292683,16.7729912926829,-7.9192986097561,"TSS-Bound","NEK7"
10.7440496585366,16.7424419756098,-5.99839231707317,"TSS-Bound","CAMSAP2"
10.3224634390244,8.11655265853659,2.20591078048781,"TSS-Bound","NAV1"
10.6587645853659,5.86460917073171,4.79415541463415,"TSS-Bound","TMCC2"
9.60606831707317,6.13118248780488,3.47488582926829,"TSS-Bound","NUAK2"
9.21748675609756,13.1925890487805,-3.97510229268293,"TSS-Bound","CD34"
4.01709248780488,5.05465024390244,-1.03755775609756,"TSS-Bound","IRF6"
11.0616496341463,15.0093316829268,-3.94768204878049,"TSS-Bound","PTPN14"
11.6465156097561,16.2628329268293,-4.61631731707317,"TSS-Bound","TGFB2"
8.79927231707317,13.3410666585366,-4.54179434146341,"TSS-Bound","RAB3GAP2"
12.2109592682927,8.93497787804878,3.2759813902439,"TSS-Bound","CAPN2"
8.758962,11.9265795121951,-3.16761751219512,"TSS-Bound","ZNF678"
7.61819231707317,1.7705906097561,5.84760170731707,"TSS-Bound","EXOC8"
10.6840369512195,8.77234868292683,1.91168826829268,"TSS-Bound","SPRTN"
13.2218396097561,10.7923917317073,2.42944787804878,"TSS-Bound","NID1"
14.5321014634146,19.4535966585366,-4.92149519512195,"TSS-Bound","LGALS8"
5.43367690243902,10.0662612439024,-4.63258434146341,"TSS-Bound","CEP170"
12.1435104146341,16.7939033658537,-4.65039295121951,"TSS-Bound","SDCCAG8"
12.2723929512195,6.72183817073171,5.55055478048781,"TSS-Bound","RRM2"
9.55858543902439,16.5736806829268,-7.01509524390244,"TSS-Bound","ROCK2"
13.8851781463415,12.1697617804878,1.71541636585366,"TSS-Bound","LPIN1"
17.728804097561,3.07007197560976,14.6587321219512,"TSS-Bound","OSR1"
10.6003703170732,12.1272606585366,-1.52689034146341,"TSS-Bound","RAB10"
9.2459113902439,12.8327926341463,-3.58688124390244,"TSS-Bound","BABAM2"
7.93629058536585,7.16582973170732,0.770460853658537,"TSS-Bound","FOSL2"
10.806614804878,13.9367489268293,-3.13013412195122,"TSS-Bound","RASGRP3"
11.054014,18.7408354146341,-7.68682141463415,"TSS-Bound","CRIM1"
11.6096062195122,13.3191416585366,-1.70953543902439,"TSS-Bound","VIT"
10.6548562926829,11.7259184878049,-1.07106219512195,"TSS-Bound","SLC3A1"
10.371507902439,16.5320047804878,-6.16049687804878,"TSS-Bound","PREPL"
7.50382629268293,11.0792707804878,-3.57544448780488,"TSS-Bound","CAMKMT"
9.95807929268293,18.1110934390244,-8.15301414634146,"TSS-Bound","SOCS5"
8.03190436585366,12.8560479756098,-4.8241436097561,"TSS-Bound","STON1-GTF2A1L"
10.2227185121951,12.0623217317073,-1.8396032195122,"TSS-Bound","FAM161A"
8.00438497560976,12.5113389512195,-4.50695397560976,"TSS-Bound","EHBP1"
7.94877741463415,13.1996984634146,-5.25092104878049,"TSS-Bound","MEIS1"
11.5308932439024,9.81012295121951,1.72077029268293,"TSS-Bound","SNRPG"
8.62201829268293,10.0240761707317,-1.40205787804878,"TSS-Bound","TGFA"
9.70727680487805,4.5996837804878,5.10759302439024,"TSS-Bound","SMYD5"
12.3952854146341,2.29440141463415,10.100884,"TSS-Bound","VAMP5"
12.1637694634146,9.04673987804878,3.11702958536585,"TSS-Bound","POLR1A"
8.11646821951219,12.3665953658537,-4.25012714634146,"TSS-Bound","EIF2AK3"
7.35078968292683,7.15972287804878,0.191066804878049,"TSS-Bound","ZNF514"
7.81533224390244,7.75493909756098,0.0603931463414638,"TSS-Bound","CRACDL"
9.14739195121951,11.7021797560976,-2.55478780487805,"TSS-Bound","IL1R1"
11.7183859512195,12.7448164146341,-1.02643046341463,"TSS-Bound","UXS1"
11.0485622682927,11.071946804878,-0.0233845365853664,"TSS-Bound","SEPTIN10"
