"id","label","node_type","log2FoldChange","padj"
"ESRRB","ESRRB","secondary_target",5.25113074428764,4.8905730888174e-44
"RELA","RELA","secondary_target",-2.22521811566415,1.17876965570376e-60
"POLI","POLI","secondary_target",-2.22364956908667,2.14797236419489e-41
"SESN3","SESN3","secondary_target",-3.09524265977286,3.65278140480587e-176
"H1-4","H1-4","secondary_target",-2.66967102079375,2.45319152494697e-76
"CPLANE1","CPLANE1","secondary_target",-2.24703791799305,5.38911331194876e-67
"DLGAP5","DLGAP5","secondary_target",-4.02983846991468,8.17518571076097e-60
"ESPL1","ESPL1","secondary_target",-2.7832028816318,1.26947380344728e-51
"MED21","MED21","secondary_target",-1.78611800533056,4.27334976219158e-21
"FES","FES","secondary_target",2.37755808044313,2.51280282198703e-07
"TNFRSF12A","TNFRSF12A","secondary_target",1.04542817107102,4.22270948626138e-06
"MTO1","MTO1","secondary_target",-0.618756349158149,0.000150228413597101
"HAPLN2","HAPLN2","secondary_target",3.62755935794657,0.000220165576269842
"LAMP1","LAMP1","secondary_target",0.564024022078035,0.000868581336766728
"CROCCP3","CROCCP3","secondary_target",-0.643947262519167,0.0015935843465497
"CROCCP3","CROCCP3","secondary_target",-1.16364714976829,0.0266675962288641
"DVL2","DVL2","secondary_target",0.422849823256862,0.0107641826446207
"MTFMT","MTFMT","secondary_target",-0.424646808963954,0.0203854553311126
"H1-0","H1-0","secondary_target",-5.2924138910207,1.15070947715149e-181
"UNC5B","UNC5B","secondary_target",2.62564347659232,3.49614907269051e-77
"MLLT6","MLLT6","secondary_target",-1.90299682515543,1.5295933030901e-57
"ALDOA","ALDOA","secondary_target",-1.18362160509134,9.75710346567408e-10
"PFAS","PFAS","secondary_target",-0.675432482903839,2.08270613347191e-06
"SPEG","SPEG","secondary_target",-1.70925510874487,1.71987708976871e-33
"ZNF675","ZNF675","secondary_target",-1.39844456185531,9.93181221078797e-18
"MCTS1","MCTS1","secondary_target",-1.4919955277596,2.31417804859702e-17
"VPS39","VPS39","secondary_target",0.948768570578326,6.01592357277606e-16
"CNDP2","CNDP2","secondary_target",0.93492334211038,7.12646025985042e-13
"TRPV1","TRPV1","secondary_target",1.24069053658894,2.51700964769482e-10
"CDCA7","CDCA7","secondary_target",1.35635847027765,9.88493034805249e-14
"AIMP1","AIMP1","secondary_target",1.14911987343629,4.23846657268477e-12
"CNPY3","CNPY3","secondary_target",0.947888335000842,3.08107097248131e-10
"DCTN1","DCTN1","secondary_target",0.828962765874315,3.81447156093205e-10
"BAG6","BAG6","secondary_target",-0.722446922708182,5.85484797752306e-09
"PES1","PES1","secondary_target",0.912002557533493,6.42560898164913e-09
"BLCAP","BLCAP","secondary_target",0.790842398377241,1.20178492661748e-08
"MRPL44","MRPL44","secondary_target",1.16732080045849,2.20305576917199e-08
"TSNAX-DISC1","TSNAX-DISC1","secondary_target",2.39096704580596,3.42903689245411e-07
"ALG2","ALG2","secondary_target",0.726517577507448,0.000174035581340394
"CA13","CA13","secondary_target",2.04002358835118,3.35232358891842e-56
"RNF103","RNF103","secondary_target",2.21212815355627,8.30397034833795e-54
"ASIC1","ASIC1","secondary_target",2.25979415456733,2.25802416770443e-37
"PRRT4","PRRT4","secondary_target",5.34622750041354,3.28677506877198e-36
"ARHGAP45","ARHGAP45","secondary_target",1.98697904537985,6.39460278431259e-36
"PTPRN2","PTPRN2","secondary_target",-2.38450139082921,7.24086019551371e-23
"IGHE","IGHE","secondary_target",4.22825346521656,7.44682360229902e-23
"GJD3","GJD3","secondary_target",5.53608357420326,2.17994144251659e-19
"NECTIN1","NECTIN1","secondary_target",2.26789724568208,1.48057914714836e-53
"CEP295","CEP295","secondary_target",-1.96345459482397,2.06171362444332e-41
"HOXD10","HOXD10","secondary_target",-1.699709926323,4.31601242994366e-35
"KDM8","KDM8","secondary_target",2.00186422297931,3.48330082183378e-21
"PHIP","PHIP","secondary_target",-0.973380366900771,7.13693225175962e-16
"CLK2","CLK2","secondary_target",-1.24582964036202,3.12433728489219e-13
"SCARB1","SCARB1","secondary_target",-1.09817694481834,6.19854736426763e-12
"MCMBP","MCMBP","secondary_target",-1.06904082560744,3.65951792147233e-11
"LINC00926","LINC00926","secondary_target",1.26385790033965,4.74522708320325e-09
"ARHGEF5","ARHGEF5","secondary_target",8.26990776029733,3.40892563534353e-114
"NUDT4","NUDT4","secondary_target",-2.59334223195027,2.10296711069722e-97
"C4orf3","C4orf3","secondary_target",-4.10578546637457,1.25088345244369e-65
"VPS25","VPS25","secondary_target",-2.2980406275784,3.38867901682618e-24
"HROB","HROB","secondary_target",-1.59743567574015,3.9157888065226e-19
"CYP1A1","CYP1A1","secondary_target",3.56061322828837,3.68375859843096e-13
"CCNL1","CCNL1","secondary_target",-1.20303962398311,2.18963270156633e-11
"SHMT2","SHMT2","secondary_target",-1.19837735679289,3.6730275448971e-09
"PTP4A2","PTP4A2","secondary_target",-0.737010771550318,2.38987935858522e-08
"MRPL30","MRPL30","secondary_target",-0.917827307588125,6.35988912653448e-07
"MICB","MICB","secondary_target",1.04348408079549,8.7117756045399e-07
"THAP10","THAP10","secondary_target",1.96328827831954,2.02785284096058e-22
"PPM1K","PPM1K","secondary_target",-1.32715154271739,4.05211827642721e-21
"EME2","EME2","secondary_target",1.38977619256377,5.85531791211548e-17
"NUDT19","NUDT19","secondary_target",1.2851566909606,6.24303819060913e-16
"PHYH","PHYH","secondary_target",-1.7947032020453,1.28650636431596e-10
"NBPF1","NBPF1","secondary_target",-0.839547645256973,2.3297665213291e-09
"GTSE1","GTSE1","secondary_target",-3.75532134807887,1.92776570590338e-70
"SFXN1","SFXN1","secondary_target",-1.82451859100154,1.04071079101549e-38
"TSPEAR-AS1","TSPEAR-AS1","secondary_target",8.3013481580796,2.55187125639093e-34
"DBF4B","DBF4B","secondary_target",-2.00361769484927,1.23774345579713e-33
"ALG6","ALG6","secondary_target",2.10568708052297,2.89749297958492e-32
"NFE2L1","NFE2L1","secondary_target",1.01320096064382,3.00840518943645e-13
"VARS1","VARS1","secondary_target",-0.769252306967729,1.46517725158812e-08
"HSPBAP1","HSPBAP1","secondary_target",0.843558639580201,1.05954251436921e-07
"KMT5B","KMT5B","secondary_target",0.650333947931059,2.599586318184e-07
"LIG4","LIG4","secondary_target",-0.902426969990407,2.54924181299886e-06
"PIK3IP1","PIK3IP1","secondary_target",1.15478144392215,5.54442371050695e-06
"EIF4E2","EIF4E2","secondary_target",-0.679888522598298,5.59951882610818e-06
"TAF3","TAF3","secondary_target",0.68085285001991,1.03955056187535e-05
"ATP6V0B","ATP6V0B","secondary_target",0.845194461159252,0.000107758544174933
"INTS12","INTS12","secondary_target",0.919027813794317,0.000183094609357959
"PLK1","PLK1","secondary_target",-2.64948695503318,8.85836283931403e-44
"PLOD3","PLOD3","secondary_target",-0.950204027782244,1.38651809947149e-09
"DAZAP1","DAZAP1","secondary_target",-0.638753519236848,4.64162620514599e-07
"ACAP3","ACAP3","secondary_target",-0.470547873719249,0.00230424504950045
"TJP3","TJP3","secondary_target",0.94453565814698,0.0185935842035194
"BLTP2","BLTP2","secondary_target",-0.32356125145046,0.0199314049616966
"CCDC106","CCDC106","secondary_target",0.455209268451003,0.0243144396051415
"TTK","TTK","secondary_target",-3.59625436257132,5.58376574043232e-56
"ITGA2B","ITGA2B","secondary_target",3.0437932492383,2.43728672015695e-26
"MAN1B1","MAN1B1","secondary_target",-1.06137303047088,1.05761954857506e-13
"IL31RA","IL31RA","secondary_target",7.84607321571159,1.73338031361554e-141
"HMCN2","HMCN2","secondary_target",8.04296572908486,4.24608183040231e-115
"PDE7B","PDE7B","secondary_target",4.10960277493048,1.8510725535511e-78
"CA9","CA9","secondary_target",-3.08501981433851,3.34267688521603e-55
