"id","label","node_type","log2FoldChange","padj"
"TES/TEAD1","TES/TEAD1","source",NA,NA
"ARNT2","ARNT2","primary_TF",-0.813022915155578,4.86515341764537e-08
"ATOH8","ATOH8","primary_TF",-4.85107270898167,1.11712845159032e-39
"CUX1","CUX1","primary_TF",0.404846534409709,0.00282038804950021
"DACH1","DACH1","primary_TF",-1.36143841402169,2.5475010710802e-20
"DLX2","DLX2","primary_TF",-0.761523300852717,6.20683350883744e-05
"E2F5","E2F5","primary_TF",-1.1080422776345,1.59562000048037e-10
"FOXQ1","FOXQ1","primary_TF",2.19760172489333,1.20365597675185e-13
"GLI3","GLI3","primary_TF",-0.329969673380676,0.0487979319215616
"HDGF","HDGF","primary_TF",0.580742234349943,0.00231786155603947
"KLF7","KLF7","primary_TF",-1.50886298532762,9.00459162612508e-32
"LHX2","LHX2","primary_TF",1.5376748734618,4.74423141617085e-06
"MEF2C","MEF2C","primary_TF",-1.23544331662129,1.6388371315221e-20
"MEF2D","MEF2D","primary_TF",0.446943373689224,0.000745008632467291
"MYBL1","MYBL1","primary_TF",-0.564146492549838,0.00260474288997435
"NR1H4","NR1H4","primary_TF",-3.36960558105971,1.25737718720873e-12
"PAX8","PAX8","primary_TF",2.3785410021799,3.16535880757022e-33
"PRDM5","PRDM5","primary_TF",-1.41973347533342,9.32082317049463e-09
"RLF","RLF","primary_TF",-0.439416127521466,0.00223285498873135
"SOX3","SOX3","primary_TF",4.26193428228506,1.56108108188622e-61
"TFEB","TFEB","primary_TF",-0.446102370831406,0.00996460118146411
"ZBTB18","ZBTB18","primary_TF",-0.510887451282378,0.00116316774370555
"ZBTB5","ZBTB5","primary_TF",0.41794738245084,0.0120455543520191
"ZFHX3","ZFHX3","primary_TF",-0.651130683241894,2.31938504130124e-06
"ZFP82","ZFP82","primary_TF",-1.46492602405984,5.0140298552941e-16
"ZNF22","ZNF22","primary_TF",-2.04910642057808,3.00858577020453e-12
"ZNF260","ZNF260","primary_TF",0.483588305953417,0.00526731372628302
"ZNF274","ZNF274","primary_TF",0.97048628339624,1.93813264317505e-10
"ZNF292","ZNF292","primary_TF",-1.13785511684408,7.62189985788973e-20
"ZNF30","ZNF30","primary_TF",-0.840330574295714,0.00238202341573284
"ZNF404","ZNF404","primary_TF",0.572615889276861,0.0129460369273838
"ZNF426","ZNF426","primary_TF",-0.916664121677094,2.17690835620938e-10
"ZNF433","ZNF433","primary_TF",1.26302904126043,5.0476033902478e-19
"ZNF532","ZNF532","primary_TF",0.372183509115908,0.00412246217990368
"ZNF555","ZNF555","primary_TF",1.93920372747752,2.13903119016282e-43
"ZNF561","ZNF561","primary_TF",0.402500097503388,0.0112041619763553
"ZNF563","ZNF563","primary_TF",0.854028653189468,0.00021654359799695
"ZNF585B","ZNF585B","primary_TF",0.460571790827273,0.00540859551794899
"ZNF592","ZNF592","primary_TF",-0.625903187528123,5.04354080679178e-07
"ZNF595","ZNF595","primary_TF",0.445305592798162,0.00994239677150149
"ZNF664","ZNF664","primary_TF",0.549502729769551,0.00133807274851899
"ZNF667","ZNF667","primary_TF",0.424394338866824,0.00709764878830647
"ZNF680","ZNF680","primary_TF",-0.575590143111612,6.38012260407428e-05
"ZNF704","ZNF704","primary_TF",-0.974263550918175,6.45796064899844e-05
"ZNF774","ZNF774","primary_TF",0.572060254229643,0.00028696866222033
"ZNF85","ZNF85","primary_TF",-0.776578171897261,0.000312862661489661
"ZNF92","ZNF92","primary_TF",-0.750631413811072,8.48079778285454e-06
"IQGAP3","IQGAP3","secondary_target",-3.90097834481103,5.83149990933152e-128
"KRT8","KRT8","secondary_target",3.95835997662107,4.4874678463932e-95
"H4C2","H4C2","secondary_target",-3.23726467978814,7.35618742276987e-80
"DTWD2","DTWD2","secondary_target",-4.23746243209868,2.69156859823042e-68
"PARP8","PARP8","secondary_target",-2.9664540793852,2.143131954907e-67
"KIF3A","KIF3A","secondary_target",-2.65458358201295,8.83038613989668e-66
"H4C1","H4C1","secondary_target",-5.48606056628342,7.89427115372841e-48
"GYS1","GYS1","secondary_target",-1.82565880915558,2.79630597268369e-46
"ZCCHC2","ZCCHC2","secondary_target",1.83234618818768,5.6464432625879e-46
"SIKE1","SIKE1","secondary_target",-2.059733578828,2.97699921725249e-43
"XRCC2","XRCC2","secondary_target",-0.982886580420983,2.46912921522621e-10
"HYAL2","HYAL2","secondary_target",0.99506434830369,1.0857214459826e-05
"STRN4","STRN4","secondary_target",0.549452026241643,0.000201969472302656
"RALB","RALB","secondary_target",0.694313934788389,0.00118646658759411
"GNA15-DT","GNA15-DT","secondary_target",-2.06302745939209,0.00119466209713324
"SLC22A18","SLC22A18","secondary_target",-0.581178146197527,0.00199406005031339
"CBFA2T3","CBFA2T3","secondary_target",3.13765533017766,0.011199142215164
"KNL1","KNL1","secondary_target",-2.81104692950846,3.89317870537217e-76
"KIF20A","KIF20A","secondary_target",-3.75413861695281,3.86165585953728e-69
"GSTA4","GSTA4","secondary_target",2.83014666135318,5.88650528805178e-51
"DYNC2H1","DYNC2H1","secondary_target",-1.890764480517,3.26197550170034e-48
"KIAA0319","KIAA0319","secondary_target",2.28673955493342,6.53076527943908e-41
"BLTP1","BLTP1","secondary_target",-1.60835725070765,6.02020956143021e-40
"MYADM","MYADM","secondary_target",-1.77170868554818,2.13297231631144e-37
"AURKA","AURKA","secondary_target",-2.89250604107382,6.46311207365979e-37
"CA1","CA1","secondary_target",2.60184540013393,2.27353415144028e-36
"TCN2","TCN2","secondary_target",4.08153112262731,1.28875270232556e-144
"VGF","VGF","secondary_target",5.49694663871607,2.33663783729252e-139
"H4C4","H4C4","secondary_target",-4.17746310717727,3.0702995218697e-104
"HJURP","HJURP","secondary_target",-4.06861910306412,1.82679474449348e-87
"DHCR7","DHCR7","secondary_target",2.33865504594265,2.25207920400546e-73
"MYO7A","MYO7A","secondary_target",4.8653073147314,2.46636650056767e-71
"SLC36A1","SLC36A1","secondary_target",2.2462078322746,1.20190463378444e-60
"TNS1","TNS1","secondary_target",4.0277052314477,2.26522183595127e-60
"GPI","GPI","secondary_target",-1.89969953867499,4.93257253935322e-54
"SGO2","SGO2","secondary_target",-2.38851931822485,3.52084724462505e-23
"IGFL2-AS1","IGFL2-AS1","secondary_target",9.30776551450535,4.30058746064084e-20
"GPR160","GPR160","secondary_target",1.67431095553721,2.14744711664093e-18
"TNRC18","TNRC18","secondary_target",-1.17419536366364,3.59539688440141e-15
"CASD1","CASD1","secondary_target",-1.17039735244491,4.41875202420077e-15
"HMOX1","HMOX1","secondary_target",-1.39156728134048,5.36708886161283e-14
"DUT","DUT","secondary_target",-1.52967467758552,2.92021517129249e-11
"JMY","JMY","secondary_target",-0.775270240291258,8.53458190774066e-10
"HOXC6","HOXC6","secondary_target",-1.26384964149268,5.68267301136538e-09
"HOXA3","HOXA3","secondary_target",-1.57540144672676,7.24064592092101e-09
"TOP2A","TOP2A","secondary_target",-3.36581276900899,1.86825317320931e-111
"BIRC5","BIRC5","secondary_target",-3.49391587625654,6.65222371270464e-81
"CDCA8","CDCA8","secondary_target",-3.80592771357345,6.86352634889263e-78
"H2AC16","H2AC16","secondary_target",-4.40822761709874,4.90150257673435e-77
"TPX2","TPX2","secondary_target",-2.89755369920756,9.48642888583447e-75
"SYNGR1","SYNGR1","secondary_target",2.59407674771776,4.24504440787483e-71
"FOXM1","FOXM1","secondary_target",-2.82741006980946,8.92613323933293e-71
"AURKB","AURKB","secondary_target",-3.50319492491917,5.29238464383237e-66
"H2AC13","H2AC13","secondary_target",-3.16949901845884,4.70431193498531e-61
"SYVN1","SYVN1","secondary_target",0.743006998770276,6.6986382027479e-08
"DNAAF3","DNAAF3","secondary_target",1.38585183232921,8.35366880696086e-05
"PMVK","PMVK","secondary_target",0.832668266319764,0.000217816186899786
"BCCIP","BCCIP","secondary_target",0.705424247778127,0.000472160966013063
"FAM53C","FAM53C","secondary_target",0.50191575568263,0.000477526660587361
"HEXIM1","HEXIM1","secondary_target",0.529298984736231,0.000478623375188266
"EED","EED","secondary_target",-0.593035008393885,0.00140885175178535
"TADA3","TADA3","secondary_target",0.470954358390181,0.00266969327963015
"H2BC9","H2BC9","secondary_target",-3.20408070010393,6.91588306548747e-67
"FUT11","FUT11","secondary_target",-2.26496838586921,7.47729101191052e-66
"TMEM87A","TMEM87A","secondary_target",2.17679429877129,3.53277334055227e-51
"MED18","MED18","secondary_target",-3.19495871396272,2.17306921008878e-39
"FASTK","FASTK","secondary_target",-1.97761761093742,5.2682630011185e-38
"GGCX","GGCX","secondary_target",-1.73144364401165,1.87857210258649e-36
"PSAT1","PSAT1","secondary_target",-2.18684795017568,1.30733636566841e-31
"NUDCD3","NUDCD3","secondary_target",-1.50834249532048,1.71079669568958e-31
"ARHGEF39","ARHGEF39","secondary_target",-3.02114377421861,6.39507343328312e-30
"PHF19","PHF19","secondary_target",-2.58463836238456,1.82552461192494e-68
"NCAPG","NCAPG","secondary_target",-2.66443828676844,1.88037537138008e-65
"VEGFA","VEGFA","secondary_target",-2.21874261636616,4.64691965500033e-63
"LTBP3","LTBP3","secondary_target",-2.04183747900346,6.14328246934119e-60
"LRP8","LRP8","secondary_target",1.84552703434232,1.49372774746366e-45
"TMEM116","TMEM116","secondary_target",2.43448777397741,2.08160505776442e-42
"CDC25C","CDC25C","secondary_target",-3.76718654510402,1.88449077945032e-40
"CASZ1","CASZ1","secondary_target",3.6155292673122,1.05565863787653e-85
"ZNF503","ZNF503","secondary_target",-2.74664988370739,4.00571183397197e-71
"KIFBP","KIFBP","secondary_target",-2.78027711949821,1.08814613416974e-60
"ANO8","ANO8","secondary_target",-2.78107371668339,1.25172469939453e-50
"CNOT4","CNOT4","secondary_target",1.93407064806187,3.99046850761875e-49
"FADS2","FADS2","secondary_target",-2.51908961795135,4.07734822039689e-74
"NUCKS1","NUCKS1","secondary_target",-1.92099483757148,5.40946472618037e-58
"E2F2","E2F2","secondary_target",-3.0637167313984,2.04733569329769e-52
"WDR62","WDR62","secondary_target",-2.21194879872612,2.62456450445121e-43
"CDCA5","CDCA5","secondary_target",-2.73089830352664,3.06734734466705e-43
"CFI","CFI","secondary_target",-2.92164362133812,1.23530392461799e-37
"CLEC7A","CLEC7A","secondary_target",5.73968905282038,6.49641669002121e-119
"PRPF8","PRPF8","secondary_target",-2.28708183078602,4.77636121559103e-85
"PGM1","PGM1","secondary_target",-2.48128865341167,1.62226242514264e-73
"ADAMTS4","ADAMTS4","secondary_target",2.78830133712662,2.44238583392202e-71
"HMGA1","HMGA1","secondary_target",2.71046429825408,1.17517405266379e-70
"PCDHGC3","PCDHGC3","secondary_target",-2.16802220541319,2.4410464229034e-63
"H2BC8","H2BC8","secondary_target",-3.25780193126695,4.92744011291927e-51
"PIK3R3","PIK3R3","secondary_target",2.47795331599282,1.78463759512558e-78
"IMPACT","IMPACT","secondary_target",-3.07781179758194,1.25702189754055e-45
"CKB","CKB","secondary_target",-1.9250122271215,2.81118472242129e-44
"SPAG5","SPAG5","secondary_target",-2.33231546518912,7.07016897275175e-43
"MKS1","MKS1","secondary_target",-2.68761001405496,5.46274066488438e-36
"ACP2","ACP2","secondary_target",-2.03748746162975,4.37188520976808e-35
"ASPH","ASPH","secondary_target",-1.38124698144562,2.03904205096811e-30
"HSPB1","HSPB1","secondary_target",-1.60640320987021,6.40857374582644e-29
"KIFC1","KIFC1","secondary_target",-3.47156187345364,1.76865471400231e-73
"ARHGAP5","ARHGAP5","secondary_target",-1.91255670890039,3.64074333620594e-56
"H4C16","H4C16","secondary_target",-3.23291730031938,2.07264626775805e-34
"NEU3","NEU3","secondary_target",1.54686847951534,4.50930861382477e-29
"CLDN4","CLDN4","secondary_target",2.03834360417155,1.17935954120905e-25
"EID2","EID2","secondary_target",-2.83706509479536,4.01562529462342e-19
"FTCD","FTCD","secondary_target",4.78606537763229,4.76946236694106e-92
"ECH1","ECH1","secondary_target",2.05044639548998,5.39727409001149e-40
"CRIP2","CRIP2","secondary_target",-2.14114521790765,5.2257372474385e-37
"TUBE1","TUBE1","secondary_target",-2.78045418827167,1.17937711664718e-31
"SLC35A4","SLC35A4","secondary_target",-1.60377777601696,5.42275726605128e-30
"ZFP64","ZFP64","secondary_target",1.42779829432404,3.68272674297189e-24
"SLC39A6","SLC39A6","secondary_target",1.65887130033258,6.71008329341044e-23
"UPF3A","UPF3A","secondary_target",1.75426964172989,1.10865691831308e-33
"CGREF1","CGREF1","secondary_target",2.73252919651437,8.17169190184873e-24
"GABPB2","GABPB2","secondary_target",-1.52991382153203,6.94364928744336e-19
"PLEKHB1","PLEKHB1","secondary_target",-1.34140485189436,2.46760245307869e-15
"TMEM248","TMEM248","secondary_target",-0.971352800422537,4.74870905754345e-15
"MLLT11","MLLT11","secondary_target",1.34709979959683,4.26812325491902e-13
"TFDP1","TFDP1","secondary_target",-1.03012386969603,8.31427921815656e-12
"GCC2","GCC2","secondary_target",-0.888458731571598,8.05780267953342e-11
"RHBDF1","RHBDF1","secondary_target",-1.04483003609154,3.14539774386843e-09
"ARMCX4","ARMCX4","secondary_target",-1.30282876457634,1.89044212003681e-08
"UBE2C","UBE2C","secondary_target",-3.79249625977249,4.09865387925651e-58
"WDR7","WDR7","secondary_target",-1.31642153252905,6.29678795776382e-18
"ERICH1","ERICH1","secondary_target",1.1169907143063,1.99263729367363e-14
"ELF1","ELF1","secondary_target",0.958994419851554,1.25062709651446e-11
"SUN1","SUN1","secondary_target",0.857324713077841,8.1572690078854e-11
"GP6","GP6","secondary_target",3.55274487812765,1.28309866287032e-09
"ANTXR2","ANTXR2","secondary_target",-1.33531869166757,1.6194833478594e-09
"POR","POR","secondary_target",0.840791650390333,2.77127640683875e-09
"RPL7AP26","RPL7AP26","secondary_target",1.91121558624146,7.17082819659488e-05
"RSAD2","RSAD2","secondary_target",1.84053300535743,9.52092711905454e-35
"THUMPD2","THUMPD2","secondary_target",-2.79155834937589,5.55861444744552e-34
"GLI1","GLI1","secondary_target",4.24700743930115,9.14433015362719e-22
"PUS10","PUS10","secondary_target",1.63424981025317,1.11247793882647e-20
"MBOAT2","MBOAT2","secondary_target",1.24805952072862,3.75739730305593e-20
"TUBGCP3","TUBGCP3","secondary_target",-1.47218643160391,5.3519854498037e-18
"TLNRD1","TLNRD1","secondary_target",-1.71959968936797,3.66361281443668e-17
"SAMD1","SAMD1","secondary_target",1.23516742650043,6.04414056937719e-16
"MAGED1","MAGED1","secondary_target",-1.85335750586449,2.78834344463628e-50
"MEG3","MEG3","secondary_target",3.03193999167526,1.46570228409077e-49
"TCEANC","TCEANC","secondary_target",2.35732185773894,1.11762545506464e-42
"SNRPN","SNRPN","secondary_target",-3.16394609486822,1.14794331442061e-30
"SLC15A3","SLC15A3","secondary_target",-1.15529554989233,4.32791964018489e-18
"HES6","HES6","secondary_target",1.83635892586515,2.22826516610988e-16
"PDE7B-AS1","PDE7B-AS1","secondary_target",5.17808543063031,1.45156261428447e-173
"BTBD19","BTBD19","secondary_target",-2.31380886173791,6.60944683392271e-52
"LNPK","LNPK","secondary_target",-1.98462637373713,6.15708203510369e-50
"CACNA1G","CACNA1G","secondary_target",3.72594906601156,3.13199883626884e-121
"PRMT9","PRMT9","secondary_target",-2.92915610495037,9.203943333469e-47
"C1QTNF1","C1QTNF1","secondary_target",-2.014040689139,1.49372774746366e-45
"CHAC1","CHAC1","secondary_target",-2.74624194541858,6.51182146731248e-41
"DLL3","DLL3","secondary_target",5.23835579593664,8.71468901078987e-39
"H4C5","H4C5","secondary_target",-5.26540098100793,2.87660124114881e-155
"H4C3","H4C3","secondary_target",-4.23533017079027,1.7097890022401e-124
"YTHDC2","YTHDC2","secondary_target",-3.49153892902339,7.52414506843815e-132
"HELLS","HELLS","secondary_target",-2.60409519307217,1.52256982717274e-62
"CCNB1","CCNB1","secondary_target",-3.20632575931806,5.32653892136745e-58
"WDR11","WDR11","secondary_target",-1.59318854456873,6.21684914272375e-32
"MROH1","MROH1","secondary_target",-1.25974644105498,3.12124166639654e-23
"INTS14","INTS14","secondary_target",-0.980484537870305,5.55614755825778e-08
"COX16","COX16","secondary_target",-2.31948528728856,2.45907079904308e-06
"WEE2-AS1","WEE2-AS1","secondary_target",0.99516797031386,1.61305085878138e-05
"PRSS16","PRSS16","secondary_target",3.30585770278156,0.000292905790583673
"FANCA","FANCA","secondary_target",-0.581395159707088,0.00129784130138238
"ZNF746","ZNF746","secondary_target",0.419714504827603,0.00254862637583654
"MRNIP","MRNIP","secondary_target",-0.417309256133321,0.00461642896915635
"FANCD2","FANCD2","secondary_target",-2.72321013033856,2.66878352006127e-52
"H3C1","H3C1","secondary_target",-4.16154518912307,4.72523545886744e-50
