"gene_name","n_peaks","categories","primary_category","closest_peak_distance","max_tes_signal","max_tead1_signal","has_promoter_peak","has_enhancer_peak","baseMean","log2FoldChange","padj","is_DEG","regulation","primary_category_simple"
"DLX5",1,"TEAD1_unique","TEAD1_unique",-2524,1.19514153258417,3.14463999099935,TRUE,FALSE,228.797325844365,1.45222407882186,6.49317158691438e-15,TRUE,"Up","TEAD1_Unique"
"E2F5",1,"TES_unique","TES_unique",0,5.1587478547704,1.28398274118994,TRUE,FALSE,319.0267535992,-1.1080422776345,1.59562000048037e-10,TRUE,"Down","TES_Unique"
"EGR2",1,"TEAD1_unique","TEAD1_unique",-77,4.97310840972806,6.87216778731568,TRUE,FALSE,120.078673566868,1.60240052561708,6.76897657025236e-12,TRUE,"Up","TEAD1_Unique"
"EHF",4,"Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique","Shared_TES_dominant",0,13.6001743582623,23.1350574220149,TRUE,TRUE,674.019541061975,-1.01082219762396,2.90397591970582e-09,TRUE,"Down","Shared"
"ELF3",1,"TEAD1_unique","TEAD1_unique",15513,2.77357501651517,3.89149769265853,FALSE,TRUE,75.6239218919131,1.15145006035221,2.18756066471291e-05,TRUE,"Up","TEAD1_Unique"
"ENO1",2,"Shared_TEAD1_dominant;TEAD1_unique","TEAD1_unique",-1067,3.25836859388536,5.60082952307646,TRUE,TRUE,29447.1005459156,-1.59002940812955,2.42224752993173e-35,TRUE,"Down","TEAD1_Unique"
"EPAS1",3,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique","TEAD1_unique",0,4.82004850606124,5.30898786424881,TRUE,TRUE,2167.19155612526,-1.88394445296846,2.73398077161279e-49,TRUE,"Down","TEAD1_Unique"
"ESR1",2,"Shared_TES_dominant;TES_unique","Shared_TES_dominant",2604,6.36081741762067,4.47270437318181,TRUE,TRUE,77.1178032545145,-0.840536123632119,0.00319869291547432,TRUE,"Down","Shared"
"ESR2",1,"TES_unique","TES_unique",11399,1.5587941691989,0.670554293053491,FALSE,TRUE,190.672349322753,2.75853161307094,1.07999599726584e-36,TRUE,"Up","TES_Unique"
"ESRRG",4,"Shared_equivalent;Shared_high;TEAD1_unique;TES_unique","TES_unique",-88,11.2552773201724,9.6062262503438,TRUE,TRUE,154.839000672595,-1.39707608244521,3.33701043895209e-10,TRUE,"Down","TES_Unique"
"ETS1",5,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique","TEAD1_unique",1539,7.46189137054728,11.4828976439191,TRUE,TRUE,2016.77872978107,-2.52250066304808,1.98185565824567e-78,TRUE,"Down","TEAD1_Unique"
"ETV1",3,"Shared_high;TEAD1_unique;TES_unique","TES_unique",0,10.6249485608548,13.4870993626973,TRUE,TRUE,172.422582519218,0.714458391709034,0.000799141561755695,TRUE,"Up","TES_Unique"
"ETV4",1,"TEAD1_unique","TEAD1_unique",687,2.41587623284788,2.05311762394548,TRUE,FALSE,455.032835511565,2.52011944998217,1.11974482598376e-49,TRUE,"Up","TEAD1_Unique"
"ETV5",1,"Shared_equivalent","Shared_equivalent",42630,3.99505953514593,3.3018698601223,FALSE,TRUE,1108.0243675044,0.312573400271908,0.0393297398217127,TRUE,"Up","Shared"
"ETV6",2,"Shared_high;TEAD1_unique","TEAD1_unique",-134,7.399518123215,16.0388865489103,TRUE,TRUE,2635.45248502659,0.789728280947988,4.94486229615961e-09,TRUE,"Up","TEAD1_Unique"
"FLI1",1,"TEAD1_unique","TEAD1_unique",-7374,0.235234172367458,1.84193013471069,FALSE,TRUE,205.172040096751,-1.49117544807505,4.90046062752456e-17,TRUE,"Down","TEAD1_Unique"
"FOS",1,"TEAD1_unique","TEAD1_unique",-4537,1.33003470003212,3.95350796054946,FALSE,TRUE,266.852271051759,2.03223062031521,4.74296762248725e-30,TRUE,"Up","TEAD1_Unique"
"FOSL2",3,"Shared_TEAD1_dominant;Shared_equivalent;TEAD1_unique","TEAD1_unique",0,15.6947875772388,23.2359015082279,TRUE,TRUE,8774.07202132208,-2.02028418539159,8.50805320978349e-65,TRUE,"Down","TEAD1_Unique"
"FOXA1",1,"TEAD1_unique","TEAD1_unique",26989,0.151449239748692,1.33716322978338,FALSE,TRUE,146.247194756766,0.526195249565806,0.0217194552264176,TRUE,"Up","TEAD1_Unique"
"FOXI1",2,"Shared_equivalent;TEAD1_unique","TEAD1_unique",26859,5.10698390271929,6.96350950286502,FALSE,TRUE,10.6388637599583,3.64194300814606,0.000138138240162885,TRUE,"Up","TEAD1_Unique"
"FOXJ3",1,"TES_unique","TES_unique",-8616,3.59400374694883,0.559746653805637,FALSE,TRUE,2244.3654713152,0.302208687570782,0.0264575422859884,TRUE,"Up","TES_Unique"
"FOXK1",1,"TEAD1_unique","TEAD1_unique",-13746,3.03579103271254,5.96017393827263,FALSE,TRUE,3125.83740278096,-0.872555985465787,1.51956166643812e-08,TRUE,"Down","TEAD1_Unique"
"FOXK2",1,"TEAD1_unique","TEAD1_unique",16086,1.68369932137513,3.00686740928344,FALSE,TRUE,2407.16241940278,0.325790174288109,0.0180951562770924,TRUE,"Up","TEAD1_Unique"
"FOXO1",2,"Shared_TEAD1_dominant;TEAD1_unique","Shared_TEAD1_dominant",15836,2.57695298754232,2.79993857090769,FALSE,TRUE,687.814112639771,-0.94143100656381,5.99982555550991e-12,TRUE,"Down","Shared"
"FOXP1",4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique","Shared_TES_dominant",0,3.81114587500944,5.0514270517242,TRUE,TRUE,1349.80959386972,-1.27265872282597,3.32769299514742e-19,TRUE,"Down","Shared"
"FOXQ1",1,"TEAD1_unique","TEAD1_unique",-44748,0.617427561048722,1.3654594338984,FALSE,TRUE,71.9504491349898,2.19760172489333,1.20365597675185e-13,TRUE,"Up","TEAD1_Unique"
"GBX2",1,"TEAD1_unique","TEAD1_unique",-6899,0.470762156958028,1.48992738364631,FALSE,TRUE,16.010153048594,3.27941753428609,3.86377727954826e-06,TRUE,"Up","TEAD1_Unique"
"GFI1",2,"Shared_TES_dominant;TES_unique","Shared_TES_dominant",-15448,6.76676784621345,5.46115231258363,FALSE,TRUE,48.3572743485175,2.73731844202455,3.43935456041697e-13,TRUE,"Up","Shared"
"GLI3",5,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique","TES_unique",0,9.36617542293776,6.06785032345226,TRUE,TRUE,1595.49689316794,-0.329969673380676,0.0487979319215616,TRUE,"Down","TES_Unique"
"GLIS2",1,"TEAD1_unique","TEAD1_unique",-15422,1.12536672181786,5.69837124904229,FALSE,TRUE,276.002390385939,-0.615912457323059,0.00124108287278797,TRUE,"Down","TEAD1_Unique"
"GLIS3",6,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique","TES_unique",0,7.39406191473976,5.87647094070048,TRUE,TRUE,2829.70684627511,-2.06434871444888,1.25369726565919e-59,TRUE,"Down","TES_Unique"
"GRHL3",1,"TEAD1_unique","TEAD1_unique",-8717,1.16738120877382,1.51731306495089,FALSE,TRUE,26.5337650373233,-1.30683460547786,0.00266753343408355,TRUE,"Down","TEAD1_Unique"
"GSC",1,"TEAD1_unique","TEAD1_unique",-35661,0.247419620962788,1.88134870030747,FALSE,TRUE,30.9601406414762,-1.58147764675059,0.00026656090637813,TRUE,"Down","TEAD1_Unique"
"GSX2",2,"TEAD1_unique;TES_unique","TES_unique",118,7.23098902659373,4.27160656253497,TRUE,TRUE,59.725478534814,-0.787228767015606,0.0224514136567597,TRUE,"Down","TES_Unique"
"GTF2IRD1",1,"TEAD1_unique","TEAD1_unique",11283,2.2294229296983,5.20839630539094,FALSE,TRUE,1116.66912757316,0.538063788287576,4.99521699591824e-05,TRUE,"Up","TEAD1_Unique"
"HDGF",1,"TEAD1_unique","TEAD1_unique",278,2.48794044663571,7.52191857859274,TRUE,FALSE,3501.56013687414,0.580742234349943,0.00231786155603947,TRUE,"Up","TEAD1_Unique"
"HES1",1,"TEAD1_unique","TEAD1_unique",-1205,3.95722918542875,9.94539041584041,TRUE,FALSE,713.865257672184,1.0688545013238,2.97447297679724e-08,TRUE,"Up","TEAD1_Unique"
"HIF1A",1,"TES_unique","TES_unique",1054,1.23822868387449,0,TRUE,FALSE,8284.19562561258,-0.883556698264172,5.03923853191384e-11,TRUE,"Down","TES_Unique"
"HIF3A",1,"Shared_TEAD1_dominant","Shared_TEAD1_dominant",-7530,1.49815646138473,1.82835623778013,FALSE,TRUE,8.6284343993319,2.77438889253621,0.00204568577818697,TRUE,"Up","Shared"
"HIVEP1",1,"TES_unique","TES_unique",30009,2.48937076056997,0.353839625914892,FALSE,TRUE,837.184908796615,-0.953674603230097,5.91684833281381e-13,TRUE,"Down","TES_Unique"
"HIVEP2",2,"Shared_TES_dominant;TES_unique","TES_unique",3677,7.63349912533986,3.8142165129726,FALSE,TRUE,1141.56713641823,-0.728512938522502,6.83209916449082e-09,TRUE,"Down","TES_Unique"
"HIVEP3",5,"Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique","TEAD1_unique",-246,15.815910693392,7.29453182517318,TRUE,TRUE,2421.63850682836,-0.52285232168196,0.00108999046684108,TRUE,"Down","TEAD1_Unique"
"HLF",1,"TEAD1_unique","TEAD1_unique",15479,7.37586198554741,6.14913112265212,FALSE,TRUE,238.276383309465,-3.5833631287258,4.29648378092782e-75,TRUE,"Down","TEAD1_Unique"
"HNF1B",3,"Shared_equivalent;TEAD1_unique;TES_unique","TEAD1_unique",-7566,4.24646036993197,7.08186160927587,FALSE,TRUE,9.81252030223465,4.016244097712,0.000183963823138167,TRUE,"Up","TEAD1_Unique"
"HOXB3",1,"TES_unique","TES_unique",131,1.62252041671082,0.582613997108547,TRUE,FALSE,871.791990097661,-0.931138977926539,1.21072755874001e-11,TRUE,"Down","TES_Unique"
"HOXC5",1,"TEAD1_unique","TEAD1_unique",5,0.483549734701713,1.61128344628546,TRUE,FALSE,20.9234768954509,-1.48468791904933,0.00368175463858769,TRUE,"Down","TEAD1_Unique"
"INSM1",1,"Shared_equivalent","Shared_equivalent",25220,2.0127755081992,3.01199592538687,FALSE,TRUE,9.10742657750271,6.25651077909651,7.00333716568516e-06,TRUE,"Up","Shared"
"IRF1",2,"TEAD1_unique;TES_unique","TEAD1_unique",-1128,3.23700720557294,10.3996294558507,TRUE,FALSE,1210.28605543305,-0.868444743367032,1.24274004410408e-11,TRUE,"Down","TEAD1_Unique"
"IRX6",1,"TEAD1_unique","TEAD1_unique",-26128,0.646159940041029,2.22738479314706,FALSE,TRUE,13.5847484131196,2.71852035872715,0.000225766149010589,TRUE,"Up","TEAD1_Unique"
"JPH2",2,"Shared_TEAD1_dominant;TEAD1_unique","TEAD1_unique",-80,2.15320524364187,15.6634215757861,TRUE,TRUE,141.839296405328,-2.27267358867133,2.01181016525567e-28,TRUE,"Down","TEAD1_Unique"
"JUN",3,"Shared_TES_dominant;Shared_high;TEAD1_unique","TEAD1_unique",-21,19.9860155253019,19.0325616566255,TRUE,TRUE,6507.35860724743,0.37185915180783,0.0117977307343185,TRUE,"Up","TEAD1_Unique"
"KCNIP3",1,"TEAD1_unique","TEAD1_unique",-12530,2.14428488966348,6.86599248181219,FALSE,TRUE,51.0919196275264,-0.652505200283656,0.0484813530887631,TRUE,"Down","TEAD1_Unique"
"KLF10",2,"TEAD1_unique;TES_unique","TEAD1_unique",180,14.7608395804878,23.4051843530991,TRUE,TRUE,3012.51224859935,-2.61543858873535,3.65942012970687e-58,TRUE,"Down","TEAD1_Unique"
"KLF2",1,"TEAD1_unique","TEAD1_unique",13226,0.574532349067234,6.01082495059562,FALSE,TRUE,53.9068885901329,-1.21509969001533,0.00033271770586091,TRUE,"Down","TEAD1_Unique"
"KLF3",1,"TEAD1_unique","TEAD1_unique",-89,12.5323250459165,10.1632124608877,TRUE,FALSE,2252.95516527194,0.611725811268903,5.58877540724765e-06,TRUE,"Up","TEAD1_Unique"
"KLF5",1,"TES_unique","TES_unique",15580,3.07281908748481,1.06094906573513,FALSE,TRUE,1362.33825066813,1.13931420716612,1.13454881149204e-16,TRUE,"Up","TES_Unique"
"KLF6",2,"Shared_high;TEAD1_unique","Shared_high",-819,6.01042210022608,7.69040210723877,TRUE,TRUE,2030.29566739817,0.664009280298034,2.62783236738305e-05,TRUE,"Up","Shared"
"KLF7",3,"Shared_TES_dominant;TEAD1_unique;TES_unique","TEAD1_unique",1797,3.18215506076813,3.79789474866534,TRUE,TRUE,1315.39838657246,-1.50886298532762,9.00459162612508e-32,TRUE,"Down","TEAD1_Unique"
"KLF9",1,"TEAD1_unique","TEAD1_unique",217,2.99322037233247,6.65821262862947,TRUE,FALSE,1004.18323746496,-0.755664243624545,2.27619278961692e-08,TRUE,"Down","TEAD1_Unique"
"LHX2",1,"TEAD1_unique","TEAD1_unique",39545,1.17285768529682,2.9924744363084,FALSE,TRUE,49.2090598009272,1.5376748734618,4.74423141617085e-06,TRUE,"Up","TEAD1_Unique"
"LITAF",1,"TEAD1_unique","TEAD1_unique",3413,0.330755138629908,2.76575910311203,FALSE,TRUE,699.918487536377,0.402819773516625,0.0286228356091195,TRUE,"Up","TEAD1_Unique"
"LRRFIP1",1,"TEAD1_unique","TEAD1_unique",-10654,0.760146608224306,3.17095681315926,FALSE,TRUE,1841.92688649227,0.376309575802068,0.00621004366000841,TRUE,"Up","TEAD1_Unique"
"MAF",1,"TES_unique","TES_unique",-27879,1.94561464065,2.38685912050699,FALSE,TRUE,2147.66587369509,1.09244113586718,9.24498689095753e-17,TRUE,"Up","TES_Unique"
"MAFB",1,"TEAD1_unique","TEAD1_unique",37649,2.5167789950129,3.20784782040255,FALSE,TRUE,277.172674229191,2.37984207788346,1.605239227673e-39,TRUE,"Up","TEAD1_Unique"
"MAFK",1,"TEAD1_unique","TEAD1_unique",0,2.73309621288562,12.8882788470426,TRUE,FALSE,598.149975166303,-0.428040797662422,0.0138923430379931,TRUE,"Down","TEAD1_Unique"
"MAX",1,"TES_unique","TES_unique",5581,3.06272842321131,0.77259846445587,FALSE,TRUE,762.656567338194,0.427027778871626,0.00517638464464478,TRUE,"Up","TES_Unique"
"MECOM",2,"TEAD1_unique;TES_unique","TES_unique",0,1.75381904123247,0.760695613766842,TRUE,TRUE,320.932771674365,0.791470901999081,1.85905616139973e-06,TRUE,"Up","TES_Unique"
"MEF2C",5,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique","TEAD1_unique",0,11.3693349720234,7.52774609038025,TRUE,FALSE,793.317224724263,-1.23544331662129,1.6388371315221e-20,TRUE,"Down","TEAD1_Unique"
"MEF2D",1,"TEAD1_unique","TEAD1_unique",-10055,2.26973007001211,3.83049059452101,FALSE,TRUE,1350.37768933871,0.446943373689224,0.000745008632467291,TRUE,"Up","TEAD1_Unique"
"MEIS2",2,"TEAD1_unique;TES_unique","TEAD1_unique",0,1.41860725247962,3.21267741684221,TRUE,TRUE,1042.26914891448,-0.672927549930708,4.47973947186278e-07,TRUE,"Down","TEAD1_Unique"
"MITF",1,"TEAD1_unique","TEAD1_unique",6460,0.905566403267452,1.70506301839498,FALSE,TRUE,566.104825224988,-0.42639068781281,0.00662389936920877,TRUE,"Down","TEAD1_Unique"
"MLXIP",1,"TEAD1_unique","TEAD1_unique",10440,0.269047605554358,1.42363459521379,FALSE,TRUE,2065.93655498893,0.619940653298532,1.06522935772636e-05,TRUE,"Up","TEAD1_Unique"
"MXD4",1,"TEAD1_unique","TEAD1_unique",-119,13.7802154697701,18.2675049662778,TRUE,FALSE,952.642282489933,0.41092001412352,0.00621900890095228,TRUE,"Up","TEAD1_Unique"
"MYBL1",5,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique","TEAD1_unique",0,19.8659263558546,19.5476124661653,TRUE,TRUE,876.309197875694,-0.564146492549838,0.00260474288997435,TRUE,"Down","TEAD1_Unique"
"MYC",2,"Shared_equivalent;TES_unique","Shared_equivalent",0,4.66461317662894,3.96026966457925,TRUE,TRUE,505.121869174922,-1.10230748717995,9.95431182345309e-10,TRUE,"Down","Shared"
"MYRFL",2,"TEAD1_unique;TES_unique","TES_unique",-2989,1.47091191179898,2.32881191141247,TRUE,TRUE,39.7783630171621,2.02877753737011,2.44088680574491e-07,TRUE,"Up","TES_Unique"
"NACC2",1,"Shared_high","Shared_high",-1482,22.7834945286022,45.3143801545306,TRUE,FALSE,1704.99171335875,-1.80896874025367,1.03489284860489e-46,TRUE,"Down","Shared"
"NEUROG2",1,"TES_unique","TES_unique",-16200,5.70191942613362,1.53283583008366,FALSE,TRUE,12.1518251283888,4.86570705288058,2.62727427749259e-05,TRUE,"Up","TES_Unique"
"NFAT5",2,"Shared_TEAD1_dominant;Shared_equivalent","Shared_equivalent",-29738,2.25829387477819,2.18701742200838,FALSE,TRUE,11356.9676358921,0.403399007669681,0.00676356136853682,TRUE,"Up","Shared"
"NFATC2",1,"TEAD1_unique","TEAD1_unique",0,0.969743848099547,4.1996662162118,TRUE,FALSE,134.157616713487,2.57621229463173,2.53538808488798e-25,TRUE,"Up","TEAD1_Unique"
"NFATC3",1,"TES_unique","TES_unique",19161,2.74786773493016,1.83320874692988,FALSE,TRUE,1184.20914958115,0.358562224639761,0.00813580188571505,TRUE,"Up","TES_Unique"
"NFIB",5,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique","TEAD1_unique",0,3.64419254080946,4.71824782088871,TRUE,TRUE,2705.16368521324,-2.96297919606652,7.87074262497469e-121,TRUE,"Down","TEAD1_Unique"
"NFIC",1,"TEAD1_unique","TEAD1_unique",-1299,8.95491770938643,10.8711669209213,TRUE,FALSE,6363.84255407406,-1.46336738761266,1.86070602052574e-25,TRUE,"Down","TEAD1_Unique"
"NFIL3",1,"TEAD1_unique","TEAD1_unique",389,0.594885183727009,1.97697309213772,TRUE,FALSE,462.810542855106,0.563786437338885,0.0204750522235824,TRUE,"Up","TEAD1_Unique"
"NFIX",1,"TEAD1_unique","TEAD1_unique",-14518,3.37814176245911,8.78898132881617,FALSE,TRUE,5040.88518818899,-2.53560146678647,1.26909082358836e-93,TRUE,"Down","TEAD1_Unique"
"NFKB1",3,"Shared_TEAD1_dominant;Shared_equivalent;TEAD1_unique","Shared_equivalent",-4610,1.90355573198365,6.25394392477399,FALSE,TRUE,798.482829360816,-0.608592376422798,5.67697597694526e-06,TRUE,"Down","Shared"
"NFX1",2,"Shared_TEAD1_dominant;TEAD1_unique","Shared_TEAD1_dominant",1394,4.32596031556862,8.14860841567907,TRUE,TRUE,1347.53005274247,-0.64617674881998,4.14696128672327e-06,TRUE,"Down","Shared"
"NPAS2",2,"Shared_equivalent;TEAD1_unique","TEAD1_unique",-22941,4.71192140892299,10.4545278886352,FALSE,TRUE,63.3547287202836,-1.07471713910225,9.78871968173862e-05,TRUE,"Down","TEAD1_Unique"
"NPAS3",4,"Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique","TEAD1_unique",0,2.88517324508925,2.90272450594939,TRUE,TRUE,1032.4547784615,-2.81886389341653,1.63477477080869e-83,TRUE,"Down","TEAD1_Unique"
"NR1D2",3,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique","TES_unique",-1021,2.98161025091454,5.09062719677688,TRUE,TRUE,2766.6738376278,-1.29829981781382,3.71182726253691e-24,TRUE,"Down","TES_Unique"
"NR1H4",3,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique","TEAD1_unique",0,2.32247164054106,9.84015269981798,TRUE,TRUE,28.5278009920578,-3.36960558105971,1.25737718720873e-12,TRUE,"Down","TEAD1_Unique"
"NR2F1",2,"Shared_TES_dominant;TES_unique","TES_unique",-83,11.7608435921403,7.80543629191976,TRUE,FALSE,1690.45441170284,-1.2170313712955,9.77001332679116e-17,TRUE,"Down","TES_Unique"
"NR4A2",1,"TES_unique","TES_unique",-37942,1.41070773519536,0.112361980619885,FALSE,TRUE,107.918389651699,-0.726685523324275,0.00303738170299472,TRUE,"Down","TES_Unique"
"NR6A1",2,"TEAD1_unique;TES_unique","TES_unique",-19832,1.57064481873165,2.53724602995248,FALSE,TRUE,261.118246283311,0.433783947820621,0.0352606070419409,TRUE,"Up","TES_Unique"
"NRF1",1,"TES_unique","TES_unique",-19595,4.02676015672011,0,FALSE,TRUE,617.981106137502,0.701226061625143,2.63290466581125e-06,TRUE,"Up","TES_Unique"
"PAX8",3,"Shared_TES_dominant;Shared_high;TEAD1_unique","TEAD1_unique",447,23.7449762358182,39.0181816315305,TRUE,TRUE,305.178765746222,2.3785410021799,3.16535880757022e-33,TRUE,"Up","TEAD1_Unique"
"PBX1",5,"Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique","TEAD1_unique",-872,11.8245582703375,10.7061050686348,TRUE,TRUE,4305.28238550755,-1.15080835719741,3.8117086676956e-19,TRUE,"Down","TEAD1_Unique"
"PBX4",2,"TEAD1_unique;TES_unique","TEAD1_unique",-11237,4.03010549760215,3.66517861954479,FALSE,TRUE,79.3249104496551,1.16116578187701,1.30955138699351e-05,TRUE,"Up","TEAD1_Unique"
"PCBP3",1,"TEAD1_unique","TEAD1_unique",6343,1.12449567627024,2.24044238722093,FALSE,TRUE,23.5349623298379,4.22845561125405,3.61261679680424e-09,TRUE,"Up","TEAD1_Unique"
"PGBD1",1,"Shared_TES_dominant","Shared_TES_dominant",14933,4.93226448490038,2.38525498118188,FALSE,TRUE,161.977008242482,-0.760963419131191,0.000548111573695766,TRUE,"Down","Shared"
"PITX2",2,"Shared_TEAD1_dominant;TEAD1_unique","TEAD1_unique",-21564,1.58593692928737,2.39089084764691,FALSE,TRUE,119.766506620006,-1.88699079931176,1.87089291896978e-16,TRUE,"Down","TEAD1_Unique"
"PLAG1",2,"TEAD1_unique;TES_unique","TES_unique",-967,1.11825521260697,1.1640222041992,TRUE,FALSE,614.298235230877,0.650077338414967,1.70806266623036e-05,TRUE,"Up","TES_Unique"
"PLAGL1",1,"TES_unique","TES_unique",-8494,2.37664692961496,0.201716392304246,FALSE,TRUE,321.424808206292,-0.609349697340043,0.000721718990303864,TRUE,"Down","TES_Unique"
"PLSCR1",2,"TEAD1_unique;TES_unique","TES_unique",0,1.53075564618696,2.80332739301067,TRUE,TRUE,2602.98567008,-1.14999799023702,6.84913756957118e-17,TRUE,"Down","TES_Unique"
"POU2F1",1,"TES_unique","TES_unique",21618,4.25421646419837,1.79308657540756,FALSE,TRUE,1788.36592186717,0.519346140042862,6.7111839720979e-05,TRUE,"Up","TES_Unique"
"POU2F2",1,"TEAD1_unique","TEAD1_unique",622,0.704415088257019,2.96414776226636,TRUE,FALSE,63.7974271681192,2.0841498214198,6.52545515362083e-12,TRUE,"Up","TEAD1_Unique"
"POU3F2",1,"TEAD1_unique","TEAD1_unique",-1665,1.50954518470746,5.23272174887124,TRUE,FALSE,4526.74268485238,0.955219422116464,4.33947364030553e-13,TRUE,"Up","TEAD1_Unique"
