"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"VEGF_A_UP.V1_DN",4.18032724653306e-09,1.9981964238428e-07,0.761460801445585,-0.470625349211164,-2.00602721842235,183,"ITGB3;DLGAP5;RRM2;TSPAN8;TTK;ARHGAP29;BIRC5;IL6;VEGFC;CCNB1;NDC80;PSD3;KIF23;DKK1;HMMR;H2BC15;EXO1;BUB1B;PLK4;SPAG5;UFL1;FABP4;GATA6;LMNB1;CDC45;BUB1;CENPA;KIF22;NBN;CENPE;CKS2;SACS;TMPO;CCNB2;USP13;MAP1B;NRP1;RND3;ACADM;TGFBI;MMP14;CDKN3;CCNH;ASPH;NR2F1;AMPH;DHFR;CRYZ;ITGA2;SCAF11;PHKA1;STEAP1;NUDT21;MAD2L1;PPIG;DBF4;ADAM9","C6 Oncogenic"
"KRAS.LUNG_UP.V1_DN",1.04792789804989e-06,2.27686152394476e-05,0.643551836150722,0.57742624375491,1.98698182347781,103,"CD248;KRT16;CLCA4;LGALS7;KRT15;RHCG;KRT13;COBL;RAG1;CXCL14;CD22;IHH;NGFR;ALDH3B2;CYP26B1;CDKN1C;INPP5D;PALM;MAFB;VAV3;IL10RA;COL2A1;ADORA3;LMO1;PROM1;RDH16;HEY2;ERG;ACHE;GALNT8;MORC1;CFAP74;RYR1;PSG7;CDH16;PTPRU;TRGV7;GPR45;LYPD3;TOP6BL;EMID1","C6 Oncogenic"
"RPS14_DN.V1_DN",4.27950865541357e-06,8.52335473869869e-05,0.610526878385931,-0.41535734405206,-1.76146309066585,177,"DLGAP5;KIF20A;MKI67;NMU;TFAP2B;MYBL2;CDC20;TK1;KIF23;ESPL1;CHAC1;E2F8;PLK1;KIF15;POLR1F;EXO1;ARHGAP11A;ECT2;MCM10;B3GALNT1;CDCA3;EMP2;PSAT1;BCAT1;DEPDC1;KCTD20;GINS2;ENG;CENPE;CCNB2;PBK;INCENP;SLC31A1;CDC6;KIF2C;TUBB2B;CYBRD1;DYRK3;CAD;HMGN5;KANK2;PRC1;ERCC6L;TUBG1;ERCC2;CLCN4;TRIP13;CRMP1;SHMT1;FBXO5;COBLL1;ASNS;STEAP3;ID1;THEM6;DNAJA4;MDM4;ADD2;C14orf132;POLD1;AGAP1;PKLR;VARS1","C6 Oncogenic"
"KRAS.600_UP.V1_DN",1.30500422425522e-05,0.000239920007382306,0.593325476396405,0.453839999037259,1.69783226069538,207,"KRT17;CD248;KRT16;ACTG2;LGALS7;KRT38;KRT31;TUBAL3;ARHGAP28;KRT13;MUC5AC;RRAD;FOXI1;COBL;EPHB6;RAMP3;CXCL14;TNNI3;CNGB1;HRH3;ZBTB16;CGREF1;MYL9;CNTFR;KIAA0087;TBC1D29P;TM4SF4;TRH;SERPING1;VAV3;COL2A1;YBX2;NOX3;BST2;TRPM2;ABCB1;ATP2A3;RASAL1;TEX15;CACNA1I;IL19;EDN2;DPYS;SMPDL3B;CD300A;DENND1C;CDH16;PTPRU;NCR3;RYR2;GNRH2;PRTN3;NEU3;LYPD3","C6 Oncogenic"
"CSR_LATE_UP.V1_UP",1.7781513900514e-05,0.000294398826604183,0.575610261071129,-0.430893457574523,-1.80118253257162,153,"RRM2;CDCA8;UBE2C;IGFBP3;BIRC5;SHCBP1;VEGFC;MYBL2;ZWINT;SERPINB7;CDK1;FOXM1;KIFBP;NUF2;MT1F;ANLN;MET;FAM83D;KIF22;UHRF1;BEX1;MBL2;GYS1;IL7R;YEATS4;FAM216A;PBK;SSTR1;SLC16A3;FEN1;CDC6;CKAP2;MT2A;CDH2;TUBG1;TOMM34;TRPC4;HMGB1;TRIP13;EZH2;DCBLD1;TSPAN13;ST3GAL4;LMNB2;ZNF367","C6 Oncogenic"
"E2F1_UP.V1_UP",1.84769138036098e-05,0.000294398826604183,0.575610261071129,-0.392682620669303,-1.67586668654622,184,"DLGAP5;BRCA2;AURKB;KIFC1;TOP2A;TK1;DMBT1;E2F8;HMGB3;SGO1;MCM10;PLK4;VEGFA;GATA6;LMNB1;TYMS;BUB1;ELANE;CMA1;UBE2T;POLA2;FEN1;CHEK1;NAB1;CAD;TYRO3;PRC1;ERCC2;RBM22;SINHCAF;TPD52;CRYZ;KPNA3;LPIN2;NOCT;DBF4;EZH2;ITSN1;PKP4;MCM4;PACS1;FANCM;GRSF1;UPK2;SLC7A1;MTSS2;RB1;CSTF2;PTPN21;PITPNM1;HPF1;ART3;GPR19;ARHGAP39;RRM1;MED20;RRP1B;GUF1;PIP4K2A;ELAVL1;STIL;DNA2","C6 Oncogenic"
"KRAS.300_UP.V1_DN",0.000201967493070765,0.00283942534375958,0.518848077743792,0.504679464947684,1.74230009320593,105,"KRT16;ACTG2;LGALS7;KRT38;TUBAL3;KRT13;MUC5AC;RRAD;FOXI1;COBL;EPHB6;TNNI3;CGREF1;MYL9;TBC1D29P;TM4SF4;YBX2;BST2;TRPM2;ABCB1;RASAL1;TEX15;CACNA1I;DPYS;DENND1C;CDH16;NCR3;RYR2;TAGLN;PPFIA3;CHRM2","C6 Oncogenic"
"ERBB2_UP.V1_DN",0.000335309916209954,0.00421784578811469,0.49849310876659,-0.362836881319674,-1.55677261777064,192,"MBNL2;CAV1;SLC6A14;TTK;ARHGAP29;ANXA3;RAD51AP1;PTBP2;IRS1;NCAPG;KLF10;DTL;MPDZ;ECT2;PLK4;RANBP6;POLI;DEPDC1;TM4SF1;CENPE;GFRA1;PEG10;FASTKD1;STK17A;ARMCX5;KCTD3;AMIGO2;FAM216A;AASDHPPT;EHBP1;ABLIM1;MATN2;NRIP1;CBR4;CLIC3;ZNF43;HSPA4L;DDX60;RAB31;KANK1;ZNF107;NPY1R;RHOBTB3;MYC;MAD2L1;DBF4;ADAM9;KRR1;RIGI;FBXO5","C6 Oncogenic"
"PRC2_SUZ12_UP.V1_DN",0.000416373217542842,0.00497565994963696,0.49849310876659,0.453094242199514,1.63219845000223,146,"NPFFR1;LRRC61;OPCML;SYN3;CA7;HAPLN2;GNGT2;CBFA2T3;ONECUT2;CD22;ACP5;CGA;CD247;IL10RA;NPY2R;SOAT2;KBTBD11;AMBP;TFEC;STXBP2;ATP2A3;RUNDC3A;IMPG2;PGAP1;DLGAP1;SLC12A5;LHX6;CFAP70;DNAI1;IL23A;MAPT;EFNA5;ACVRL1;SRSF11;GUCY1B1;DRP2;IL1RN;TRAC;EPPK1;CACNA2D2;KALRN;UPK1A;C22orf31;GNA15;KCNMB2","C6 Oncogenic"
"BRCA1_DN.V1_UP",0.000479562276113036,0.0054578754281436,0.49849310876659,0.492976342787512,1.68012245119044,96,"CLEC7A;CHAT;APOH;PAEP;NKX2-2;CNTN6;POU2F3;SHANK1;CMKLR1;NPHS2;AIM2;DAZL;ZNF423;PIP;CTLA4;DENND1C;RPP25;LHX6;GJA5;TRGV7;ROPN1B;CDH22;ANGPT4;THBS2;ARHGAP15;CILP;VAV1","C6 Oncogenic"
