"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","collection"
"AKT_UP.V1_DN",0.419708483866949,0.60230796269097,0.0202426638131779,0.2779313459797,1.02121100580635,173,"IBSP;CD248;TEC;PI16;KRT5;KRT15;ALPL;SCARA5;ASS1;GSTA4;ESR2;SERPINF2;FMO3;PROM1;SLC39A4;NID1;PLTP;EDARADD;MEPE;OGN;CDH16;AXIN2;TIMP3;BEX4;SYPL2","C6 Oncogenic"
"AKT_UP.V1_UP",0.628708133971292,0.791087646350804,0.0371008228654284,-0.225194121072677,-0.945026593328973,156,"EDN1;UBE2C;SLC6A14;GPD2;H4C8;PTPN14;PDK1;GPX8;IL1R1;BACE2;PYGL;UGT8;PLK2;PFKP;NIBAN1;ATF3;AK4;TLCD4;H2BC17;H4C9;SFTPD;TOM1L1;SLC6A6;SPECC1;INSIG2;PREP;PON2;ST6GALNAC6;SEPTIN9;PLSCR1;HOXB9;PACSIN3","C6 Oncogenic"
"AKT_UP_MTOR_DN.V1_DN",0.368014934660859,0.552339022428446,0.0222681639924946,0.284375788334048,1.0444183322451,172,"IBSP;CD248;TEC;PI16;NCMAP;BMP7;CPLX2;ASS1;HPGD;GSTA4;WEE1;ESR2;SERPINF2;FMO3;PROM1;AGPAT5;NID1;MLXIPL;MYO1G;ITGA6;MEPE;OGN;CDH16;BEX4","C6 Oncogenic"
"AKT_UP_MTOR_DN.V1_UP",0.177032290488755,0.332754806225206,0.0356313584168532,0.316763624922005,1.15593887834914,162,"RASD1;SYT17;BSND;GSDMC;MYO5B;FXYD4;MGARP;DAZL;HIF3A;SUSD4;DHCR7;CPE;ANXA13;LAMC2;FLT1;DHCR24;PLAT;DUSP10;MPZL2;SLC39A8;TMEM40;RUNDC3A;KCNH3;MICU1;SAA2;CRLF1;WFDC12;GDE1;LRG1;KRT23;LYPD1;C3orf52;MPP2;TTLL1;GCH1;CPNE6;TNFRSF12A;ALDOC;RIMKLB;TJP3;PAK1;DUSP1;SPHK1;METRNL;ADAM10;LSS;ABCA7;NEU1;CAMKK1;TMCC3;CTNS;FXR2","C6 Oncogenic"
"ALK_DN.V1_DN",0.0283886445421831,0.0891816642268722,0.0979108420486795,0.398780327739571,1.38383834516619,109,"DLGAP2;PYY;CLCA1;LCN1;CASQ2;CMKLR1;SLA;CAMK2A;SERPINF2;INPP5D;IFI27;EFNA2;ADORA3;TIAM1;FOS;HSPA1L;THSD4;CNTNAP2;CTF1;CD300C;COL9A3;GRB7;GCKR;BCO1;PCDH8;GPR45;IFI6;KCNC3;VAV1;RPL23AP7;CHRM4;CRYAB;FGL2;AP1G2;CTRC;GPR162;KCNJ9","C6 Oncogenic"
"ALK_DN.V1_UP",0.193052240784938,0.354919119596924,0.0349553456182706,0.333081317475425,1.1598298375654,112,"ENPP2;OLFML3;CCR7;STMN2;SLC12A8;FMO1;NTRK1;NOD2;CA3;PYGB;PYY2;ACTL6B;UNC13A;SPP1;SLAMF7;TDO2;TFEC;RAB9BP1;LMX1B","C6 Oncogenic"
"ATF2_S_UP.V1_DN",0.00724912139169116,0.0339713727963566,0.407017918923954,-0.334672352307297,-1.40980661249844,164,"COL11A1;EFEMP1;A2M;SERPINA3;TNFRSF11B;VCAM1;ID4;CYP1B1;NFIB;CCL2;ABCA8;SERPINB7;BMPR1B;IL1RAP;NFE2;KCTD12;IL1R1;ITGBL1;CRIP2;OSMR;SNCAIP;LTBP3;ENO2;SFRP4;ST3GAL6;CCIN;AK4;SLIT3;SORBS1;WT1;ITPR1;CWF19L1;IL4R;TNFAIP6;PTGS2;ANXA10;ST6GALNAC2;SLC1A3;DPP4;GPRASP1;PLAAT3;PLSCR4;PTGIS;CHI3L1;TPD52;PDLIM3;PLEK2;C1RL;NEAT1;ABCC3;COBLL1;DAPK1;COL16A1;ADARB1;LAMA2;TLE3;PARD6B;EVC;AIRE","C6 Oncogenic"
"ATF2_S_UP.V1_UP",0.487630290091674,0.669791030643161,0.0181097595532325,0.271922097654417,0.991346779621395,160,"MYO7A;HSD17B3;MMP1;IL20RA;PRSS16;B3GNT3;CD8A;ADRB2;S100A4;ZFR2;SEMA5A;OR2B6;TMEM156;MPZ;GALNT14;HSD3B1;CD24;RDH16;TRPM2;INSL6;RSAD2;ITGA6;C1orf115;LHX6;GALR2;LHX2;NEFM;FOXH1;VPREB3;HSPA6;SCIN;C3AR1","C6 Oncogenic"
"ATF2_UP.V1_DN",0.0137727496310871,0.0530917284166098,0.274717458595242,-0.321526388262612,-1.35403941492273,163,"EFEMP1;SERPINA3;TNFRSF11B;VCAM1;ID4;PTX3;CYP1B1;PTGFR;LIMCH1;CA9;NFIB;CCL2;ABCA8;GASK1B;HKDC1;IL1RAP;BHMT;KCTD12;IL1R1;ITGBL1;SNCAIP;SCD;SFRP4;AK4;DEPP1;SCRG1;SLIT3;ZSCAN31;EDNRA;CYBRD1;PTGS2;ANXA10;ST6GALNAC2;CDH13;PLAAT3;ZNF652;PLSCR4;PTGIS;CHI3L1;TPD52;PDLIM3;CCN4;STON1;ACVR2A;PLEK2;C1RL;NEAT1;ABCC3;EDIL3","C6 Oncogenic"
"ATF2_UP.V1_UP",0.397709923664122,0.583145225495246,0.0213963788430301,0.28545794538543,1.03192490586058,150,"IGF2;CCR4;CEBPA-DT;VIPR2;MMP1;CD8A;HPGD;S100A4;ZFR2;FRMD1;ICAM2;TBC1D29P;APOD;COL2A1;HSD3B1;TRPM2;ASPN;PODXL;ALLC;NRXN2;DNAJC15;GALR2;ADM2;NEFM;CLDN15;GRAP;HSPA6;LYPD1;NEO1;C3AR1;PCSK1N;BAIAP3;DCAF4;GNA15;FGR;PLAU","C6 Oncogenic"
