"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","category"
"HIPPO_YAP",0.000132483574782411,0.00797906230802933,0.518848077743792,-0.706267687855139,-2.036245050069,22,"AMOTL2;LATS2;FAT3;PTPN14;TEAD4;AMOT;FAT4;FAT1;SAV1;MOB1A","Signaling"
