"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","is_significant","ensembl_id","gene_symbol","tes_bound","tead1_bound"
"ENSG00000128245.15",375.63646223397,-1.44367893830924,0.185825315620257,-7.76901109243624,7.91012417406705e-15,1.1540712936795e-13,TRUE,"ENSG00000128245","YWHAH",FALSE,TRUE
"ENSG00000150768.17",560.415261329695,-1.1626613713622,0.149748524657615,-7.76409232759058,8.22319816648791e-15,1.19830800222763e-13,TRUE,"ENSG00000150768","DLAT",FALSE,TRUE
"ENSG00000176014.13",881.005887912727,-1.2489367649932,0.160957064312489,-7.7594405087338,8.5304868950486e-15,1.24042627932796e-13,TRUE,"ENSG00000176014","TUBB6",FALSE,TRUE
"ENSG00000182253.15",1505.55866846013,-0.998573719416639,0.12877783297207,-7.75423608528354,8.88768500671072e-15,1.2912612673565e-13,TRUE,"ENSG00000182253","SYNM",FALSE,TRUE
"ENSG00000086589.12",548.601071464273,-1.27630492294346,0.164786192217524,-7.74521764092156,9.54182657959574e-15,1.38275070501582e-13,TRUE,"ENSG00000086589","RBM22",FALSE,TRUE
"ENSG00000182013.18",236.588155952174,-1.45412351869758,0.188138361979757,-7.72901126275373,1.08385085916401e-14,1.56531658095592e-13,TRUE,"ENSG00000182013","PNMA8A",FALSE,TRUE
"ENSG00000145244.12",102.92394791148,1.74930871369819,0.226849090993582,7.71133226073929,1.24511030993732e-14,1.79211470372673e-13,TRUE,"ENSG00000145244","CORIN",FALSE,TRUE
"ENSG00000177731.16",3131.71868772317,-0.924425509677075,0.120268574648544,-7.68634294019438,1.51400343731802e-14,2.17269407515076e-13,TRUE,"ENSG00000177731","FLII",FALSE,TRUE
"ENSG00000196754.13",222.956328889943,1.71934174819716,0.223908001381933,7.6787865444093,1.60602581702403e-14,2.30183480812963e-13,TRUE,"ENSG00000196754","S100A2",FALSE,TRUE
"ENSG00000139144.11",29.5396815326872,-3.76055269609927,0.490980084946963,-7.65927745624446,1.86982050795654e-14,2.66194731828449e-13,TRUE,"ENSG00000139144","PIK3C2G",FALSE,TRUE
"ENSG00000133056.14",215.442255271997,-1.29449235441747,0.169026612564713,-7.65851208147398,1.88099548568287e-14,2.67561367913216e-13,TRUE,"ENSG00000133056","PIK3C2B",FALSE,TRUE
"ENSG00000166401.15",142.587919304433,-1.92112397974298,0.252202947139104,-7.61737323665523,2.58889943569128e-14,3.64895170255442e-13,TRUE,"ENSG00000166401","SERPINB8",FALSE,TRUE
"ENSG00000141337.13",92.1901979722448,1.8658953787641,0.245029461222355,7.61498380421639,2.63724535152063e-14,3.71247203068598e-13,TRUE,"ENSG00000141337","ARSG",FALSE,TRUE
"ENSG00000115163.15",88.4507388228297,-2.0846206531223,0.274063591727837,-7.60633924404109,2.81968565297657e-14,3.96272578652495e-13,TRUE,"ENSG00000115163","CENPA",FALSE,TRUE
"ENSG00000184486.10",4526.74268485238,0.955219422116464,0.125785207986121,7.59405209412114,3.10053654175151e-14,4.33947364030553e-13,TRUE,"ENSG00000184486","POU3F2",FALSE,TRUE
"ENSG00000144647.7",567.472497376744,1.11520015160484,0.14689118448889,7.59201551464913,3.14967294812584e-14,4.40642877685085e-13,TRUE,"ENSG00000144647","POMGNT2",FALSE,TRUE
"ENSG00000133067.18",44.7019791121487,5.83082502885491,0.770009360361986,7.57240798490268,3.66368711774873e-14,5.10451698177559e-13,TRUE,"ENSG00000133067","LGR6",FALSE,TRUE
"ENSG00000188501.12",117.598821304925,-1.52744231164859,0.202003606694334,-7.5614605929283,3.98568174102355e-14,5.54404739472104e-13,TRUE,"ENSG00000188501","LCTL",FALSE,TRUE
"ENSG00000198625.14",2743.85412955742,-0.851099189227725,0.112685214893223,-7.55289138893868,4.2569998557822e-14,5.89970506328885e-13,TRUE,"ENSG00000198625","MDM4",FALSE,TRUE
"ENSG00000269386.6",62.1805806832766,2.2736160020604,0.30191880006186,7.53055457823282,5.05252664564882e-14,6.95961983371448e-13,TRUE,"ENSG00000269386","RAB11B-AS1",FALSE,TRUE
"ENSG00000176438.13",61.8990265393463,2.19638663506502,0.291840952469608,7.52597130895725,5.2329831479133e-14,7.19651706754327e-13,TRUE,"ENSG00000176438","SYNE3",FALSE,TRUE
"ENSG00000168487.20",978.445342837176,-1.06817394089981,0.142071460413882,-7.51856803462148,5.53794257930921e-14,7.60974245687602e-13,TRUE,"ENSG00000168487","BMP1",FALSE,TRUE
"ENSG00000136830.12",4123.73111246185,-0.947844396197704,0.126568367335083,-7.48879373381137,6.95094784315687e-14,9.48994358265083e-13,TRUE,"ENSG00000136830","NIBAN2",FALSE,TRUE
"ENSG00000204362.6",24.7524722109377,-5.05916874829524,0.677040228204286,-7.47247879452256,7.86980544585442e-14,1.06800460001911e-12,TRUE,"ENSG00000204362","LINC02783",FALSE,TRUE
"ENSG00000070729.14",42.5776169180037,2.90902804814207,0.390442577351459,7.45059124410884,9.2922847589202e-14,1.25453230799285e-12,TRUE,"ENSG00000070729","CNGB1",FALSE,TRUE
"ENSG00000198794.12",456.518162621886,1.11765374999686,0.150048942313214,7.44859465696099,9.43397322314977e-14,1.27264973170751e-12,TRUE,"ENSG00000198794","SCAMP5",FALSE,TRUE
"ENSG00000171766.17",121.08674324995,-1.57404200628699,0.211417145731091,-7.44519561478269,9.68008757219156e-14,1.30533233287893e-12,TRUE,"ENSG00000171766","GATM",FALSE,TRUE
"ENSG00000073614.13",2197.73891511975,-0.908094544153213,0.121975133962071,-7.44491532541044,9.7006618555217e-14,1.30758762662048e-12,TRUE,"ENSG00000073614","KDM5A",FALSE,TRUE
"ENSG00000075275.18",66.6694336274043,2.13309329582385,0.286793162239753,7.43774112034314,1.02421524277931e-13,1.37893552781323e-12,TRUE,"ENSG00000075275","CELSR1",FALSE,TRUE
"ENSG00000266028.8",1046.10907187509,-0.926804834658295,0.124634245555076,-7.43619725486073,1.03625066587655e-13,1.3940341631087e-12,TRUE,"ENSG00000266028","SRGAP2",FALSE,TRUE
"ENSG00000163781.14",1595.46894096611,1.00045352798156,0.134670800558721,7.42888231027725,1.09519134130956e-13,1.47157672000012e-12,TRUE,"ENSG00000163781","TOPBP1",FALSE,TRUE
"ENSG00000188549.13",1762.63269926431,-0.870922412192365,0.117276439907105,-7.42623508082462,1.11732346665717e-13,1.49953550041133e-12,TRUE,"ENSG00000188549","CCDC9B",FALSE,TRUE
"ENSG00000288701.1",5455.36898111053,-0.929175211900858,0.125269158659811,-7.41742997112472,1.19414790067524e-13,1.59948012185081e-12,TRUE,"ENSG00000288701","PRRC2B",FALSE,TRUE
"ENSG00000089091.17",373.144836125323,1.09673262055474,0.148462783674972,7.38725620931241,1.49889607793125e-13,1.9911811488138e-12,TRUE,"ENSG00000089091","DZANK1",FALSE,TRUE
"ENSG00000236383.9",91.4495349122238,-1.70665862811033,0.231084210765231,-7.38544023608866,1.51949778041975e-13,2.01618361739445e-12,TRUE,"ENSG00000236383","CCDC200",FALSE,TRUE
"ENSG00000061273.18",822.655298573942,-1.00611334407494,0.136431049767019,-7.37451881952868,1.64939679261181e-13,2.18342596459228e-12,TRUE,"ENSG00000061273","HDAC7",FALSE,TRUE
"ENSG00000034152.20",1337.0314601566,0.958500669928857,0.12999571818941,7.37332493161258,1.66424191348698e-13,2.2022192955717e-12,TRUE,"ENSG00000034152","MAP2K3",FALSE,TRUE
"ENSG00000171853.16",1545.12319313086,0.89186923558427,0.120977152804776,7.37221214838397,1.6781967189594e-13,2.21982033292885e-12,TRUE,"ENSG00000171853","TRAPPC12",FALSE,TRUE
"ENSG00000107521.21",463.562650159899,1.05892810803844,0.144523881895719,7.32701124650464,2.35342081916721e-13,3.08295404494685e-12,TRUE,"ENSG00000107521","HPS1",FALSE,TRUE
"ENSG00000103257.9",2443.79267991714,-0.950004459975509,0.129663108336128,-7.32671360548289,2.35865123823423e-13,3.08861469777719e-12,TRUE,"ENSG00000103257","SLC7A5",FALSE,TRUE
"ENSG00000185567.7",1994.94820373094,-1.05278598412156,0.144113819195448,-7.30523963627505,2.76773024758381e-13,3.60069938912014e-12,TRUE,"ENSG00000185567","AHNAK2",FALSE,TRUE
"ENSG00000175581.14",102.210396791776,-1.73885052262979,0.238809508786494,-7.28132866846771,3.30548265075464e-13,4.28225151338038e-12,TRUE,"ENSG00000175581","MRPL48",FALSE,TRUE
"ENSG00000118816.11",3012.4683024644,-0.85672695748895,0.117879511413685,-7.26781904009057,3.65337737269915e-13,4.71068634492759e-12,TRUE,"ENSG00000118816","CCNI",FALSE,TRUE
"ENSG00000135378.4",122.571944219603,-1.50173366873233,0.207100643285478,-7.25122648055838,4.13014388339512e-13,5.30407287074349e-12,TRUE,"ENSG00000135378","PRRG4",FALSE,TRUE
"ENSG00000141934.10",1015.78714570971,0.976415627484138,0.134685203273441,7.24961319991325,4.17963515349103e-13,5.36155010928184e-12,TRUE,"ENSG00000141934","PLPP2",FALSE,TRUE
"ENSG00000197381.18",1308.95910899944,-0.898610484898247,0.124007416139103,-7.24642535806282,4.27914823368821e-13,5.4850606491291e-12,TRUE,"ENSG00000197381","ADARB1",FALSE,TRUE
"ENSG00000006062.18",1429.12750249343,-0.962217218465588,0.132835361081682,-7.2436827861966,4.36662059362922e-13,5.58874786452138e-12,TRUE,"ENSG00000006062","MAP3K14",FALSE,TRUE
"ENSG00000088305.19",141.636402429342,-1.48946796137218,0.205629470018795,-7.24345572274269,4.37394082127594e-13,5.59390142383664e-12,TRUE,"ENSG00000088305","DNMT3B",FALSE,TRUE
"ENSG00000028277.22",63.7974271681192,2.0841498214198,0.288584126072335,7.22198358511721,5.12346587809313e-13,6.52545515362083e-12,TRUE,"ENSG00000028277","POU2F2",FALSE,TRUE
"ENSG00000122877.18",120.078673566868,1.60240052561708,0.222039203094589,7.21674597676542,5.32463065111703e-13,6.76897657025236e-12,TRUE,"ENSG00000122877","EGR2",FALSE,TRUE
"ENSG00000125741.6",808.224321801115,-0.983970005555739,0.136353438635597,-7.21631970122429,5.34134007397393e-13,6.78767825038334e-12,TRUE,"ENSG00000125741","OPA3",FALSE,TRUE
"ENSG00000076053.12",358.02710948706,-1.2572513927326,0.174565553798505,-7.2021734264012,5.92602502600977e-13,7.4914483842017e-12,TRUE,"ENSG00000076053","RBM7",FALSE,TRUE
"ENSG00000155254.13",327.371110569604,-1.18520182777478,0.16480464236342,-7.19155607984161,6.40570128753313e-13,8.07379819424584e-12,TRUE,"ENSG00000155254","MARVELD1",FALSE,TRUE
"ENSG00000268460.2",34.3192500175538,5.10423734900796,0.710257773878991,7.18645756051603,6.64939456844526e-13,8.37163212383057e-12,TRUE,"ENSG00000268460","LOC93429",FALSE,TRUE
"ENSG00000004534.15",1867.0955451337,0.826230202197216,0.115195030471793,7.17244657875696,7.36691661176799e-13,9.24074680459878e-12,TRUE,"ENSG00000004534","RBM6",FALSE,TRUE
"ENSG00000099968.18",2407.60705524653,0.960726356673334,0.133968986400269,7.1712594271849,7.43109309704858e-13,9.31368625090595e-12,TRUE,"ENSG00000099968","BCL2L13",FALSE,TRUE
"ENSG00000184785.6",35.5183330301272,-3.10769523670647,0.433545203781168,-7.16809968050085,7.60459268649511e-13,9.51778940216897e-12,TRUE,"ENSG00000184785","SMIM10",FALSE,TRUE
"ENSG00000174307.7",395.354040542662,-1.22838695964636,0.171400408757576,-7.16676797068645,7.67890141695577e-13,9.60725316136845e-12,TRUE,"ENSG00000174307","PHLDA3",FALSE,TRUE
"ENSG00000063587.15",1290.31991271238,0.942464946639856,0.131527605885293,7.16552955021315,7.74864398065484e-13,9.68737352723164e-12,TRUE,"ENSG00000063587","ZNF275",FALSE,TRUE
"ENSG00000156510.13",33.2412493005301,-2.7650829229115,0.386705336152635,-7.15036143649206,8.65497081422346e-13,1.07689395098001e-11,TRUE,"ENSG00000156510","HKDC1",FALSE,TRUE
"ENSG00000179988.15",226.80743959183,1.19553738469987,0.167227369819086,7.14917292542039,8.73022968333464e-13,1.0857268866208e-11,TRUE,"ENSG00000179988","PSTK",FALSE,TRUE
"ENSG00000150455.15",267.391936679866,-1.25243276634284,0.175204425559066,-7.14840827990737,8.77898769873225e-13,1.09112570124602e-11,TRUE,"ENSG00000150455","TIRAP",FALSE,TRUE
"ENSG00000111843.14",358.023733384756,-3.11510653479784,0.436517595011624,-7.13626797727338,9.58989659560587e-13,1.18583766858224e-11,TRUE,"ENSG00000111843","TMEM14C",FALSE,TRUE
"ENSG00000165730.16",61.036332633497,2.06956836304665,0.290143980434054,7.1329012580257,9.82750604197727e-13,1.21389354630503e-11,TRUE,"ENSG00000165730","STOX1",FALSE,TRUE
"ENSG00000170779.11",181.448793490854,-1.35788400367517,0.190685072127417,-7.12108183679859,1.07083182664826e-12,1.31694480404012e-11,TRUE,"ENSG00000170779","CDCA4",FALSE,TRUE
"ENSG00000186871.7",195.028116805637,-1.29619519922487,0.182049618159007,-7.12001053521976,1.07918814118113e-12,1.32674132391026e-11,TRUE,"ENSG00000186871","ERCC6L",FALSE,TRUE
"ENSG00000110218.9",505.701893296726,-1.02506016682085,0.144018409618892,-7.11756343882291,1.09851663271398e-12,1.34952669005528e-11,TRUE,"ENSG00000110218","PANX1",FALSE,TRUE
"ENSG00000171724.3",76.3894478647348,1.90545235035586,0.267760094279694,7.11626710276506,1.10889302882731e-12,1.36128942548631e-11,TRUE,"ENSG00000171724","VAT1L",FALSE,TRUE
"ENSG00000102897.10",246.748242804021,1.2565888721881,0.177005247664559,7.09916168457022,1.25515900430836e-12,1.53585162313928e-11,TRUE,"ENSG00000102897","LYRM1",FALSE,TRUE
"ENSG00000164087.8",123.878049808558,-1.47696776153229,0.208279179186514,-7.09128856422883,1.32868962185663e-12,1.62348665738223e-11,TRUE,"ENSG00000164087","POC1A",FALSE,TRUE
"ENSG00000106483.12",62.5872227482988,-1.92150532662893,0.271411868062371,-7.0796658242939,1.44502493854002e-12,1.76056696959568e-11,TRUE,"ENSG00000106483","SFRP4",FALSE,TRUE
"ENSG00000253368.4",137.49661148486,1.60514569386076,0.226890499083742,7.07453904126819,1.4994634845358e-12,1.8249292598607e-11,TRUE,"ENSG00000253368","TRNP1",FALSE,TRUE
"ENSG00000133318.14",2570.67340152317,-0.974863095119096,0.137797999739859,-7.07458088622103,1.49901111399925e-12,1.8249292598607e-11,TRUE,"ENSG00000133318","RTN3",FALSE,TRUE
"ENSG00000148719.16",906.651945315915,-0.935054866567972,0.132197609923436,-7.0731601510006,1.51444532175942e-12,1.84250281839269e-11,TRUE,"ENSG00000148719","DNAJB12",FALSE,TRUE
"ENSG00000197905.10",48.8678737870831,-2.3430508291308,0.331676638827662,-7.06426246181373,1.61471297254658e-12,1.95747930947402e-11,TRUE,"ENSG00000197905","TEAD4",FALSE,TRUE
"ENSG00000036530.9",178.720947853277,-1.28706418042219,0.182427600684664,-7.05520532853438,1.72346039960798e-12,2.08558969910523e-11,TRUE,"ENSG00000036530","CYP46A1",FALSE,TRUE
"ENSG00000176619.13",1795.78902727375,-0.88541712473893,0.125599823803204,-7.04950929012644,1.79549847142249e-12,2.16890085623326e-11,TRUE,"ENSG00000176619","LMNB2",FALSE,TRUE
"ENSG00000149257.16",450.861354090096,-1.19293292868199,0.170767867363642,-6.98569904923446,2.83441083491006e-12,3.3699428505504e-11,TRUE,"ENSG00000149257","SERPINH1",FALSE,TRUE
"ENSG00000138801.9",361.938487746011,-1.19391112363266,0.171054923520381,-6.97969458616844,2.95822442377644e-12,3.50977880638624e-11,TRUE,"ENSG00000138801","PAPSS1",FALSE,TRUE
"ENSG00000112343.11",548.555279061717,0.941050064030162,0.134905652468043,6.97561626821444,3.04532903453806e-12,3.60682484815861e-11,TRUE,"ENSG00000112343","TRIM38",FALSE,TRUE
"ENSG00000170846.17",360.071177050149,1.25263898678111,0.179759709499691,6.96840793895066,3.20547627542939e-12,3.7819943773458e-11,TRUE,"ENSG00000170846","MRFAP1L2",FALSE,TRUE
"ENSG00000077713.19",312.925586430345,-1.12047381624648,0.16084965949743,-6.96596946333219,3.26149889000475e-12,3.84408724134911e-11,TRUE,"ENSG00000077713","SLC25A43",FALSE,TRUE
"ENSG00000119929.13",240.339931844195,1.240017930318,0.178139904082759,6.96092173565966,3.38053549461108e-12,3.9830048449861e-11,TRUE,"ENSG00000119929","CUTC",FALSE,TRUE
"ENSG00000157399.17",49.7282033320815,-2.15141790428062,0.309105782682347,-6.96013476555217,3.39947384921428e-12,4.00392953225072e-11,TRUE,"ENSG00000157399","ARSL",FALSE,TRUE
"ENSG00000131941.8",685.641904522044,-1.00181760573557,0.143955418817517,-6.95922122254747,3.42158866308778e-12,4.02578883643109e-11,TRUE,"ENSG00000131941","RHPN2",FALSE,TRUE
"ENSG00000049540.19",57.1435480887203,2.20869901138586,0.318353751468867,6.9378765012036,3.98037432843098e-12,4.65904049580095e-11,TRUE,"ENSG00000049540","ELN",FALSE,TRUE
"ENSG00000110888.19",872.850206868396,0.978748564654442,0.141169849694581,6.93312748275892,4.11636931718302e-12,4.81159094859163e-11,TRUE,"ENSG00000110888","CAPRIN2",FALSE,TRUE
"ENSG00000197694.19",5366.72677710881,-0.787996811718796,0.113895166202266,-6.9186150562298,4.56080295637067e-12,5.3164500625257e-11,TRUE,"ENSG00000197694","SPTAN1",FALSE,TRUE
"ENSG00000154330.13",49.3946716191975,-2.5020660023363,0.362499486340083,-6.90226082138213,5.11813509581013e-12,5.94165457739161e-11,TRUE,"ENSG00000154330","PGM5",FALSE,TRUE
"ENSG00000113721.14",207.12329401712,1.19426402536296,0.173618945728532,6.87865037050909,6.04222498666941e-12,6.97865686321613e-11,TRUE,"ENSG00000113721","PDGFRB",FALSE,TRUE
"ENSG00000169762.17",606.062260528414,-0.940729099587028,0.136776385171502,-6.87786198185792,6.07574902861584e-12,7.01260764539664e-11,TRUE,"ENSG00000169762","TAPT1",FALSE,TRUE
"ENSG00000186141.10",703.230952840157,-0.969123641624328,0.140942178221375,-6.87603706608069,6.15404942347281e-12,7.09574850022147e-11,TRUE,"ENSG00000186141","POLR3C",FALSE,TRUE
"ENSG00000168944.17",612.040875119769,-0.946164620785471,0.137857892197105,-6.86333299969999,6.72721593912312e-12,7.72254379926104e-11,TRUE,"ENSG00000168944","CEP120",FALSE,TRUE
"ENSG00000153094.25",831.025447854057,0.87395716309501,0.127719449999453,6.84278833880629,7.76663663218607e-12,8.88273108155207e-11,TRUE,"ENSG00000153094","BCL2L11",FALSE,TRUE
"ENSG00000162129.15",1091.66424803458,0.875139314827139,0.128288439661385,6.82165374477275,8.99983798511828e-12,1.02414236743215e-10,TRUE,"ENSG00000162129","CLPB",FALSE,TRUE
"ENSG00000186522.15",279.871840274499,-1.10934164401897,0.162880786566695,-6.81075814650936,9.70857302796628e-12,1.10294584820722e-10,TRUE,"ENSG00000186522","SEPTIN10",FALSE,TRUE
"ENSG00000157216.17",631.272550942536,-0.900820207554341,0.132605104242035,-6.79325439773521,1.09631804295428e-11,1.24132437610236e-10,TRUE,"ENSG00000157216","SSBP3",FALSE,TRUE
"ENSG00000143819.13",1192.22135213807,-0.871574555165338,0.128493040296837,-6.78304874063125,1.17665916679421e-11,1.32874862292771e-10,TRUE,"ENSG00000143819","EPHX1",FALSE,TRUE
"ENSG00000159433.12",2408.10326825734,0.889824973809087,0.131204225451936,6.78198412241727,1.18536504517957e-11,1.3381349237175e-10,TRUE,"ENSG00000159433","STARD9",FALSE,TRUE
"ENSG00000075618.18",1001.40791385932,-0.899296760182532,0.132718300129495,-6.77598160393162,1.23564401813201e-11,1.39211794387755e-10,TRUE,"ENSG00000075618","FSCN1",FALSE,TRUE
"ENSG00000124486.15",9049.71602694025,-0.733886346365575,0.108751257730668,-6.74830215005982,1.49585194550599e-11,1.67361985787047e-10,TRUE,"ENSG00000124486","USP9X",FALSE,TRUE
"ENSG00000172578.12",28.8357829800889,4.88795721445044,0.730644966976751,6.68992114552673,2.23290883636521e-11,2.46979639705808e-10,TRUE,"ENSG00000172578","KLHL6",FALSE,TRUE
"ENSG00000169299.14",966.78479827105,1.19981849801672,0.17941622571642,6.68734666123854,2.27253122151134e-11,2.51198634989577e-10,TRUE,"ENSG00000169299","PGM2",FALSE,TRUE
"ENSG00000234199.3",126.71571583695,1.46509732389178,0.21916933765246,6.68477324239123,2.31282484360152e-11,2.55154382226231e-10,TRUE,"ENSG00000234199","LINC01191",FALSE,TRUE
"ENSG00000070731.11",156.8826287527,-1.27152341436197,0.190211532223498,-6.68478614045299,2.31262115711956e-11,2.55154382226231e-10,TRUE,"ENSG00000070731","ST6GALNAC2",FALSE,TRUE
"ENSG00000075340.23",1643.75374420328,-0.84828840014469,0.127131788921446,-6.67251210213712,2.51461306730977e-11,2.76697041368249e-10,TRUE,"ENSG00000075340","ADD2",FALSE,TRUE
"ENSG00000142279.13",164.277543814925,-1.22020832974623,0.183040288000196,-6.66633746634466,2.62265832223661e-11,2.88026052019829e-10,TRUE,"ENSG00000142279","WTIP",FALSE,TRUE
"ENSG00000175931.13",1738.15295991094,-0.791799790690096,0.118778458227072,-6.66619017041281,2.62529046035181e-11,2.882219339277e-10,TRUE,"ENSG00000175931","UBE2O",FALSE,TRUE
"ENSG00000163219.12",19.5604211126672,-4.21560054580801,0.633071841334673,-6.65896075383873,2.75770554923227e-11,3.02368438012659e-10,TRUE,"ENSG00000163219","ARHGAP25",FALSE,TRUE
"ENSG00000096060.15",691.395531380355,0.969957041607163,0.145676843266413,6.65827883044739,2.77052801518455e-11,3.03676333074504e-10,TRUE,"ENSG00000096060","FKBP5",FALSE,TRUE
"ENSG00000111261.14",383.971697741741,-1.01245097030824,0.152586818680699,-6.63524529223513,3.23963336705033e-11,3.52817782019768e-10,TRUE,"ENSG00000111261","MANSC1",FALSE,TRUE
"ENSG00000076685.19",1393.74014920401,-0.824063976154735,0.124351699735678,-6.6268814813659,3.42852684816368e-11,3.73150272279474e-10,TRUE,"ENSG00000076685","NT5C2",FALSE,TRUE
"ENSG00000157111.13",28.7736048257179,3.69105613396383,0.560050527956878,6.59057700995155,4.38120470894416e-11,4.73649782156e-10,TRUE,"ENSG00000157111","TMEM171",FALSE,TRUE
"ENSG00000100427.16",651.362821307241,-1.08153439785049,0.164212200886662,-6.58620000225777,4.51225908008257e-11,4.87197763611712e-10,TRUE,"ENSG00000100427","MLC1",FALSE,TRUE
"ENSG00000107968.10",42.1515355327724,-2.13134820706435,0.324507566529462,-6.56794610325625,5.10139976614836e-11,5.49237233776632e-10,TRUE,"ENSG00000107968","MAP3K8",FALSE,TRUE
"ENSG00000171962.19",329.720311710438,1.0310062094528,0.157390218448697,6.55063713371025,5.72921178043058e-11,6.14104972412957e-10,TRUE,"ENSG00000171962","DRC3",FALSE,TRUE
"ENSG00000175040.6",497.606790044784,1.23077541072431,0.188154141256929,6.54131449088679,6.09804431389602e-11,6.50969105136455e-10,TRUE,"ENSG00000175040","CHST2",FALSE,TRUE
"ENSG00000135643.5",87.9313670919788,1.61071665498283,0.246372789379342,6.53772138977086,6.24631437399303e-11,6.66168937694804e-10,TRUE,"ENSG00000135643","KCNMB4",FALSE,TRUE
"ENSG00000170836.13",1012.84937783843,0.833131708992144,0.127456583180262,6.53659221206208,6.29363409030988e-11,6.7079436077705e-10,TRUE,"ENSG00000170836","PPM1D",FALSE,TRUE
"ENSG00000143153.14",1936.64619245303,0.992816683725668,0.152073469498181,6.52853312942625,6.64169227254777e-11,7.06832340144398e-10,TRUE,"ENSG00000143153","ATP1B1",FALSE,TRUE
"ENSG00000165424.7",526.548465329346,-0.954741753452282,0.146241625267736,-6.52852258516929,6.64215976725424e-11,7.06832340144398e-10,TRUE,"ENSG00000165424","ZCCHC24",FALSE,TRUE
"ENSG00000104231.11",393.30491069139,-1.09918576864523,0.168502553147581,-6.52325883562442,6.87959894871433e-11,7.3095469843581e-10,TRUE,"ENSG00000104231","ZFAND1",FALSE,TRUE
"ENSG00000169129.16",70.727527753165,1.78671909094073,0.274813567319273,6.50156798432354,7.94870991246034e-11,8.41389150222663e-10,TRUE,"ENSG00000169129","AFAP1L2",FALSE,TRUE
"ENSG00000058085.15",54.0455088289107,2.19682926292004,0.338351387696643,6.49274494742033,8.42863182282495e-11,8.89971295485602e-10,TRUE,"ENSG00000058085","LAMC2",FALSE,TRUE
"ENSG00000175061.20",1231.56684008826,-0.929122462187624,0.143280303729201,-6.48464888756562,8.89386586061379e-11,9.3676538156071e-10,TRUE,"ENSG00000175061","SNHG29",FALSE,TRUE
"ENSG00000152518.8",1581.79018897299,-0.767422715528781,0.118352584014212,-6.48420752213258,8.91993776648564e-11,9.39220229547378e-10,TRUE,"ENSG00000152518","ZFP36L2",FALSE,TRUE
"ENSG00000075413.19",3387.78097231881,0.72741423302266,0.112188297029599,6.4838691047315,8.93997902772154e-11,9.41038759261374e-10,TRUE,"ENSG00000075413","MARK3",FALSE,TRUE
"ENSG00000142655.13",742.766317825123,0.900212093017572,0.138858633504496,6.4829393052354,8.99526917887478e-11,9.46272231241927e-10,TRUE,"ENSG00000142655","PEX14",FALSE,TRUE
"ENSG00000246640.2",55.7826840534981,-1.80392463592336,0.278320402309864,-6.48146747759795,9.08347499366816e-11,9.54073836069635e-10,TRUE,"ENSG00000246640","PICART1",FALSE,TRUE
"ENSG00000103043.15",1777.46085236461,0.803854069424481,0.124030325490252,6.48110908559744,9.10508092934989e-11,9.5604757034979e-10,TRUE,"ENSG00000103043","VAC14",FALSE,TRUE
"ENSG00000172020.13",124.904232190201,1.53762021668798,0.237397170088384,6.4769947178204,9.35674672121494e-11,9.80654034638164e-10,TRUE,"ENSG00000172020","GAP43",FALSE,TRUE
"ENSG00000166435.17",624.86755731084,0.909760936240974,0.140474462955433,6.47634393540701,9.39717148987127e-11,9.84056581443896e-10,TRUE,"ENSG00000166435","XRRA1",FALSE,TRUE
"ENSG00000182405.6",279.167798317676,1.06002352301363,0.163706637782545,6.47514076015468,9.4723594991967e-11,9.9154732655998e-10,TRUE,"ENSG00000182405","PGBD4",FALSE,TRUE
"ENSG00000186567.14",244.712896917096,-1.12452401787138,0.173760813727307,-6.47167789877048,9.69205580656405e-11,1.01329563446404e-09,TRUE,"ENSG00000186567","CEACAM19",FALSE,TRUE
"ENSG00000188825.16",54.4598557386405,-1.85472924667156,0.286657956059101,-6.47018234613088,9.78847217186567e-11,1.02306099302749e-09,TRUE,"ENSG00000188825","LINC00910",FALSE,TRUE
"ENSG00000176728.10",168.767058601716,-1.28949334561408,0.199300264142267,-6.47010354533998,9.79357828035663e-11,1.02327981244895e-09,TRUE,"ENSG00000176728","TTTY14",FALSE,TRUE
"ENSG00000114853.15",255.852119171301,-1.07630087123756,0.166429513668617,-6.46700724836951,9.99628564708648e-11,1.04413847127993e-09,TRUE,"ENSG00000114853","ZBTB47",FALSE,TRUE
"ENSG00000207606.1",39.441047252736,2.507652142734,0.388206822291075,6.45957772698229,1.04995547358776e-10,1.09334419150304e-09,TRUE,"ENSG00000207606","MIR554",FALSE,TRUE
"ENSG00000214063.12",393.57524223336,-1.03249624938732,0.159982772081383,-6.45379646792278,1.09082291092622e-10,1.13555233338467e-09,TRUE,"ENSG00000214063","TSPAN4",FALSE,TRUE
"ENSG00000131591.18",104.158021558531,-1.40487735663505,0.218146859371575,-6.44005309396678,1.19431715850779e-10,1.23760113606444e-09,TRUE,"ENSG00000131591","C1orf159",FALSE,TRUE
"ENSG00000137285.11",111.236562347892,-1.49601346912428,0.232302629785897,-6.43993342005249,1.19525922295674e-10,1.23819961224137e-09,TRUE,"ENSG00000137285","TUBB2B",FALSE,TRUE
"ENSG00000198513.14",144.904877074317,-1.22757433165428,0.190732880234707,-6.43609182718618,1.22588886602035e-10,1.26799613279474e-09,TRUE,"ENSG00000198513","ATL1",FALSE,TRUE
