"gene_name","n_total_peaks","n_promoter_peaks","n_enhancer_peaks","categories","log2FoldChange","padj","is_DEG"
"SBSPON",1,0,1,"TEAD1_unique",0.397418847615615,0.204738436922129,FALSE
"SC5D",1,0,1,"Shared_equivalent",0.318730872633093,0.0866451314383966,FALSE
"SCAF11",1,1,0,"TES_unique",-1.12708957336053,5.97752071762599e-19,TRUE
"SCAF8",2,0,2,"TEAD1_unique;TES_unique",-0.97438513149963,7.64373737375882e-17,TRUE
"SCAI",1,0,1,"TES_unique",2.01256597904881,8.94948397539803e-41,TRUE
"SCAMP1",2,0,2,"Shared_TES_dominant;TES_unique",-0.233037229957786,0.240528990844141,FALSE
"SCAMP5",1,0,1,"TEAD1_unique",1.11765374999686,1.27264973170751e-12,TRUE
"SCAP",1,1,0,"TEAD1_unique",-0.0657950684045997,0.711312449473386,FALSE
"SCAPER",2,0,2,"Shared_equivalent;TES_unique",-0.240691383602927,0.155134094535082,FALSE
"SCARA3",1,0,1,"TEAD1_unique",-0.630998709167431,0.00152463243177796,TRUE
"SCARA5",1,1,0,"TEAD1_unique",4.03357292169702,0.0314751970899275,TRUE
"SCARB2",1,1,0,"TES_unique",0.200599497182396,0.287113042838539,FALSE
"SCAT8",1,0,1,"Shared_TEAD1_dominant",0.778784144268683,0.354867625832771,FALSE
"SCD",1,0,1,"TES_unique",-1.9307328623571,1.09451924899143e-52,TRUE
"SCD5",2,0,2,"Shared_TES_dominant;TES_unique",0.26981152048762,0.0912427772467197,FALSE
"SCEL",2,1,1,"TEAD1_unique;TES_unique",3.7086682625292,0.0729478125442567,FALSE
"SCFD2",1,0,1,"Shared_equivalent",0.632001143015835,6.0731740488556e-05,TRUE
"SCG2",2,1,1,"TEAD1_unique;TES_unique",1.96205773470851,2.00729406184781e-22,TRUE
"SCG5",2,2,0,"TEAD1_unique;TES_unique",1.18423077961212,0.104241636578022,FALSE
"SCG5-AS1",1,1,0,"Shared_equivalent",-1.87776593732574,0.085405745284125,FALSE
"SCGB3A1",1,0,1,"TES_unique",4.11248272257484,0.0269897207939393,TRUE
"SCGB3A2",1,1,0,"TES_unique",-6.20281612467691,1.55297577625069e-14,TRUE
"SCHIP1",6,2,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",-1.28014067286966,3.78204126158737e-13,TRUE
"SCIN",1,0,1,"TEAD1_unique",1.328295034216,0.0596024477259954,FALSE
"SCIRT",2,0,2,"TEAD1_unique;TES_unique",-1.6812159058756,0.0588493161052346,FALSE
"SCMH1",2,0,2,"TEAD1_unique;TES_unique",-0.895790374225625,5.48979460221521e-12,TRUE
"SCML1",1,1,0,"Shared_high",0.369336956136671,0.0960668986755157,FALSE
"SCML2",1,0,1,"TES_unique",0.551720215966081,0.0102590561279856,TRUE
"SCN11A",1,0,1,"TEAD1_unique",0.674561660531722,0.450714040254666,FALSE
"SCN8A",2,1,1,"TEAD1_unique;TES_unique",0.306861117675033,0.0645703921647383,FALSE
"SCN9A",2,0,2,"TEAD1_unique;TES_unique",-0.917929717094841,0.281831344842307,FALSE
"SCNN1A",1,1,0,"TEAD1_unique",-2.83335108921488,4.33039105951189e-22,TRUE
"SCNN1B",1,1,0,"TEAD1_unique",-1.28836250264487,0.0609190045724466,FALSE
"SCRG1",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",-1.63956593650831,9.20863153987953e-17,TRUE
"SCUBE3",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.642346837897835,7.6782217881979e-05,TRUE
"SCYL3",1,0,1,"TES_unique",0.464937042393095,0.00964588903210537,TRUE
"SDAD1-AS1",1,0,1,"TES_unique",-0.507064199868129,0.456258598928259,FALSE
"SDC1",1,1,0,"TEAD1_unique",0.19973822541603,0.284619692916636,FALSE
"SDC2",4,3,1,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TES_unique",-0.0434324664727896,0.89078712792567,FALSE
"SDC3",2,0,2,"Shared_TEAD1_dominant;TES_unique",-0.764962867094192,3.4422909888266e-09,TRUE
"SDC4",1,0,1,"TEAD1_unique",-1.71931164630496,2.70043276572579e-33,TRUE
"SDCBP",1,0,1,"TES_unique",0.938784213313809,2.3669658537793e-07,TRUE
"SDCBP2",1,0,1,"TEAD1_unique",-0.0644609284315979,0.907849682589104,FALSE
"SDCCAG8",3,1,2,"Shared_TEAD1_dominant;Shared_TES_dominant;TES_unique",-0.0539773512335209,0.822585381150974,FALSE
"SDHB",2,1,1,"Shared_TES_dominant;TES_unique",0.397439919041669,0.147592975140899,FALSE
"SDHC",1,0,1,"TES_unique",0.38561292637771,0.0832498237709721,FALSE
"SDK1",2,0,2,"TEAD1_unique;TES_unique",0.119205468785238,0.521004588429446,FALSE
"SDR42E1",1,0,1,"TEAD1_unique",1.93297948295045,0.210629047465433,FALSE
"SEC11A",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.00511132432407071,0.987755189670446,FALSE
"SEC11C",1,1,0,"TEAD1_unique",1.56102971451726,0.0056366359924194,TRUE
"SEC14L1",3,2,1,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-0.312400010691753,0.0215610920322943,TRUE
"SEC16B",1,1,0,"TES_unique",0.249789900912969,0.898512654749346,FALSE
"SEC22B",1,0,1,"TEAD1_unique",0.13786323642295,0.516765011893699,FALSE
"SEC31B",1,1,0,"TEAD1_unique",0.0666406630549362,0.757100339331549,FALSE
"SEC61G-DT",1,1,0,"TEAD1_unique",-0.0515725925325109,0.961674298792012,FALSE
"SECISBP2L",1,1,0,"TEAD1_unique",-0.123875530635111,0.468077571399952,FALSE
"SECTM1",1,0,1,"TEAD1_unique",0.0940295357851717,0.880929310601496,FALSE
"SEL1L3",2,1,1,"TEAD1_unique;TES_unique",0.524996297483815,0.00025833412913058,TRUE
"SELE",1,0,1,"TES_unique",-1.1487585737613,0.485266142933427,FALSE
"SELENOP",2,0,2,"Shared_TES_dominant;TES_unique",0.37447967921047,0.205372886399117,FALSE
"SELENOT",1,0,1,"TES_unique",0.966492335096726,7.97502306126155e-07,TRUE
"SEM1",1,1,0,"TES_unique",-0.203633784368026,0.259235285677346,FALSE
"SEMA3A",4,2,2,"Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-1.5297825569357,1.64916767127088e-25,TRUE
"SEMA3C",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",-3.33817481768924,1.24805669539075e-129,TRUE
"SEMA3D",1,0,1,"TES_unique",2.94082997275885,0.0509512291268645,FALSE
"SEMA4B",1,1,0,"TEAD1_unique",-1.11949406028184,4.40006045456478e-17,TRUE
"SEMA4D",3,2,1,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique",0.0588508541049255,0.801300231435771,FALSE
"SEMA5A",4,0,4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",2.64352252420661,4.27765475016963e-73,TRUE
"SEMA5A-AS1",3,0,3,"Shared_TES_dominant;Shared_equivalent;TES_unique",2.37240936307022,1.34042254322637e-06,TRUE
"SEMA5B",1,1,0,"TEAD1_unique",1.68395828126764,3.14676863990716e-20,TRUE
"SEMA6A",2,1,1,"Shared_equivalent;TES_unique",3.56722533787899,3.9197639243228e-106,TRUE
"SEMA6A-AS1",2,0,2,"Shared_equivalent;TEAD1_unique",2.41019507027995,1.51119746084406e-12,TRUE
"SEMA6A-AS2",1,0,1,"TES_unique",2.03856255702974,0.108755078716449,FALSE
"SEMA6B",1,0,1,"TEAD1_unique",-0.96194540804605,9.18290940053368e-09,TRUE
"SEMA6D",1,0,1,"TEAD1_unique",1.82047981290212,0.0265880798052194,TRUE
"SEMA7A",1,0,1,"TEAD1_unique",-0.101411237333405,0.728243947197099,FALSE
"SENCR",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",-1.753685382569,0.00140140242934101,TRUE
"SENP2",1,0,1,"Shared_high",0.0573690767625199,0.772374782887768,FALSE
"SENP5",1,0,1,"TES_unique",0.247304310787481,0.061392842852838,FALSE
"SEPSECS",1,1,0,"TES_unique",-1.63088302678434,9.37236957921196e-23,TRUE
"SEPTIN10",1,1,0,"TEAD1_unique",-1.10934164401897,1.10294584820722e-10,TRUE
"SEPTIN11",3,3,0,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-0.528500715129722,2.39548160250377e-05,TRUE
"SEPTIN2",1,1,0,"TEAD1_unique",-0.119971946355293,0.574218588653818,FALSE
"SEPTIN7",2,1,1,"TEAD1_unique;TES_unique",-0.762624502197203,4.2904476263969e-05,TRUE
"SEPTIN7P2",1,1,0,"TEAD1_unique",0.912685943122217,4.41097606420804e-08,TRUE
"SEPTIN9",1,1,0,"TEAD1_unique",-1.18761789479522,8.66543392203206e-20,TRUE
"SEPTIN9-DT",1,0,1,"TEAD1_unique",-1.17575957845908,0.176758964902771,FALSE
"SERGEF",1,0,1,"TEAD1_unique",0.0255324193159555,0.936982853014615,FALSE
"SERINC3",1,0,1,"TEAD1_unique",0.513246050325667,0.000236267572948487,TRUE
"SERINC5",3,0,3,"Shared_high;TEAD1_unique;TES_unique",0.0607322169086671,0.757392428430677,FALSE
"SERP1",1,0,1,"Shared_equivalent",-0.323022307578875,0.0766640431734632,FALSE
"SERP2",1,0,1,"TES_unique",0.482089069807554,0.234517566584259,FALSE
"SERPINA10",1,0,1,"TEAD1_unique",-0.0745767274227541,0.956285137176294,FALSE
"SERPINA3",1,0,1,"TEAD1_unique",-4.08139852101607,3.07338981370095e-06,TRUE
"SERPINA5",2,0,2,"TEAD1_unique;TES_unique",-0.631336485945337,0.539362937675825,FALSE
"SERPINB1",2,1,1,"Shared_equivalent;TEAD1_unique",0.829107294657983,0.0834246147198559,FALSE
"SERPINB6",1,1,0,"Shared_TEAD1_dominant",-2.4805505248924,4.87209596524849e-72,TRUE
"SERPINB8",1,1,0,"TEAD1_unique",-1.92112397974298,3.64895170255442e-13,TRUE
"SERPINE1",2,0,2,"Shared_high;TEAD1_unique",-0.484841551560087,0.0155949904868375,TRUE
"SERPINE2",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",-2.17493912675181,1.00910795160783e-42,TRUE
"SERPINE3",1,0,1,"TEAD1_unique",1.31087914597155,8.59046511024884e-07,TRUE
"SERPINF1",1,0,1,"TEAD1_unique",1.20819769106571,4.6449871231695e-07,TRUE
"SERPINH1",1,1,0,"TEAD1_unique",-1.19293292868199,3.3699428505504e-11,TRUE
"SERPINI1",1,0,1,"Shared_high",2.35908216021886,1.0486823932578e-05,TRUE
"SERTAD1",1,0,1,"TEAD1_unique",0.0651826329737843,0.850596128554233,FALSE
"SERTAD2",1,1,0,"TEAD1_unique",-1.7049415807349,6.38980517930842e-33,TRUE
"SERTAD4",4,0,4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",-0.960634643488521,0.000340758494917839,TRUE
"SESN1",2,0,2,"Shared_equivalent;TES_unique",0.174904252388874,0.510030652359921,FALSE
"SESTD1",3,1,2,"Shared_high;TEAD1_unique;TES_unique",-0.428052703146857,0.00163208465994408,TRUE
"SETBP1",2,1,1,"TEAD1_unique;TES_unique",-0.675082854083052,3.99966231309224e-06,TRUE
"SETD2",1,1,0,"TEAD1_unique",-0.301653381123062,0.0193046157580626,TRUE
"SETD3",1,0,1,"TEAD1_unique",0.0623357171038077,0.805539907028392,FALSE
"SETD4",1,0,1,"TEAD1_unique",0.431770023291837,0.00786220952994611,TRUE
"SETD7",1,0,1,"TES_unique",-0.608602774365363,9.60217127489059e-06,TRUE
"SETMAR",1,0,1,"TEAD1_unique",0.0965163584980721,0.737303161396523,FALSE
"SF3B3",1,1,0,"TEAD1_unique",-0.0623411273461312,0.713454988672484,FALSE
"SFI1",1,1,0,"TEAD1_unique",0.315417548217313,0.0987855544767353,FALSE
"SFMBT2",2,0,2,"Shared_equivalent;TES_unique",-0.417380269592812,0.00873448223949552,TRUE
"SFRP4",1,1,0,"TEAD1_unique",-1.92150532662893,1.76056696959568e-11,TRUE
"SFSWAP",1,0,1,"TEAD1_unique",0.538576622815562,9.90698962864796e-05,TRUE
"SFT2D2",2,2,0,"TEAD1_unique;TES_unique",-1.42146811527908,4.65826849948684e-29,TRUE
"SFXN5",2,0,2,"Shared_equivalent;TEAD1_unique",-0.75706377285368,1.20883175308583e-08,TRUE
"SGCE",4,2,2,"Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",-1.10240965939499,5.23384558460998e-14,TRUE
"SGIP1",3,1,2,"Shared_equivalent;TEAD1_unique;TES_unique",-2.2560526739263,2.22864573801647e-07,TRUE
"SGK1",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",1.68575964294532,1.03058971265057e-23,TRUE
"SGMS1",5,3,2,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",-0.209915884406762,0.317403171777212,FALSE
"SGMS2",1,1,0,"TEAD1_unique",-0.27722389162277,0.248580282690061,FALSE
"SGPL1",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",0.702296695016636,5.39506544603893e-09,TRUE
"SGPP2",1,0,1,"TES_unique",0.201714859342014,0.607254333151444,FALSE
"SGSM2",1,1,0,"TEAD1_unique",-1.05222076296111,1.5411949211018e-14,TRUE
"SGTB",1,0,1,"TEAD1_unique",0.658456806395016,1.76812203685458e-05,TRUE
"SH2B1",1,0,1,"TEAD1_unique",0.0365831375055332,0.870221968835575,FALSE
"SH2D1B",1,0,1,"TEAD1_unique",2.08160683678742,0.00137925852445688,TRUE
"SH2D4A",1,1,0,"TEAD1_unique",0.0705585900014487,0.936332581182625,FALSE
"SH2D5",1,1,0,"TEAD1_unique",-1.67022534784464,4.49589956183218e-08,TRUE
"SH3BGRL2",1,0,1,"Shared_high",-0.625542393191817,0.000552967488900765,TRUE
"SH3BP2",1,1,0,"TEAD1_unique",-2.46861104597602,1.53909390024965e-86,TRUE
"SH3BP4",3,2,1,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique",-1.23245911750187,3.30731966864744e-23,TRUE
"SH3BP5",3,1,2,"Shared_equivalent;TEAD1_unique;TES_unique",1.04621001796835,1.24817568551676e-07,TRUE
"SH3D19",1,1,0,"TES_unique",-0.724133600940693,2.84559800085389e-06,TRUE
"SH3GL2",1,0,1,"Shared_TES_dominant",0.465465048604112,0.729070932738471,FALSE
"SH3GL3",1,0,1,"TEAD1_unique",0.537732785803132,0.343210970696296,FALSE
"SH3GLB1",1,0,1,"TES_unique",-0.490339396524998,0.000536823924536324,TRUE
"SH3KBP1",4,3,1,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",0.7401594762086,1.02410576512336e-08,TRUE
"SH3PXD2A",1,1,0,"TEAD1_unique",-0.091722761322667,0.656995992051756,FALSE
"SH3PXD2A-AS1",1,0,1,"Shared_high",0.336145676763016,0.569443881738815,FALSE
"SH3PXD2B",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",2.71980934922782,5.83338346268766e-107,TRUE
"SH3RF1",4,0,4,"Shared_TEAD1_dominant;Shared_TES_dominant;TEAD1_unique;TES_unique",-0.0114915308893862,0.962246829199074,FALSE
"SH3RF2",3,0,3,"Shared_equivalent;Shared_high;TEAD1_unique",-3.34411046523173,1.49194881584819e-74,TRUE
"SH3TC2",2,1,1,"TEAD1_unique;TES_unique",-0.40540798817374,0.0276853355079676,TRUE
"SH3TC2-DT",1,1,0,"Shared_high",-0.441188471406613,0.530652123560801,FALSE
"SHANK2",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",6.83741717453505,7.6795252114021e-08,TRUE
"SHB",2,0,2,"TEAD1_unique;TES_unique",-1.16003290405774,1.68281928402113e-16,TRUE
"SHC1",1,1,0,"TEAD1_unique",-1.10788171332054,2.10259668299484e-14,TRUE
"SHC3",1,0,1,"TEAD1_unique",0.412707325800509,0.677271156327423,FALSE
"SHC4",3,1,2,"Shared_TES_dominant;TEAD1_unique;TES_unique",0.356258977753955,0.0745663024503521,FALSE
"SHCBP1",1,0,1,"TES_unique",-3.34700325642433,7.39610383775276e-82,TRUE
"SHE",1,0,1,"Shared_high",3.56439645297711,2.60405945321183e-05,TRUE
"SHF",1,1,0,"TEAD1_unique",0.111872292800801,0.738996963542659,FALSE
"SHH",5,0,5,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",2.19687437670099,0.000215394122133844,TRUE
"SHISAL1",1,0,1,"TEAD1_unique",0.23785311895234,0.889920608426835,FALSE
"SHISAL2B",1,0,1,"TEAD1_unique",-0.435739957985774,0.81501998724783,FALSE
"SHOC1",1,0,1,"TEAD1_unique",-1.06947473405614,7.90683764134751e-05,TRUE
"SHOC2",1,0,1,"TES_unique",0.175274936186826,0.311990247512455,FALSE
"SHROOM1",1,1,0,"TEAD1_unique",-0.338264066773251,0.152825627491127,FALSE
"SHROOM3",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-2.56421531810794,5.5712489521283e-59,TRUE
"SHROOM4",4,2,2,"Shared_TEAD1_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-0.437443901293693,0.00526654466527122,TRUE
"SHTN1",2,1,1,"TEAD1_unique;TES_unique",-1.243461290006,9.11376543773133e-17,TRUE
"SIAE",1,0,1,"TEAD1_unique",0.091510982386225,0.793065777638233,FALSE
"SIAH1",2,1,1,"Shared_high;TEAD1_unique",-0.192025470126092,0.339579148943511,FALSE
"SIK2",2,1,1,"Shared_TEAD1_dominant;TES_unique",-0.721124095898342,1.59095955829413e-09,TRUE
"SIK3",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",0.440135465012238,0.000792108712630668,TRUE
"SIL1",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.633207706346198,9.75745941891253e-05,TRUE
"SIM1",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",-2.49858880475138,6.04641423245332e-10,TRUE
"SIN3A",1,1,0,"TEAD1_unique",-0.189186725836679,0.220197115398873,FALSE
"SIPA1L1",4,1,3,"Shared_TES_dominant;Shared_equivalent;TEAD1_unique;TES_unique",-1.34108222310723,1.80788369047652e-27,TRUE
"SIPA1L2",5,1,4,"Shared_TEAD1_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",0.137770764514676,0.368893322050654,FALSE
"SIPA1L3",3,1,2,"Shared_TES_dominant;Shared_equivalent;Shared_high",-0.602222629355459,6.01989656075285e-05,TRUE
"SIRT4",1,1,0,"TEAD1_unique",1.0790334392374,0.0134857869221272,TRUE
"SIX5",1,1,0,"TEAD1_unique",-1.16044285724038,0.000390185806445792,TRUE
"SKA2",1,1,0,"TEAD1_unique",-2.09372382458291,2.84445972318535e-40,TRUE
"SKAP1",2,0,2,"TEAD1_unique;TES_unique",1.30013838089815,0.0255730168431275,TRUE
"SKAP1-AS2",2,0,2,"Shared_equivalent;TEAD1_unique",2.71680862492761,0.095199806194998,FALSE
"SKAP2",2,0,2,"TEAD1_unique;TES_unique",0.693514521836942,3.62009452579068e-05,TRUE
"SKI",1,0,1,"TEAD1_unique",-0.617454211648309,6.796468362222e-06,TRUE
"SKIC3",1,1,0,"TEAD1_unique",-0.137530965355563,0.447051071927852,FALSE
"SKIC8",2,1,1,"Shared_high;TEAD1_unique",-0.856322675573013,2.13601037861323e-07,TRUE
"SLA",1,0,1,"TEAD1_unique",3.48140813983812,1.03559375764736e-22,TRUE
"SLAIN1",2,1,1,"Shared_TES_dominant;TEAD1_unique",-0.109401193706079,0.630711016710846,FALSE
"SLAIN2",2,1,1,"TEAD1_unique;TES_unique",0.607959506477874,1.33535857181513e-05,TRUE
"SLC10A6",1,0,1,"Shared_TEAD1_dominant",0.977705726303376,0.555539573737569,FALSE
"SLC11A1",1,0,1,"TEAD1_unique",0.665149323465929,0.591112965428487,FALSE
"SLC12A2",1,0,1,"TEAD1_unique",-0.739849519556303,5.18101465812077e-08,TRUE
"SLC12A2-DT",1,1,0,"TEAD1_unique",-0.710849687104744,5.31723842271263e-06,TRUE
"SLC12A3",1,0,1,"TEAD1_unique",5.38131313038393,2.30603381802824e-18,TRUE
"SLC12A6",1,1,0,"TEAD1_unique",0.0624449544137394,0.789591797827459,FALSE
"SLC12A8",1,1,0,"TEAD1_unique",3.87413333504754,1.08846710453767e-70,TRUE
"SLC13A3",1,0,1,"TES_unique",-1.75947972449913,0.00202366383564118,TRUE
"SLC13A4",2,0,2,"Shared_high;TEAD1_unique",0.416827964296572,0.0619701312755377,FALSE
"SLC13A5",1,1,0,"TEAD1_unique",-0.349638078278631,0.812063507591663,FALSE
"SLC14A2",2,0,2,"Shared_TEAD1_dominant;TEAD1_unique",1.08590529608606,0.050236597631834,FALSE
"SLC15A1",1,0,1,"TEAD1_unique",-0.263445220647037,0.215635213107395,FALSE
"SLC15A4",1,1,0,"TEAD1_unique",-0.506016896403991,0.000934700150261143,TRUE
"SLC16A1",1,1,0,"TEAD1_unique",-1.05666068177953,1.37121461352482e-14,TRUE
"SLC16A11",1,0,1,"Shared_TEAD1_dominant",-0.983278395709246,0.128960453006671,FALSE
"SLC16A12",2,0,2,"Shared_equivalent;TES_unique",-0.03239604657883,0.976963934570546,FALSE
"SLC16A14",1,0,1,"TES_unique",1.82098906324939,8.71958351037855e-17,TRUE
"SLC16A2",2,0,2,"Shared_TES_dominant;TEAD1_unique",0.125397420769328,0.485276943623179,FALSE
"SLC16A4",2,2,0,"Shared_TES_dominant;TEAD1_unique",-1.94265420220558,6.4752014747973e-36,TRUE
"SLC16A5",1,1,0,"TEAD1_unique",-0.335212734503024,0.859597301094264,FALSE
"SLC16A8",1,1,0,"TEAD1_unique",-0.185205343299465,0.826078396006287,FALSE
"SLC16A9",2,1,1,"Shared_high;TES_unique",1.48989658503598,1.17935954120905e-25,TRUE
"SLC17A5",1,0,1,"TEAD1_unique",1.77529527911306,1.1143617141506e-32,TRUE
"SLC17A8",1,0,1,"TES_unique",-0.405553130119537,0.778678317780463,FALSE
"SLC19A3",1,1,0,"TEAD1_unique",-2.54842713120464,0.00130327410110151,TRUE
"SLC1A2",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",1.6985713229173,1.48103959978832e-10,TRUE
"SLC1A3",5,2,3,"Shared_TES_dominant;Shared_equivalent;Shared_high;TEAD1_unique;TES_unique",-1.24022500828654,6.77807852239449e-16,TRUE
"SLC1A3-AS1",1,0,1,"TES_unique",-0.0940969271703073,0.901404944237987,FALSE
"SLC1A4",1,0,1,"Shared_TEAD1_dominant",0.55468547424183,0.000329726779906691,TRUE
"SLC1A5",2,1,1,"TEAD1_unique;TES_unique",-1.18224591883884,7.50928826781409e-20,TRUE
"SLC1A7",1,0,1,"TEAD1_unique",1.98711121676792,0.302557319213085,FALSE
"SLC20A2",3,2,1,"Shared_TES_dominant;TEAD1_unique;TES_unique",1.18303381438676,1.54234975748425e-18,TRUE
"SLC22A15",2,1,1,"Shared_TES_dominant;TES_unique",0.503794684188619,0.00130706310644242,TRUE
"SLC22A16",3,0,3,"Shared_high;TEAD1_unique;TES_unique",0.0174743915137983,0.991409142465696,FALSE
"SLC22A23",5,1,4,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high;TEAD1_unique;TES_unique",0.0814175000183722,0.669243837372684,FALSE
"SLC22A5",2,2,0,"Shared_high;TEAD1_unique",-0.433610992529688,0.00588717710580874,TRUE
"SLC23A2",1,0,1,"TES_unique",0.573344591576712,1.68456826807171e-05,TRUE
"SLC24A1",2,1,1,"Shared_TEAD1_dominant;TES_unique",-0.549609512769178,0.00184720949397443,TRUE
"SLC24A5",1,0,1,"Shared_TEAD1_dominant",0.500368303699289,0.375933090464884,FALSE
"SLC25A13",2,0,2,"Shared_high;TES_unique",-1.31420962140884,2.09728901720139e-20,TRUE
"SLC25A17",1,0,1,"TES_unique",0.145584018495627,0.542912231011602,FALSE
"SLC25A18",1,0,1,"TEAD1_unique",0.456573655952271,0.136756905466127,FALSE
"SLC25A21",2,0,2,"TEAD1_unique;TES_unique",0.905234952117974,0.397819709105926,FALSE
"SLC25A25",1,1,0,"TEAD1_unique",-0.700349292397948,1.79258099061839e-05,TRUE
"SLC25A26",2,0,2,"TEAD1_unique;TES_unique",0.767859895794579,9.43699008419105e-08,TRUE
"SLC25A28",1,0,1,"TES_unique",0.130434494939726,0.496224286345183,FALSE
"SLC25A33",1,0,1,"TEAD1_unique",0.978912220243895,3.79388902497187e-07,TRUE
"SLC25A37",1,1,0,"TEAD1_unique",-1.06902794215972,8.00731175056636e-15,TRUE
"SLC25A42",1,1,0,"TEAD1_unique",0.378247171708749,0.0403442203234693,TRUE
"SLC25A43",1,0,1,"TEAD1_unique",-1.12047381624648,3.84408724134911e-11,TRUE
"SLC25A48",3,1,2,"Shared_TEAD1_dominant;TEAD1_unique;TES_unique",4.22156604370196,0.00614411527874288,TRUE
"SLC25A51",1,0,1,"TEAD1_unique",0.196965274709415,0.352714649817147,FALSE
"SLC26A3",1,0,1,"TES_unique",0.0128903004456005,0.990170182151012,FALSE
"SLC26A5",1,0,1,"Shared_TES_dominant",2.3253171282374,0.131044211890732,FALSE
"SLC26A7",1,1,0,"TES_unique",0.10618631924784,0.830076161196604,FALSE
"SLC26A9",1,0,1,"TEAD1_unique",-0.477025412088153,0.411562473715608,FALSE
"SLC27A1",1,0,1,"TEAD1_unique",-0.769845516109802,6.0307805250803e-08,TRUE
"SLC28A1",1,0,1,"Shared_high",0.799200018314793,0.230066236094336,FALSE
"SLC28A2-AS1",1,1,0,"TES_unique",1.29246671183258,0.0188480356212363,TRUE
"SLC28A3",1,1,0,"TEAD1_unique",1.78520566373194,0.219365429734479,FALSE
"SLC29A1",1,1,0,"TEAD1_unique",-0.739840033149955,6.04649326862251e-06,TRUE
"SLC2A1",3,2,1,"Shared_equivalent;TEAD1_unique;TES_unique",0.133842579637457,0.417859165430346,FALSE
"SLC2A12",2,1,1,"Shared_TEAD1_dominant;TES_unique",0.586774824154141,0.000204231753220775,TRUE
"SLC2A14",1,1,0,"Shared_high",3.27239561971888,6.81765914879147e-30,TRUE
"SLC2A2",3,0,3,"Shared_equivalent;TEAD1_unique;TES_unique",1.95272890251626,0.00107789235213331,TRUE
"SLC2A3",1,1,0,"TEAD1_unique",2.58794528615447,6.4396196055925e-98,TRUE
"SLC2A5",1,0,1,"TES_unique",1.07256450639663,0.000361245779494677,TRUE
"SLC30A1",1,0,1,"TEAD1_unique",0.237266316955054,0.158169663298671,FALSE
"SLC30A7",2,1,1,"TEAD1_unique;TES_unique",-0.331659736132572,0.0234649809764634,TRUE
"SLC30A9",1,0,1,"Shared_equivalent",-0.0143716749251377,0.957073203830409,FALSE
"SLC34A2",3,1,2,"Shared_TEAD1_dominant;Shared_TES_dominant;Shared_high",3.36981818672864,0.0263742220334747,TRUE
"SLC35A3",2,0,2,"Shared_TES_dominant;TES_unique",-1.98909752730907,4.10881062688089e-39,TRUE
"SLC35A5",1,1,0,"TEAD1_unique",0.725747527675592,4.97306638964306e-05,TRUE
"SLC35C2",1,1,0,"TEAD1_unique",0.549574894200524,5.73785303687878e-05,TRUE
"SLC35D1",2,0,2,"Shared_equivalent;TES_unique",-0.287326929034824,0.0809085571017273,FALSE
"SLC35D2",1,0,1,"Shared_equivalent",0.983669571219113,3.4549148742103e-07,TRUE
"SLC35D2-HSD17B3",1,0,1,"Shared_high",2.01824525473294,0.00240691632055595,TRUE
