gene	regulation	log2FoldChange	TES_1	TES_2	TES_3	TEAD1_1	TEAD1_2	TEAD1_3	TES_1_zscore	TES_2_zscore	TES_3_zscore	TEAD1_1_zscore	TEAD1_2_zscore	TEAD1_3_zscore
FBXW11	UP	0.390845186373475	0.376999512551973	0.718630559245745	0.45891103309455	0.55256549179554	0.474536491086086	0.164200816750526	-0.437307789127528	1.41531881136225	0.00688914002267318	0.514766697179974	0.091624234798478	-1.59129109423584
DDAH1	DOWN	-1.4102552100202	0.842529014915228	1.28880637230476	0.796263302349175	7.14429086042444	5.0308015747865	3.16195214502017	-0.847347953218492	-0.675583804247777	-0.865154796012212	1.57808713213189	0.764643020537704	0.0453564008088915
POLA2	DOWN	-1.75715023438011	0.10124863644441	0.0858154065410296	0.092991987231498	0.22440058807532	0.141576047499975	0.13377532885472	-0.558775563308057	-0.859050741207787	-0.719420277783524	1.83731873556398	0.225850895622174	0.0740769511132148
WWTR1	DOWN	-0.484134027033072	0.359545642758409	0.079393804470698	0.246985243801028	0.823365029990673	0.38248362104098	0.621789837280909	-0.223035866264837	-1.27528027451989	-0.64581035569091	1.51905999017647	-0.136881302610953	0.761947808910126
GAS6	UP	2.3820999885627	0.0804753878861666	0.100409800410271	0.0795326047639052	0.0906038461327553	0.0756404542922974	0.0434649002552032	0.109756070675585	1.14136256337892	0.0609670136135866	0.633904112441123	-0.140451899145141	-1.80553786096408
PHGDH	DOWN	-1.0701559123936	1.61057894960046	2.46646115889152	1.88702429012085	2.78391706158717	2.2649310819308	1.84363719364007	-1.20894756198323	0.735353227410187	-0.580948886507612	1.45651526993006	0.277538958732011	-0.679511007581419
MYOF	DOWN	-0.75883369840593	0.223794040394326	0.141624577144782	0.21895147457098	0.482545688947042	0.687899478673935	0.577117550373077	-0.735983670270705	-1.10280921519186	-0.757602125311245	0.419150009881747	1.33590196175251	0.841343039139561
LATS2	DOWN	-3.714509092708	0.147173458792269	0.242501398225625	0.208955628840874	1.84194065711896	1.3401202360789	0.876542201340199	-0.895669678867953	-0.75993361746581	-0.80769894880578	1.51748459533338	0.802949823177083	0.142867826629078
ANKRD1	DOWN	-3.09050958730251	0.149433920967082	0.104671410868565	0.0739080920008322	0.83348799298207	0.358221522569656	0.441893345415592	-0.615584694782199	-0.770822925782473	-0.87751138427628	1.75674303693853	0.108499317848886	0.398676650053538
GLS	DOWN	-0.646040683909155	0.906954586828748	1.06130833784739	0.855370076932013	0.942313337127368	0.673627693255742	0.495016829272111	0.413408638068173	1.16836696459813	0.16110407786475	0.586351522691767	-0.727814558283137	-1.60141664493969
GSK3B	DOWN	-0.405839224956389	2.14003434200212	2.32693821907043	2.23922753498331	1.94283642361561	1.48954519446691	1.16630801906188	0.555206513785542	0.960739557609484	0.770430072051126	0.127338064326903	-0.856186594330581	-1.55752761344248
PSMC3IP	DOWN	-0.673899810772873	0.0952998026584586	0.116171830296516	0.100649194521829	0.242960106432438	0.099902427593867	0.211287882725398	-0.752127575907433	-0.432265489460179	-0.67014859081248	1.5107542901773	-0.681592731832702	1.0253800978355
MDFIC	DOWN	-0.81422577730727	0.172991177216172	0.166376727322737	0.150283033590143	0.248865227202574	0.141290623346965	0.212495133876801	-0.22116055662947	-0.382638898053544	-0.775533698557782	1.63115005820975	-0.99506510553307	0.743248200564117
SCHIP1	DOWN	-1.28014067286966	0.0224864601840576	0.0204322311282158	0.0225967309686045	0.0295264080166817	0.0670773839950562	0.0793234429657459	-0.682707892808725	-0.761700782143104	-0.678467563398643	-0.411995228862686	1.03198205372043	1.50288941349273
UBQLN2	DOWN	-1.42350806360421	0.167113792906205	0.312321080962817	0.178010913189501	0.138352133433024	0.124164390961329	0.0929666416843732	-0.02228677810764	1.87277908044728	0.119928952809316	-0.397648370714189	-0.582809230943163	-0.989963653491609
HEXB	UP	1.65626191720962	1.15429401258752	2.05945139269034	1.23116657417019	1.78727459679047	1.39078468799591	1.11680716047684	-0.788673321202467	1.57252126636037	-0.588143468238685	0.862520562100563	-0.171763472088776	-0.886461566931002
HMMR	DOWN	-2.79852045968716	1.13826771551619	1.25103589832783	1.20508660471626	1.9909224353234	1.39863426844279	1.18659206714233	-0.696606058055538	-0.345111909922414	-0.488334115092605	1.96108635941413	0.114946610804608	-0.545980887148182
CCDC85C	DOWN	-0.925491813807434	0.289111845468481	0.30765105754137	0.422085205065087	0.638191740910212	0.525201383034388	0.313913302024206	-0.899249024932309	-0.767889362681201	0.0429342532097355	1.57415798846144	0.773564349969926	-0.723518204027591
AGFG2	DOWN	-0.375523258048591	0.67614091001451	0.73439229041338	0.87841139263163	1.4155794809262	0.857733922799428	0.911555490891139	-0.899260760905878	-0.677449768809911	-0.129050405137139	1.91639102081787	-0.207786566685752	-0.00284351927919457
BIRC5	DOWN	-3.49391587625654	0.0855437842446069	0.113544813245535	0.0923604226857424	0.152693585952123	0.216930963993073	0.108662283619245	-0.866295779292298	-0.298817115672787	-0.728147396501624	0.494585627388632	1.79644283570377	-0.397768171625691
IGFBP3	DOWN	-3.6914073879696	0.347648122901718	0.448341555297375	0.314735934721927	0.705765128195286	0.401036829551061	0.278899952173233	-0.443602396525703	0.209215551648843	-0.656979442538412	1.87814990687719	-0.0974715208438823	-0.889312098618037
CCN1	DOWN	-7.58217516754692	1.52795012184729	1.66493441700935	1.37805515350774	8.62381577938795	6.38091185530027	3.96255169391632	-0.794378751485307	-0.748945144498205	-0.844094443877828	1.55910834816042	0.815203981048336	0.0131060106525857
INHBA	UP	0.868025996070038	0.300914287505051	0.349449465771516	0.32286678219835	0.468204394479593	0.15841673652331	0.2233613828818	-0.0276498268923442	0.426560606332773	0.177789866154066	1.53791384624416	-1.3611954463107	-0.753419045527952
ITGB5	UP	1.17714004946899	0.0182747105012337	0.0258030018210411	0.0120285692755133	0.037118906378746	0.039960994720459	0	-0.257255898797877	0.236423417495935	-0.666856244851856	0.978481314564237	1.1648556417229	-1.45564823013333
MARCKS	DOWN	-2.56399899197586	1.71068586927901	2.08046728354692	1.73556647521257	1.53368475357691	1.78910929290454	1.0214257149895	0.18547072958434	1.23208078229329	0.255891500566339	-0.315504008157048	0.407436302669802	-1.76537530695672
SMAD2	UP	0.26924628567178	0.571608678042889	0.446590150098006	0.699403404746205	0.46482978006204	0.355367231369019	0.269241108198961	0.67852543886406	-0.138949556180862	1.51415352772316	-0.0196837028743561	-0.735440782416059	-1.29860492511594
SMAD3	DOWN	-0.914075611738659	0.387029138989747	0.363109814623992	0.405872813623399	1.07965316681067	0.458123961687088	0.56987325489521	-0.575734455654195	-0.663496737413182	-0.506595216715617	1.96556914277404	-0.314880772424649	0.0951380394336031
SMAD5	DOWN	-0.393622409347487	0.224436510245005	0.238765116532644	0.149424600981176	0.235367458065351	0.0742131880919139	0.29580290923516	0.272861845587158	0.455262213932858	-0.682025154960875	0.412010683148475	-1.63945179781848	1.18134221011086
SMAD7	UP	0.703448771930281	0.222485280893743	0.280213355322679	0.269976702354227	0.859639833470186	0.329677929480871	0.22456865131855	-0.57739588065089	-0.342567373173238	-0.384208428447085	2.01444620128629	-0.141353453646355	-0.568921065368721
MCM3	DOWN	-0.565927897775049	0.751221247931942	0.701117166777452	0.725956750589733	0.6546421828866	0.478104671239853	0.56383638014396	1.00033992027519	0.524844451974738	0.760575938613338	0.0837896771890769	-1.59157857303865	-0.777971415013696
MCM7	DOWN	-0.805077295302772	0.449372675431271	0.714543945193291	0.530085730291903	2.16723701516787	1.8310694805781	1.39812158097823	-1.01192917997225	-0.645534993471237	-0.900405808295471	1.36168960550841	0.897197994201467	0.298982382029079
MYC	DOWN	-1.10230748717995	1.40488132828847	1.96406214922667	1.32090217448709	1.87332353591919	1.101781052351	0.866883616646131	-0.039871030424176	1.26462490611733	-0.235783445131614	1.05294355383416	-0.746964449081921	-1.29494953531377
NF2	DOWN	-1.01685496864315	0.516832030117512	0.460016982456048	0.603105612819393	0.751826080441475	0.853451739152273	0.394806359708309	-0.452230502739193	-0.774038397174551	0.0364344044895782	0.878806672309851	1.45442775504126	-1.14339993192694
SERPINE1	DOWN	-0.484841551560087	0.521329314732303	0.773330353746812	0.546367253238956	1.55308830390374	1.00901473800341	1.16510134329398	-1.0241848503134	-0.389589853914556	-0.961133719418856	1.57401511972729	0.203916155280786	0.596977148638733
ASAP1	DOWN	-0.335717035447587	0.547052006286879	0.690959481199582	0.488701113356277	0.541091878831387	0.626530707279841	0.420160851875941	-0.0556848133834443	1.43824893176189	-0.661437697736874	-0.117558149264914	0.769400287343457	-1.37296855872011
AMOTL2	DOWN	-5.97202541163863	0.677009423961242	1.11332267110546	0.78213290396519	3.14143917053938	2.52596188127995	1.49953967779875	-0.946417345427137	-0.510015343341573	-0.841272481180646	1.51851371601831	0.902911226226776	-0.123719772295732
PMP22	DOWN	-2.21013167021127	0.298796534717083	0.363693594932556	0.260957717118164	0.532824966410796	0.382483613093694	0.440686060686906	-0.827182037316751	-0.165348467710969	-1.21307008275373	1.55948804947654	0.0262760026618557	0.619836535643052
PRKAA1	DOWN	-0.780718129529102	0.436594555698335	0.603626319567362	0.463578334183743	0.62174159258604	0.362503164211909	0.258374817570051	-0.151418142579999	1.0448617349236	0.0418394179784759	1.17460314509467	-0.682059971884709	-1.42782618353203
AXL	DOWN	-1.90267608654883	0.20202133496354	0.124344702462355	0.243452736685053	1.14056228637695	0.843747516234716	0.395047831773758	-0.708527404789621	-0.898629267971686	-0.607130286919147	1.5884102686302	0.862000806645154	-0.236124115594899
PRRG2	UP	3.11779158200058	0.0337891887935499	0.0332753643393517	0.0580213058119019	0.119370983888706	0.0899122059345245	0.189555367430051	-0.888967417970895	-0.897500203251613	-0.486558677543303	0.532239913674619	0.0430350405675675	1.69775134452362
RAD18	UP	0.997584668901638	0.497260463126004	0.356688250799974	0.472182914650689	0.480858205755552	0.556599235932032	0.132809450427691	0.52976593459221	-0.387424128609816	0.366142712830002	0.42274629518176	0.91693301320419	-1.84816382719835
ARRDC3	DOWN	-1.00270942748704	0.656807333629578	0.858445267438889	0.625455840342368	1.03865398806334	0.730143834789594	0.514697050362825	-0.431744787487142	0.648893874902983	-0.599766920672976	1.61468690366316	-0.0387123008872822	-1.19335676951874
PTPN14	DOWN	-2.98887458076315	0.2855961291641	0.319618487974008	0.304853527438516	3.33234907183051	2.50498236564795	1.54203825596968	-0.836571751645545	-0.810602093194556	-0.821872357678316	1.48904987111357	0.857511332197707	0.122484999207142
CCND1	DOWN	-1.06275993885787	0.169719318964829	0.226213930944602	0.207169571450601	0.795525367558003	0.633666878938675	0.261393254250288	-0.804809508548738	-0.590907746491385	-0.663014128149143	1.56463798049954	0.951804035697688	-0.457710633007964
RRM2	DOWN	-3.9236403449446	0.322210932265967	0.180796027729909	0.359199191291506	0.776965941488743	0.865297825574875	0.332023632526398	-0.540931359372177	-1.04908053209975	-0.408020664519158	1.09314945048583	1.41055428112297	-0.505671175617713
SGK1	UP	1.68575964294532	0.123806483725707	0.199652013778687	0.11180942983677	0.177158244649569	0.295853850781918	0.181345222731431	-0.879152217038973	0.274522382016884	-1.06163754380118	-0.0676268529236915	1.73783361018832	-0.0039393784413613
SMARCA2	DOWN	-0.397754410600183	0.983039940285186	0.566848222613335	0.939688536915928	1.92259039173524	1.15672770241896	0.898274525205294	-0.207784735266979	-1.11979501670362	-0.302781641521234	1.85107332285155	0.172821168454108	-0.393533097813826
FSCN1	DOWN	-0.899296760182532	0.298272995489339	0.646533975551526	0.420604970433439	2.95095178415378	1.52636628746986	0.771502227286498	-0.802043396786326	-0.454672732311858	-0.68002415875622	1.84385392220461	0.422910322679279	-0.330023957029486
AURKA	DOWN	-2.89250604107382	0.475583058892439	0.463519698580106	0.454135055459415	0.528944394787153	0.470968646208445	0.484150861998399	-0.150958877403171	-0.609987636471073	-0.967087231812018	1.8795191290371	-0.326544126730036	0.175058743379191
TBX2	UP	0.663354651892402	0.313026080739995	0.615301906963189	0.40733327212433	0.529787639379501	0.392473564147949	0.239057151079178	-0.747411267686088	1.44311149254556	-0.0639889386098212	0.823409441584018	-0.171673793662119	-1.28344693417155
BUB1	DOWN	-2.12093304286115	0.260200662185748	0.103737385819356	0.293851230623201	0.221869622369607	0.419590181907018	0.251613568842411	0.0168132253039785	-1.50948243302649	0.345073745594778	-0.357105185516382	1.57165432018345	-0.0669536725393387
TEAD1	UP	1.57307033767246	0.448896704924603	0.650328574478626	0.501765833242486	1.37255568842093	0.92052934328715	0.726830060382684	-0.945705325919212	-0.352732174950063	-0.790069707399377	1.7733528801006	0.442682183410476	-0.127527855242427
TEAD4	DOWN	-2.3430508291308	0.142652295889954	0.165792986154556	0.167452644078682	0.956739210317532	0.709307244221369	0.294595550298691	-0.765809751198019	-0.698540082689506	-0.693715479917642	1.60072971864791	0.881448394392895	-0.324112799235642
TGFB2	DOWN	-0.848710110170639	0.721619620999942	0.807364772607883	0.645264810991163	0.964669400453568	0.65507417122523	0.679743143220743	-0.19600936005225	0.504187686693246	-0.81952464307858	1.78874120128226	-0.739421162735323	-0.537973722109354
TGM2	UP	2.15038742926106	0.48654072321703	0.271223262985547	0.478419173022111	1.6229394274354	1.54277897725503	0.973855432391167	-0.705223487742793	-1.0761076267113	-0.719212850927245	1.25222229712685	1.11414599104135	0.13417567721313
THBS1	DOWN	-5.16471413946792	1.03596044381956	1.13743256990115	1.03338110635678	3.17535288105408	2.72391144855817	1.44158623764912	-0.763280543344065	-0.656003304466392	-0.766007441969591	1.49850426796228	1.02123634953703	-0.334449327719267
TK1	DOWN	-2.98550679918379	0.557962145744513	0.352601868609587	0.660308141672984	2.13939883251985	2.0622719403108	1.48227426657081	-0.823450088876703	-1.08314093121179	-0.694027211857378	1.17637495527468	1.07884320335123	0.34540007331996
TNS1	UP	4.0277052314477	0.0737651401509841	0.0577940538525581	0.0728029147485892	0.0447114178538322	0.131300276120504	0.183518607914448	-0.382010954575545	-0.683794184708429	-0.400192779194405	-0.930998418445326	0.705149859321472	1.69184647760223
TOP2A	DOWN	-3.36581276900899	0.396368845943362	0.375369167824586	0.434123643428708	0.788776554961999	0.548036301533381	0.426197637120883	-0.6312622938904	-0.765921750127044	-0.389161416393811	1.88503383315705	0.341298189324216	-0.439986562070008
TP73	DOWN	-0.880171273143814	0.0616295803959171	0.0969071676333745	0.0982809529888133	0.21258992622296	0.16555269241333	0.0760635754466057	-0.976047722017589	-0.370632853863151	-0.347056692765819	1.61465206848245	0.807424507438532	-0.72833930727442
UBE2D1	UP	1.84089101111384	0.114597795861463	0.257329309682051	0.148802986051887	0.182051151831945	0.0956208781401316	0.0736488587657611	-0.458733350159147	1.67097106972532	0.0516440905446878	0.547741719718898	-0.741888936932395	-1.06973459289737
UCHL3	UP	1.40377705474796	0.29182451471438	0.366028819183509	0.251682211492211	0.286827891866366	0.376774863799413	0.146090556681156	0.0627997038721358	0.944313256047859	-0.414072689974118	0.00344208591255154	1.07197140241787	-1.6684537582763
YES1	DOWN	-0.518164504419608	0.253418938977023	0.302980740169684	0.239762184008335	0.341662515004476	0.369638795852661	0.346511917908986	-1.04767371022699	-0.113390094184209	-1.30511557288159	0.615795439794189	1.14317298066817	0.707210956830428
YWHAB	DOWN	-0.430120770288861	0.476546832462152	0.427967593024174	0.604842239882797	0.474953230619431	0.528055917024612	0.297131036788225	0.0803998976375152	-0.390324170881423	1.32355925649172	0.0649581831997507	0.579513636992858	-1.65810680344042
YWHAH	DOWN	-1.44367893830924	0.118631024438888	0.162873991330465	0.179392397676905	0.23621120373408	0.289716936747233	0.123150591949622	-0.992860322585678	-0.330958921794103	-0.0838336255555531	0.766209894643112	1.56668784899406	-0.925244873701836
PRRG4	DOWN	-1.50173366873233	0.0472334866474072	0.0493876341978709	0.0697637080525359	0.163660268187523	0.00713589191436768	0.0651973503828049	-0.379674926954811	-0.338429664585401	0.0517091223390289	1.84953780752775	-1.14741983597486	-0.0357225023517134
SHCBP1	DOWN	-3.34700325642433	0.26318697298939	0.297142861783504	0.211462026039759	0.399027971029282	0.164125456809998	0.271655684709549	-0.0572121826846338	0.366969397161713	-0.703367253093692	1.63973203532251	-1.29470211233221	0.04858011562631
WWC2	DOWN	-2.86446450765268	0.323008130725473	0.587397260049979	0.3451674782224	1.16165222734213	1.19454712351163	0.803617821355661	-1.07223414337381	-0.385642296212884	-1.01468855755994	1.10563981414394	1.19106453482323	0.175860648179465
BICC1	DOWN	-2.74017797919359	0.363793077647686	0.322770802229643	0.4353374155468	0.31719736546278	0.469541435241699	0.364622276524703	-0.246052724533137	-0.915215614426215	0.920991653580532	-1.00613053846551	1.47893390402263	-0.232526680178305
TET1	DOWN	-1.42543917160831	0.356047759103278	0.204672519067923	0.343154520447676	0.528606498916944	0.238338617086411	0.194626321136951	0.355656726427237	-0.837022913582585	0.25407139956181	1.71524033886903	-0.571769034177692	-0.916176517097799
NUAK2	DOWN	-1.47862589219608	0.508503784382095	0.482492396682501	0.574095166679472	1.15659102350473	0.734996349811554	0.82100406318903	-0.804161603740481	-0.906475323525975	-0.546163130678556	1.74503788326663	0.0867288454918366	0.425033329186548
USP9X	DOWN	-0.733886346365575	0.63211992615213	0.793937918643157	0.7239834430255	0.776122546692689	0.680763640006383	0.363415109018485	-0.187478076331677	0.837298717232046	0.394284179013315	0.724475789061326	0.120577587585654	-1.88915819656066
AXIN1	UP	0.968638476720946	0.259724769257009	0.275543106396993	0.341911148931831	0.551721913814545	0.258319109280904	0.280107266505559	-0.598718163931657	-0.459776075256343	0.123174861335713	1.96607058680886	-0.611064931567153	-0.419686277389422
CAVIN2	DOWN	-2.36620841150529	0.149790865095953	0.270872967640559	0.125910147906591	0.0801430349548658	0.0699317407608032	0.1062475669384	0.21810037525165	1.87120610833202	-0.107937492163656	-0.732785221242054	-0.872197641571941	-0.376386128606019
AJUBA	DOWN	-3.30499069168193	0.167994204368442	0.29013770421346	0.211728392388051	2.37561001380285	1.27946447690328	1.04448623803258	-0.842330440639206	-0.700792578951163	-0.791651988958908	1.71581814272815	0.445622875779734	0.173333990041394
UNK	UP	0.678611249983165	0.352645094382266	0.415649873713652	0.496388060882067	1.09753783851862	0.616541145245234	0.332023635307948	-0.694123698949358	-0.474527623134258	-0.193123747765446	1.90211622524952	0.225656321036229	-0.765997476436683
RUNX2	DOWN	-0.998250940967586	0.716235989990334	0.559259212017059	0.627883170513436	0.210059202810129	0.211222146749496	0.467972274343173	1.17461822534641	0.439411878317841	0.760814639262209	-1.19607883862808	-1.19063214914635	0.0118662448479699
MPDZ	DOWN	-2.3890057122927	0.440532747138292	0.803278322915236	0.498568710343291	0.671514715452989	0.495230661630631	0.473284832239151	-0.865576344263527	1.68294843066784	-0.457835768108586	0.757222962252047	-0.481287742197927	-0.635471538349845
CCNA2	DOWN	-2.64788466146263	0.150504728679856	0.155868699451288	0.156696979431435	0.307917908529441	0.264027911822001	0.169030250112216	-0.740118010901087	-0.66098712874914	-0.648768097682272	1.58208774200528	0.934609538804965	-0.466824043477748
CCNA1	UP	1.51495991724399	0.076263655560712	0.127847347756227	0.0945313319253425	0.178001946906249	0.0585142731666565	0.049501700202624	-0.438117303427559	0.62892738566886	-0.0602376632278998	1.66641028731823	-0.805275670970027	-0.991707035361601
CCNB1	DOWN	-3.20632575931806	0.41027708705763	0.322245411078135	0.4349622631073	0.349255084196726	0.259746388991674	0.201628935337067	0.908951361773531	-0.0839174193411609	1.18736410790534	0.22071226002344	-0.788815141546279	-1.44429516881487
TIMELESS	DOWN	-0.46696031584479	0.0761446358636022	0.220084209938844	0.10084652117764	0.297794873317083	0.299707382122676	0.156956633726756	-1.20002281036038	0.291894132947558	-0.943990642220175	1.09735612013594	1.1171790514571	-0.362415851960041
BTRC	UP	0.425327154546665	0.40547047427545	0.317575074930986	0.44552070663621	0.569437488714854	0.319687784115473	0.47207721889019	-0.167648884742654	-1.07963580014949	0.247905150444939	1.5336434791617	-1.0577147081847	0.523450763470205
