"gene_name","peak_id","category","location","distance","tes_signal","tead1_signal","baseMean","log2FoldChange","padj"
"GALNT5","TES_8313","Shared_TEAD1_dominant","Distal_Enhancer",-10649,4.00959777510712,6.41891076820773,372.346866448497,-7.66844011102638,3.62763450860698e-79
"GALNT5","TES_8314","TES_unique","Proximal_Enhancer",5564,1.96108309579894,0.243147411524489,372.346866448497,-7.66844011102638,3.62763450860698e-79
"GALNT6","TEAD1_4486","TEAD1_unique","Promoter",-1287,0.502960595720481,2.46716381925525,14.218970177624,0.258376966374932,0.732158765646771
"GALNT7","TES_12628","TES_unique","Promoter",2770,2.65685667168526,0.751026978568425,467.764103054352,-0.6707903317479,8.02452484909667e-05
"GALNT7-DT","TES_12627","Shared_TEAD1_dominant","Distal_Enhancer",-49129,1.66320312434229,4.36477469849861,62.4253925742325,-0.029843656962335,0.95121570773932
"GALNT7-DT","TEAD1_14781","TEAD1_unique","Distal_Enhancer",-40445,0.598515492338104,1.94068360936885,62.4253925742325,-0.029843656962335,0.95121570773932
"GALNT7-DT","TES_12626","TES_unique","Distal_Enhancer",26339,3.08368060745122,0.119305749069198,62.4253925742325,-0.029843656962335,0.95121570773932
"GAP43","TEAD1_13108","TEAD1_unique","Promoter",0,0.727618914422678,1.03680360198146,124.904232190201,1.53762021668798,9.80654034638164e-10
"GAPLINC","TES_6535","Shared_TES_dominant","Distal_Enhancer",45728,7.00554820425142,4.02104064856118,8.37873609190512,-0.570869488047396,0.514066970421313
"GAPLINC","TEAD1_8372","TEAD1_unique","Distal_Enhancer",48266,3.08485598484878,3.16478522013927,8.37873609190512,-0.570869488047396,0.514066970421313
"GAPLINC","TES_6534","TES_unique","Promoter",-2812,2.43357138421481,0.487988424029855,8.37873609190512,-0.570869488047396,0.514066970421313
"GAPVD1","TES_19514","Shared_equivalent","Proximal_Enhancer",-7128,3.81058052713368,2.24045042691588,2758.00091193714,-0.532522520869479,1.72323674235367e-05
"GAPVD1","TEAD1_20872","TEAD1_unique","Distal_Enhancer",10284,0.862216380548455,2.38710378369138,2758.00091193714,-0.532522520869479,1.72323674235367e-05
"GAR1","TES_12218","TES_unique","Proximal_Enhancer",4822,5.60037141958872,1.84747087173992,128.168246578189,-0.218359817919699,0.553529820104397
"GARIN1A","TEAD1_18595","TEAD1_unique","Distal_Enhancer",-44229,0.861855188443888,3.00312489172876,734.160757929476,2.00000427924408,4.71378081906634e-37
"GARIN2","TES_5069","TES_unique","Promoter",-1288,1.57517642113898,0.680565333476773,45.5585897186371,2.23905806210608,1.41702234784324e-09
"GARIN6","TES_4134","Shared_TEAD1_dominant","Distal_Enhancer",-22953,2.92539800635014,4.28641023050094,2.88458556447058,0.254986381536122,0.898951881655892
"GARIN6","TEAD1_4799","TEAD1_unique","Distal_Enhancer",-35696,0.311482375831831,1.08350944303331,2.88458556447058,0.254986381536122,0.898951881655892
"GARNL3","TES_19525","Shared_TEAD1_dominant","Promoter",-1657,3.34563192101986,7.1865856514214,132.18982170023,0.619632039904366,0.00452291172568301
"GARNL3","TEAD1_20892","TEAD1_unique","Promoter",0,3.37313177963949,15.5233476019826,132.18982170023,0.619632039904366,0.00452291172568301
"GARRE1","TEAD1_9051","TEAD1_unique","Proximal_Enhancer",9180,0.638804248225884,7.83801298324449,1330.60821389381,0.166999307935443,0.278840889881848
"GARRE1","TES_7085","TES_unique","Proximal_Enhancer",4714,4.10200943628947,2.73437140078772,1330.60821389381,0.166999307935443,0.278840889881848
"GAS2L3","TEAD1_4807","TEAD1_unique","Promoter",-68,2.91263931023854,2.40366279526993,355.136606587132,-2.52087341128525,2.47208663708974e-45
"GAS5","TEAD1_1337","TEAD1_unique","Distal_Enhancer",11450,0.622700218039911,1.50035488559825,1444.55647551281,0.42411222353638,0.0616293678563983
"GAS6","TEAD1_5561","TEAD1_unique","Distal_Enhancer",-13527,1.20338503971478,2.74675578695243,1089.84264152475,2.3820999885627,1.29804677482392e-45
"GAS7","TEAD1_7559","TEAD1_unique","Promoter",0,0.888103497473673,4.02054464511031,874.04294584078,-2.67296529150496,6.29577471526363e-83
"GASK1B","TEAD1_14723","TEAD1_unique","Promoter",-2073,2.51521086884055,3.27484673803503,343.730966609935,-2.87004528755397,6.69924276297664e-56
"GASK1B","TES_12556","TES_unique","Promoter",340,2.36863865454992,0.875543328363504,343.730966609935,-2.87004528755397,6.69924276297664e-56
"GAST","TEAD1_7826","TEAD1_unique","Proximal_Enhancer",5296,4.55844858528878,5.82068499004671,38.5020771158784,4.25417368443924,7.86720727799162e-14
"GATD1","TEAD1_3045","TEAD1_unique","Promoter",-350,0.302020618416905,3.97232429700739,892.74215546138,-0.106248010131913,0.612673275352398
"GATM","TEAD1_6312","TEAD1_unique","Promoter",6,2.15430403589161,3.63030725643132,121.08674324995,-1.57404200628699,1.30533233287893e-12
"GBA1","TEAD1_1178","TEAD1_unique","Proximal_Enhancer",3925,0.83152838367916,3.54381620202907,1269.05207982311,-0.15015153973274,0.491760751577105
"GBA1LP","TEAD1_1177","TEAD1_unique","Promoter",2432,0.999225866212588,3.63839890432411,15.5012541415725,-0.402563421532607,0.543790747647066
"GBA3","TES_11655","TES_unique","Distal_Enhancer",33806,2.13873404595587,0.673224077401338,3.4014023817714,0.0774224575287444,0.969221964733119
"GBE1","TES_10398","TES_unique","Proximal_Enhancer",-3722,1.78542960759921,0.208077791409615,1477.26682241053,-3.74262091969869,2.92866199019792e-145
"GBF1","TES_2502","Shared_TEAD1_dominant","Distal_Enhancer",16850,1.56486398265475,4.46427724715779,3457.4243350973,-0.427526933668625,0.000921844346247158
"GBP5","TES_508","Shared_TES_dominant","Proximal_Enhancer",6964,2.46268674892092,1.22060381836361,5174.59505064485,1.15708557105979,1.43680403041858e-14
"GBP5","TES_511","Shared_high","Promoter",0,12.1963613520969,2.91735452729644,5174.59505064485,1.15708557105979,1.43680403041858e-14
"GBP5","TES_509","TES_unique","Promoter",35,1.31457337127335,0,5174.59505064485,1.15708557105979,1.43680403041858e-14
"GBX2","TEAD1_11213","TEAD1_unique","Proximal_Enhancer",-6899,0.470762156958028,1.48992738364631,16.010153048594,3.27941753428609,3.86377727954826e-06
"GCA","TEAD1_10547","TEAD1_unique","Promoter",0,2.62402019097849,2.90798037030079,201.307302830727,-0.506183092772497,0.0357559792342019
"GCFC2","TES_7856","TES_unique","Proximal_Enhancer",-7174,1.11070522511447,0,521.266654203301,-0.333769753773049,0.0853646313006651
"GCG","TES_8389","TES_unique","Distal_Enhancer",29893,2.485051702691,0.797777065675553,1.51534839021974,0.0814186639638893,0.976817081284757
"GCK","TEAD1_18090","TEAD1_unique","Proximal_Enhancer",-3787,1.28510129261652,8.90550079071077,10.1053625979222,3.84183732000509,0.000314993451931248
"GCLC","TES_14911","Shared_TEAD1_dominant","Proximal_Enhancer",4132,1.50177725707674,3.0121942826338,807.473405447642,0.704387078179391,2.33201006315724e-06
"GCLC","TES_14912","TES_unique","Promoter",-2173,7.07557768181917,1.45919412338633,807.473405447642,0.704387078179391,2.33201006315724e-06
"GCM1","TEAD1_16867","TEAD1_unique","Distal_Enhancer",-19617,0.704625351521544,2.17634153836862,14.6199920133034,1.07230480890358,0.101651225019294
"GCNT1","TES_19269","Shared_TES_dominant","Proximal_Enhancer",-4646,7.89069330805327,7.0491570779479,1999.05966805292,0.104199858803204,0.565153175532635
"GCNT1","TES_19270","Shared_equivalent","Proximal_Enhancer",-7671,4.02282070852544,4.03103690309826,1999.05966805292,0.104199858803204,0.565153175532635
"GCNT2","TES_14496","Shared_TES_dominant","Promoter",-39,6.45736880081994,5.04238294975021,753.003351580157,-0.200151856901488,0.223730748646653
"GCNT2","TEAD1_16412","TEAD1_unique","Promoter",0,5.55727945781769,6.87811364079198,753.003351580157,-0.200151856901488,0.223730748646653
"GCNT2","TES_14497","TES_unique","Distal_Enhancer",10413,7.3638607423969,3.97101550656357,753.003351580157,-0.200151856901488,0.223730748646653
"GCNT3","TES_5431","Shared_TES_dominant","Distal_Enhancer",-40702,5.50546046050768,3.56445311979642,14.2304270906333,0.10534651210796,0.906586601317747
"GCOM1","TEAD1_6410","TEAD1_unique","Distal_Enhancer",-13167,1.44063390503411,2.2864576317683,2.83101626256987,-4.36206629525137,0.0118715277374022
"GCOM1","TES_5410","TES_unique","Promoter",-2898,2.12718671960319,2.40409837286478,2.83101626256987,-4.36206629525137,0.0118715277374022
"GCSAM","TES_10618","Shared_equivalent","Proximal_Enhancer",6308,2.41173022709914,2.70894547825602,1.63239590021068,2.68879933774478,0.193357634112257
"GDA","TEAD1_20349","TEAD1_unique","Distal_Enhancer",-12124,0.693980026582798,3.8405317378819,38.1117342200156,-2.94710057927279,1.99263729367363e-14
"GDAP1","TES_17990","TES_unique","Promoter",0,9.29763192059146,4.2533078522972,1129.52629241699,1.36635685121315,2.92613902805736e-24
"GDAP2","TES_860","Shared_TEAD1_dominant","Distal_Enhancer",48400,1.05114158755499,2.40510913571145,2070.52469490065,-0.345468072876054,0.0187945616788682
"GDAP2","TEAD1_1064","TEAD1_unique","Promoter",-840,0.790010054401085,1.56656756997108,2070.52469490065,-0.345468072876054,0.0187945616788682
"GDF6","TEAD1_19530","TEAD1_unique","Distal_Enhancer",27535,0.48061889707317,1.11503309461032,11.5495697724075,-1.062658945505,0.169565685488407
"GDPD2","TEAD1_21390","TEAD1_unique","Promoter",0,7.00678774680214,4.2481549142421,23.7934191593158,0.527772247241467,0.310918538345273
"GDPD4","TEAD1_3572","TEAD1_unique","Distal_Enhancer",-26849,2.0229444798035,3.90967122110133,7.68272487555306,2.49864177094219,0.00700383462249877
"GDPD5","TEAD1_3566","TEAD1_unique","Promoter",-25,0.502698291181209,1.01884140792462,187.728069025421,-0.0843584508584785,0.766629825968912
"GEM","TES_18208","Shared_TES_dominant","Promoter",1368,10.2755140478601,4.19442353168117,3112.57853778967,1.75990729079238,4.35581420471858e-33
"GEM","TEAD1_19514","TEAD1_unique","Distal_Enhancer",-24413,1.2590351448799,10.1923899804587,3112.57853778967,1.75990729079238,4.35581420471858e-33
"GEM","TES_18209","TES_unique","Distal_Enhancer",-19951,1.04318039557513,0.345215503345518,3112.57853778967,1.75990729079238,4.35581420471858e-33
"GEMIN8","TES_19645","Shared_equivalent","Promoter",-41,6.32360861365471,5.4833606168497,199.76390003987,-0.461305362580338,0.0430944036221555
"GEMIN8","TEAD1_21119","TEAD1_unique","Promoter",0,2.38066669994806,5.36677649132805,199.76390003987,-0.461305362580338,0.0430944036221555
"GEMIN8","TES_19643","TES_unique","Distal_Enhancer",21949,1.32951730613313,0.636717005969995,199.76390003987,-0.461305362580338,0.0430944036221555
"GFAP","TEAD1_7859","TEAD1_unique","Promoter",0,1.06476206477456,8.12937717149722,24079.0105783592,-4.28369053416857,9.31611435743192e-178
"GFI1","TES_548","Shared_TES_dominant","Distal_Enhancer",-15448,6.76676784621345,5.46115231258363,48.3572743485175,2.73731844202455,3.43935456041697e-13
"GFI1","TES_547","TES_unique","Distal_Enhancer",18603,2.76605082074979,0.770284573860767,48.3572743485175,2.73731844202455,3.43935456041697e-13
"GFOD1","TES_14532","Shared_TEAD1_dominant","Promoter",29,4.25770438437806,7.89942705747444,665.191150927438,0.206207885656819,0.246003747869469
"GFOD1","TES_14531","Shared_high","Proximal_Enhancer",5091,7.79121748357413,6.06250131881859,665.191150927438,0.206207885656819,0.246003747869469
"GFOD1","TEAD1_16467","TEAD1_unique","Distal_Enhancer",-14579,1.0482760753753,4.93333756948878,665.191150927438,0.206207885656819,0.246003747869469
"GFOD1","TES_14533","TES_unique","Promoter",-2490,1.56352764590359,0.543793475294447,665.191150927438,0.206207885656819,0.246003747869469
"GFOD2","TEAD1_7303","TEAD1_unique","Proximal_Enhancer",-3922,5.63335724428397,5.48528699445076,849.641127281903,0.441380836590363,0.00344094207839192
"GFPT1","TES_7799","Shared_TEAD1_dominant","Distal_Enhancer",46576,1.08040910722133,3.09378378054406,1687.63429989954,-1.28089019468678,6.59991683955174e-26
"GFPT1","TEAD1_9912","TEAD1_unique","Distal_Enhancer",27763,0.948766120254239,4.72908296226332,1687.63429989954,-1.28089019468678,6.59991683955174e-26
"GFRA1","TES_2584","Shared_TEAD1_dominant","Promoter",1794,1.79516713754234,0.395143444721515,2158.28847833995,-1.83995035343645,2.5263988555114e-47
"GFRA1","TES_2585","Shared_TES_dominant","Promoter",528,4.84693659518188,5.55074767859983,2158.28847833995,-1.83995035343645,2.5263988555114e-47
"GFRA2","TES_17550","TES_unique","Distal_Enhancer",30986,5.95464490708851,2.89362498512842,3.74180970700889,3.91743194315234,0.0143939549538706
"GGA2","TEAD1_7067","TEAD1_unique","Promoter",2150,0.357152117250939,3.54293441337476,1212.9721936459,0.214324950812513,0.170778265171358
"GGH","TEAD1_19289","TEAD1_unique","Promoter",984,0.648902237390965,2.29421259492051,1014.23544462651,-0.686152713517054,0.154896409095924
"GGH","TES_17895","TES_unique","Proximal_Enhancer",-5596,0.908600749986949,0,1014.23544462651,-0.686152713517054,0.154896409095924
"GGT5","TES_9856","Shared_high","Distal_Enhancer",17815,6.46512474852484,6.48037187995542,1.73287326474369,0.680389773376688,0.751909270359126
"GIMAP5","TES_17453","Shared_TES_dominant","Promoter",1069,5.89521848934668,4.29061876147346,1.5363760174101,0.463059643979718,0.855454788485596
"GIMD1","TES_12203","TES_unique","Promoter",1485,6.0375892905151,1.7951729413198,2.91037715516626,1.71553936055312,0.287171757980615
"GINS1","TES_9422","Shared_TEAD1_dominant","Proximal_Enhancer",7987,1.70787244054127,3.45768562820772,276.797584506182,-2.29384359145419,4.30518121687749e-41
"GINS1","TEAD1_11514","TEAD1_unique","Promoter",0,2.11360333022931,2.8673483517508,276.797584506182,-2.29384359145419,4.30518121687749e-41
"GIPC1","TEAD1_8965","TEAD1_unique","Proximal_Enhancer",-9449,3.04932571186189,3.92130885555945,1408.6998469316,0.0424142212122349,0.858094846833235
"GIPC2","TEAD1_696","TEAD1_unique","Distal_Enhancer",49707,0.330193393135295,2.05330634906258,10.4464506954559,1.60715462959064,0.0357298701257752
"GIRGL","TEAD1_17894","TEAD1_unique","Distal_Enhancer",21726,0.86179509985296,8.94261747478489,10.2842320124231,2.69080626518286,0.00088241300555453
"GIT2","TEAD1_4882","TEAD1_unique","Promoter",-1355,0.410623956067062,2.04235961813754,500.162055325705,0.617565327984816,3.88806258326697e-05
"GJA1","TES_15446","Shared_equivalent","Promoter",722,1.19823471705119,1.24842682251563,747.894265869212,-0.451706496846591,0.00561823070634397
"GJA1","TEAD1_17301","TEAD1_unique","Distal_Enhancer",44401,0.253904569872162,1.36753281144535,747.894265869212,-0.451706496846591,0.00561823070634397
"GJA1","TES_15447","TES_unique","Proximal_Enhancer",6781,2.34099227278321,0.322446435469168,747.894265869212,-0.451706496846591,0.00561823070634397
"GJA5","TES_937","Shared_TES_dominant","Distal_Enhancer",30882,2.55120926789144,1.18347320207965,4.04781547518563,1.55692941122945,0.217694069268582
"GJA5","TEAD1_1129","TEAD1_unique","Proximal_Enhancer",3078,0.671761217550798,0.855671485987577,4.04781547518563,1.55692941122945,0.217694069268582
"GJB7","TES_15137","Shared_equivalent","Distal_Enhancer",16922,1.94091145690151,3.16762048876318,36.6759259723428,0.210054026851772,0.674506815074086
"GJB7","TEAD1_17030","TEAD1_unique","Proximal_Enhancer",4314,0.226436936099532,3.29632608729476,36.6759259723428,0.210054026851772,0.674506815074086
"GJC1","TES_6234","Shared_TEAD1_dominant","Promoter",-531,3.02973762490102,5.29013302494622,1186.51253783718,-0.662204436341433,1.53114350956691e-06
"GJC1","TEAD1_7856","TEAD1_unique","Promoter",2503,1.36063699675686,3.92282075303082,1186.51253783718,-0.662204436341433,1.53114350956691e-06
"GJD2-DT","TEAD1_6173","TEAD1_unique","Distal_Enhancer",14212,0.61303424477377,1.17214391508791,5.93714626833501,-0.499823325421578,0.652253427114489
"GJD2-DT","TES_5214","TES_unique","Distal_Enhancer",29182,3.57866562772917,0.874800401557123,5.93714626833501,-0.499823325421578,0.652253427114489
"GK5","TES_10803","Shared_TEAD1_dominant","Distal_Enhancer",-47142,1.38052415773643,2.2905345360438,702.944061749668,0.842912880736973,4.32283006963777e-09
"GKN2","TEAD1_9902","TEAD1_unique","Distal_Enhancer",30860,0.514363606548542,1.70261332613451,1.7382325909732,-0.371778599080421,0.878843718601618
"GLCCI1","TES_16135","TES_unique","Proximal_Enhancer",-4215,2.66628866571154,1.06315258616782,243.946662092247,1.14443879053091,3.29546937366933e-11
"GLCE","TEAD1_6616","TEAD1_unique","Promoter",-82,4.8267277579012,4.46821213587245,963.733387854781,1.8714031245709,2.75194286260353e-34
"GLDN","TES_5366","Shared_TEAD1_dominant","Proximal_Enhancer",-6641,1.62726478070341,2.25168613793068,2827.97531055777,-4.12653644841925,2.32003216162517e-197
"GLDN","TES_5365","Shared_equivalent","Proximal_Enhancer",6802,4.92039802510973,3.80415785474956,2827.97531055777,-4.12653644841925,2.32003216162517e-197
"GLG1","TEAD1_7363","TEAD1_unique","Promoter",2038,0.956828211443593,2.37804017885767,5535.56883266381,0.7136450460469,1.63288658833942e-09
"GLI3","TES_16472","Shared_TEAD1_dominant","Distal_Enhancer",45573,1.84333145196579,0.632761640091465,1595.49689316794,-0.329969673380676,0.0487979319215616
"GLI3","TES_16478","Shared_TES_dominant","Proximal_Enhancer",-5208,1.91051732841759,1.14075410979748,1595.49689316794,-0.329969673380676,0.0487979319215616
"GLI3","TES_16474","Shared_high","Promoter",-265,9.36617542293776,6.06785032345226,1595.49689316794,-0.329969673380676,0.0487979319215616
"GLI3","TEAD1_18069","TEAD1_unique","Distal_Enhancer",-18431,1.57208442634339,2.84693311969825,1595.49689316794,-0.329969673380676,0.0487979319215616
"GLI3","TES_16477","TES_unique","Promoter",0,6.1489064005705,3.57021971304829,1595.49689316794,-0.329969673380676,0.0487979319215616
"GLIPR1","TEAD1_4656","TEAD1_unique","Distal_Enhancer",-32379,0.401540607428379,2.2957119388546,728.154973030474,-0.514897308018367,0.0102114319710472
"GLIPR1","TES_3924","TES_unique","Distal_Enhancer",-20655,2.49780231226915,0.351692551461906,728.154973030474,-0.514897308018367,0.0102114319710472
"GLIPR2","TEAD1_20241","TEAD1_unique","Proximal_Enhancer",5062,0.633685517067812,1.80277299110581,568.065827150129,-0.770929059138063,6.52466823659624e-06
"GLIS2","TEAD1_6996","TEAD1_unique","Distal_Enhancer",-15422,1.12536672181786,5.69837124904229,276.002390385939,-0.615912457323059,0.00124108287278797
"GLIS3","TES_18953","Shared_TEAD1_dominant","Promoter",126,1.17482870972506,0.104714456326798,2829.70684627511,-2.06434871444888,1.25369726565919e-59
"GLIS3","TES_18940","Shared_TES_dominant","Promoter",-2411,3.69828756937855,2.33799626416804,2829.70684627511,-2.06434871444888,1.25369726565919e-59
"GLIS3","TES_18948","Shared_equivalent","Distal_Enhancer",11026,3.72090595739102,3.77386041679949,2829.70684627511,-2.06434871444888,1.25369726565919e-59
"GLIS3","TES_18963","Shared_high","Promoter",1008,5.0093101752553,5.87647094070048,2829.70684627511,-2.06434871444888,1.25369726565919e-59
"GLIS3","TEAD1_20027","TEAD1_unique","Promoter",-23,0.652595377921521,1.13083787320612,2829.70684627511,-2.06434871444888,1.25369726565919e-59
"GLIS3","TES_18964","TES_unique","Promoter",0,7.39406191473976,4.98076454670884,2829.70684627511,-2.06434871444888,1.25369726565919e-59
"GLIS3-AS1","TEAD1_20020","TEAD1_unique","Distal_Enhancer",-23040,0.859601123816918,2.4001751603139,15.9332118388191,-1.99872087668872,0.000523403424029784
"GLIS3-AS1","TES_18934","TES_unique","Distal_Enhancer",-24557,1.50861355996011,1.19344311876758,15.9332118388191,-1.99872087668872,0.000523403424029784
"GLP2R","TEAD1_7555","TEAD1_unique","Proximal_Enhancer",-6086,0.35482536122486,4.49177332925055,4.70300187342917,-3.12684548546166,0.00871339202098103
"GLRA1","TEAD1_16054","TEAD1_unique","Distal_Enhancer",28354,0.73171870718955,3.74067951581493,44.5498613768765,1.40339168800985,6.77651483124281e-05
"GLRA2","TES_19655","TES_unique","Distal_Enhancer",-23142,4.86923516093624,2.7673656412998,14.1773081221265,0.0392695893490861,0.967082082824381
"GLRB","TEAD1_14720","TEAD1_unique","Distal_Enhancer",-20125,0.190120042023527,3.48524934866212,151.856540389294,-3.56248663577429,7.97673582816064e-41
"GLRB","TES_12551","TES_unique","Distal_Enhancer",-40312,2.33378352554305,0.141273234037057,151.856540389294,-3.56248663577429,7.97673582816064e-41
"GLRX","TES_13667","TES_unique","Promoter",-89,5.06885283943114,5.53233663047232,194.984045513811,-0.267126023144006,0.260014500869955
"GLRX3","TEAD1_3033","TEAD1_unique","Proximal_Enhancer",-8346,2.77191288794194,2.66437507619234,1059.99363872644,0.456646193227027,0.0126337957515282
"GLRX3","TES_2633","TES_unique","Proximal_Enhancer",5252,1.4759713690638,0.467312279818715,1059.99363872644,0.456646193227027,0.0126337957515282
"GLRX5","TEAD1_6066","TEAD1_unique","Distal_Enhancer",12411,0.346011588277098,3.47525424464455,196.736992288603,0.416379055328297,0.0985130995019747
"GLS","TES_8678","Shared_TEAD1_dominant","Distal_Enhancer",-19359,2.53871287586111,7.22662732667393,2641.42056219397,-0.646040683909155,1.56296821105018e-07
"GLS","TES_8680","Shared_TES_dominant","Distal_Enhancer",16212,7.11206716868053,2.99895158489359,2641.42056219397,-0.646040683909155,1.56296821105018e-07
"GLS","TES_8677","Shared_high","Distal_Enhancer",-21725,7.06730253027197,13.8681259473165,2641.42056219397,-0.646040683909155,1.56296821105018e-07
"GLS","TEAD1_10744","TEAD1_unique","Distal_Enhancer",-45088,0.501295233689056,5.42532361558129,2641.42056219397,-0.646040683909155,1.56296821105018e-07
"GLS","TES_8679","TES_unique","Promoter",-179,4.21274553017063,1.74008391498422,2641.42056219397,-0.646040683909155,1.56296821105018e-07
"GLT8D2","TEAD1_4827","TEAD1_unique","Promoter",72,0.277154874075536,1.88160422880383,72.8828717447397,-1.2686086814977,6.2335105870054e-05
"GLUD1","TES_2347","Shared_high","Promoter",-2455,4.84068294068853,10.7842565545149,7946.04445648646,2.93781986035646,3.73476278506832e-120
"GLUD1P2","TEAD1_2320","TEAD1_unique","Proximal_Enhancer",-3457,3.12232486478312,5.06015531479983,6.28593301279915,-0.119505874240278,0.926455392329119
"GLYAT","TEAD1_3423","TEAD1_unique","Distal_Enhancer",-38781,0.831022661548477,2.03843232998261,6.83668076896993,-1.00162735937694,0.281619542798918
"GLYATL2","TES_2897","TES_unique","Promoter",-62,3.50019928662464,0.833448032538096,89.9750835689159,0.442336002720989,0.11482652549301
"GMDS","TES_14408","Shared_TEAD1_dominant","Distal_Enhancer",14169,3.51801025314429,1.26811185182165,358.235967586055,-0.0631794420218514,0.792609888176376
"GMDS","TES_14404","Shared_TES_dominant","Promoter",-2837,2.33949799502376,1.05624476368713,358.235967586055,-0.0631794420218514,0.792609888176376
"GMDS","TES_14405","Shared_equivalent","Distal_Enhancer",-35014,3.36157566694478,3.4239452804499,358.235967586055,-0.0631794420218514,0.792609888176376
"GMDS","TES_14402","Shared_high","Distal_Enhancer",39645,14.6694619848121,16.3383509878293,358.235967586055,-0.0631794420218514,0.792609888176376
"GMDS","TEAD1_16308","TEAD1_unique","Proximal_Enhancer",7268,0.230208548637428,1.88358605375477,358.235967586055,-0.0631794420218514,0.792609888176376
"GMDS","TES_14403","TES_unique","Promoter",1577,9.39994027879503,5.05149327825617,358.235967586055,-0.0631794420218514,0.792609888176376
"GMDS-DT","TEAD1_16310","TEAD1_unique","Distal_Enhancer",17613,0.28565908919468,1.49635711097055,673.499318597592,0.0963741965235668,0.71406531069113
"GMDS-DT","TES_14420","TES_unique","Distal_Enhancer",-14220,4.01954110379362,2.11308304269057,673.499318597592,0.0963741965235668,0.71406531069113
"GMPR","TES_14576","Shared_high","Distal_Enhancer",-11840,7.80553647614946,9.54504466634001,547.343645462347,0.319999890227583,0.0565863337463378
"GMPR","TEAD1_16511","TEAD1_unique","Proximal_Enhancer",4320,2.82197863991651,3.6226601914305,547.343645462347,0.319999890227583,0.0565863337463378
"GNA12","TES_16108","Shared_TEAD1_dominant","Proximal_Enhancer",-5427,2.55289990991075,5.06532214252377,1670.2478634107,-0.0277940825621821,0.89057886332305
"GNA13","TES_6391","Shared_TES_dominant","Proximal_Enhancer",-8003,4.96572235554599,2.62225211046909,4450.62522384838,0.599542674893481,2.40668561456122e-06
"GNA13","TES_6390","Shared_equivalent","Distal_Enhancer",32449,2.58012144425728,1.89564375204747,4450.62522384838,0.599542674893481,2.40668561456122e-06
"GNAI1","TES_16772","Shared_TEAD1_dominant","Distal_Enhancer",15132,2.12160829511281,1.46456439381486,548.894250060152,-2.38136995515317,2.57006552932381e-53
"GNAI1","TEAD1_18304","TEAD1_unique","Distal_Enhancer",22915,0.686018095860393,1.85599119739605,548.894250060152,-2.38136995515317,2.57006552932381e-53
"GNAI1","TES_16774","TES_unique","Promoter",0,2.34821979777418,1.37150777569899,548.894250060152,-2.38136995515317,2.57006552932381e-53
"GNAO1","TES_5847","Shared_equivalent","Distal_Enhancer",18691,4.61179548657618,5.33186989885321,159.106581329013,0.40538993925253,0.0845262874515325
"GNAO1","TES_5848","Shared_high","Distal_Enhancer",25133,8.47238213061287,8.95821695507697,159.106581329013,0.40538993925253,0.0845262874515325
"GNAO1","TEAD1_7184","TEAD1_unique","Proximal_Enhancer",5360,6.1669173216114,6.59758992698355,159.106581329013,0.40538993925253,0.0845262874515325
"GNAO1","TES_5846","TES_unique","Promoter",-2488,2.02365305009952,1.0961505386455,159.106581329013,0.40538993925253,0.0845262874515325
"GNAQ","TEAD1_20427","TEAD1_unique","Promoter",-94,4.93652777688723,3.71388310219379,1467.1311062627,-1.04357019333,2.31574802346263e-16
"GNAS","TEAD1_11827","TEAD1_unique","Proximal_Enhancer",-9784,1.8941779620098,3.83923929039496,19453.0009538606,0.889662473015864,1.43353081831441e-08
"GNB1","TES_4","Shared_high","Promoter",-638,5.44521680461036,12.6251103719076,7402.43281963443,0.299934164580909,0.0582724326961853
"GNB4","TEAD1_13596","TEAD1_unique","Distal_Enhancer",24315,0.975921805962514,4.71060076529878,770.99738495405,-0.781701404598006,2.04270309749605e-08
"GNG12","TES_357","Shared_TEAD1_dominant","Distal_Enhancer",-49614,3.60764267047246,2.91897341821078,2702.35571709994,-0.407037705429233,0.012263874195897
"GNG12","TES_356","Shared_TES_dominant","Distal_Enhancer",-28329,2.80051161808038,1.09696036802148,2702.35571709994,-0.407037705429233,0.012263874195897
"GNG12","TEAD1_652","TEAD1_unique","Proximal_Enhancer",-7038,1.19203628035768,5.18968104877789,2702.35571709994,-0.407037705429233,0.012263874195897
"GNG12-AS1","TES_353","Shared_TEAD1_dominant","Distal_Enhancer",-39499,1.46915035792759,1.05905538411368,98.8575174250547,-0.044738431019829,0.916673480641949
"GNG12-AS1","TES_354","Shared_TES_dominant","Distal_Enhancer",-38425,3.50426322093574,2.98637193163663,98.8575174250547,-0.044738431019829,0.916673480641949
"GNG12-AS1","TEAD1_662","TEAD1_unique","Promoter",2217,0.641052823554959,7.0606969327609,98.8575174250547,-0.044738431019829,0.916673480641949
"GNG12-AS1","TES_370","TES_unique","Promoter",431,1.62769783715407,0.447358487049739,98.8575174250547,-0.044738431019829,0.916673480641949
"GNG2","TES_4941","TES_unique","Proximal_Enhancer",-4040,2.75857075014334,0.747340599010731,292.30543676409,-0.863933738888855,3.18858480210721e-07
"GNG4","TEAD1_1874","TEAD1_unique","Distal_Enhancer",16891,0.410913590673815,2.5362335221391,21.0631998601539,1.83999544996499,0.000496365380860745
"GNG4","TES_1618","TES_unique","Distal_Enhancer",24774,1.95367220596558,2.00586473889643,21.0631998601539,1.83999544996499,0.000496365380860745
