"Group","N","TES_meth_mean","TES_meth_median","GFP_meth_mean","GFP_meth_median","Diff_mean","Diff_median","wilcox_pvalue_vs_group1","wilcox_pvalue_vs_random"
"DEGs_DOWN_with_binding",685,9.49794531529286,8.80822309756098,11.0890388498843,10.9093464634146,-1.59109353459142,-2.71200036585366,NA,1.66505962777492e-27
"DEGs_DOWN_without_binding",3290,9.29981219441026,8.87181703658537,9.28062320525613,8.96877720731707,0.0191889891541256,-0.738614365853659,1.08317506583987e-17,2.38426354723106e-07
"Random_control",682,8.95062318732566,8.34837093902439,7.92860281514198,7.10695736585366,1.02202037218368,0.570645841463414,1.66505962777492e-27,NA
