"gene_id","gene_symbol","log2FoldChange","padj","tes_bound","tead1_bound","is_significant","regulatory_class"
"ENSG00000078814","MYH7B",0.784904485249977,0.000154875916740115,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000281189","GHET1",2.00222928231865,0.000154967834339744,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000260633",NA,-3.06936253515353,0.000155113705768417,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000203808","BVES-AS1",-0.889957445400871,0.000155768982266247,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000266869",NA,2.4649280824882,0.000156186309612398,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000266876","STX18P1",3.45135823081816,0.000156260131450979,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000234925",NA,-1.15854809996339,0.000157207357030933,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000166407","LMO1",2.23196797321434,0.000157508585309084,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000227795","MTND4LP9",-3.56710389477788,0.000157841736143801,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000182742","HOXB4",-1.7188659119054,0.000157940290614914,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000231622",NA,-2.04033329042143,0.000158012297947262,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000156313","RPGR",-0.778260811641582,0.000158363447924577,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000167380","ZNF226",0.571947490816703,0.000158607680556899,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000291097","HLA-L",-0.788613985713897,0.000158682184574617,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000231966",NA,1.74009417638962,0.000158873265043096,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000128655","PDE11A",1.19158748534378,0.00015980133881132,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000163145","C1QTNF7",1.03795302197696,0.000159846376855762,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000108395","TRIM37",-0.606863909920837,0.000159849203145308,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000266456",NA,-1.79247652514501,0.000159849203145308,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000249798",NA,3.02373669421649,0.000160059160912613,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000136710","CCDC115",0.798245894612804,0.000160161812033014,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000287715",NA,2.29348007210575,0.000160175393546586,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000178934","LGALS7",5.56490731661884,0.000160410225659881,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000274064",NA,1.97900059651471,0.00016104245720405,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000285560",NA,1.42638578702536,0.000161166538186751,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000057294","PKP2",-0.584848106121739,0.000161367577221441,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000130768","SMPDL3B",1.72937753334557,0.000161653575182505,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000132185","FCRLA",3.57170731162914,0.000162301253761285,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000242768","RPL31P25",-2.95004954434274,0.000162359454942798,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000064601","CTSA",0.723142378723801,0.000162368031189794,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000005513","SOX8",5.61473742615666,0.000162389751367591,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000186806","VSIG10L",1.45266734216757,0.000162637945162326,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000154655","L3MBTL4",0.545829964767326,0.000162947294030075,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000201581",NA,-3.26655294334533,0.000163274055423491,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000112640","PPP2R5D",-0.585228636510118,0.000163484384424127,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000231551",NA,-3.0478708410726,0.00016360907645112,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000233639","PANTR1",1.17286359308934,0.000164282350873228,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000122873","CISD1",0.97346567998059,0.000164282585775787,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000103145","HCFC1R1",0.675316603404334,0.000165399183826126,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000290545","INTS4P1",-1.42158091815184,0.000165588287901,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000238380","RNU7-165P",5.59185752071659,0.000165921655306495,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000169918","OTUD7A",1.93145216019804,0.00016608408071067,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000278991",NA,-0.892719864094243,0.000167034466784546,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000196967","ZNF585A",0.622399658707737,0.000167783195325134,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000275017",NA,-1.34063226685742,0.00016940048562659,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000200488",NA,0.944619133132418,0.000170380056432129,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000139350","NEDD1",-0.670302866706041,0.000170716583406744,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000240764","PCDHGC5",-0.831786302755665,0.000171540640437803,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000254433",NA,-1.8157107285818,0.000171833080588772,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000196998","WDR45",0.653958579974361,0.000172932685089983,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000230630",NA,1.31143896733778,0.000173323743320744,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000161082","CELF5",2.29526748835766,0.000173912530565417,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000176754","LINC00303",1.8996596838144,0.000174020091878099,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000119523","ALG2",0.726517577507448,0.000174035581340394,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000224493",NA,-2.38600588084897,0.0001743309054006,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000197208","SLC22A4",-0.912585008152925,0.0001743309054006,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000198453","ZNF568",0.659876904895535,0.000174517252753695,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000227158","LOC644909",5.54356773614771,0.000174790478150806,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000076242","MLH1",-0.544127708759869,0.000174952461426497,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000166595","CIAO2B",0.732875897803282,0.000174959736412996,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000143369","ECM1",0.85528016481606,0.000175164414968559,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000115446","UNC50",0.729404235196669,0.000175476007075038,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000279814",NA,-2.23526616021882,0.000176101981686788,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000124134","KCNS1",1.10838673617348,0.000176147789680022,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000217128","FNIP1",0.486770583643438,0.000176974303888416,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000242247","ARFGAP3",0.645487231373119,0.000177876838845626,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000233114","COX7BP4",2.27954550693125,0.000177977710325808,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000119737","GPR75",0.910557069389785,0.000178454090125378,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000230555",NA,-1.87299110289428,0.000179333392117904,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000141338","ABCA8",-2.90206606244615,0.000179434835858024,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000175029","CTBP2",0.512436465827295,0.000179836823902252,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000078061","ARAF",-0.584856681684021,0.000179928860499219,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000187134","AKR1C1",0.873504623350685,0.000180082207569228,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000075407","ZNF37A",-0.602054711338619,0.000180516884734914,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000144158",NA,4.03050685936028,0.000181211999706134,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000259577",NA,-1.74260231427146,0.000181666937312104,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000287621",NA,2.302798508056,0.000181927069130769,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000130803","ZNF317",0.53243481173646,0.00018197788588828,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000187775","DNAH17",0.783081316177416,0.000182080560763782,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000226310",NA,-1.0657024294128,0.000182919637097156,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000138785","INTS12",0.919027813794317,0.000183094609357959,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000105643","ARRDC2",-0.917931686380885,0.000183461009042572,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000074370","ATP2A3",1.93017711050713,0.000183518545647831,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000124786","SLC35B3",0.739790378786673,0.000183653968273034,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000177736","FXNP2",2.20431101642239,0.000183669031280992,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000114439","BBX",-0.470392769893258,0.000183726299800791,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000288759",NA,1.08298076585766,0.000183726299800791,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000230470",NA,2.23276668680632,0.000183904966307701,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000268471","MIR4453HG",1.09615070595796,0.000183963823138167,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000275410","HNF1B",4.016244097712,0.000183963823138167,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000240668","KRT8P36",-2.80020315445426,0.000184152552585068,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000246982",NA,1.55780559628109,0.000184571084660574,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000241186","CRIPTO",3.55586131883548,0.000185330343160654,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000184990","SIVA1",-0.913081582310547,0.000185679959075919,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000244198",NA,2.3902439032597,0.000185804565052544,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000135457","TFCP2",0.574482125981597,0.000185804565052544,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000218713",NA,2.39023915228797,0.000185958043380928,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000226957",NA,1.98749427002563,0.000186153770111011,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000172733","PURG",-1.10202492539156,0.000186475133683423,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000174132","FAM174A",0.766249738263829,0.000186918427069857,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000252950","RNA5SP490",-4.88297208697492,0.000186943829989429,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000160991","ORAI2",-0.554508965773316,0.000187518927028497,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000236980","CIMIP7",2.92737893211355,0.000187861311865066,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000101474","APMAP",0.875505267680334,0.000188155012345535,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000224055","GAPDHP55",-1.04956441406861,0.000188267000252362,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000260454","LINC02957",3.36599485575422,0.000188517300345487,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000137497","NUMA1",-0.499691281421745,0.000188803325968428,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000226746","SMCR5",-1.26650107037461,0.000189317821846363,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000090266","NDUFB2",-0.646303910906108,0.000189477646294272,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000174564","IL20RB",1.09430772590042,0.000190172926190359,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000253224",NA,3.99271502797989,0.000190172926190359,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000050405","LIMA1",0.668275838578281,0.00019025119498604,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000182722",NA,1.64650900615752,0.000190462738595632,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000165669","FAM204A",0.558932735794674,0.00019073884966754,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000279839",NA,-1.61307857723691,0.000190926904717092,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000140830","TXNL4B",0.68813016999281,0.000190932067892915,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000157657","ZNF618",0.53164963989821,0.000191702463505167,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000100324","TAB1",0.547747101733974,0.000192422028134808,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000168491","CCDC110",1.44138711622662,0.0001926921535721,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000155966","AFF2",-0.766808938936663,0.0001926921535721,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000267327",NA,-3.35602253544214,0.000192848408858462,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000136861","CDK5RAP2",-0.483121388716902,0.000193786815956369,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000113597","TRAPPC13",0.614465340259792,0.000194731634922042,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000272129",NA,-1.63686157326405,0.000195269636365241,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000215252","GOLGA8B",-0.65332130479159,0.000195357523274102,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000196776","CD47",-0.513499342229027,0.0001955649885849,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000236559",NA,-1.33736958736481,0.000195862070333814,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000287747","LOC124901872",5.53539817139767,0.000196398820713312,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000048140","TSPAN17",0.602955190635771,0.000197966811698891,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000163611","SPICE1",0.774833463618946,0.000198278398197362,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000224063",NA,-1.60256997271003,0.000198385450626396,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000240404",NA,-2.81953624911773,0.00019963901954125,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000168405",NA,-1.06244315683916,0.00019963901954125,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000274210","RNVU1-27",-2.63908473853815,0.000200794318869458,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000240694","PNMA2",0.906191414681227,0.000200907523942815,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000189339","SLC35E2B",-0.530668124181503,0.00020112363550426,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000164040","PGRMC2",-0.655743135513263,0.000201427850474763,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000090372","STRN4",0.549452026241643,0.000201969472302656,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000266313",NA,-1.47526729328655,0.000202429725358964,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000167850","CD300C",1.78331509968285,0.000202429725358964,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000164076","CAMKV",-1.17504894398678,0.000202500804657858,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000206199","ANKUB1",-1.45454974607971,0.000202500804657858,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000273008","CSGALNACT2-DT",-2.08782111596279,0.000203085171743781,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000259048",NA,-1.97232765759042,0.000203707785129275,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000100767","PAPLN",0.912706399760972,0.000204181485278457,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000146411","SLC2A12",0.586774824154141,0.000204231753220775,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000249746",NA,-3.65982585355038,0.000204637558682431,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000287269",NA,-1.08694832868591,0.00020471925487154,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000178568","ERBB4",3.96346698799034,0.000204785014838854,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000259326",NA,1.13866227952339,0.000205200650421968,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000259072",NA,-1.78841057338763,0.000205744765279463,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000100220","RTCB",-0.678050856563651,0.000205970492196879,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000137965","IFI44",0.636715068417532,0.000206337716863877,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000242931","RPL7P49",-1.39265482716386,0.000206551134227336,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000253008","MIR2355",-2.43760234033078,0.000206939381627399,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000178665","ZNF713",-0.681839494118524,0.000207149138887297,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000172005","MAL",2.60472588689423,0.00020730601967212,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000166598","HSP90B1",-0.789160094606439,0.000207308042823542,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000135390","ATP5MC2",-0.778051844115263,0.000208058585528185,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000072415","PALS1",-0.532209780339028,0.000208320483550194,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000236238","RPS14P10",2.55126252537476,0.00020912962142901,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000138468","SENP7",0.600675708667553,0.000209798154570013,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000257803",NA,-2.79699967168164,0.000210135215174852,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000207417",NA,2.41623646409192,0.000210540762302365,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000229848",NA,1.42769746153962,0.000210603058024699,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000172967","XKR3",1.47331657499192,0.000210626636215144,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000052802","MSMO1",0.746717134197963,0.000210895226353897,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000250132",NA,-1.53094212452346,0.000211383343778147,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000207983","MIR613",-5.52860802714949,0.000212076377434153,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000289337",NA,-3.91581852807443,0.000212586301066264,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000261634","PAQR5-DT",4.43615734546092,0.000212586301066264,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000200610",NA,-5.48829453497201,0.000212802740767825,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000277007",NA,-1.38354651054913,0.000212849844360912,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000166164","BRD7",0.600340594061045,0.000212958075379688,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000101079","NDRG3",0.599076367222289,0.00021407177382297,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000286951",NA,-5.49613563562764,0.000214147145775168,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000110880","CORO1C",-0.54581749312597,0.000214233456683814,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000230291","RPL26P32",-2.71111783664197,0.00021459155727462,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000102804","TSC22D1",-0.511743788220032,0.000215005162582755,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000259250",NA,1.34284869493311,0.000215005162582755,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000117597","UTP25",0.534615443647541,0.000215014679587498,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000164690","SHH",2.19687437670099,0.000215394122133844,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000257285","PRMT5-DT",-2.11492451048765,0.000216242010850441,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000188868","ZNF563",0.854028653189468,0.00021654359799695,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000267317",NA,0.712985180839503,0.000216576791557661,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000273284",NA,0.809318630114502,0.000216775383078339,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000165006","UBAP1",0.572022974885841,0.000217314874917277,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000169507","SLC38A11",-2.6112111916093,0.000217423652899132,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000135835","KIAA1614",0.766418847697688,0.000217712126679975,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000242808","SOX2-OT",-0.600576114232665,0.000217718414242159,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000163344","PMVK",0.832668266319764,0.000217816186899786,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000134014","ELP3",-0.576391253255407,0.000217876681062462,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000153707","PTPRD",-0.687904291441066,0.000218323088358715,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000205581","HMGN1",0.841534839902494,0.000218441682357874,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000259865",NA,-1.36734503401202,0.000218489245834094,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000126456","IRF3",0.610233558846141,0.000218552125111165,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000177853","ZNF518A",-0.542769379789968,0.000218589703041565,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000233527","ZNF529-AS1",0.796050300521622,0.000218638580934455,TRUE,FALSE,TRUE,"TES_direct"
"ENSG00000185361","TNFAIP8L1",-0.71249344029051,0.000219460353149609,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000249518","LOC100288484",-4.84330351253018,0.000219588654251052,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000131196","NFATC1",0.836552536950868,0.000220003571293443,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000132702","HAPLN2",3.62755935794657,0.000220165576269842,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000128989","ARPP19",-0.5323838470204,0.000220314109934135,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000157353","FCSK",0.573226899229073,0.000220459245455748,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000134245","WNT2B",0.682257495543916,0.000220901498413266,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000207171","LOC124900181",-2.63920391514797,0.000221088054525916,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000119227","PIGZ",-1.23905026261718,0.000222450352604055,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000186106","ANKRD46",0.679601280484045,0.000222676297163887,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000204099","NEU4",3.06936642705088,0.000223030905879328,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000110768","GTF2H1",0.665870223494989,0.000223101539291933,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000105223","PLD3",0.609574612352795,0.00022321113117789,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000263968","RN7SL381P",-2.02518909192124,0.000223977803762789,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000234948","LINC01524",2.36970447287285,0.000224330749548852,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000130701","RBBP8NL",2.73429340987416,0.000224608616416941,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000237927",NA,1.92467802028531,0.000224610412129661,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000267724",NA,1.57068759488599,0.000225449483587993,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000234402",NA,4.00371700602544,0.0002255403908352,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000159387","IRX6",2.71852035872715,0.000225766149010589,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000251209","LINC00923",4.54628925580106,0.000226121387561588,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000104324","CPQ",-0.794774767547139,0.000226458008045259,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000237187","NR2F1-AS1",-0.675169343226582,0.000227856243045726,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000251314","LOC101929710",-2.39124732518397,0.000227944128039047,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000162971","TYW5",-0.62435852053844,0.000228280503837499,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000274852","RN7SL422P",-4.89563423216635,0.000229750957444669,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000244073","RPS4XP6",-2.0511816571711,0.000229782668785612,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000117228","GBP1",0.620503601180804,0.000230834494435376,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000120451","SNX19",0.447982195191699,0.000230978850695001,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000289519",NA,-1.3616484486922,0.000231345781318158,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000236591",NA,-1.93185355156338,0.000232694952329707,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000144868","TMEM108",3.96526034061278,0.000233038690074666,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000125848","FLRT3",-0.772145825664757,0.000233567839745959,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000197779","ZNF81",0.560455767553142,0.000233760167166578,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000164406","LEAP2",0.92794964782869,0.000234403079569663,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000180385",NA,-1.43426712484418,0.000235151750830823,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000163320","CGGBP1",-0.588244686041767,0.000235151750830823,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000160007","ARHGAP35",-0.468506511567741,0.000235370711223887,TRUE,TRUE,TRUE,"TES_TEAD1_shared"
"ENSG00000167123","CERCAM",-0.633879534631026,0.000235552924700205,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000175785","PRIMA1",-4.7930889303672,0.000236265290980203,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000132824","SERINC3",0.513246050325667,0.000236267572948487,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000252971","RNU6-1057P",-1.65823009391751,0.00023660497633185,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000113812","ACTR8",-0.599932374515611,0.000237144749384077,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000197299","BLM",0.66464240328236,0.000237144749384077,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000226279","RPL12P10",1.64883681977761,0.000237320263278145,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000176236","RPP38-DT",1.76375237986683,0.000237666715947767,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000180777","ANKRD30B",-1.34186784744343,0.000240134595673868,FALSE,TRUE,TRUE,"TEAD1_direct"
"ENSG00000258968",NA,1.37570552840985,0.00024020712760797,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000165175","MID1IP1",-0.678484644500459,0.00024109878217348,FALSE,FALSE,TRUE,"Indirect"
"ENSG00000266651",NA,-1.18709663670744,0.000241254293828908,FALSE,FALSE,TRUE,"Indirect"
