"expr_direction","n_genes","mean_tes_meth","median_tes_meth","mean_gfp_meth","median_gfp_meth","mean_meth_diff","median_meth_diff"
"DOWN",354,8.39380213808563,8.14640538514104,10.3816687179905,10.6667644159839,-1.98786657990487,-2.69538872877574
"UP",165,9.32204585565336,9.11468654119078,10.2905270325044,10.2482645013354,-0.968481176850997,-1.23361205700143
