"ensembl_id","symbol","expr_direction","tes_meth","gfp_meth","meth_diff","log2FC"
"ENSG00000205269","TMEM170B","UP",9.0267225560172,16.5301217101163,-7.50339915409908,0.627523196716731
"ENSG00000227392","HPN-AS1","UP",8.42588402031235,3.8247400680348,4.60114395227755,2.50120356023657
"ENSG00000245552","LOC100129203","DOWN",8.04920784538765,12.1037862240994,-4.05457837871171,-2.72921611994635
"ENSG00000237440","ZNF737","UP",5.04293536392474,6.00167629769271,-0.958740933767971,1.27386306209274
"ENSG00000213963","LOC100130691","DOWN",8.48799443550864,10.8784805168063,-2.3904860812977,-1.55481131721294
"ENSG00000180139","ACTA2-AS1","DOWN",9.89565788972394,8.23133238095665,1.66432550876729,-2.64946557556655
"ENSG00000230417","LINC00856","UP",7.97925853926122,7.09476347842623,0.884495060834988,0.921953286871878
"ENSG00000231298","MANCR","DOWN",6.71829875309934,10.467024500574,-3.74872574747471,-4.11209522534066
"ENSG00000224687","RASAL2-AS1","DOWN",4.49690653652205,12.2170290923897,-7.72012255586765,-1.00559817359865
"ENSG00000264395","MIR3193","DOWN",0,0,0,-1.53106365244002
"ENSG00000254876","SUGT1P4-STRA6LP","DOWN",5.45278172351548,7.273471177246,-1.82068945373052,-4.68654224714459
"ENSG00000167912","TOX-DT","DOWN",12.5884004959412,9.53855926804135,3.04984122789988,-1.43852577827283
"ENSG00000232759","STEAP1B-AS1","DOWN",9.31780091280338,12.1294545000087,-2.81165358720532,-2.35084213157244
"ENSG00000224184","MIR3681HG","DOWN",9.19415643120787,13.9062793276275,-4.71212289641964,-2.09048726175158
"ENSG00000227630","LINC01132","DOWN",17.0457682955179,6.33406260006247,10.7117056954555,-2.01952440709334
"ENSG00000232677","LINC00665","UP",7.70844336254447,8.01903818024612,-0.310594817701652,0.785768910434524
"ENSG00000228495","LINC01013","DOWN",7.75251065205396,14.098291079257,-6.34578042720306,-1.77243794029325
"ENSG00000237807","LINC02984","DOWN",12.9874297818768,13.2834854789531,-0.296055697076332,-1.94283108714197
"ENSG00000269386","RAB11B-AS1","UP",9.11468654119078,10.6397133164653,-1.52502677527453,2.2736160020604
"ENSG00000265390","MIR4999","UP",3.79209057315365,0,3.79209057315365,6.17577500956963
"ENSG00000249917","LINC00536","UP",10.2967504676499,19.0082141574896,-8.71146368983972,2.49894991652288
"ENSG00000265817","FSBP","DOWN",8.85208800957874,12.0877336052983,-3.23564559571959,-0.438181450580978
"ENSG00000236520","GPC6-AS1","DOWN",6.18181569386017,11.7533805404402,-5.57156484658,-2.14072895545718
"ENSG00000228213","NLGN1-AS1","DOWN",10.3732279977448,22.2648341328626,-11.8916061351179,-2.92996737994309
