"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GO:0044771",0.000369089141815932,0.018914199706041,0.49849310876659,-0.782054478191731,-1.96737300866694,13,"CDC25C;TTK;ZWINT;CDC20;NDC80;KNL1;CDC25A;CCNB2;PKMYT1"
"GO:0098659",0.000367337111711448,0.018914199706041,0.49849310876659,0.489753480403114,1.69923932598578,109,"KCNJ12;SLC12A3;TRPV4;SLC12A8;ATP12A;CACNA1G;NALF2;CACNA1H;TRPV3;SLC5A1;SLC8A2;CACNA1B;KCNK9;ABCC8;ATP4B;SLC39A8;SLC39A4;TRPM2;SLC24A2;ABCC9;SLC9A9;CACNA1I;SLC6A1;KCNE2;SLC12A5;SLC39A6;KCNJ5;CACNA1E;KCNJ11;KCNJ15;CACNA1A;PPP3R2;KCNJ4;KCNJ10;KCNH2;CNGA3;SLC39A11;TRPV1;ATP4A"
"GO:0099587",0.000367337111711448,0.018914199706041,0.49849310876659,0.489753480403114,1.69923932598578,109,"KCNJ12;SLC12A3;TRPV4;SLC12A8;ATP12A;CACNA1G;NALF2;CACNA1H;TRPV3;SLC5A1;SLC8A2;CACNA1B;KCNK9;ABCC8;ATP4B;SLC39A8;SLC39A4;TRPM2;SLC24A2;ABCC9;SLC9A9;CACNA1I;SLC6A1;KCNE2;SLC12A5;SLC39A6;KCNJ5;CACNA1E;KCNJ11;KCNJ15;CACNA1A;PPP3R2;KCNJ4;KCNJ10;KCNH2;CNGA3;SLC39A11;TRPV1;ATP4A"
"GO:0050853",0.000373125677863024,0.0189547844354416,0.49849310876659,0.57260522475144,1.79696240989657,55,"IGHA1;IGHM;IGHA2;TEC;KLHL6;IGHE;IGHG4;CD22;LCK;GCSAM;NFATC2;VAV3;CD38;CTLA4;STAP1;PRKCH;CD300A"
"GO:0045005",0.000379269645509097,0.0191008040436564,0.49849310876659,-0.514594651330826,-1.82843796592958,57,"BRCA2;POLQ;EXO1;TRAIP;NBN;NUCKS1;BRCA1;BARD1;SAMHD1;MMS22L;FAM111A;RAD50;SLFN11;RAD51;RFWD3;ETAA1;FANCM;ZNF365;POLD1;EME1;EXD2;TIPIN"
"GO:0046068",0.000387562040327974,0.0193516020478292,0.49849310876659,0.776371369884384,1.89363555434914,16,"NPPC;GUCY2D;PDE2A;GUCY2C;GUCY1A1;PDE1A;GUCY2F;GUCY1B1;NPR1"
"GO:0044839",0.000405643181032851,0.0200827751152027,0.49849310876659,-0.376632417534314,-1.56858179723324,153,"CDC25C;AURKB;BIRC5;CCNB1;NDC80;AURKA;CDK1;FOXM1;PLK1;CCNA2;DTL;CDK6;PLCB1;TPD52L1;NBN;CDC25A;DBF4B;KCNH5;RNASEH2B;CCNB2;MELK;TICRR;PKMYT1;BRCA1;CDK2;BARD1;KIF14;CHEK1;CDC6;DYRK3;MASTL;CENPF;RAD50;PBX1;BABAM2;CCND1;CDC25B;SKP2;FBXO5;CDK14;ETAA1"
"GO:0009190",0.000415849532127378,0.0204150669469592,0.49849310876659,0.743788612449517,1.890630434327,19,"NPPC;GUCY2D;ADCY1;GUCY2C;GUCY1A1;GUCY2F;GUCY1B1;NPR1"
"GO:0099072",0.000500444899227304,0.0243633258440492,0.477270815362862,0.487764378755716,1.68997389535673,107,"FRRS1L;NPTX1;CPLX1;SHISA6;GRID1;SYT17;GSG1L;TMEM108;ERBB4;CACNG7;HPCA;SUSD4;CACNG4;GHSR;NETO2;NSG2;OLFM1;RAPSN;SLC12A5;CACNG8;STX1B;STX3;LGI1;ARC;GPHN;CACNA2D2;NCDN;IGSF11;GRID2IP"
"GO:0045814",0.000507145382127363,0.0244854820032071,0.477270815362862,-0.357296349711031,-1.51001215413803,174,"H2AC4;H1-0;H2AL3;H2AC16;H2AC8;H2AC13;ARB2A;H2AC21;HELLS;PHF19;HDAC9;H2AC20;H2AC12;CBX5;LMNB1;H2AP;UHRF1;SMARCAD1;BRCA1;CDK2;WT1;CHEK1;FKBP6;MACROH2A2;H2AC15;H2AC18;H2AZ2;MOV10L1;HMGB1;MYC;H2AX;H2AC11;EZH2;H2AZ1;H2AC25;KDM5A;CENPV;SCMH1;LMNB2;BAZ1A;H2AC7;RB1;YTHDC1;L3MBTL3;SPEN;PRMT5;LMNA;HNRNPU;USP7;PHF2;ATF7IP;SMARCA5;TRIM37;EED;HDAC6;LBR"
"GO:0090307",0.000513204805344614,0.0245749383018298,0.477270815362862,-0.472938261652559,-1.76028474275698,73,"CDCA8;AURKB;BIRC5;KIFC1;MYBL2;CDC20;KIF23;TPX2;NEK2;PLK1;KIF15;RIPOR2;UHRF1;MZT1;INCENP"
"GO:0002768",0.000531403023869848,0.025035939237481,0.477270815362862,0.392635577848283,1.50424135408801,278,"IGHA1;IGHM;IGHA2;TEC;CLEC7A;CD40;KLHL6;TRAT1;F2RL1;CCR7;IGHE;CMKLR1;CEACAM1;IGHG4;CLEC12B;COLEC11;CD8A;CD22;LCK;CD8B;NOD2;TLR5;GCSAM;NFATC2;INPP5D;HHLA2;PIK3AP1;LBP;CD247;VAV3;TNFRSF21;PSG9;CD24;HLA-G;CD33;FCHO1;CARD11;CD38;CTLA4;STAP1;MYO1G;FPR1;PRKCH;FCGR1A;CD300A;NCR3;SLC39A6;LY96;LILRA4;VAV1;FPR2;C3AR1;LAX1;PLCG2;NCKAP1L;SKAP1;DUSP22;TRAC;BTN3A3;HLA-A;KIT;BTN3A1;FGR;PELI1;PIGR;BTN3A2;SPG21;FCER1G;MICB;TXK;FOXP3;MIR708;BMX;BLNK;ELF1;NFAM1"
"GO:0015698",0.000529927867911332,0.025035939237481,0.477270815362862,0.454384105267884,1.63703975369284,143,"ADAMTS8;CLCA3P;CLCA4;SLC12A3;P2RY6;NMUR2;CLCA1;BSND;SLC12A8;CA7;TG;SLC34A2;NMUR1;ANO1;GLRA3;GABRB3;KCNK1;SLC26A5;SLC26A8;CLCN5;CLDN4;SLC1A7;ABCB1;SLC6A1;P2RY4;SLC4A11;SLC12A5;ANO2;FGF23;SLC26A4;GABRQ;ATP8B1;GABRA4;GLRA1;SLC4A9;GABRR2;ABCC6;SLC26A2;CLIC5;GABRR3;SLC20A2"
"GO:0031341",0.000545737034992011,0.0255055660673866,0.477270815362862,0.522296011504982,1.72523951368632,77,"PRF1;CLEC7A;F2RL1;CEACAM1;CLEC12B;IL12RB1;NOS2;SLC22A13;HLA-G;IL23R;STAP1;MICA;HLA-B;XCL1;SPI1;NCR3;B2M;IL23A;IL13;VAV1;IL12A;HLA-C;NCKAP1L;SERPINB9"
"GO:0045637",0.000603188333733886,0.0277466633517587,0.477270815362862,-0.353263720307877,-1.50862024516297,189,"H4C1;H4C5;H4C3;H4C4;TNFRSF11B;KITLG;H4C2;H4C16;H4C8;FBN1;KLF10;MIR125B1;ETS1;CDK6;GPR55;H4C6;PRKDC;TLR3;HMGB2;H4C14;MIR221;MIR222;CLDN18;H4C9;LOX;STAT1;FAXDC2;GATA1;CEBPB;IL4;ZNF675;TNFAIP6;SFRP1;INHA;H4C15;FOXP1;PRDM16;TMEM64;MEF2C;HOXA7;ABCB10;HSPA1A;FAM210B;RARA;CSF1;MYC;RARG;PPARGC1B;ACVR2A;LIF;LTF;NOTCH2;PIK3R1;HOXB8;CAMK4;RCOR1;HIF1A;SKIC8;TOB2;PPP3CA"
"GO:0045910",0.000601149644184345,0.0277466633517587,0.477270815362862,-0.537354969980738,-1.85018473951224,48,"H1-0;H1-5;H1-3;H1-2;POLQ;H1-4;PLK1"
"GO:0000018",0.000625691372409202,0.0281176076739581,0.477270815362862,-0.391237570625423,-1.60463376293567,133,"H1-0;H1-5;H1-3;RAD51AP1;H1-2;POLQ;H1-4;PLK1;KPNA2;FIGNL1;TNFSF4;NBN;IL7R;SMARCAD1;YEATS4;APLF;CHEK1;PARPBP;H1-10;IL4;PTPRC;ERCC2;RAD50;ACTB;BRD8;RAD51;H1-1;SKP2;FANCB;RNF126;ZNF365;NSD2;CLCF1"
"GO:0046599",0.000622731683795757,0.0281176076739581,0.477270815362862,-0.661627803424862,-1.93005889644057,23,"C10orf90;CENPJ;PLK4;CEP295;PLK2;CEP295NL;BRCA1;MDM1;RBM14"
"GO:0071103",0.000617035040610012,0.0281176076739581,0.477270815362862,-0.452083842954211,-1.72956934389068,86,"TOP2A;POLQ;HMGB3;PIF1;GINS1;CDC45;NBN;GINS2;HMGB2;ASCC3;DHX9;MCM6;BRIP1;ERCC2;RFC2;RAD50;HMGB1;RAD51;MCM4;FANCM;MCM7;CHTF8;XRCC5;DTD1;DDX3X;TOP2B;PURA;RFC3;MCM3;DNA2"
"GO:0060263",0.00063959294516238,0.0285229159209055,0.477270815362862,0.772115025788558,1.85529207948671,15,"IGHA1;IGHA2;CLEC7A;LBP;RAC2;DUSP10;NCF1;JCHAIN"
"GO:0008544",0.000657504121263898,0.0290995384577553,0.477270815362862,0.386027983680589,1.49012705854955,307,"KRT14;KRT17;KRT6A;KRT9;KRT16;KRT75;KRT32;KRT36;FGF7;KRT5;KRT15;SFN;KRT31;MYO7A;GDF3;GLI1;OVOL2;SCEL;POU2F3;CDH3;USH1C;DKK4;OPN3;MSX2;CERS3;LRP4;DLL1;WNT10B;NGFR;CYP26B1;KRT85;DCT;ETV4;MAFB;MYCL;FOXQ1;SHH;LAMC2;EMP1;HEY2;CNFN;CLDN4;TCHH;SPINK5;PPL;FST;BMP4;PRKCH;ALOX15B;CST6;SPINT1;BNC1;ANKRD24;LHX2;WAS;PKP3;ALOX12B;DSP;STRC;TMEM132E;ST14;GJB5;MANSC4;CD109;PLS1;MCOLN3;GRHL1;FGFR2;KLK14;PLA2G10;FERMT1;PPARA;JAG1;HES1;DLX3"
"GO:0001906",0.000698122439907277,0.0306648969469046,0.477270815362862,0.436877013236182,1.58648005132371,156,"PRF1;KRT6A;CLEC7A;CCL18;CXCL12;F2RL1;IGHE;CXCL13;CEACAM1;CLEC12B;CXCL14;IL12RB1;NOS2;SLC22A13;SLAMF7;C8G;HLA-G;GBP2;CHGA;IL23R;GNLY;STXBP2;GBP7;STAP1;MICA;HLA-B;CAMP;FCGR1A;XCL1;SPI1;NCR3;B2M;IL23A;IL13;CCL28;VAV1;IL12A;HLA-C;LYST;NCKAP1L;SERPINB9;PRDX1"
"GO:0032506",0.000763774414645485,0.0332982845549173,0.477270815362862,-0.530356594005287,-1.81698379552831,47,"IQGAP3;KIF20A;AURKB;ECT2;ANLN;KIF20B;SNX33;RACGAP1;SNX18;MYH9;SNX9"
"GO:0010824",0.000771148578832922,0.0333707407225328,0.477270815362862,-0.533390848199009,-1.79648299677588,44,"C10orf90;CENPJ;PLK4;CEP295;PLK2;CEP295NL;BRCA1;MDM1;RBM14;CHORDC1;CENATAC;CEP120;CCNF;XRCC3;CEP131;TRIM37;FBXW5;PDCD6IP;STIL;KAT2B;CDK5RAP2"
"GO:0006959",0.000808015434481562,0.0342059867263861,0.477270815362862,0.43399385587544,1.58394422868205,163,"KRT6A;CCL26;IGHA1;IGHM;IGHA2;GALP;CCL18;CXCL12;RGCC;CCR7;IGHE;CXCL13;CCL24;SPON2;IGHG4;CXCL14;COLEC11;NOD2;SLPI;SUSD4;BPI;H2BC12L;WFDC5;SERPING1;TNFRSF21;C4B;PRSS3;POU2F2;C8G;GNLY;RARRES2;WFDC13;C4A;SPINK5;H2BC4;WFDC3;CAMP;XCL1;IFNB1;PRTN3;B2M;ALOX5;JCHAIN;WFDC12"
"GO:0031343",0.000803027956525716,0.0342059867263861,0.477270815362862,0.554904660316035,1.74141410619713,55,"PRF1;CLEC7A;F2RL1;IL12RB1;NOS2;SLC22A13;HLA-G;IL23R;STAP1;MICA;HLA-B;XCL1;SPI1;NCR3;B2M;IL23A;VAV1;IL12A;HLA-C"
"GO:0046605",0.000808000779579413,0.0342059867263861,0.477270815362862,-0.507946062670471,-1.77531504072614,53,"C10orf90;AURKA;CENPJ;PLK4;WDR62;CEP295;PLK2;CEP295NL;BRCA1;MDM1;RBM14;CHORDC1;CCNL1;CENATAC;CEP120;CCNF;XRCC3;CEP131;TRIM37;FBXW5;PDCD6IP;STIL;KAT2B;CDK5RAP2"
"GO:0060252",0.000828287942159156,0.0348119291949194,0.477270815362862,-0.65445604476591,-1.90913789443434,23,"GFAP;IL6;VEGFC;MIR125B1;UFL1;MIR221;MIR222;EGFR;LTA"
"GO:0006821",0.000836483996605459,0.0349052822012078,0.477270815362862,0.474124804313144,1.63968979123523,105,"CLCA3P;CLCA4;SLC12A3;P2RY6;NMUR2;CLCA1;BSND;SLC12A8;CA7;NMUR1;ANO1;GLRA3;GABRB3;KCNK1;SLC26A5;SLC26A8;CLCN5;CLDN4;SLC1A7;ABCB1;SLC6A1;P2RY4;SLC12A5;ANO2;SLC26A4;GABRQ;ATP8B1;GABRA4;GLRA1;SLC4A9;GABRR2;SLC26A2;CLIC5;GABRR3"
"GO:0002262",0.000883517931821944,0.0366064663666936,0.477270815362862,-0.353794306290308,-1.49355708861135,172,"ALAS2;KITLG;IL6;TMEM14C;DIAPH3;ETS1;CDK6;ANXA1;SLC7A11;CITED2;UFL1;VEGFA;NCAPG2;PRKDC;AXL;GPI;EPAS1;HMGB2;SFXN1;MIR221;MIR222;PDE4B;BBIP1;STAT1;GATA1;SLC25A40;DYRK3;PIK3CD;HMOX1;INHA;SCNN1B;ERCC2;KLF2;RACGAP1;G6PD;SLC1A5;HIPK2;ABCB10;HSPA1A;FAM210B;HMGB1;CSF1;ACVR2A;CFLAR"
"GO:0000086",0.000914147010175175,0.0376087805172068,0.477270815362862,-0.381973397876723,-1.56929861287113,136,"CDC25C;AURKB;BIRC5;CCNB1;AURKA;CDK1;FOXM1;PLK1;CCNA2;DTL;CDK6;PLCB1;TPD52L1;NBN;CDC25A;DBF4B;KCNH5;RNASEH2B;MELK;TICRR;PKMYT1;BRCA1;CDK2;BARD1;KIF14;CHEK1;CDC6;MASTL;CENPF;RAD50;PBX1;BABAM2;CCND1;CDC25B;SKP2;FBXO5;CDK14;ETAA1"
"GO:0090306",0.000970501227856279,0.0396480291827719,0.477270815362862,-0.746991234269587,-1.91922984467711,14,"NDC80;ASPM;AURKA;SKA3;SKA2;CCNB2"
"GO:0090232",0.00104760828481257,0.0425008861102431,0.45505986738723,-0.757604962281555,-1.90586665710449,13,"CDCA8;AURKB;BIRC5;NDC80;KNL1;INCENP;MAD2L1;MAD1L1;XRCC3"
"GO:0009880",0.00108325950752154,0.0427648627419961,0.45505986738723,0.535914218735614,1.71576275529359,62,"GDF3;NRARP;BMP7;ERBB4;TDRD5;CRIPTO;RIPPLY3;COBL;DLL1;IHH;ZBTB16;MEOX1;SHH;NOTO;BASP1;PGAP1"
"GO:0032508",0.00106297308044388,0.0427648627419961,0.45505986738723,-0.460009112478151,-1.71216221625846,73,"TOP2A;POLQ;PIF1;GINS1;CDC45;NBN;GINS2;ASCC3;DHX9;MCM6;BRIP1;ERCC2;RFC2;RAD50;RAD51;MCM4;FANCM;MCM7;CHTF8;XRCC5;DTD1;DDX3X;PURA;RFC3;MCM3;DNA2"
"GO:0044786",0.00109071628698347,0.0427648627419961,0.45505986738723,-0.52522371576967,-1.76897574840207,44,"BRCA2;E2F7;TK1;E2F8;GINS1;CDC45;DBF4B;FEN1;CDT1;MCM6;DACH1;RAD51;DBF4;FBXO5;MCM4;CDC7;TIPIN;GMNN;MCM3;DNA2;TERF1;PCNA"
"GO:0051053",0.00108604914579235,0.0427648627419961,0.45505986738723,-0.391065728423362,-1.59213306906378,127,"H1-0;H1-5;H1-3;KCNK2;ANKRD1;H1-2;POLQ;H1-4;PLK1;PIF1;AUNIP;NBN;MIR221;TWIST1;CHEK1;CDC6;XRCC1;PARPBP;CDT1;H1-10;DACH1;RAD50;SLFN11;STN1;H1-1;FBXO5;NIBAN2;FANCB"
"GO:1902423",0.00107863684176598,0.0427648627419961,0.45505986738723,-0.800012914954764,-1.87744437823498,10,"CDCA8;AURKB;BIRC5;CDK1;INCENP"
"GO:0051987",0.00115377342662081,0.0449356290554586,0.45505986738723,-0.771002235641553,-1.85691606115407,11,"CDCA8;AURKB;BIRC5;CCNB1;INCENP"
"GO:0000077",0.00116831125931007,0.0452004925621816,0.45505986738723,-0.391766085123128,-1.59711536457786,128,"GTSE1;BRCA2;E2F7;CDK1;FANCD2;PLK1;DTL;FBXO4;UFL1;NBN;PRKDC;PLK2;RNASEH2B;TICRR;BRCA1;CDK2;BARD1;CHEK1;STK33;RHNO1;BRIP1;WDR76;RAD51;H2AX;BABAM2;CCND1;EIF2AK4;RFWD3;CRY1;RPS27L;ETAA1"
"GO:0006577",0.00120957226060214,0.0464889549107744,0.45505986738723,-0.704415632849422,-1.90026241653294,17,"ALDH7A1;BHMT;CHDH;CPT1B;ACADM;BBOX1;CPT1A;CPT1C;SHMT1;SLC22A4"
"GO:0031507",0.00123028792880304,0.046976092026584,0.45505986738723,-0.37519880846391,-1.54933051433381,144,"H2AC4;H1-0;H2AL3;H2AC16;H2AC8;H2AC13;ARB2A;H2AC21;HELLS;H2AC20;H2AC12;CBX5;LMNB1;H2AP;UHRF1;SMARCAD1;BRCA1;CDK2;FKBP6;MACROH2A2;H2AC15;H2AC18;H2AZ2;MOV10L1;HMGB1;H2AX;H2AC11;EZH2;H2AZ1;H2AC25;KDM5A;CENPV;SCMH1;LMNB2;BAZ1A;H2AC7;RB1;YTHDC1;L3MBTL3;SPEN;LMNA;HNRNPU"
"GO:0071897",0.00125362234806851,0.0475562451780276,0.45505986738723,-0.359385121417216,-1.50824285850605,160,"CCN2;CYP1B1;KCNK2;ANKRD1;TK1;POLQ;CCNA2;PIF1;DTL;FBXO4;PCLAF;POLI;VEGFA;TYMS;NAF1;LOX;HROB;CHEK1;JADE1;CDKN2D;DACH1;CENPF;RFC2;POLD2;FGF2;RAD50;USP43;TNKS1BP1;HSP90AA1;JADE2;JADE3;TFDP1;STN1;NIBAN2;HTR2A;ZBTB1;LIG4;GNL3L;CCT6A;POLD1;CHTF8;XRCC5;PML;HNRNPU;HNRNPD;CDKN1A;CTNNB1;HNRNPA1;RRM1;RRM2B;ATM;RFC3;PRKD2;POLK;TERF1;TK2;RGN;RFC1"
"GO:0007062",0.00127701190247474,0.0478224585529322,0.45505986738723,-0.48951364055465,-1.73207055637651,56,"CDC20;ESPL1;CDCA5;PLK1;SGO1;SGO2;BUB1B;BUB1;HASPIN;KIF22;FEN1;SLF2;ESCO2;NAA50;MCMBP;SMC5;PDS5B;STAG1;RB1;CHTF8;RAD21L1"
"GO:0043588",0.00126899131826512,0.0478224585529322,0.45505986738723,0.391627723122459,1.48644849247372,248,"KRT14;KRT17;KRT6A;KRT9;KRT16;KRT75;COMP;KRT36;FGF7;KRT5;SFN;OVOL2;SCEL;POU2F3;CDH3;DKK4;OPN3;SLITRK5;MSX2;CERS3;LRP4;DLL1;WNT10B;NGFR;CYP26B1;KRT85;ETV4;GJB3;MAFB;FOXQ1;SHH;DHCR24;CNFN;CLDN4;ATP8A2;TCHH;SPINK5;PPL;FST;ITGA6;RYR1;PRKCH"
"GO:0001895",0.00129206738497019,0.0480780742865978,0.45505986738723,0.55284768447424,1.73120771169806,54,"USH1G;ABCA4;ESRRB;RPE65;CDH3;USH1C;CNGB1;CRB1;PROM1;CIB2;ARMS2"
"GO:0000725",0.00131016737116798,0.0480933741727406,0.45505986738723,-0.342054716337456,-1.46075195485806,189,"BRCA2;RAD51AP1;POLQ;PLK1;AUNIP;CDC45;FIGNL1;UHRF1;NBN;GINS2;NUCKS1;RAD54L;YEATS4;BRCA1;HROB;FEN1;CHEK1;SAMHD1;XRCC1;PARPBP;SLF2;RHNO1;MCM6;MMS22L;RAD50;ACTB;BRD8;RAD51;SFPQ;H2AX;SKP2;XRCC2;RFWD3;NSMCE3;MCM4;SMC5;FANCB;RNF126;FANCM;ZNF365;MCM7;XRCC3;XRCC5;CDC7;RAD21L1;EXD2"
"GO:0006820",0.00131717560212915,0.0480933741727406,0.45505986738723,0.43994542754233,1.58827953524666,146,"CLCA3P;CLCA4;SLC12A3;P2RY6;NMUR2;CLCA1;BSND;SLC12A8;CA7;TG;NMUR1;ANO1;GLRA3;GABRB3;KCNK1;SLC26A5;SLC26A8;CLCN5;CLDN4;SLC1A7;ABCB1;ABCC9;SLC6A1;SLC17A5;P2RY4;LRRC8E;SLC4A11;SLC1A2;SLC12A5;ANO2;SLC26A4;GABRQ;ATP8B1;ABCC5;GABRA4;GLRA1;SLC4A9;GABRR2;ABCC6;MCOLN1;SLC26A2;CLIC5;GABRR3;MCOLN3"
"GO:0016264",0.00130832317271018,0.0480933741727406,0.45505986738723,0.750514548866193,1.83056857699553,16,"TBX5;GJB6;HOPX;GJD3;GJB2;ACE2;ACE;CNTNAP2;GJA5;AGT"
"GO:0070507",0.00137175739328663,0.0497751968421149,0.45505986738723,-0.360385452257434,-1.51432146874088,163,"MID1;AURKB;EPHA3;DIAPH3;TPX2;SKA3;MAP2;NAV3;PLK1;CENPJ;GNAI1;RIPOR2;SPAG5;KIF18A;HAUS4;MET;BICD1;SKA2;BORA;CDH5;HAUS8;MAP1B;GPSM2;TACC3;PHLDB1;CKAP2;AKAP9;PKD1;FGF13;DYNC1H1;PHLDB2;PRKAA2;HSPA1A"
