"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","is_TF","primary_category","has_promoter_peak","is_direct_target"
"ENSG00000181827.16","RFX7",1677.28293397345,-0.927890575345347,0.118137183779088,-7.85434818795464,4.01856484736319e-15,5.95821085705948e-14,TRUE,"Unbound",FALSE,FALSE
"ENSG00000112182.16","BACH2",79.2413204769811,-1.9437976180316,0.248530337486178,-7.82116838407992,5.23352826460864e-15,7.7225233749881e-14,TRUE,"Shared_high",TRUE,TRUE
"ENSG00000145908.14","ZNF300",412.113352005451,1.15429563129854,0.148673748277124,7.76395056070665,8.23239996878223e-15,1.19913448601885e-13,TRUE,"Unbound",FALSE,FALSE
"ENSG00000164379.7","FOXQ1",71.9504491349898,2.19760172489333,0.283071374869773,7.76341912319582,8.26698479086804e-15,1.20365597675185e-13,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000166478.10","ZNF143",454.864154709456,1.12927958679839,0.145677850454007,7.75189627852811,9.05303249652323e-15,1.31472170945661e-13,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000105708.9","ZNF14",175.459458522521,-1.44187195145326,0.188012973409829,-7.66900243798752,1.73339142864994e-14,2.47810774614399e-13,TRUE,"Unbound",FALSE,FALSE
"ENSG00000135164.19","DMTF1",1824.97369412681,-0.905759251895966,0.118164283853744,-7.66525402055546,1.7847760981647e-14,2.54728044127977e-13,TRUE,"Unbound",FALSE,FALSE
"ENSG00000082641.16","NFE2L1",8296.76095102977,1.01320096064382,0.132566654403662,7.64295489843659,2.12292370439213e-14,3.00840518943645e-13,TRUE,"Unbound",FALSE,FALSE
"ENSG00000162676.13","GFI1",48.3572743485175,2.73731844202455,0.35898464010605,7.62516870141269,2.43715450627757e-14,3.43935456041697e-13,TRUE,"Shared_TES_dominant",FALSE,TRUE
"ENSG00000184486.10","POU3F2",4526.74268485238,0.955219422116464,0.125785207986121,7.59405209412114,3.10053654175151e-14,4.33947364030553e-13,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000095951.17","HIVEP1",837.184908796615,-0.953674603230097,0.126273365057402,-7.55246051134039,4.27111166746923e-14,5.91684833281381e-13,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000237440.9","ZNF737",242.430916571025,1.27386306209274,0.16914752381131,7.53107721230244,5.03234178554347e-14,6.93462822601788e-13,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000180855.16","ZNF443",176.69047356453,1.43692526526676,0.191857396259078,7.48954845257249,6.91109677042239e-14,9.44403659566621e-13,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000012504.15","NR1H4",28.5278009920578,-3.36960558105971,0.45228148097038,-7.45024000060793,9.31705834963602e-14,1.25737718720873e-12,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000116990.12","MYCL",65.9320765288978,2.25468356499803,0.303306283935159,7.43368563204591,1.05612801946672e-13,1.42021205721479e-12,TRUE,"Unbound",FALSE,FALSE
"ENSG00000117010.17","ZNF684",125.900200333279,1.61659309591567,0.217475048666789,7.43346469319608,1.05789438807281e-13,1.42202439944825e-12,TRUE,"Unbound",FALSE,FALSE
"ENSG00000147117.8","ZNF157",34.6627258882559,3.50724301504911,0.473691444606425,7.40406662392471,1.32076107071703e-13,1.76212144737298e-12,TRUE,"Unbound",FALSE,FALSE
"ENSG00000165512.5","ZNF22",133.130560933663,-2.04910642057808,0.279535887346637,-7.3303876651698,2.29487921885302e-13,3.00858577020453e-12,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000152977.10","ZIC1",168.810349180961,-1.30148175448081,0.178041662750783,-7.30998427206657,2.67173655917197e-13,3.47848016258924e-12,TRUE,"Unbound",FALSE,FALSE
"ENSG00000150907.10","FOXO1",687.814112639771,-0.94143100656381,0.130144276013814,-7.23374884704024,4.69840319643675e-13,5.99982555550991e-12,TRUE,"Shared_TEAD1_dominant",FALSE,TRUE
"ENSG00000028277.22","POU2F2",63.7974271681192,2.0841498214198,0.288584126072335,7.22198358511721,5.12346587809313e-13,6.52545515362083e-12,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000122877.18","EGR2",120.078673566868,1.60240052561708,0.222039203094589,7.21674597676542,5.32463065111703e-13,6.76897657025236e-12,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000198176.13","TFDP1",776.746417122823,-1.03012386969603,0.143322635170567,-7.18744717797077,6.6013927965639e-13,8.31427921815656e-12,TRUE,"Unbound",FALSE,FALSE
"ENSG00000125398.8","SOX9",7321.18586696369,-0.859477098015734,0.119742610781876,-7.17770468176415,7.08914807192299e-13,8.90218786347801e-12,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000063587.15","ZNF275",1290.31991271238,0.942464946639856,0.131527605885293,7.16552955021315,7.74864398065484e-13,9.68737352723164e-12,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000120093.12","HOXB3",871.791990097661,-0.931138977926539,0.130533917500507,-7.13331060429503,9.7983103479048e-13,1.21072755874001e-11,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000165730.16","STOX1",61.036332633497,2.06956836304665,0.290143980434054,7.1329012580257,9.82750604197727e-13,1.21389354630503e-11,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000172748.14","ZNF596",161.499210864282,1.40536995625302,0.197106140001395,7.13001612351129,1.0035717074287e-12,1.23826094289641e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000125347.15","IRF1",1210.28605543305,-0.868444743367032,0.121810576323751,-7.1294691280243,1.0075677347688e-12,1.24274004410408e-11,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000120690.16","ELF1",1450.96039122282,0.958994419851554,0.134529655664431,7.12849828623404,1.01469862164209e-12,1.25062709651446e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000143355.16","LHX9",35.5282335368883,2.99208392531907,0.423187281319137,7.07035409001969,1.54538851881087e-12,1.87947573243707e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000197905.10","TEAD4",48.8678737870831,-2.3430508291308,0.331676638827662,-7.06426246181373,1.61471297254658e-12,1.95747930947402e-11,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000196357.12","ZNF565",101.172823737497,1.66152990444431,0.23523653528727,7.06323064321301,1.62675372736403e-12,1.97137247988232e-11,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000155592.16","ZKSCAN2",274.804989627563,-1.13976270866111,0.162621065637363,-7.00870274213262,2.4053788110069e-12,2.87511475562317e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000148737.18","TCF7L2",2675.95154382555,0.913359170508259,0.130362198927937,7.00631914787779,2.44669464716746e-12,2.92021517129249e-11,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000162419.13","GMEB1",532.839373294826,1.00187831791725,0.143224280847243,6.9951708745936,2.6493582830603e-12,3.1587715745522e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000100625.9","SIX4",785.135992930619,1.01905107155464,0.145936944783303,6.98281763447769,2.89317871259751e-12,3.43740799263771e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000154957.14","ZNF18",170.134226061999,-1.2325148580539,0.17685449368308,-6.96908985678668,3.18997915883221e-12,3.76632645350061e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000100644.17","HIF1A",8284.19562561258,-0.883556698264172,0.127564648719508,-6.92634446246122,4.31854197079639e-12,5.03923853191384e-11,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000198185.12","ZNF334",32.9473877966936,5.35499187674515,0.776461543910918,6.89666077958334,5.32391044801306e-12,6.16999625036191e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000176182.6","MYPOP",264.767457604413,1.13522819254553,0.164774004748083,6.88960733995111,5.59465966434795e-12,6.47273158986958e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000167034.10","NKX3-1",166.882064794374,-1.49947846452009,0.218130008025612,-6.87424200866496,6.23203322667475e-12,7.17592219131146e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000184481.17","FOXO4",372.163987293974,1.15091261369242,0.168560404407843,6.82789423610849,8.61700737222142e-12,9.82223175904756e-11,TRUE,"Unbound",FALSE,FALSE
"ENSG00000112200.17","ZNF451",2301.85753784774,-0.79968396169052,0.117587689196646,-6.80074561507186,1.04079061342041e-11,1.18002588640402e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000133794.20","BMAL1",500.994201985655,0.972304502920123,0.142977037472604,6.800424180746,1.04311557928707e-11,1.18226726717461e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000142065.14","ZFP14",230.094580162556,1.18379331554563,0.174685881244169,6.77669716129477,1.22954233654412e-11,1.38616309617427e-10,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000105722.10","ERF",1121.12963682505,-0.910987845691992,0.134649924836145,-6.76560233361116,1.32755721210938e-11,1.49121902714721e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000133740.11","E2F5",319.0267535992,-1.1080422776345,0.164022799573972,-6.75541620136038,1.42425807862002e-11,1.59562000048037e-10,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000188227.14","ZNF793",164.464433267148,1.34106630791365,0.198839701614715,6.7444594667125,1.53597760280455e-11,1.71568849760162e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000171606.18","ZNF274",687.057635070235,0.97048628339624,0.144282231399928,6.72630492320433,1.7402568775565e-11,1.93813264317505e-10,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000130818.12","ZNF426",711.332827185981,-0.916664121677094,0.13663126770917,-6.70903620413067,1.95914061614816e-11,2.17690835620938e-10,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000180818.5","HOXC10",222.002440053019,-1.28970735781991,0.192704827225447,-6.69265724366663,2.19154050478618e-11,2.42684030239998e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000172819.17","RARG",278.662319290971,-1.07618388305577,0.161284714163661,-6.67257209485911,2.5135849763715e-11,2.76673540108188e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196482.18","ESRRG",154.839000672595,-1.39707608244521,0.210286059249601,-6.64369329774229,3.05918820857773e-11,3.33701043895209e-10,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000056277.16","ZNF280C",908.874694626707,0.941914423694859,0.142143419469273,6.62650741913853,3.43722205677769e-11,3.73976805972532e-10,TRUE,"Shared_TES_dominant",FALSE,TRUE
"ENSG00000161298.19","ZNF382",452.165038295069,0.962421182905056,0.145874898037817,6.59757913013627,4.17925642496135e-11,4.52249067356124e-10,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000164463.12","CREBRF",2707.05233466801,0.837478689368641,0.127674678115288,6.55947366957457,5.39980266770193e-11,5.80077473170459e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000126368.6","NR1D1",5361.81063064374,-0.862245996938492,0.131466677007046,-6.55866578944775,5.42913253520078e-11,5.83043863280747e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000182759.4","MAFA",54.5586622556897,2.22773080702072,0.339870228893822,6.55465120987892,5.57720772055556e-11,5.98567430811473e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000112246.10","SIM1",32.4404261698811,-2.49858880475138,0.381283650863177,-6.55309714721544,5.63558274256571e-11,6.04641423245332e-10,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000169740.14","ZNF32",129.219431817342,1.61335303048258,0.246441739905087,6.54659000177459,5.88656795934001e-11,6.29977758169066e-10,TRUE,"Unbound",FALSE,FALSE
"ENSG00000197857.16","ZNF44",1196.29185674456,0.808827712187157,0.124106245729199,6.5172200434781,7.16223233107198e-11,7.6027096194329e-10,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000136997.22","MYC",505.121869174922,-1.10230748717995,0.170256027818256,-6.47441092867872,9.51825388676862e-11,9.95431182345309e-10,TRUE,"Shared_equivalent",TRUE,TRUE
"ENSG00000114853.15","ZBTB47",255.852119171301,-1.07630087123756,0.166429513668617,-6.46700724836951,9.99628564708648e-11,1.04413847127993e-09,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000134317.18","GRHL1",191.82864647775,1.17402286470241,0.183200063714894,6.40841952178296,1.47035857741919e-10,1.5116567844363e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000128000.17","ZNF780B",1481.49849234427,0.753091658108789,0.11757156496813,6.40538941803598,1.49986061448101e-10,1.54105460836935e-09,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000168062.10","BATF2",217.664017724842,-1.18150924733672,0.184886947544123,-6.39044163490642,1.65407330852156e-10,1.69080837026363e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000104903.5","LYL1",26.3206063331327,-3.27070175782337,0.514323623696439,-6.35922910621307,2.02768783372978e-10,2.0584728133931e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000188290.11","HES4",636.314582497238,1.22628693488564,0.193187355803603,6.34765629347035,2.18619832692555e-10,2.21080038014311e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000236609.4","ZNF853",182.729935710111,1.2042960880945,0.190509168989394,6.32145998265072,2.59103481402782e-10,2.60391333026323e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000135373.13","EHF",674.019541061975,-1.01082219762396,0.160354448008386,-6.30367420535223,2.906711648316e-10,2.90397591970582e-09,TRUE,"Shared_TES_dominant",TRUE,TRUE
"ENSG00000257446.4","ZNF878",65.0393216353018,1.77648269217886,0.282269176241597,6.29357663430579,3.10233236819171e-10,3.09032333966967e-09,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000183570.17","PCBP3",23.5349623298379,4.22845561125405,0.674626243803649,6.2678492722331,3.6606885935587e-10,3.61261679680424e-09,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000128713.14","HOXD11",275.487065790576,-1.04601085316019,0.16692651934324,-6.26629523742331,3.69739020846788e-10,3.64671749713231e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000258405.11","ZNF578",45.4182992034414,2.07770499336214,0.333256743161675,6.23454749527504,4.53085852069535e-10,4.4340017928833e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000177732.9","SOX12",542.235143441102,-0.892916412979461,0.143250283435174,-6.23326105587454,4.56823939446223e-10,4.46672296347418e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000139083.11","ETV6",2635.45248502659,0.789728280947988,0.127031793412957,6.21677660159238,5.07471442664049e-10,4.94486229615961e-09,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000213967.12","ZNF726",37.5841197431431,-2.22054585760941,0.357496835291948,-6.21137206933877,5.25239427743957e-10,5.11652792704524e-09,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000169136.13","ATF5",268.898051268892,1.03696502822182,0.167183286064723,6.20256398011203,5.55505891370026e-10,5.40361515408277e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000197757.8","HOXC6",147.154973224598,-1.26384964149268,0.204035057313079,-6.19427689602079,5.85532134355241e-10,5.68267301136538e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000144161.14","ZC3H8",304.745648043648,0.9856096669885,0.159727145601384,6.17058336125405,6.80384918210047e-10,6.55570997796354e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000205189.13","ZBTB10",1452.22176521595,-0.722434634287987,0.117077736454053,-6.1705551898119,6.80506164104434e-10,6.55570997796354e-09,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000182463.17","TSHZ2",655.01435456382,0.918131459759964,0.148887690764573,6.16660420378033,6.97721076735093e-10,6.71583721579418e-09,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000010818.11","HIVEP2",1141.56713641823,-0.728512938522502,0.118196495484782,-6.16357477888421,7.11207685045912e-10,6.83209916449082e-09,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000105866.15","SP4",529.367384584346,0.858937789717443,0.139462935111474,6.1588965486126,7.32535575521454e-10,7.02704558862263e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000214513.4","NOTO",48.0925600765749,2.13456305541778,0.346827803536279,6.15453269217067,7.52991907773542e-10,7.21512810246874e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000105997.23","HOXA3",78.9667099626529,-1.57540144672676,0.25599931354484,-6.15392840282293,7.55868182865812e-10,7.24064592092101e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000101412.13","E2F1",507.108605056843,1.09204616347551,0.177573714346874,6.14981878084893,7.75715267267885e-10,7.42030306915109e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000161551.15","ZNF577",312.939410394924,0.966659681792458,0.157271594928691,6.14643529386699,7.92436274265512e-10,7.57172302791868e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000167074.15","TEF",1018.19140914598,0.879807849077333,0.14392742083514,6.11285774435644,9.78626025427553e-10,9.2673456458665e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000138738.11","PRDM5",92.891373385179,-1.41973347533342,0.232291904486214,-6.11185085624747,9.8482201951558e-10,9.32082317049463e-09,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000126351.13","THRA",1387.36769782625,-0.801506290287107,0.13132628237234,-6.10316743768513,1.03986805457648e-09,9.81173279940385e-09,TRUE,"Unbound",FALSE,FALSE
"ENSG00000167785.9","ZNF558",794.273284963645,0.936642054406906,0.155283319219447,6.0318265935779,1.62116688652405e-09,1.50540723896798e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000164916.11","FOXK1",3125.83740278096,-0.872555985465787,0.144698118878942,-6.03018195554974,1.63775178427637e-09,1.51956166643812e-08,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000290720.1","ZNF542P",36.8098359787016,-2.03146138426244,0.337424426517459,-6.02049295965042,1.73886669845962e-09,1.60810846755449e-08,TRUE,"Shared_TEAD1_dominant",FALSE,TRUE
"ENSG00000080298.16","RFX3",1461.9755153015,-0.714030390607833,0.11928817232856,-5.98576016942526,2.15381538139377e-09,1.97571700986183e-08,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000198346.11","ZNF813",256.939983448184,1.02647632674001,0.171585680769698,5.98229597094262,2.20014016981396e-09,2.01657747674691e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000162367.12","TAL1",19.7546639742468,7.358265530551,1.23075967176001,5.97863717782413,2.25012087308609e-09,2.06016457727731e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000119138.5","KLF9",1004.18323746496,-0.755664243624545,0.126753868988544,-5.96166609867226,2.49678942949619e-09,2.27619278961692e-08,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000065029.15","ZNF76",530.079995247805,-0.874556703426307,0.147336694121692,-5.93576982733149,2.92469879964207e-09,2.64359150681857e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196458.11","ZNF605",343.540795813297,0.923416734985308,0.155678401471691,5.93156614055562,3.00058643344914e-09,2.71074255243086e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000114315.4","HES1",713.865257672184,1.0688545013238,0.180683807050783,5.9156075952251,3.30652671937893e-09,2.97447297679724e-08,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000077150.21","NFKB2",1516.21839554979,-0.891511825963329,0.152005678451401,-5.86499027566502,4.49159020517434e-09,3.9960800442473e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196172.9","ZNF681",83.8644987630228,-1.39809556495663,0.238667766419705,-5.85791531856056,4.68713529410437e-09,4.15807290859591e-08,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000171163.16","ZNF692",400.261943036264,0.902211935878922,0.154062628238251,5.8561375084663,4.73756003718421e-09,4.20061183354407e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000186350.12","RXRA",1164.19884101055,-0.701251698735922,0.120055259006705,-5.84107438972546,5.18652367928652e-09,4.58313830223737e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000172379.22","ARNT2",798.571845560625,-0.813022915155578,0.139441737756733,-5.83055639032527,5.52428660264313e-09,4.86515341764537e-08,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000171532.5","NEUROD2",28.1187079691579,2.61886156738471,0.449185484478204,5.83024531709191,5.53459501857503e-09,4.87170571627252e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000170100.14","ZNF778",443.268138965723,0.829318259717172,0.143111603996102,5.79490576976384,6.83595522500933e-09,5.96618003810681e-08,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000167637.18","ZNF283",568.521849761681,0.815411230721508,0.141168923823717,5.7761383216305,7.64345453468656e-09,6.62328733760799e-08,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000197044.11","ZNF441",895.96025045734,0.954603464799832,0.165440288714964,5.7700785716381,7.92345798428135e-09,6.84670620224037e-08,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000181896.12","ZNF101",616.212254158205,0.804984449255415,0.139707190668402,5.76193999323959,8.31525640601629e-09,7.16339410599953e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000104447.13","TRPS1",7114.16873366831,-0.655909758075821,0.114389995027178,-5.73397837739202,9.81018433270293e-09,8.37267189480535e-08,TRUE,"Shared_high",TRUE,TRUE
"ENSG00000126804.14","ZBTB1",539.414381292157,-0.905962129634217,0.158577973959891,-5.71303887299861,1.10976315764668e-08,9.41704595027287e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000170689.10","HOXB9",265.231678207806,-1.12202433324363,0.196439765637372,-5.71179837037113,1.11788490081496e-08,9.48122704391573e-08,TRUE,"Unbound",FALSE,FALSE
"ENSG00000197020.12","ZNF100",292.772085872196,-0.860301325831507,0.151008589096026,-5.69703571817657,1.21908395013426e-08,1.0288159905133e-07,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000176024.18","ZNF613",107.819751341089,-1.2057806687333,0.211707543342379,-5.69550167980209,1.23009674369409e-08,1.03785211599108e-07,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000140265.14","ZSCAN29",1605.31766932159,0.691160107969353,0.121713632947259,5.67857594283501,1.35820730134455e-08,1.13774563778228e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000162714.13","ZNF496",1277.77075614746,0.701823827602528,0.123659084599278,5.67547325679158,1.38305750544759e-08,1.15770570096215e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000198429.10","ZNF69",107.816467333859,-1.23999462083399,0.218709931157177,-5.66958534655135,1.43143531478424e-08,1.19496177863335e-07,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000196214.11","ZNF766",536.710713880401,0.774624675081723,0.137104555643845,5.64988283171243,1.60557235446822e-08,1.33312348415e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000144218.21","AFF3",130.628181729161,-1.14741213160801,0.204349128617244,-5.61495974742896,1.96608008302247e-08,1.6178248125026e-07,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000101493.11","ZNF516",1084.28967550828,0.767072335536679,0.137110582371615,5.59455238442252,2.21191679911186e-08,1.8130885577276e-07,TRUE,"Shared_TEAD1_dominant",FALSE,TRUE
"ENSG00000166268.11","MYRFL",39.7783630171621,2.02877753737011,0.366190824416236,5.54021947601851,3.02092797084068e-08,2.44088680574491e-07,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000227124.11","ZNF717",21.0367922852731,5.6479955864969,1.02256573089967,5.52335699879916,3.32582996013366e-08,2.67578853827144e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000175105.8","ZNF654",1053.44485397529,-0.69537303259767,0.125954309633098,-5.52083556825707,3.37391398207525e-08,2.71190511460322e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000101216.11","GMEB2",586.719961608004,0.769064202259942,0.139345289643349,5.51912593693225,3.40689977573345e-08,2.7358291154164e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000278570.5","NR2E3",35.6312223488046,2.20296054859529,0.399336479717677,5.51655223222465,3.45714772915672e-08,2.77355677997155e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000221994.12","ZNF630",35.1686913739957,-1.84988054578443,0.336199227402881,-5.50233431550289,3.74795389189662e-08,2.99061540521364e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196263.8","ZNF471",397.935144571208,0.863866255820477,0.157251421243216,5.4935354414658,3.93965999200859e-08,3.13621679420079e-07,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000136451.9","VEZF1",3022.19931620279,-0.70131876033555,0.127731166700547,-5.49058447089675,4.00605838234848e-08,3.1853415527063e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000069011.16","PITX1",397.62759791316,0.800807548881433,0.146169260662149,5.47863172635453,4.28627429458518e-08,3.39622498806786e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000139352.4","ASCL1",13.7200578795646,6.84242607728617,1.24892421011127,5.4786559679843,4.28568719668653e-08,3.39622498806786e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000181444.13","ZNF467",110.986306823198,-1.15261393010234,0.21111102684064,-5.45975237462323,4.76799124806435e-08,3.7577523599594e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000221869.5","CEBPD",750.209139910836,-0.990932052276737,0.182015902412643,-5.44420591355926,5.20369971765775e-08,4.08881036339113e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000134138.22","MEIS2",1042.26914891448,-0.672927549930708,0.123988232811158,-5.42735011761657,5.7196862015629e-08,4.47973947186278e-07,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000186020.13","ZNF529",548.320716744057,0.8189415711911,0.151073102912876,5.42082975328431,5.93230357398273e-08,4.63664260931996e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000184677.18","ZBTB40",1960.04226148983,0.659979388070861,0.121950309949239,5.41187134617019,6.23694941930693e-08,4.85909857511509e-07,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000166716.10","ZNF592",3142.66078784009,-0.625903187528123,0.115800058984834,-5.40503340857622,6.47963144160367e-08,5.04354080679178e-07,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000198040.11","ZNF84",942.526510524092,0.707017120761254,0.131219742933121,5.38803921542202,7.12305124802758e-08,5.52032408836416e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000078900.15","TP73",218.465827335461,-0.880171273143814,0.164116471494408,-5.36308918373134,8.18105874601895e-08,6.30145586133269e-07,TRUE,"Unbound",FALSE,FALSE
"ENSG00000213020.10","ZNF611",825.74237770411,0.701980667402761,0.132369013126723,5.30320994937632,1.13783931107011e-07,8.60996340352626e-07,TRUE,"Shared_TEAD1_dominant",TRUE,TRUE
"ENSG00000174963.18","ZIC4",161.13063331052,-1.0514161548328,0.200504842490517,-5.24384419734167,1.57265013007702e-07,1.16637073402743e-06,TRUE,"Unbound",FALSE,FALSE
"ENSG00000198169.9","ZNF251",591.477909162389,0.744356215177488,0.142915970049867,5.2083487584891,1.90528557781915e-07,1.39751113166402e-06,TRUE,"Unbound",FALSE,FALSE
"ENSG00000165244.7","ZNF367",256.733590852176,-0.875567813713888,0.169031890507484,-5.17989718440214,2.22008230285518e-07,1.61515861348008e-06,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000025156.13","HSF2",670.724576585069,0.888970495065925,0.171738369318353,5.17630683576617,2.26321137338349e-07,1.64477458132414e-06,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196110.8","ZNF699",296.836235046737,-0.788516296658077,0.15255304417628,-5.16880079919561,2.35600851466337e-07,1.70855886477552e-06,TRUE,"Shared_high",TRUE,TRUE
