"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","is_TF","primary_category","has_promoter_peak","is_direct_target"
"ENSG00000184939.16","ZFP90",8828.93099140708,3.99125015757697,0.122471044338958,32.5893371704299,5.80756977861572e-233,1.64392941866682e-229,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000077092.20","RARB",1057.82482264415,-3.21209099783835,0.134944919670908,-23.8029783238355,3.11082749749281e-125,1.33757706879539e-122,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000147862.18","NFIB",2705.16368521324,-2.96297919606652,0.125406951708933,-23.6269134660376,2.03905249351676e-123,7.87074262497469e-121,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000178150.10","ZNF114",867.019625896869,7.61625434724701,0.337621761256581,22.5585410102133,1.10714380073609e-112,3.08257873962323e-110,TRUE,"Unbound",FALSE,FALSE
"ENSG00000256087.7","ZNF432",1331.3916281653,2.60779489843246,0.125369301561642,20.8009047346431,4.24721815578376e-96,8.85088995801611e-94,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000008441.19","NFIX",5040.88518818899,-2.53560146678647,0.122001757881723,-20.7833191161447,6.12726375024998e-96,1.26909082358836e-93,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000111269.3","CREBL2",378.449830700646,-4.37793061996222,0.213586753319684,-20.4972010291742,2.28038149815639e-93,4.27955794084951e-91,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000130940.15","CASZ1",553.628387315712,3.6155292673122,0.181869777445576,19.8797695697084,6.09129454262248e-88,1.05565863787653e-85,TRUE,"Unbound",FALSE,FALSE
"ENSG00000010030.14","ETV7",796.645138497063,3.3845775433315,0.171548409889856,19.7295768903051,1.20171887387435e-86,2.03084510983899e-84,TRUE,"Unbound",FALSE,FALSE
"ENSG00000151322.20","NPAS3",1032.4547784615,-2.81886389341653,0.143653912395343,-19.6226043997944,9.91414280459815e-86,1.63477477080869e-83,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000134954.14","ETS1",2016.77872978107,-2.52250066304808,0.132676950528822,-19.0123503215437,1.34776453442873e-80,1.98185565824567e-78,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000108924.14","HLF",238.276383309465,-3.5833631287258,0.192645061556508,-18.6008564132058,3.16215539693816e-77,4.29648378092782e-75,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000169554.23","ZEB2",1616.4997094519,-2.18872301651853,0.119496008891303,-18.3162855130119,6.13606518113762e-75,7.80636187538887e-73,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000111206.13","FOXM1",413.342215248805,-2.82741006980946,0.156604654066232,-18.054444720485,7.27902410296521e-73,8.92613323933293e-71,TRUE,"Unbound",FALSE,FALSE
"ENSG00000197608.12","ZNF841",1357.01898388754,2.20896903796393,0.126581046232026,17.45102528158,3.3810886701338e-68,3.68105192138157e-66,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000075426.12","FOSL2",8774.07202132208,-2.02028418539159,0.116993306221864,-17.2683741543329,8.14035943587976e-67,8.50805320978349e-65,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000101057.16","MYBL2",264.076793041973,-3.20487175655951,0.188022639883681,-17.0451375352573,3.79849577485049e-65,3.88636459277474e-63,TRUE,"Unbound",FALSE,FALSE
"ENSG00000134595.9","SOX3",220.600244105615,4.26193428228506,0.253301171365915,16.8255608898402,1.58553042054506e-63,1.56108108188622e-61,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000167800.10","TBX10",241.774030233309,5.44207185236726,0.325774646110201,16.7050196120122,1.204883769904e-62,1.14642834442854e-60,TRUE,"Unbound",FALSE,FALSE
"ENSG00000173039.20","RELA",854.264560481193,-2.22521811566415,0.133221120580049,-16.7031932022151,1.24234437335712e-62,1.17876965570376e-60,TRUE,"Unbound",FALSE,FALSE
"ENSG00000107249.24","GLIS3",2829.70684627511,-2.06434871444888,0.124663177651376,-16.5594103514823,1.36929370454416e-61,1.25369726565919e-59,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000155090.15","KLF10",3012.51224859935,-2.61543858873535,0.159935750739252,-16.353057878844,4.13688568596161e-60,3.65942012970687e-58,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000116132.12","PRRX1",1671.52143135422,-2.06534801811558,0.12679133088489,-16.2893472582178,1.17476354442992e-59,1.01023716651128e-57,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000165891.16","E2F7",259.019212107293,-3.31600827810219,0.203988870252742,-16.2558294185053,2.03101039033544e-59,1.73340102861593e-57,TRUE,"Unbound",FALSE,FALSE
"ENSG00000137871.21","ZNF280D",325.430477589562,-2.4874767599826,0.156378595808288,-15.9067597910402,5.68822011732255e-57,4.65584243241476e-55,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000007968.7","E2F2",177.010256373085,-3.0637167313984,0.197452379822271,-15.5162309725316,2.69417997793237e-54,2.04733569329769e-52,TRUE,"Unbound",FALSE,FALSE
"ENSG00000175832.13","ETV4",455.032835511565,2.52011944998217,0.166887523317378,15.100706151589,1.6020842717502e-51,1.11974482598376e-49,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000118217.7","ATF6",1368.74084031162,-2.02728072433423,0.134655197784994,-15.0553469727267,3.184243539134e-51,2.1984224499452e-49,TRUE,"Unbound",FALSE,FALSE
"ENSG00000116016.14","EPAS1",2167.19155612526,-1.88394445296846,0.125256821700548,-15.040653494086,3.97605540855134e-51,2.73398077161279e-49,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000137185.13","ZSCAN9",171.594418173419,-3.44356114061684,0.233354151856221,-14.7568025390804,2.78159045130123e-49,1.81005870593487e-47,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000148411.8","NACC2",1704.99171335875,-1.80896874025367,0.123584064032976,-14.6375566656472,1.61778174343263e-48,1.03489284860489e-46,TRUE,"Shared_high",TRUE,TRUE
"ENSG00000181722.18","ZBTB20",7474.26146326144,-1.86697803243441,0.130388920845725,-14.3185327428502,1.67624941428446e-46,1.00598657428294e-44,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000119715.15","ESRRB",153.398597732336,5.25113074428764,0.369628973618616,14.2064911548459,8.3506017178347e-46,4.8905730888174e-44,TRUE,"Unbound",FALSE,FALSE
"ENSG00000186300.12","ZNF555",667.055494024319,1.93920372747752,0.137513583140362,14.1019067585357,3.69645345214783e-45,2.13903119016282e-43,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000120149.9","MSX2",260.628097267043,3.00546739954808,0.216852715293373,13.8594870508404,1.11467966328783e-43,6.18683640564725e-42,TRUE,"Unbound",FALSE,FALSE
"ENSG00000123095.6","BHLHE41",1441.88777690445,-1.90536572318487,0.137639089066947,-13.8432020736356,1.39835933392825e-43,7.73607000893726e-42,TRUE,"Unbound",FALSE,FALSE
"ENSG00000248483.7","POU5F2",134.648922970899,-3.69690074460708,0.270766411838647,-13.6534687574547,1.92493111131522e-42,9.96738719346879e-41,TRUE,"Unbound",FALSE,FALSE
"ENSG00000115415.21","STAT1",15614.4408821421,-1.62762922296933,0.120080275653722,-13.5545093822316,7.45086543918625e-42,3.81161140419094e-40,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000168874.13","ATOH8",87.8075412679052,-4.85107270898167,0.360021936553446,-13.4743809097353,2.21334034361836e-41,1.11712845159032e-39,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000204103.4","MAFB",277.172674229191,2.37984207788346,0.176974442547205,13.4473771671787,3.18987423068558e-41,1.605239227673e-39,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000180592.17","SKIDA1",189.041770714085,-2.60586825103036,0.193883146224536,-13.4404062538396,3.50507047661945e-41,1.75346441752297e-39,TRUE,"Unbound",FALSE,FALSE
"ENSG00000121297.8","TSHZ3",880.864568667521,1.95423010496698,0.147026084663896,13.2917237742839,2.58552356058617e-40,1.2439810808214e-38,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000169083.18","AR",2124.87320715423,-1.56242180942766,0.118716004469596,-13.161003997804,1.4711784109116e-39,6.94069281414515e-38,TRUE,"Shared_TES_dominant",TRUE,TRUE
"ENSG00000129173.13","E2F8",164.276324713605,-2.66326998010108,0.202631946130338,-13.143386474648,1.85725070394041e-39,8.72573885358889e-38,TRUE,"Unbound",FALSE,FALSE
"ENSG00000187079.20","TEAD1",12993.15739354,1.57307033767246,0.121080152254568,12.9919752195646,1.35874443982787e-38,6.14564995100841e-37,TRUE,"Shared_high",TRUE,TRUE
"ENSG00000140009.19","ESR2",190.672349322753,2.75853161307094,0.213046126512895,12.9480486607391,2.41002404005978e-38,1.07999599726584e-36,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000164683.19","HEY1",1831.3240888662,1.76666316457168,0.136764813620252,12.9175269413746,3.58479130045921e-38,1.59382448814134e-36,TRUE,"Unbound",FALSE,FALSE
"ENSG00000074800.16","ENO1",29447.1005459156,-1.59002940812955,0.125171520478108,-12.7028049356294,5.70477515292448e-37,2.42224752993173e-35,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000128710.6","HOXD10",567.702555700972,-1.699709926323,0.13429175753292,-12.6568447501801,1.02538331104702e-36,4.31601242994366e-35,TRUE,"Unbound",FALSE,FALSE
"ENSG00000089775.12","ZBTB25",506.213521352746,-1.69326470843736,0.134652803747586,-12.5750423408299,2.89645079591723e-36,1.18681110537655e-34,TRUE,"Unbound",FALSE,FALSE
"ENSG00000198146.4","ZNF770",842.287025949477,-1.82148738585876,0.14504286994051,-12.5582690593881,3.58080820175796e-36,1.4584279735889e-34,TRUE,"Unbound",FALSE,FALSE
"ENSG00000119547.6","ONECUT2",128.520492845973,3.13002514766691,0.250656761491091,12.487295890393,8.75799980305791e-36,3.50402517444371e-34,TRUE,"Unbound",FALSE,FALSE
"ENSG00000125618.18","PAX8",305.178765746222,2.3785410021799,0.193255526249428,12.307751547089,8.22836736659356e-35,3.16535880757022e-33,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000197013.11","ZNF429",163.067043675834,-2.40567586246266,0.195481101524619,-12.3064370095116,8.36345151419391e-35,3.21368462708302e-33,TRUE,"Unbound",FALSE,FALSE
"ENSG00000120738.8","EGR1",2796.35912856525,1.75304718760078,0.143141131585104,12.2469842748065,1.74359772272518e-34,6.60273438634658e-33,TRUE,"Unbound",FALSE,FALSE
"ENSG00000118263.16","KLF7",1315.39838657246,-1.50886298532762,0.125435697318952,-12.0289759420793,2.5024536313772e-33,9.00459162612508e-32,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000091656.19","ZFHX4",5085.98233493388,-1.45648745992431,0.121120383798502,-12.0251225619244,2.62198746520336e-33,9.41476429366043e-32,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000159184.8","HOXB13",66.6378217302259,-4.69631816602711,0.397310914380319,-11.820259640619,3.06735054386862e-32,1.05138005322028e-30,TRUE,"Unbound",FALSE,FALSE
"ENSG00000188779.12","SKOR1",192.020581967455,2.455365474387,0.208754423875969,11.7619805549407,6.12797182682368e-32,2.07739468077392e-30,TRUE,"Unbound",FALSE,FALSE
"ENSG00000029153.15","BMAL2",342.55012077621,-1.80920305014529,0.154562780858336,-11.7052956740181,1.19741114237758e-31,4.02709521626551e-30,TRUE,"Shared_TES_dominant",TRUE,TRUE
"ENSG00000170345.10","FOS",266.852271051759,2.03223062031521,0.173826298013726,11.6911574573988,1.41445660668264e-31,4.74296762248725e-30,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000185278.16","ZBTB37",2152.62690053531,1.37887453354881,0.119203420776792,11.5674074163589,6.02766136422511e-31,1.98784078854367e-29,TRUE,"Unbound",FALSE,FALSE
"ENSG00000149596.7","JPH2",141.839296405328,-2.27267358867133,0.199992999580263,-11.3637656990051,6.33536116205912e-30,2.01181016525567e-28,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000103449.13","SALL1",523.553844819821,1.75326461926532,0.155187213082494,11.2977389337698,1.34640012258997e-29,4.21128170940479e-28,TRUE,"Unbound",FALSE,FALSE
"ENSG00000171940.14","ZNF217",2702.49131502747,-1.28386392604916,0.116428206525644,-11.0270866859602,2.8288064552293e-28,8.39937916706546e-27,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000124766.7","SOX4",5298.40961729088,1.27202209278729,0.116507588231442,10.9179334333179,9.46242994342004e-28,2.7448319412305e-26,TRUE,"Shared_TES_dominant",TRUE,TRUE
"ENSG00000198963.11","RORB",209.635135875377,2.02094668425289,0.185226963842777,10.9106506003537,1.02519988430505e-27,2.96879707332259e-26,TRUE,"Unbound",FALSE,FALSE
"ENSG00000151090.20","THRB",280.174139608359,-1.84406465109746,0.169274745408985,-10.8939147812157,1.23226815890638e-27,3.55630287355412e-26,TRUE,"Shared_TES_dominant",FALSE,TRUE
"ENSG00000141905.19","NFIC",6363.84255407406,-1.46336738761266,0.136275446939645,-10.7383055456848,6.72676340439711e-27,1.86070602052574e-25,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000101096.20","NFATC2",134.157616713487,2.57621229463173,0.240566306376921,10.7089489522913,9.24049237250154e-27,2.53538808488798e-25,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000095794.21","CREM",335.270128227576,1.83948006752217,0.174108133820354,10.5651587157908,4.3223688277059e-26,1.15426276996473e-24,TRUE,"Unbound",FALSE,FALSE
"ENSG00000174738.13","NR1D2",2766.6738376278,-1.29829981781382,0.124199967100602,-10.4533024293171,1.41510136157127e-25,3.71182726253691e-24,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000178662.16","CSRNP3",52.7085290381902,-3.83522369121125,0.367972909103657,-10.4225707825977,1.95593560394282e-25,5.08333745942844e-24,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000092607.15","TBX15",94.8803821297078,2.75641884118833,0.264699514317059,10.4133883596275,2.154151271861e-25,5.58993203992166e-24,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000118922.19","KLF12",396.716070171707,-1.56437495064467,0.151349601165535,-10.336168305681,4.83484249120422e-25,1.23388376965608e-23,TRUE,"Unbound",FALSE,FALSE
"ENSG00000184271.18","POU6F1",193.663655313971,-1.8206343441757,0.17640376707829,-10.3208359681326,5.67270735832795e-25,1.44554031168555e-23,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196628.20","TCF4",3530.97501400837,-1.16018733141414,0.113011851606532,-10.266067805468,1.0020616624702e-24,2.53259155883837e-23,TRUE,"Shared_TEAD1_dominant",TRUE,TRUE
"ENSG00000106031.9","HOXA13",135.261114207916,2.40014719274614,0.234968536313548,10.2147599436178,1.7030015725351e-24,4.24725091159122e-23,TRUE,"Unbound",FALSE,FALSE
"ENSG00000141448.11","GATA6",142.303664513215,-2.18997305838749,0.214483900528644,-10.2104309600385,1.78072147581164e-24,4.43132213116263e-23,TRUE,"Unbound",FALSE,FALSE
"ENSG00000160961.12","ZNF333",771.460751363147,1.39414736456952,0.136669731804673,10.2008494943271,1.96545784691714e-24,4.88388238069358e-23,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000129028.9","THAP10",340.548418845499,1.96328827831954,0.195169819921553,10.0593845867597,8.35187860487475e-24,2.02785284096058e-22,TRUE,"Unbound",FALSE,FALSE
"ENSG00000162772.18","ATF3",678.727398867365,-1.81287792876013,0.180295613264199,-10.0550307128305,8.72942109925231e-24,2.11649518843257e-22,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000066827.16","ZFAT",692.184928925697,1.30443471728363,0.130150043734197,10.0225453627019,1.21337076741294e-23,2.92933747174717e-22,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000172216.6","CEBPB",826.386923525273,-1.55788939359448,0.156890469976533,-9.92978983253415,3.08905937764503e-23,7.31723632774381e-22,TRUE,"Unbound",FALSE,FALSE
"ENSG00000165259.14","HDX",260.291539285125,-1.70694744036714,0.172104479294836,-9.91808840398007,3.47344605010913e-23,8.21057866597821e-22,TRUE,"Unbound",FALSE,FALSE
"ENSG00000111087.10","GLI1",64.2348939176765,4.24700743930115,0.428688285451186,9.90698272716097,3.8819253655e-23,9.14433015362719e-22,TRUE,"Unbound",FALSE,FALSE
"ENSG00000186918.14","ZNF395",560.819543922289,-1.36774396693456,0.138334073615663,-9.88725287404319,4.72824768698611e-23,1.10917898778691e-21,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000235109.8","ZSCAN31",329.428872657257,-1.51649092330423,0.155112335374008,-9.77672678093368,1.41719730198924e-22,3.26147411612266e-21,TRUE,"Unbound",FALSE,FALSE
"ENSG00000152926.16","ZNF117",1602.80521851163,1.19661507690968,0.122652397720557,9.75614907778627,1.73623157987538e-22,3.97682497000721e-21,TRUE,"Unbound",FALSE,FALSE
"ENSG00000110693.19","SOX6",254.866073559801,-1.73371979607766,0.179181991600095,-9.67574799563031,3.82285792869664e-22,8.57693778876932e-21,TRUE,"Shared_TEAD1_dominant",TRUE,TRUE
"ENSG00000144655.15","CSRNP1",469.562335076393,-1.51293096074021,0.15672947095815,-9.65313639796684,4.76748460862127e-22,1.0668110486538e-20,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000081189.17","MEF2C",793.317224724263,-1.23544331662129,0.128583774098428,-9.60808099842821,7.39136388804715e-22,1.6388371315221e-20,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000198740.9","ZNF652",1318.39409103652,-1.19453399826383,0.124409469297813,-9.60163245616243,7.86881249383567e-22,1.74015509629303e-20,TRUE,"Unbound",FALSE,FALSE
"ENSG00000146592.17","CREB5",684.37289125731,-1.25898863478479,0.13137593107439,-9.58309961717349,9.41753236936184e-22,2.07858830099079e-20,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000276644.5","DACH1",560.623729028486,-1.36143841402169,0.142382992163475,-9.56180505364414,1.15720506143333e-21,2.5475010710802e-20,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000030419.17","IKZF2",253.146126527428,1.7626854230549,0.18503569418914,9.52619131556918,1.63159634648916e-21,3.57331171486421e-20,TRUE,"Unbound",FALSE,FALSE
"ENSG00000188994.14","ZNF292",4661.4290591947,-1.13785511684408,0.120464158940462,-9.44559051299608,3.53405919576552e-21,7.62189985788973e-20,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000198521.12","ZNF43",461.338315035059,-1.37600889691341,0.146309241795478,-9.40479822072279,5.21301326238251e-21,1.11649202078568e-19,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000181449.4","SOX2",11369.2363958339,1.2115484218989,0.130357479993491,9.29404604905977,1.4853212061932e-20,3.11248554793156e-19,TRUE,"Unbound",FALSE,FALSE
"ENSG00000114861.24","FOXP1",1349.80959386972,-1.27265872282597,0.137039545813693,-9.28679904234481,1.58998049079259e-20,3.32769299514742e-19,TRUE,"Shared_TES_dominant",TRUE,TRUE
"ENSG00000185630.20","PBX1",4305.28238550755,-1.15080835719741,0.124115624415464,-9.27206677335966,1.82573304355297e-20,3.8117086676956e-19,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000197647.13","ZNF433",565.760800861627,1.26302904126043,0.136671475206589,9.24135075992461,2.43404803144898e-20,5.0476033902478e-19,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000162924.16","REL",821.864908375077,1.2395844752414,0.134842598673591,9.19282546787772,3.82655576784505e-20,7.81132489916831e-19,TRUE,"Unbound",FALSE,FALSE
"ENSG00000196081.10","ZNF724",62.9510765440106,-2.64926056946183,0.289285042019731,-9.15795905299915,5.28880759657988e-20,1.07189866611352e-18,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000196466.10","ZNF799",166.615593713851,1.81302849041214,0.201189581267682,9.01154264047059,2.03178065167917e-19,4.00554411934057e-18,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000197566.10","ZNF624",283.193034642225,1.53211430791375,0.170317628331747,8.99562965337612,2.34881934928606e-19,4.60650667762984e-18,TRUE,"Unbound",FALSE,FALSE
"ENSG00000197782.15","ZNF780A",1048.01942379231,1.16316069871495,0.129484098723218,8.98303892280469,2.63389309724022e-19,5.15369128612073e-18,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000164651.18","SP8",70.6316635314136,2.74205351657074,0.305507519682816,8.97540433511289,2.82312952854109e-19,5.51443725275927e-18,TRUE,"Unbound",FALSE,FALSE
"ENSG00000172000.7","ZNF556",66.740632021406,6.06075977414871,0.679948204023334,8.91356097168354,4.94192111122362e-19,9.52167761236778e-18,TRUE,"Unbound",FALSE,FALSE
"ENSG00000197372.10","ZNF675",263.01262108338,-1.39844456185531,0.156972985431549,-8.90882312017399,5.15771218200364e-19,9.93181221078797e-18,TRUE,"Unbound",FALSE,FALSE
"ENSG00000143842.15","SOX13",3987.13279370693,1.01928962099914,0.116170155342197,8.77410913325085,1.72262111061309e-18,3.2363934671076e-17,TRUE,"TEAD1_unique",TRUE,TRUE
"ENSG00000234444.10","ZNF736",402.789184471492,-1.33180995084051,0.152233487068139,-8.7484690555922,2.16266655114516e-18,4.03412726025802e-17,TRUE,"TES_unique",FALSE,TRUE
"ENSG00000151702.18","FLI1",205.172040096751,-1.49117544807505,0.170891411662732,-8.72586535254332,2.6415283234213e-18,4.90046062752456e-17,TRUE,"TEAD1_unique",FALSE,TRUE
"ENSG00000122691.13","TWIST1",231.288679212261,-1.62554800883614,0.186965937213784,-8.69435381150431,3.48809177438639e-18,6.41839119135194e-17,TRUE,"TES_unique",TRUE,TRUE
"ENSG00000188313.13","PLSCR1",2602.98567008,-1.14999799023702,0.132389360200445,-8.68648347945682,3.73831283972709e-18,6.84913756957118e-17,TRUE,"TES_unique",TRUE,TRUE
