"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","tes_peaks","tead1_peaks"
"ENSG00000152818.20","UTRN",8096.58024749932,-1.04874394267944,0.123829397701996,-8.46926466688718,2.46946992588779e-17,4.30389709813013e-16,"ENSG00000152818",30,15
"ENSG00000102181.22","CD99L2",1209.97398006675,-0.177803134167396,0.140883694180459,-1.26205616059191,0.206928578620935,0.349073796116206,"ENSG00000102181",0,0
"ENSG00000184634.17","MED12",1713.51316552684,-0.536074582073952,0.118472780614391,-4.52487549708811,6.04310701804118e-06,3.61267615608628e-05,"ENSG00000184634",0,0
"ENSG00000072121.17","ZFYVE26",1734.87422754363,0.673894363823243,0.121257078572166,5.55756720975407,2.73560661224431e-08,2.21879382532748e-07,"ENSG00000072121",0,0
"ENSG00000177084.19","POLE",905.342785180122,0.715200698744605,0.126772891466695,5.6415901733416,1.68486759566413e-08,1.39691438832119e-07,"ENSG00000177084",0,0
"ENSG00000171943.12","SRGAP2C",1129.02054104528,-1.03348070478641,0.125107633301331,-8.26073259892303,1.44781097971474e-16,2.39315052841607e-15,"ENSG00000171943",1,1
"ENSG00000123091.5","RNF11",1728.25918272679,0.318054550422594,0.138312212292374,2.29954062010278,0.0214742595397103,0.0574450817486911,"ENSG00000123091",2,1
"ENSG00000105875.15","WDR91",672.440324628196,-0.130941837773715,0.132060132391311,-0.99153192869531,0.321425909645703,0.481869330869681,"ENSG00000105875",0,1
"ENSG00000088280.20","ASAP3",451.503337184919,-1.78007273878493,0.148978272110088,-11.9485392975262,6.60763786239335e-33,2.32107800320349e-31,"ENSG00000088280",0,2
"ENSG00000174780.17","SRP72",3782.75143968566,0.2640776722302,0.138202418841137,1.91080354775669,0.0560298316293414,0.126066193335462,"ENSG00000174780",2,0
"ENSG00000090863.12","GLG1",5535.56883266381,0.7136450460469,0.111574373817916,6.39613758632008,1.59356424880628e-10,1.63288658833942e-09,"ENSG00000090863",0,1
"ENSG00000198242.14","RPL23A",472.264106861468,0.170917177810264,0.197977183088862,0.863317555809184,0.387962894350482,0.550151273077448,"ENSG00000198242",0,1
"ENSG00000221923.9","ZNF880",286.911056107657,0.626837950473952,0.159947197778945,3.91903052493782,8.89058556560363e-05,0.000434776001284803,"ENSG00000221923",1,0
"ENSG00000139174.12","PRICKLE1",852.804210151339,-0.940352669403837,0.136236388163831,-6.90236053728184,5.11454257803615e-12,5.93951392446947e-11,"ENSG00000139174",3,1
"ENSG00000116117.20","PARD3B",585.660406204506,-0.0529574487136981,0.140025447339906,-0.378198746868817,0.70528295630853,0.817127401949439,"ENSG00000116117",5,3
"ENSG00000143324.14","XPR1",1227.86253462765,-0.463402165444575,0.123435514360528,-3.75420451597974,0.000173892842697445,0.000800920960101265,"ENSG00000143324",2,0
"ENSG00000077150.21","NFKB2",1516.21839554979,-0.891511825963329,0.152005678451401,-5.86499027566502,4.49159020517434e-09,3.9960800442473e-08,"ENSG00000077150",0,0
"ENSG00000135090.14","TAOK3",837.804378553549,0.98155546334478,0.166832563700441,5.88347647229845,4.01737226958619e-09,3.59299897981315e-08,"ENSG00000135090",0,0
"ENSG00000100664.11","EIF5",2541.58744840862,-0.515691294447145,0.154168231339456,-3.3449906635542,0.000822853402804799,0.00327905729545676,"ENSG00000100664",0,2
"ENSG00000168394.13","TAP1",4149.06072213991,0.127304348257242,0.139284214895054,0.913989775174174,0.360722218418795,0.52288800799926,"ENSG00000168394",0,0
"ENSG00000144034.16","TPRKB",138.941225744813,0.104368296555645,0.21393003197559,0.487861828429744,0.625647713661722,0.758297322409628,"ENSG00000144034",0,0
"ENSG00000106415.13","GLCCI1",243.946662092247,1.14443879053091,0.163748975764504,6.98898289401688,2.76886175001538e-12,3.29546937366933e-11,"ENSG00000106415",1,0
"ENSG00000134419.15","RPS15A",430.670035603805,-0.194484579284966,0.172406795206124,-1.12805634518318,0.259296123994352,0.413192435834338,"ENSG00000134419",0,1
"ENSG00000197013.11","ZNF429",163.067043675834,-2.40567586246266,0.195481101524619,-12.3064370095116,8.36345151419391e-35,3.21368462708302e-33,"ENSG00000197013",0,0
"ENSG00000196923.14","PDLIM7",406.565734344554,-1.64653303603519,0.162711375877421,-10.1193479998326,4.53425969428914e-24,1.11125348698134e-22,"ENSG00000196923",0,0
"ENSG00000173545.5","ZNF622",576.225514389844,0.548036390987866,0.152198255098059,3.60080600552729,0.000317232217431147,0.00138809016639201,"ENSG00000173545",0,1
"ENSG00000183853.18","KIRREL1",4711.53610803473,-0.95572004216883,0.115128647432065,-8.30132259421166,1.02958707450907e-16,1.71982357307644e-15,"ENSG00000183853",0,2
"ENSG00000105849.6","POLR1F",311.049009619365,-2.53007283880339,0.202854325684806,-12.4723632600007,1.05645692153794e-35,4.21193998953061e-34,"ENSG00000105849",5,0
