"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","tes_peaks","tead1_peaks"
"ENSG00000178999.13","AURKB",246.175364895414,-3.50319492491917,0.200987548953366,-17.4299101768339,4.89227737330241e-68,5.29238464383237e-66,"ENSG00000178999",0,0
"ENSG00000079308.21","TNS1",240.928283172879,4.0277052314477,0.241712787531581,16.6631863898448,2.42740446386676e-62,2.26522183595127e-60,"ENSG00000079308",0,0
"ENSG00000146674.16","IGFBP3",608.771563798874,-3.6914073879696,0.224245005983901,-16.461492071019,6.93692103238751e-61,6.23368607481849e-59,"ENSG00000146674",1,2
"ENSG00000175063.17","UBE2C",221.605946005313,-3.79249625977249,0.232013834758521,-16.3459918832845,4.645495005634e-60,4.09865387925651e-58,"ENSG00000175063",0,0
"ENSG00000134057.15","CCNB1",533.228697832971,-3.20632575931806,0.19635127387028,-16.3295388724411,6.08424723707775e-60,5.32653892136745e-58,"ENSG00000134057",0,0
"ENSG00000117399.14","CDC20",536.636613076335,-3.14653032490111,0.193965779817804,-16.2220899369812,3.52010106031799e-59,2.99676172473387e-57,"ENSG00000117399",0,0
"ENSG00000083857.15","FAT1",5946.61736810617,-1.85340745148586,0.11862760245754,-15.6237453433255,5.01699959990878e-55,3.89971264095426e-53,"ENSG00000083857",5,7
"ENSG00000167900.12","TK1",411.798072966176,-2.98550679918379,0.191694721764134,-15.574277537267,1.08876226767362e-54,8.4243910497352e-53,"ENSG00000167900",0,1
"ENSG00000109099.16","PMP22",1294.8971316849,-2.21013167021127,0.144469163120291,-15.298293576817,7.84876345559273e-53,5.7458361435253e-51,"ENSG00000109099",2,5
"ENSG00000150938.10","CRIM1",6303.36470412534,-1.69787015602871,0.11428046158612,-14.8570467117796,6.26256807169616e-50,4.1629532731776e-48,"ENSG00000150938",12,15
"ENSG00000146648.21","EGFR",3067.16763265528,-1.63433405422435,0.111749288878747,-14.6250063031513,1.9455286631366e-48,1.23988213188413e-46,"ENSG00000146648",9,12
"ENSG00000167601.12","AXL",2547.44103046447,-1.90267608654883,0.130861661837458,-14.5395989920419,6.79897660673944e-48,4.26102651988423e-46,"ENSG00000167601",0,3
"ENSG00000198959.12","TGM2",639.788627721461,2.15038742926106,0.148324628157492,14.4978447340368,1.25013894255758e-47,7.76320285206508e-46,"ENSG00000198959",4,2
"ENSG00000183087.15","GAS6",1089.84264152475,2.3820999885627,0.164712886033825,14.4621349666201,2.10175967426154e-47,1.29804677482392e-45,"ENSG00000183087",0,1
"ENSG00000072682.20","P4HA2",619.454556663773,-1.97605937628974,0.136913318756485,-14.4329229196786,3.21176247377626e-47,1.97282364754488e-45,"ENSG00000072682",0,0
"ENSG00000163430.13","FSTL1",1699.87763275036,-1.99637869073096,0.139143303277072,-14.3476447929056,1.10217049042899e-46,6.66165964748965e-45,"ENSG00000163430",3,6
"ENSG00000145147.20","SLIT2",3436.12446915425,-1.66905540272956,0.1174422553174,-14.2117110934115,7.75082391735361e-46,4.55501707309113e-44,"ENSG00000145147",10,8
"ENSG00000145386.11","CCNA2",238.081185396405,-2.64788466146263,0.188386632688667,-14.0555867668095,7.11894076126229e-45,4.07097945755147e-43,"ENSG00000145386",0,0
"ENSG00000114346.14","ECT2",973.110096089624,-2.38348780336171,0.172497786131128,-13.8174979332769,1.99897888211194e-43,1.09166100751734e-41,"ENSG00000114346",0,2
"ENSG00000101003.12","GINS1",276.797584506182,-2.29384359145419,0.167239169280866,-13.7159470554524,8.14952756256543e-43,4.30518121687749e-41,"ENSG00000101003",1,2
"ENSG00000213853.10","EMP2",373.636182777694,-2.20170279455352,0.16293021758693,-13.5131642684931,1.30777286369687e-41,6.65006416677475e-40,"ENSG00000213853",0,1
"ENSG00000169679.15","BUB1",615.995756046021,-2.12093304286115,0.160808934399747,-13.1891492893599,1.01322166971205e-39,4.80685945206411e-38,"ENSG00000169679",0,1
"ENSG00000187079.20","TEAD1",12993.15739354,1.57307033767246,0.121080152254568,12.9919752195646,1.35874443982787e-38,6.14564995100841e-37,"ENSG00000187079",7,14
"ENSG00000087586.18","AURKA",458.818217137951,-2.89250604107382,0.222705719984204,-12.9880186340925,1.43083498569011e-38,6.46311207365979e-37,"ENSG00000087586",0,0
"ENSG00000170312.17","CDK1",421.712829322962,-2.8300305371471,0.22762699794307,-12.4327542985692,1.73549857079264e-35,6.86279574536491e-34,"ENSG00000170312",2,1
"ENSG00000072571.20","HMMR",243.517577152361,-2.79852045968716,0.248915827691158,-11.242838535601,2.51173866291545e-29,7.79166565314266e-28,"ENSG00000072571",1,1
"ENSG00000188021.9","UBQLN2",850.359504102965,-1.42350806360421,0.131836493912507,-10.7975267041682,3.53600254815496e-27,9.97599124217008e-26,"ENSG00000188021",0,0
"ENSG00000163545.11","NUAK2",670.483520851262,-1.47862589219608,0.136962599368032,-10.7958369585471,3.60165852389841e-27,1.01443728639951e-25,"ENSG00000163545",1,6
"ENSG00000153904.21","DDAH1",1165.4938664257,-1.4102552100202,0.135751708924984,-10.3884895533765,2.79748088505786e-25,7.2152491043011e-24,"ENSG00000153904",7,10
"ENSG00000118515.12","SGK1",1148.71940997035,1.68575964294532,0.162815962964883,10.3537737470429,4.02308631351463e-25,1.03058971265057e-23,"ENSG00000118515",4,6
"ENSG00000072401.15","UBE2D1",523.845436053776,1.84089101111384,0.178059564855952,10.3386246765407,4.71251956552415e-25,1.20447603161568e-23,"ENSG00000072401",1,1
"ENSG00000138336.9","TET1",1386.56348172213,-1.42543917160831,0.137877570282473,-10.3384413337715,4.72154282787671e-25,1.20587493817531e-23,"ENSG00000138336",1,1
"ENSG00000138685.18","FGF2",1433.7524555526,-1.20606297814764,0.120807805170669,-9.98332000522481,1.80329854976655e-23,4.31673327261947e-22,"ENSG00000138685",3,4
"ENSG00000118193.12","KIF14",546.183406578447,-1.54676235355272,0.155086464385484,-9.97354836659421,1.98989862397274e-23,4.75671192534173e-22,"ENSG00000118193",0,0
"ENSG00000157456.8","CCNB2",430.790866794957,-1.84127683863841,0.188740607903671,-9.75559451190365,1.74574777404251e-22,3.99592724991078e-21,"ENSG00000157456",0,0
"ENSG00000117724.15","CENPF",3126.76806624821,-1.3072480204946,0.135272857718768,-9.663786531459,4.29681786409765e-22,9.62124648699203e-21,"ENSG00000117724",1,1
"ENSG00000094804.12","CDC6",384.993048365055,-1.52402289085875,0.161034170442124,-9.4639720667638,2.96462528456849e-21,6.41825313360245e-20,"ENSG00000094804",0,2
"ENSG00000168497.5","CAVIN2",75.3776805652508,-2.36620841150529,0.256325106220494,-9.23127838078354,2.67420923782353e-20,5.5220388687167e-19,"ENSG00000168497",2,2
"ENSG00000196230.14","TUBB",4229.30232949241,-1.29184412938779,0.144021457192238,-8.96980321247166,2.97044659108558e-19,5.7855579017199e-18,"ENSG00000196230",0,1
"ENSG00000139926.16","FRMD6",831.057521830191,-1.29859750834508,0.145652419045454,-8.91572908198541,4.8461703320126e-19,9.34249227229307e-18,"ENSG00000139926",6,3
"ENSG00000082781.12","ITGB5",1891.43667626163,1.17714004946899,0.135718408146281,8.67340006080999,4.19405244138562e-18,7.6552161917779e-17,"ENSG00000082781",5,8
"ENSG00000186575.19","NF2",3727.65070624246,-1.01685496864315,0.122162517249376,-8.32378860176398,8.51954911377639e-17,1.43618880544296e-15,"ENSG00000186575",1,2
"ENSG00000101384.12","JAG1",4169.42043973444,1.06960210802111,0.128873033425945,8.29965804006428,1.0441148959295e-16,1.74282529655692e-15,"ENSG00000101384",5,5
"ENSG00000148677.7","ANKRD1",44.8879562390369,-3.09050958730251,0.372904862857796,-8.28766233729984,1.15495906546256e-16,1.92123651007013e-15,"ENSG00000148677",0,3
"ENSG00000110092.4","CCND1",1189.46994709753,-1.06275993885787,0.128886153648179,-8.24572623804797,1.64160116325385e-16,2.70295241461013e-15,"ENSG00000110092",0,1
"ENSG00000124813.23","RUNX2",1792.22726647944,-0.998250940967586,0.125116285969144,-7.97858514769032,1.48020161721626e-15,2.27097960856377e-14,"ENSG00000124813",4,2
"ENSG00000166949.17","SMAD3",5220.34470181836,-0.914075611738659,0.115026812948784,-7.9466307750842,1.91652544824626e-15,2.91147300653081e-14,"ENSG00000166949",5,15
"ENSG00000128245.15","YWHAH",375.63646223397,-1.44367893830924,0.185825315620257,-7.76901109243624,7.91012417406705e-15,1.1540712936795e-13,"ENSG00000128245",0,1
"ENSG00000151967.18","SCHIP1",278.467486156619,-1.28014067286966,0.168162274443325,-7.61253186606425,2.68777897005179e-14,3.78204126158737e-13,"ENSG00000151967",15,19
"ENSG00000115163.15","CENPA",88.4507388228297,-2.0846206531223,0.274063591727837,-7.60633924404109,2.81968565297657e-14,3.96272578652495e-13,"ENSG00000115163",0,1
"ENSG00000113369.9","ARRDC3",5421.34171829883,-1.00270942748704,0.135206909704462,-7.41611083101287,1.20609582151587e-13,1.614846782233e-12,"ENSG00000113369",1,0
"ENSG00000014138.10","POLA2",87.6828749043667,-1.75715023438011,0.237992063356204,-7.38323038844442,1.54494344352167e-13,2.04914638381663e-12,"ENSG00000014138",0,0
"ENSG00000135378.4","PRRG4",122.571944219603,-1.50173366873233,0.207100643285478,-7.25122648055838,4.13014388339512e-13,5.30407287074349e-12,"ENSG00000135378",0,1
"ENSG00000092621.13","PHGDH",2297.55400936373,-1.0701559123936,0.149958391644027,-7.13635229520164,9.58401873456988e-13,1.18554241943143e-11,"ENSG00000092621",1,4
"ENSG00000131023.13","LATS1",1650.70559976884,-0.825417234468959,0.115996775838576,-7.11586359622298,1.11214244224386e-12,1.3647852051351e-11,"ENSG00000131023",0,0
"ENSG00000197905.10","TEAD4",48.8678737870831,-2.3430508291308,0.331676638827662,-7.06426246181373,1.61471297254658e-12,1.95747930947402e-11,"ENSG00000197905",0,1
"ENSG00000070950.10","RAD18",648.422455591271,0.997584668901638,0.142043396156236,7.02309784120044,2.17002135660656e-12,2.60832574101952e-11,"ENSG00000070950",1,2
"ENSG00000128951.14","DUT",304.525530527456,-1.52967467758552,0.218327339225259,-7.00633591291686,2.44640163540799e-12,2.92021517129249e-11,"ENSG00000128951",0,0
"ENSG00000126460.11","PRRG2",32.6568242786993,3.11779158200058,0.453746148010133,6.87122435236839,6.36531921261024e-12,7.3194706504382e-11,"ENSG00000126460",0,0
"ENSG00000138119.17","MYOF",6288.42413649933,-0.75883369840593,0.111970614664218,-6.7770789745287,1.22629863446556e-11,1.38296520635877e-10,"ENSG00000138119",7,13
"ENSG00000075618.18","FSCN1",1001.40791385932,-0.899296760182532,0.132718300129495,-6.77598160393162,1.23564401813201e-11,1.39211794387755e-10,"ENSG00000075618",0,1
"ENSG00000124486.15","USP9X",9049.71602694025,-0.733886346365575,0.108751257730668,-6.74830215005982,1.49585194550599e-11,1.67361985787047e-10,"ENSG00000124486",1,3
"ENSG00000103126.15","AXIN1",626.116499373757,0.968638476720946,0.144634096718431,6.69716545889358,2.12500976339536e-11,2.35428348476887e-10,"ENSG00000103126",0,0
"ENSG00000142279.13","WTIP",164.277543814925,-1.22020832974623,0.183040288000196,-6.66633746634466,2.62265832223661e-11,2.88026052019829e-10,"ENSG00000142279",0,1
"ENSG00000136997.22","MYC",505.121869174922,-1.10230748717995,0.170256027818256,-6.47441092867872,9.51825388676862e-11,9.95431182345309e-10,"ENSG00000136997",2,1
"ENSG00000205476.9","CCDC85C",480.038136527175,-0.925491813807434,0.146691490603751,-6.30910361601964,2.80656183015585e-10,2.80804984526463e-09,"ENSG00000205476",0,0
"ENSG00000120129.6","DUSP1",1079.43443149655,0.925820145327309,0.14850589094483,6.23423178324456,4.54000462354657e-10,4.44167272617022e-09,"ENSG00000120129",0,0
"ENSG00000117525.14","F3",325.406565210826,-0.951172511934378,0.160085771302734,-5.94164305918007,2.82179323905045e-09,2.55465545693139e-08,"ENSG00000117525",0,0
"ENSG00000183722.9","LHFPL6",466.813442557988,-0.990423068889094,0.172381386586437,-5.74553371742642,9.16314949822064e-09,7.85994601402926e-08,"ENSG00000183722",12,9
"ENSG00000115419.14","GLS",2641.42056219397,-0.646040683909155,0.114929017095171,-5.6212147309515,1.89619406433637e-08,1.56296821105018e-07,"ENSG00000115419",6,6
"ENSG00000132478.10","UNK",1243.18265700666,0.678611249983165,0.121760318784703,5.57333667287032,2.49905944030976e-08,2.03861794112492e-07,"ENSG00000132478",0,0
"ENSG00000122641.11","INHBA",298.132263468147,0.868025996070038,0.156732973705931,5.5382474762373,3.05513354420418e-08,2.46617814233668e-07,"ENSG00000122641",2,1
"ENSG00000135272.13","MDFIC",455.219705589807,-0.81422577730727,0.15040133624424,-5.41368712299889,6.1740009062882e-08,4.81336843664902e-07,"ENSG00000135272",1,0
"ENSG00000132356.12","PRKAA1",1297.55057844593,-0.780718129529102,0.145096438872372,-5.3806842924369,7.42032297194016e-08,5.74023071534647e-07,"ENSG00000132356",0,0
"ENSG00000078900.15","TP73",218.465827335461,-0.880171273143814,0.164116471494408,-5.36308918373134,8.18105874601895e-08,6.30145586133269e-07,"ENSG00000078900",0,0
"ENSG00000092969.12","TGFB2",685.579572049181,-0.848710110170639,0.158427051974777,-5.35710347186011,8.45666955049421e-08,6.49753791656157e-07,"ENSG00000092969",4,8
"ENSG00000168036.18","CTNNB1",7368.19628567687,-0.64574014796404,0.121621017826536,-5.30944535331088,1.09959346010071e-07,8.34472534689473e-07,"ENSG00000168036",2,1
"ENSG00000166508.19","MCM7",1492.87606468213,-0.805077295302772,0.162821857019896,-4.94452839463927,7.63284162880367e-07,5.19792230246999e-06,"ENSG00000166508",0,0
"ENSG00000181222.19","POLR2A",6057.92888206052,-0.585248759895925,0.118661464988661,-4.93208776709313,8.1355344494891e-07,5.51262386156485e-06,"ENSG00000181222",0,0
"ENSG00000184445.12","KNTC1",603.543058435189,-0.623011695053129,0.131285898395448,-4.7454578341426,2.0803524862983e-06,1.32854696850123e-05,"ENSG00000184445",0,0
"ENSG00000133101.10","CCNA1",43.9687905158296,1.51495991724399,0.327742363439792,4.62241103452071,3.79305500209652e-06,2.33579572717938e-05,"ENSG00000133101",1,0
"ENSG00000111276.12","CDKN1B",1619.79933078219,0.584717730553298,0.135052763917224,4.32955027052744,1.49414161095337e-05,8.40142397630593e-05,"ENSG00000111276",0,0
"ENSG00000018408.15","WWTR1",4695.52121865949,-0.484134027033072,0.113604012486265,-4.26159267122369,2.02975152196221e-05,0.000111473887951516,"ENSG00000018408",8,14
"ENSG00000124762.14","CDKN1A",605.118764137126,-0.672976850823143,0.160393160753533,-4.19579518017771,2.71915893941393e-05,0.000145915309406023,"ENSG00000124762",0,0
"ENSG00000178568.16","ERBB4",9.61251893365898,3.96346698799034,0.963909346149486,4.11186695494047,3.92472458372862e-05,0.000204785014838854,"ENSG00000178568",1,2
"ENSG00000049860.14","HEXB",4005.64482793028,1.65626191720962,0.415724294743442,3.98403927350879,6.7753667860158e-05,0.000338798261427035,"ENSG00000049860",2,1
"ENSG00000166582.11","CENPV",77.185179007445,-0.906234035366729,0.235269072185319,-3.85190465941438,0.000117202656906075,0.000559699121296997,"ENSG00000166582",0,0
"ENSG00000121068.14","TBX2",610.465866265338,0.663354651892402,0.173506963582133,3.82321630323724,0.00013172212970457,0.000622126988571304,"ENSG00000121068",0,0
"ENSG00000118939.19","UCHL3",28.5761383649776,1.40377705474796,0.380494952245598,3.68934475073367,0.00022483237856146,0.0010130131628831,"ENSG00000118939",0,0
"ENSG00000101665.10","SMAD7",163.305323186724,0.703448771930281,0.193104415160267,3.6428414717833,0.000269644916722942,0.00119666821678141,"ENSG00000101665",1,5
"ENSG00000176105.14","YES1",2026.4970557688,-0.518164504419608,0.142356460576813,-3.63990859508632,0.000272734839200464,0.00120911733463343,"ENSG00000176105",0,0
"ENSG00000137693.14","YAP1",2418.95102511305,-0.406817339195767,0.112291177252213,-3.62287892201921,0.000291342217163768,0.00128540231622534,"ENSG00000137693",7,4
"ENSG00000080503.25","SMARCA2",1754.62991588167,-0.397754410600183,0.112787640931035,-3.52657797713308,0.00042096718263233,0.00179640870096168,"ENSG00000080503",5,6
"ENSG00000112118.20","MCM3",1086.06955023813,-0.565927897775049,0.162147572852005,-3.4902027074533,0.000482654294250191,0.00203081891082503,"ENSG00000112118",0,0
"ENSG00000166167.18","BTRC",927.021447499394,0.425327154546665,0.125097704961946,3.39995969291402,0.000673957872488572,0.00273850647616583,"ENSG00000166167",0,1
"ENSG00000104067.17","TJP1",3157.16811823566,-0.379035284120624,0.112502612104644,-3.36912429880352,0.000754074146669376,0.00303082148728627,"ENSG00000104067",0,2
"ENSG00000108953.17","YWHAE",8061.8696821898,-0.539562779317423,0.161788203010798,-3.33499457486039,0.000853010634304241,0.00338691586511356,"ENSG00000108953",0,1
"ENSG00000103266.11","STUB1",205.512267152613,0.586113393056822,0.184267392165063,3.18077651270928,0.0014688089214391,0.00552703018095084,"ENSG00000103266",0,0
"ENSG00000082701.17","GSK3B",2701.12444631947,-0.405839224956389,0.128004118031346,-3.17051694272058,0.00152167958533275,0.00570323426620135,"ENSG00000082701",2,1
"ENSG00000131470.15","PSMC3IP",104.538675149458,-0.673899810772873,0.21632724596007,-3.11518693718896,0.00183828368316901,0.00675714967534734,"ENSG00000131470",0,0
"ENSG00000113658.18","SMAD5",1869.09785374085,-0.393622409347487,0.12660755764729,-3.10899615048305,0.00187724164171432,0.00688173365915736,"ENSG00000113658",0,1
"ENSG00000118260.15","CREB1",1544.24092506686,-0.370826265198885,0.12011106382745,-3.08736142518569,0.00201941901548603,0.0073419271238392,"ENSG00000118260",3,5
"ENSG00000153317.15","ASAP1",4673.54377970013,-0.335717035447587,0.109483049828625,-3.06638366370948,0.00216665104055439,0.00781946478384525,"ENSG00000153317",24,15
"ENSG00000072803.18","FBXW11",1797.28261568971,0.390845186373475,0.13178337619846,2.96581555009549,0.00301881481423616,0.01052115213271,"ENSG00000072803",0,0
"ENSG00000106366.9","SERPINE1",3327.1410440314,-0.484841551560087,0.171656767355963,-2.82448259412154,0.00473570203932316,0.0155949904868375,"ENSG00000106366",1,3
"ENSG00000166913.13","YWHAB",3233.68189340534,-0.430120770288861,0.154306937834016,-2.7874363675827,0.00531268867941402,0.0172607756157184,"ENSG00000166913",1,1
"ENSG00000164741.15","DLC1",147.343449464361,-0.505294443047345,0.182909288174489,-2.7625411923604,0.0057353324195231,0.0184381763795534,"ENSG00000164741",4,1
"ENSG00000137273.6","FOXF2",66.0666109160033,-0.721500608929209,0.263202547183722,-2.74123718272978,0.006120830598674,0.0195241218683218,"ENSG00000137273",0,0
"ENSG00000111602.12","TIMELESS",307.494638619234,-0.46696031584479,0.174060833912222,-2.68274203535228,0.00730212916494969,0.0227266559900139,"ENSG00000111602",0,0
"ENSG00000106351.13","AGFG2",433.581308090603,-0.375523258048591,0.142964708549477,-2.62668501799261,0.00862211049163015,0.0262810345638633,"ENSG00000106351",0,0
"ENSG00000244405.8","ETV5",1108.0243675044,0.312573400271908,0.126868373916729,2.46376138214768,0.0137487608148898,0.0393297398217127,"ENSG00000244405",1,1
"ENSG00000175387.16","SMAD2",2208.67239550671,0.26924628567178,0.112467046005131,2.3940015785557,0.0166656770651516,0.0463143024256786,"ENSG00000175387",2,2
"ENSG00000160551.12","TAOK1",8198.47884316166,-0.261039559701329,0.113383302912056,-2.30227514102143,0.0213196608005665,0.0571079755597857,"ENSG00000160551",2,2
"ENSG00000159216.19","RUNX1",2917.86442264952,-0.260885005083553,0.119634663061372,-2.18068073589776,0.0292070388719013,0.0742760123082088,"ENSG00000159216",24,26
"ENSG00000137834.15","SMAD6",663.360966189786,-0.278069751908373,0.128324590216992,-2.16692491624691,0.0302405797347496,0.0764180934704638,"ENSG00000137834",5,12
"ENSG00000172531.16","PPP1CA",1041.51749359203,-0.294865719790396,0.137459159718082,-2.14511510469833,0.0319436450449639,0.0800488185088406,"ENSG00000172531",0,0
"ENSG00000183207.15","RUVBL2",746.559174684368,-0.34387199424183,0.160462374695116,-2.14300701267321,0.0321125352729956,0.0804245814460751,"ENSG00000183207",0,0
"ENSG00000125817.8","CENPB",1469.11087948717,-0.297787949452284,0.139521163037249,-2.13435684572656,0.0328135812640711,0.0818724642557637,"ENSG00000125817",0,0
"ENSG00000154380.19","ENAH",9410.30095559826,-0.238945522191872,0.112635247927587,-2.1214098303001,0.0338873287249656,0.0840085229988054,"ENSG00000154380",4,3
"ENSG00000127616.22","SMARCA4",2642.42670830276,-0.24538695523355,0.120112870422605,-2.04296970316488,0.0410554373573909,0.0982784422942816,"ENSG00000127616",0,0
"ENSG00000120885.22","CLU",582.694097633385,-0.441258181409235,0.216134289126868,-2.04159267459048,0.0411919525514705,0.0985427314788613,"ENSG00000120885",0,1
"ENSG00000239779.7","WBP1",106.752534654162,0.458138112988891,0.230684185519944,1.98599705461509,0.04703365096052,0.109667700152865,"ENSG00000239779",0,0
"ENSG00000116717.13","GADD45A",900.889768257822,0.420093127953069,0.211750812408004,1.98390326429364,0.0472666249630071,0.110097559949491,"ENSG00000116717",6,7
"ENSG00000104375.17","STK3",518.579808494325,-0.284643433709993,0.143595786639701,-1.9822547748159,0.0474507329479356,0.110412830303841,"ENSG00000104375",6,3
"ENSG00000170365.10","SMAD1",249.114272974878,-0.345146314200072,0.176824935946265,-1.95190973689908,0.0509489220650247,0.117029549952986,"ENSG00000170365",3,1
"ENSG00000160255.19","ITGB2",42.1433468289589,-0.564519810620053,0.298432132788766,-1.89161872531879,0.0585417991492571,0.130456460900214,"ENSG00000160255",0,1
"ENSG00000137563.13","GGH",1014.23544462651,-0.686152713517054,0.381979786167607,-1.79630634490166,0.0724458093295731,0.154896409095924,"ENSG00000137563",1,1
"ENSG00000101109.13","STK4",2237.23663633497,0.19627746779925,0.114640802763267,1.71210828141672,0.0868767155004681,0.179328407396688,"ENSG00000101109",0,2
"ENSG00000196924.19","FLNA",51995.9527667693,-0.191333275139632,0.114415987950245,-1.67225995743563,0.0944730719906197,0.191677297179391,"ENSG00000196924",0,2
"ENSG00000154473.18","BUB3",1604.04137739311,-0.256228196108624,0.161377467468988,-1.58775695347843,0.112341308843491,0.219462248607988,"ENSG00000154473",0,0
"ENSG00000143514.18","TP53BP2",990.654173142762,-0.201920327834631,0.128630891743575,-1.56976543579561,0.116469691528425,0.22547831311054,"ENSG00000143514",1,0
"ENSG00000120913.24","PDLIM2",107.795839379193,-0.317224876701642,0.210910669292128,-1.50407221107558,0.132562774581629,0.249371009967811,"ENSG00000120913",0,0
"ENSG00000148943.12","LIN7C",1828.33333809253,-0.189978433963287,0.130118717648989,-1.46003924259211,0.144279289078348,0.266381068127694,"ENSG00000148943",0,0
"ENSG00000126261.13","UBA2",1900.54082182433,0.21627135533694,0.158290107144183,1.36629735893692,0.171845649637856,0.303722694145902,"ENSG00000126261",0,0
"ENSG00000166025.18","AMOTL1",903.908476889777,-0.162695245684824,0.132665409426264,-1.22635769480854,0.220064098707562,0.3655036046689,"ENSG00000166025",5,5
"ENSG00000148229.13","POLE3",647.75535440255,0.21911267351183,0.187304316474967,1.16982180461983,0.242072686965087,0.392827206456524,"ENSG00000148229",0,0
"ENSG00000174442.12","ZWILCH",349.583114121505,-0.208887974428723,0.179648446461826,-1.16275970398169,0.244927010521885,0.39634513331463,"ENSG00000174442",0,1
"ENSG00000196502.14","SULT1A1",3.38463208376508,-1.15094342653493,1.0030423207612,-1.14745250794751,0.251194650592696,0.403488905817975,"ENSG00000196502",0,0
"ENSG00000081479.15","LRP2",5.31602998830362,0.922942302556872,0.80462712573571,1.1470434851584,0.2513636492112,0.403645839190945,"ENSG00000081479",1,2
"ENSG00000117632.23","STMN1",978.550526620597,-0.23494085180677,0.213437826387182,-1.1007460850945,0.271007182754715,0.426974811272116,"ENSG00000117632",0,1
"ENSG00000132471.12","WBP2",1757.88495188956,0.12442110811631,0.116639574138121,1.06671435518938,0.286100842809761,0.443797306994335,"ENSG00000132471",0,0
"ENSG00000166140.17","ZFYVE19",277.440771625986,-0.172510236880225,0.165240437075133,-1.04399528307824,0.296487571975911,0.45512878908522,"ENSG00000166140",0,0
"ENSG00000183527.12","PSMG1",298.962953862895,-0.221589275625206,0.213301992418962,-1.03885234784852,0.298873411184038,0.457653700180291,"ENSG00000183527",0,1
