"ensembl_id","symbol","expr_direction","n_dmrs","mean_dmr_logFC","predominant_dmr_direction"
"ENSG00000139832","RAB20","DOWN",1,5.92311229102566,"Hypermethylated"
"ENSG00000139874","SSTR1","DOWN",1,6.10618990266838,"Hypermethylated"
"ENSG00000139926","FRMD6","DOWN",1,-3.32673467934071,"Hypomethylated"
"ENSG00000139971","ARMH4","UP",2,-2.91907291519851,"Hypomethylated"
"ENSG00000139998","RAB15","UP",2,5.61304467440797,"Hypermethylated"
"ENSG00000140009","ESR2","UP",2,5.80015232820623,"Hypermethylated"
"ENSG00000140022","STON2","DOWN",1,5.52800989357782,"Hypermethylated"
"ENSG00000140153","WDR20","UP",3,5.66973560626926,"Hypermethylated"
"ENSG00000140157","NIPA2","UP",2,6.22512252302351,"Hypermethylated"
"ENSG00000140262","TCF12","UP",6,1.08398403210668,"Hypermethylated"
"ENSG00000140280","LYSMD2","DOWN",1,-1.81375258449887,"Hypomethylated"
"ENSG00000140332","TLE3","DOWN",6,4.22740064740935,"Hypermethylated"
"ENSG00000140350","ANP32A","UP",3,4.84187884645015,"Hypermethylated"
"ENSG00000140367","UBE2Q2","UP",1,5.8836381076277,"Hypermethylated"
"ENSG00000140374","ETFA","DOWN",1,5.62545099466521,"Hypermethylated"
"ENSG00000140396","NCOA2","UP",6,2.65388409242296,"Hypermethylated"
"ENSG00000140400","MAN2C1","DOWN",4,3.75481578431237,"Hypermethylated"
"ENSG00000140443","IGF1R","DOWN",20,4.11558064683167,"Hypermethylated"
"ENSG00000140450","ARRDC4","UP",1,-1.73647349953931,"Hypomethylated"
"ENSG00000140455","USP3","UP",2,2.54856841763211,"Hypermethylated"
"ENSG00000140464","PML","DOWN",1,3.45174401287018,"Hypermethylated"
"ENSG00000140474","ULK3","UP",2,5.08360875169901,"Hypermethylated"
"ENSG00000140479","PCSK6","UP",1,5.52800989357782,"Hypermethylated"
"ENSG00000140497","SCAMP2","UP",5,5.12905090054537,"Hypermethylated"
"ENSG00000140511","HAPLN3","UP",1,3.45177013322445,"Hypermethylated"
"ENSG00000140526","ABHD2","DOWN",3,5.81751873705434,"Hypermethylated"
"ENSG00000140534","TICRR","DOWN",3,5.92158674823207,"Hypermethylated"
"ENSG00000140538","NTRK3","DOWN",9,3.34231228079649,"Hypermethylated"
"ENSG00000140543","DET1","UP",5,2.68254406531893,"Hypermethylated"
"ENSG00000140545","MFGE8","UP",2,4.66173540748517,"Hypermethylated"
"ENSG00000140548","ZNF710","UP",13,4.86787111723639,"Hypermethylated"
"ENSG00000140553","UNC45A","UP",3,4.72721987308931,"Hypermethylated"
"ENSG00000140557","ST8SIA2","UP",3,5.83032366429293,"Hypermethylated"
"ENSG00000140564","FURIN","UP",1,5.80256372923548,"Hypermethylated"
"ENSG00000140577","CRTC3","UP",4,5.15958044571079,"Hypermethylated"
"ENSG00000140718","FTO","DOWN",14,2.42455893787051,"Hypermethylated"
"ENSG00000140807","NKD1","UP",2,4.84104452372085,"Hypermethylated"
"ENSG00000140829","DHX38","UP",1,5.52815664740446,"Hypermethylated"
"ENSG00000140830","TXNL4B","UP",2,4.67288511029775,"Hypermethylated"
"ENSG00000140832","MARVELD3","UP",2,5.21016332513724,"Hypermethylated"
"ENSG00000140836","ZFHX3","DOWN",10,3.66962896046732,"Hypermethylated"
"ENSG00000140848","CPNE2","UP",6,4.71720438368906,"Hypermethylated"
"ENSG00000140853","NLRC5","DOWN",4,5.12595302899985,"Hypermethylated"
"ENSG00000140937","CDH11","DOWN",3,6.11832961731024,"Hypermethylated"
"ENSG00000140943","MBTPS1","DOWN",2,5.52447871479428,"Hypermethylated"
"ENSG00000140945","CDH13","DOWN",7,3.23547560186137,"Hypermethylated"
"ENSG00000141026","MED9","UP",2,0.55836038066051,"Hypermethylated"
"ENSG00000141027","NCOR1","UP",9,3.92606561924318,"Hypermethylated"
"ENSG00000141034","GID4","UP",1,2.75956072463306,"Hypermethylated"
"ENSG00000141068","KSR1","UP",16,4.60987678640984,"Hypermethylated"
"ENSG00000141084","RANBP10","UP",11,5.11520362051487,"Hypermethylated"
"ENSG00000141098","GFOD2","UP",3,4.10359825730501,"Hypermethylated"
"ENSG00000141179","PCTP","DOWN",2,5.57343218256081,"Hypermethylated"
"ENSG00000141258","SGSM2","DOWN",12,4.88648936315457,"Hypermethylated"
"ENSG00000141279","NPEPPS","DOWN",3,4.12207682699722,"Hypermethylated"
"ENSG00000141293","SKAP1","UP",2,5.84548108406056,"Hypermethylated"
"ENSG00000141295","SCRN2","UP",4,5.29070934719108,"Hypermethylated"
"ENSG00000141314","RHBDL3","UP",4,4.46257294443289,"Hypermethylated"
"ENSG00000141337","ARSG","UP",4,5.08238698393207,"Hypermethylated"
"ENSG00000141338","ABCA8","DOWN",1,5.71676246188377,"Hypermethylated"
"ENSG00000141367","CLTC","DOWN",1,3.43954693507228,"Hypermethylated"
"ENSG00000141376","BCAS3","UP",21,4.24371731735721,"Hypermethylated"
"ENSG00000141384","TAF4B","UP",1,5.54185398535076,"Hypermethylated"
"ENSG00000141385","AFG3L2","UP",2,4.61174500179396,"Hypermethylated"
"ENSG00000141401","IMPA2","UP",1,5.6130950315536,"Hypermethylated"
"ENSG00000141404","GNAL","UP",1,5.42348725001239,"Hypermethylated"
"ENSG00000141441","GAREM1","DOWN",1,3.70319122532733,"Hypermethylated"
"ENSG00000141446","ESCO1","UP",4,5.00459880303404,"Hypermethylated"
"ENSG00000141447","OSBPL1A","DOWN",1,5.52800989357782,"Hypermethylated"
"ENSG00000141448","GATA6","DOWN",2,3.92730262883377,"Hypermethylated"
"ENSG00000141449","GREB1L","UP",6,5.141407245183,"Hypermethylated"
"ENSG00000141458","NPC1","UP",1,5.6254126256071,"Hypermethylated"
"ENSG00000141480","ARRB2","UP",3,5.26269663248742,"Hypermethylated"
"ENSG00000141503","MINK1","UP",13,4.38604434381804,"Hypermethylated"
"ENSG00000141510","TP53","DOWN",5,5.33797732055327,"Hypermethylated"
"ENSG00000141524","TMC6","UP",1,1.67740211977278,"Hypermethylated"
"ENSG00000141526","SLC16A3","DOWN",11,3.85092390842156,"Hypermethylated"
"ENSG00000141542","RAB40B","UP",15,4.47430329150584,"Hypermethylated"
"ENSG00000141562","NARF","UP",12,4.68228617551204,"Hypermethylated"
"ENSG00000141564","RPTOR","UP",76,3.90320679276084,"Hypermethylated"
"ENSG00000141568","FOXK2","UP",26,4.41738281292579,"Hypermethylated"
"ENSG00000141569","TRIM65","DOWN",4,4.06341777269635,"Hypermethylated"
"ENSG00000141576","RNF157","UP",2,5.021680984009,"Hypermethylated"
"ENSG00000141577","CEP131","DOWN",4,6.19726818880304,"Hypermethylated"
"ENSG00000141580","WDR45B","DOWN",4,3.68056029711678,"Hypermethylated"
"ENSG00000141582","CBX4","DOWN",1,3.78467968049396,"Hypermethylated"
"ENSG00000141627","DYM","UP",2,4.62475130399751,"Hypermethylated"
"ENSG00000141646","SMAD4","DOWN",2,1.44913115542427,"Hypermethylated"
"ENSG00000141664","ZCCHC2","UP",2,1.82414458348566,"Hypermethylated"
"ENSG00000141696","P3H4","UP",2,5.80016191985553,"Hypermethylated"
"ENSG00000141699","RETREG3","UP",2,5.82191731712178,"Hypermethylated"
"ENSG00000141753","IGFBP4","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000141837","CACNA1A","UP",2,4.06380950654578,"Hypermethylated"
"ENSG00000141873","SLC39A3","UP",2,4.68784778019183,"Hypermethylated"
"ENSG00000141905","NFIC","DOWN",20,5.18214184148939,"Hypermethylated"
"ENSG00000141933","TPGS1","UP",2,4.43912185561069,"Hypermethylated"
"ENSG00000141934","PLPP2","UP",1,5.79432597526571,"Hypermethylated"
"ENSG00000141965","FEM1A","UP",3,4.93366998287146,"Hypermethylated"
"ENSG00000142082","SIRT3","DOWN",2,5.69521208084314,"Hypermethylated"
"ENSG00000142197","DOP1B","UP",15,5.4073302576667,"Hypermethylated"
"ENSG00000142207","URB1","UP",4,2.54490903301983,"Hypermethylated"
"ENSG00000142235","LMTK3","UP",2,5.82771777670414,"Hypermethylated"
"ENSG00000142252","GEMIN7","DOWN",2,4.57150045074964,"Hypermethylated"
"ENSG00000142279","WTIP","DOWN",3,5.74533730609378,"Hypermethylated"
"ENSG00000142330","CAPN10","UP",1,5.42348725001239,"Hypermethylated"
"ENSG00000142347","MYO1F","UP",4,5.90806154190609,"Hypermethylated"
"ENSG00000142408","CACNG8","UP",2,4.80408382841992,"Hypermethylated"
"ENSG00000142449","FBN3","UP",1,5.80258291143102,"Hypermethylated"
"ENSG00000142459","EVI5L","DOWN",6,5.93412041195605,"Hypermethylated"
"ENSG00000142494","SLC47A1","UP",3,2.95432819398152,"Hypermethylated"
"ENSG00000142544","CTU1","UP",2,5.82218933578918,"Hypermethylated"
"ENSG00000142556","ZNF614","UP",1,-2.12483672669213,"Hypomethylated"
"ENSG00000142583","SLC2A5","UP",3,5.8185073360888,"Hypermethylated"
"ENSG00000142599","RERE","DOWN",19,4.23113016954571,"Hypermethylated"
"ENSG00000142611","PRDM16","DOWN",54,5.14194336132602,"Hypermethylated"
"ENSG00000142621","FHAD1","UP",12,4.82763233930002,"Hypermethylated"
"ENSG00000142627","EPHA2","DOWN",4,5.59269502186976,"Hypermethylated"
"ENSG00000142634","EFHD2","DOWN",3,5.49256337230741,"Hypermethylated"
"ENSG00000142655","PEX14","UP",5,3.12814284406043,"Hypermethylated"
"ENSG00000142657","PGD","UP",5,4.7305405990924,"Hypermethylated"
"ENSG00000142675","CNKSR1","DOWN",1,5.63071595729091,"Hypermethylated"
"ENSG00000142733","MAP3K6","DOWN",2,5.66525803454912,"Hypermethylated"
"ENSG00000142798","HSPG2","DOWN",9,5.62510455618466,"Hypermethylated"
"ENSG00000142867","BCL10","DOWN",1,-3.32675388013515,"Hypomethylated"
"ENSG00000142920","AZIN2","UP",1,5.52049962191519,"Hypermethylated"
"ENSG00000142945","KIF2C","DOWN",2,5.52444034425085,"Hypermethylated"
"ENSG00000142949","PTPRF","DOWN",19,5.59529709092729,"Hypermethylated"
"ENSG00000143061","IGSF3","DOWN",5,4.82147651001512,"Hypermethylated"
"ENSG00000143067","ZNF697","DOWN",1,5.71672409452293,"Hypermethylated"
"ENSG00000143079","CTTNBP2NL","DOWN",1,5.6254126256071,"Hypermethylated"
"ENSG00000143126","CELSR2","DOWN",5,5.4616172216947,"Hypermethylated"
"ENSG00000143158","MPC2","UP",2,4.09830373640892,"Hypermethylated"
"ENSG00000143164","DCAF6","UP",1,6.0331590920122,"Hypermethylated"
"ENSG00000143294","PRCC","UP",2,3.92687914694862,"Hypermethylated"
"ENSG00000143318","CASQ1","UP",1,5.8025445472944,"Hypermethylated"
"ENSG00000143322","ABL2","DOWN",7,4.91117254628888,"Hypermethylated"
"ENSG00000143324","XPR1","DOWN",1,5.54189623060335,"Hypermethylated"
"ENSG00000143337","TOR1AIP1","UP",1,-2.80783044615757,"Hypomethylated"
"ENSG00000143341","HMCN1","DOWN",2,1.75407515751251,"Hypermethylated"
"ENSG00000143353","LYPLAL1","DOWN",2,-2.08407654530893,"Hypomethylated"
"ENSG00000143355","LHX9","UP",1,5.42348725001239,"Hypermethylated"
"ENSG00000143363","PRUNE1","UP",1,5.52797152180383,"Hypermethylated"
"ENSG00000143369","ECM1","UP",2,4.55245287198171,"Hypermethylated"
"ENSG00000143374","TARS2","DOWN",1,5.52799070756349,"Hypermethylated"
"ENSG00000143375","CGN","UP",2,5.70581440992926,"Hypermethylated"
"ENSG00000143382","ADAMTSL4","UP",2,5.75455414360194,"Hypermethylated"
"ENSG00000143398","PIP5K1A","DOWN",5,5.74133515906281,"Hypermethylated"
"ENSG00000143416","SELENBP1","UP",1,5.52050242675967,"Hypermethylated"
"ENSG00000143437","ARNT","UP",3,1.70367987557758,"Hypermethylated"
"ENSG00000143452","HORMAD1","UP",1,5.8836189262807,"Hypermethylated"
"ENSG00000143458","GABPB2","DOWN",1,3.64038367935039,"Hypermethylated"
"ENSG00000143476","DTL","DOWN",2,1.34753294121688,"Hypermethylated"
"ENSG00000143552","NUP210L","DOWN",3,4.89968095117691,"Hypermethylated"
"ENSG00000143570","SLC39A1","DOWN",1,5.52817281739436,"Hypermethylated"
"ENSG00000143578","CREB3L4","DOWN",1,5.52817281739436,"Hypermethylated"
"ENSG00000143612","C1orf43","DOWN",2,4.87636710687396,"Hypermethylated"
"ENSG00000143641","GALNT2","UP",10,4.88597584659848,"Hypermethylated"
"ENSG00000143643","TTC13","UP",1,3.8795063497377,"Hypermethylated"
"ENSG00000143653","SCCPDH","DOWN",4,5.72223343388421,"Hypermethylated"
"ENSG00000143669","LYST","UP",3,3.04227786329083,"Hypermethylated"
"ENSG00000143748","NVL","UP",2,4.70204098826036,"Hypermethylated"
"ENSG00000143756","FBXO28","UP",4,3.46477979665876,"Hypermethylated"
"ENSG00000143761","ARF1","UP",1,5.52050650967993,"Hypermethylated"
"ENSG00000143772","ITPKB","UP",3,4.7870896786681,"Hypermethylated"
"ENSG00000143776","CDC42BPA","DOWN",4,3.22040779563086,"Hypermethylated"
"ENSG00000143797","MBOAT2","UP",4,3.45386577028131,"Hypermethylated"
"ENSG00000143801","PSEN2","DOWN",8,4.59654883170951,"Hypermethylated"
"ENSG00000143842","SOX13","UP",3,5.80447120390289,"Hypermethylated"
"ENSG00000143847","PPFIA4","DOWN",2,5.86252017579335,"Hypermethylated"
"ENSG00000143850","PLEKHA6","UP",5,5.77897672527252,"Hypermethylated"
"ENSG00000143858","SYT2","UP",1,-3.80231899651128,"Hypomethylated"
"ENSG00000143862","ARL8A","UP",2,3.65222456858542,"Hypermethylated"
"ENSG00000143882","ATP6V1C2","UP",4,5.20768052546342,"Hypermethylated"
"ENSG00000143919","CAMKMT","UP",1,5.6254126256071,"Hypermethylated"
"ENSG00000143921","ABCG8","UP",1,6.10250955697633,"Hypermethylated"
"ENSG00000143924","EML4","UP",1,5.72814659784412,"Hypermethylated"
"ENSG00000143977","SNRPG","DOWN",1,5.43007452598277,"Hypermethylated"
"ENSG00000144028","SNRNP200","DOWN",6,4.56053014975226,"Hypermethylated"
"ENSG00000144040","SFXN5","DOWN",3,5.77618684540807,"Hypermethylated"
"ENSG00000144118","RALB","UP",2,4.85254375049298,"Hypermethylated"
"ENSG00000144218","AFF3","DOWN",4,4.29489359694203,"Hypermethylated"
"ENSG00000144224","UBXN4","UP",2,5.75357804608718,"Hypermethylated"
"ENSG00000144231","POLR2D","DOWN",3,5.7498193413509,"Hypermethylated"
"ENSG00000144320","LNPK","DOWN",1,2.44290958071306,"Hypermethylated"
"ENSG00000144339","TMEFF2","UP",1,-5.74616244365621,"Hypomethylated"
"ENSG00000144362","PHOSPHO2","UP",1,-1.98858483414036,"Hypomethylated"
"ENSG00000144401","METTL21A","UP",2,5.72243519697394,"Hypermethylated"
"ENSG00000144406","UNC80","DOWN",2,5.87495118504414,"Hypermethylated"
"ENSG00000144426","NBEAL1","DOWN",2,5.66539464049196,"Hypermethylated"
"ENSG00000144451","SPAG16","DOWN",3,5.67210251941511,"Hypermethylated"
"ENSG00000144452","ABCA12","DOWN",2,1.55048798419361,"Hypermethylated"
"ENSG00000144504","ANKMY1","UP",9,4.16711452890489,"Hypermethylated"
"ENSG00000144560","VGLL4","DOWN",4,5.02283012949227,"Hypermethylated"
"ENSG00000144642","RBMS3","DOWN",4,-0.910242900124825,"Hypomethylated"
"ENSG00000144645","OSBPL10","DOWN",3,-0.533032004964163,"Hypomethylated"
"ENSG00000144674","GOLGA4","DOWN",3,0.40836674740752,"Hypermethylated"
"ENSG00000144724","PTPRG","UP",2,1.02351482328162,"Hypermethylated"
"ENSG00000144730","IL17RD","UP",1,5.52800989357782,"Hypermethylated"
"ENSG00000144736","SHQ1","UP",1,-2.61718778659833,"Hypomethylated"
"ENSG00000144791","LIMD1","UP",2,5.71690973063064,"Hypermethylated"
"ENSG00000144802","NFKBIZ","DOWN",1,5.62547017957618,"Hypermethylated"
"ENSG00000144810","COL8A1","DOWN",2,-3.66029980401236,"Hypomethylated"
"ENSG00000144820","ADGRG7","UP",1,-5.7460182902323,"Hypomethylated"
"ENSG00000144821","MYH15","UP",1,5.4234680628946,"Hypermethylated"
"ENSG00000144840","RABL3","DOWN",3,3.04502085088725,"Hypermethylated"
"ENSG00000144909","OSBPL11","UP",1,5.88358056434996,"Hypermethylated"
"ENSG00000145012","LPP","DOWN",15,2.88905714733692,"Hypermethylated"
"ENSG00000145014","TMEM44","DOWN",14,4.32837413346636,"Hypermethylated"
"ENSG00000145087","STXBP5L","DOWN",1,-3.66728064016271,"Hypomethylated"
"ENSG00000145088","EAF2","UP",1,5.62543181000885,"Hypermethylated"
"ENSG00000145147","SLIT2","DOWN",1,5.52797152180383,"Hypermethylated"
"ENSG00000145191","EIF2B5","UP",1,2.35304347903837,"Hypermethylated"
"ENSG00000145216","FIP1L1","DOWN",1,-1.81422091260307,"Hypomethylated"
"ENSG00000145217","SLC26A1","DOWN",1,3.45471784233388,"Hypermethylated"
"ENSG00000145241","CENPC","DOWN",3,0.326809602725353,"Hypermethylated"
"ENSG00000145242","EPHA5","DOWN",2,-1.31364632063728,"Hypomethylated"
"ENSG00000145244","CORIN","UP",2,-0.10902352121617,"Hypomethylated"
"ENSG00000145248","SLC10A4","UP",2,3.00062157877711,"Hypermethylated"
"ENSG00000145293","ENOPH1","UP",1,5.71676246188377,"Hypermethylated"
"ENSG00000145362","ANK2","DOWN",2,1.31207463566112,"Hypermethylated"
"ENSG00000145375","AFG2A","UP",2,-5.06314195686653,"Hypomethylated"
"ENSG00000145391","SETD7","DOWN",1,5.96425807629096,"Hypermethylated"
"ENSG00000145416","MARCHF1","DOWN",5,0.146314946809342,"Hypermethylated"
"ENSG00000145491","ROPN1L","UP",3,5.64657765802472,"Hypermethylated"
"ENSG00000145494","NDUFS6","DOWN",4,4.03375005442105,"Hypermethylated"
"ENSG00000145495","MARCHF6","DOWN",2,5.71275213423999,"Hypermethylated"
"ENSG00000145536","ADAMTS16","DOWN",2,5.67109713637064,"Hypermethylated"
"ENSG00000145555","MYO10","UP",7,5.77750403327533,"Hypermethylated"
"ENSG00000145604","SKP2","DOWN",1,-4.32921438188319,"Hypomethylated"
"ENSG00000145675","PIK3R1","DOWN",1,-2.52524358966508,"Hypomethylated"
"ENSG00000145687","SSBP2","DOWN",2,-0.37676885796916,"Hypomethylated"
"ENSG00000145692","BHMT","DOWN",2,5.74169795851491,"Hypermethylated"
"ENSG00000145715","RASA1","DOWN",3,2.89068114977158,"Hypermethylated"
"ENSG00000145721","LIX1","UP",1,-3.66728091416664,"Hypomethylated"
"ENSG00000145730","PAM","DOWN",2,1.00013168347389,"Hypermethylated"
"ENSG00000145781","COMMD10","UP",3,0.691570420386467,"Hypermethylated"
"ENSG00000145819","ARHGAP26","DOWN",5,2.22188104565658,"Hypermethylated"
"ENSG00000145832","SLC25A48","UP",3,6.11224471951888,"Hypermethylated"
"ENSG00000145868","FBXO38","DOWN",1,-1.91533665537094,"Hypomethylated"
"ENSG00000145934","TENM2","DOWN",12,3.42055673370415,"Hypermethylated"
"ENSG00000145945","FAM50B","UP",2,4.49146899915598,"Hypermethylated"
"ENSG00000145949","MYLK4","UP",2,4.73401127916589,"Hypermethylated"
"ENSG00000145996","CDKAL1","UP",5,3.36161351923203,"Hypermethylated"
"ENSG00000146021","KLHL3","DOWN",3,4.81320645209564,"Hypermethylated"
"ENSG00000146063","TRIM41","UP",1,3.52088791558351,"Hypermethylated"
"ENSG00000146072","TNFRSF21","UP",1,3.64476769832093,"Hypermethylated"
"ENSG00000146090","RASGEF1C","UP",4,4.95605022616166,"Hypermethylated"
"ENSG00000146147","LOC101927189","UP",2,0.84202073752096,"Hypermethylated"
"ENSG00000146147","MLIP","UP",2,1.04774362404684,"Hypermethylated"
"ENSG00000146205","ANO7","DOWN",1,3.0741788900329,"Hypermethylated"
"ENSG00000146216","TTBK1","UP",1,3.52092654184151,"Hypermethylated"
"ENSG00000146243","IRAK1BP1","DOWN",1,-2.40266753679566,"Hypomethylated"
"ENSG00000146247","PHIP","DOWN",2,-2.78741452489214,"Hypomethylated"
"ENSG00000146250","PRSS35","DOWN",1,3.40863535975281,"Hypermethylated"
"ENSG00000146263","MMS22L","DOWN",2,4.66551558526489,"Hypermethylated"
"ENSG00000146267","FAXC","DOWN",1,5.42348725001239,"Hypermethylated"
"ENSG00000146282","RARS2","DOWN",1,5.6254126256071,"Hypermethylated"
"ENSG00000146350","TBC1D32","DOWN",1,5.52800989357782,"Hypermethylated"
"ENSG00000146416","AIG1","DOWN",3,2.14363472316784,"Hypermethylated"
"ENSG00000146530","VWDE","DOWN",3,3.14707512853231,"Hypermethylated"
"ENSG00000146648","EGFR","DOWN",41,3.10887567631442,"Hypermethylated"
"ENSG00000146670","CDCA5","DOWN",1,5.54186848609914,"Hypermethylated"
"ENSG00000146674","IGFBP3","DOWN",1,5.42350643738492,"Hypermethylated"
"ENSG00000146700","SSC4D","UP",1,5.42350643738492,"Hypermethylated"
"ENSG00000146729","NIPSNAP2","DOWN",10,4.25154423336217,"Hypermethylated"
"ENSG00000146731","CCT6A","DOWN",2,0.58072788541433,"Hypermethylated"
"ENSG00000146733","PSPH","DOWN",10,3.87743569168043,"Hypermethylated"
"ENSG00000146757","ZNF92","DOWN",1,5.42348725001239,"Hypermethylated"
"ENSG00000146834","MEPCE","UP",1,5.42348725001239,"Hypermethylated"
"ENSG00000146842","TMEM209","UP",1,5.4234680628946,"Hypermethylated"
"ENSG00000146859","TMEM140","UP",1,4.05518518544256,"Hypermethylated"
"ENSG00000146872","TLK2","UP",2,4.56890862917688,"Hypermethylated"
"ENSG00000146918","NCAPG2","DOWN",4,5.9469234293161,"Hypermethylated"
"ENSG00000146963","LUC7L2","UP",10,4.72324007861075,"Hypermethylated"
"ENSG00000146966","DENND2A","UP",37,3.46655311193204,"Hypermethylated"
"ENSG00000147010","SH3KBP1","UP",1,5.7796375663703,"Hypermethylated"
"ENSG00000147119","CHST7","UP",1,5.4234680628946,"Hypermethylated"
"ENSG00000147130","ZMYM3","DOWN",1,5.80701696305453,"Hypermethylated"
"ENSG00000147257","GPC3","UP",1,5.71670491122433,"Hypermethylated"
"ENSG00000147274","RBMX","DOWN",1,6.16923878009264,"Hypermethylated"
"ENSG00000147316","MCPH1","UP",3,4.0510583852653,"Hypermethylated"
"ENSG00000147408","CSGALNACT1","UP",2,1.32916179494582,"Hypermethylated"
"ENSG00000147454","SLC25A37","DOWN",2,5.67109713594631,"Hypermethylated"
"ENSG00000147457","CHMP7","UP",1,3.52090709150266,"Hypermethylated"
"ENSG00000147471","PLPBP","UP",1,5.42348725001239,"Hypermethylated"
"ENSG00000147573","TRIM55","DOWN",4,4.14952840662678,"Hypermethylated"
"ENSG00000147601","TERF1","DOWN",1,3.1752125393984,"Hypermethylated"
"ENSG00000147650","LRP12","UP",4,1.86900574905801,"Hypermethylated"
"ENSG00000147799","ARHGAP39","DOWN",24,4.46248805642149,"Hypermethylated"
"ENSG00000147852","VLDLR","DOWN",1,3.45475619663122,"Hypermethylated"
"ENSG00000147853","AK3","DOWN",2,5.62246925161119,"Hypermethylated"
"ENSG00000147854","UHRF2","UP",1,5.52797152180383,"Hypermethylated"
"ENSG00000147862","NFIB","DOWN",3,1.32153628906705,"Hypermethylated"
"ENSG00000147872","PLIN2","UP",4,5.59487796536644,"Hypermethylated"
"ENSG00000147874","HAUS6","UP",1,5.62543181000885,"Hypermethylated"
"ENSG00000148090","AUH","UP",2,3.4878316435157,"Hypermethylated"
"ENSG00000148120","AOPEP","DOWN",13,3.46269236260193,"Hypermethylated"
"ENSG00000148143","ZNF462","DOWN",8,1.37875663006625,"Hypermethylated"
"ENSG00000148180","GSN","DOWN",4,3.29292746671127,"Hypermethylated"
"ENSG00000148200","NR6A1","UP",4,4.87283025594554,"Hypermethylated"
"ENSG00000148215","OR5C1","UP",1,5.8836381076277,"Hypermethylated"
"ENSG00000148219","ASTN2","UP",4,3.77510266477162,"Hypermethylated"
"ENSG00000148334","PTGES2","UP",1,5.88223773746766,"Hypermethylated"
"ENSG00000148339","SLC25A25","DOWN",4,5.52456172385677,"Hypermethylated"
"ENSG00000148341","SH3GLB2","DOWN",1,5.4234680628946,"Hypermethylated"
"ENSG00000148343","MIGA2","DOWN",2,4.42030092176424,"Hypermethylated"
"ENSG00000148356","LRSAM1","DOWN",3,4.08416148815705,"Hypermethylated"
"ENSG00000148358","GPR107","UP",4,4.84151727462994,"Hypermethylated"
"ENSG00000148396","SEC16A","DOWN",10,5.00352263609315,"Hypermethylated"
"ENSG00000148408","CACNA1B","UP",1,5.71674327807608,"Hypermethylated"
"ENSG00000148411","NACC2","DOWN",12,4.48096607331217,"Hypermethylated"
"ENSG00000148459","PDSS1","UP",1,5.96032613030607,"Hypermethylated"
"ENSG00000148481","MINDY3","UP",1,-2.17148668878761,"Hypomethylated"
"ENSG00000148634","HERC4","UP",7,4.1783089720178,"Hypermethylated"
"ENSG00000148655","LRMDA","DOWN",5,1.16336384097323,"Hypermethylated"
"ENSG00000148680","HTR7","DOWN",1,5.42350643738492,"Hypermethylated"
"ENSG00000148700","ADD3","UP",2,5.60891167004075,"Hypermethylated"
"ENSG00000148735","PLEKHS1","UP",1,5.80256372923548,"Hypermethylated"
"ENSG00000148737","TCF7L2","UP",5,1.70697735473744,"Hypermethylated"
"ENSG00000148842","CNNM2","UP",4,4.51955823150619,"Hypermethylated"
"ENSG00000148848","ADAM12","DOWN",9,5.46487254763719,"Hypermethylated"
"ENSG00000148908","RGS10","UP",4,4.40602909707886,"Hypermethylated"
"ENSG00000148948","LRRC4C","DOWN",1,-3.5182611353367,"Hypomethylated"
"ENSG00000148985","PGAP2","UP",1,5.69838478010164,"Hypermethylated"
"ENSG00000149089","APIP","DOWN",2,2.71505429181251,"Hypermethylated"
"ENSG00000149091","DGKZ","UP",1,5.42348725001239,"Hypermethylated"
"ENSG00000149115","TNKS1BP1","DOWN",1,5.80701743891651,"Hypermethylated"
"ENSG00000149177","PTPRJ","DOWN",3,3.94834809320691,"Hypermethylated"
"ENSG00000149201","CCDC81","DOWN",1,5.4234680628946,"Hypermethylated"
"ENSG00000149256","TENM4","UP",6,3.6963267492948,"Hypermethylated"
"ENSG00000149260","CAPN5","UP",4,5.13243147029815,"Hypermethylated"
"ENSG00000149269","PAK1","UP",1,-1.64708627194555,"Hypomethylated"
"ENSG00000149289","ZC3H12C","DOWN",2,2.53593926427455,"Hypermethylated"
"ENSG00000149295","DRD2","DOWN",1,5.62545099466521,"Hypermethylated"
"ENSG00000149311","ATM","DOWN",1,5.54186705882458,"Hypermethylated"
"ENSG00000149313","AASDHPPT","DOWN",1,-6.0045660533909,"Hypomethylated"
"ENSG00000149346","SLX4IP","DOWN",3,2.12125284549629,"Hypermethylated"
"ENSG00000149357","LAMTOR1","UP",1,5.52052083229836,"Hypermethylated"
"ENSG00000149403","GRIK4","UP",5,4.67112687021184,"Hypermethylated"
"ENSG00000149489","ROM1","UP",1,5.88358056434996,"Hypermethylated"
"ENSG00000149503","INCENP","DOWN",4,5.57670646234626,"Hypermethylated"
"ENSG00000149557","FEZ1","DOWN",7,5.36057044966209,"Hypermethylated"
"ENSG00000149557","STT3A-AS1","DOWN",2,5.84239979175124,"Hypermethylated"
"ENSG00000149564","ESAM","UP",2,5.67109713637064,"Hypermethylated"
"ENSG00000149571","KIRREL3","DOWN",25,4.95530261413423,"Hypermethylated"
"ENSG00000149577","SIDT2","UP",5,5.14781241249307,"Hypermethylated"
"ENSG00000149596","JPH2","DOWN",4,5.12380568143589,"Hypermethylated"
"ENSG00000149646","CNBD2","UP",1,5.52057046709575,"Hypermethylated"
