"expr_direction","n_genes","mean_tes_meth","median_tes_meth","mean_gfp_meth","median_gfp_meth","mean_meth_diff","median_meth_diff"
"DOWN",4294,8.92720790382733,8.54401200573733,9.43443891724456,9.09468221745851,-0.507231013417222,-1.19747942302584
"UP",4566,8.86232123931324,8.38365052101898,8.32500167488652,7.75807519820752,0.537319564426715,0.135543276263412
