gene_symbol,baseMean,log2FoldChange,padj,tes_bound,tead1_bound
LOC100130691,334.149771352341,-1.55481131721294,8.21733622290443e-14,TRUE,TRUE
FANCL,1339.6631574933,-1.21071253906337,9.90660762818627e-14,TRUE,FALSE
KCNQ5,180.373502839418,-1.4214768038164,1.20882064954238e-13,TRUE,TRUE
ABCA12,97.4646284445101,-1.93155005193051,1.44633654580279e-13,TRUE,TRUE
PJA2,3765.38620970851,-0.890082195911385,1.45857014990784e-13,TRUE,TRUE
EVA1A,805.500165180987,-1.23060923554926,1.61903218687146e-13,TRUE,TRUE
FGF13,236.206935476906,-1.27426992777788,2.43677962406447e-13,TRUE,TRUE
OLFML2B,310.13941349431,-1.24681028522393,2.44927306389136e-13,TRUE,TRUE
CEP78,366.196619614822,-1.15002696098597,2.54210370433021e-13,TRUE,TRUE
SYT16,53.75750335654,-2.38276513609918,2.74438335482819e-13,TRUE,TRUE
HS3ST3A1,1732.85272607293,-0.939793740746302,3.02060770429871e-13,TRUE,TRUE
TMEM161B-DT,4224.34551936644,-0.951671995833774,3.15537513434209e-13,TRUE,TRUE
ITSN1,1100.35714400081,-0.956312369658402,3.4050772447114697e-13,TRUE,TRUE
SCHIP1,278.467486156619,-1.28014067286966,3.78204126158737e-13,TRUE,TRUE
MDM1,176.217557951527,-1.57286252589504,4.20241917767133e-13,TRUE,FALSE
AMIGO2,172.609982923925,-1.66134759785525,4.30986229577591e-13,TRUE,TRUE
MAML2,2247.35804816057,-0.880524979085276,4.5312121332618297e-13,TRUE,TRUE
ERGIC1,2205.81045774188,-0.969606791030301,5.06398898952126e-13,TRUE,TRUE
RERE,2968.10731512308,-0.961288649620021,5.11146987575451e-13,TRUE,TRUE
NRDC,1517.78880949024,-1.01994514723912,5.6635502734186e-13,TRUE,FALSE
CDK14,1001.36022252371,-0.932517092337452,5.70374485302179e-13,TRUE,TRUE
NAMPT,2444.75801757668,-1.1237518851038,5.85971769310832e-13,TRUE,TRUE
SNHG33,122.134900400631,-1.95341914259642,5.89824886966097e-13,TRUE,FALSE
HIVEP1,837.184908796615,-0.953674603230097,5.91684833281381e-13,TRUE,FALSE
TBL1XR1,4599.78440579605,-0.833944364397157,6.035185897873099e-13,TRUE,TRUE
BLID,90.325613737444,-1.96754693039167,6.16016196401771e-13,TRUE,FALSE
YEATS2,3468.96632471777,-0.831190230014568,6.26116907341065e-13,TRUE,FALSE
ADAM9,2965.84891461894,-1.04041676909362,6.8857652658336e-13,TRUE,TRUE
SMC5,1545.56064811685,-0.941073588762923,8.30289226366233e-13,TRUE,TRUE
TBC1D32,303.863115282275,-1.28277054196141,9.30294254036432e-13,TRUE,FALSE
ARHGEF10L,792.191700769696,-1.08875150006673,9.36487031416477e-13,TRUE,TRUE
LURAP1L-AS1,83.1382614652976,-1.93314498310255,9.44403659566621e-13,TRUE,TRUE
LRRC8C,290.680169814629,-1.24657248393079,9.45357774740693e-13,TRUE,TRUE
SPAG16,211.355326909795,-1.32728389718736,9.919069240819899e-13,TRUE,FALSE
MIR125B1,43.3811805428264,-2.54482263523716,1.0390031741433999e-12,TRUE,TRUE
NDUFV2,190.890855854956,-1.32600995372972,1.04657553671801e-12,TRUE,TRUE
SRGAP1,1006.42191073948,-0.947293218134724,1.05860386766472e-12,TRUE,TRUE
PPP1CB,8239.27673239004,-0.868330292403452,1.19041131062187e-12,TRUE,FALSE
NR1H4,28.5278009920578,-3.36960558105971,1.2573771872087299e-12,TRUE,TRUE
ARRDC3,5421.34171829883,-1.00270942748704,1.614846782233e-12,TRUE,FALSE
RHOBTB3,656.159446474589,-1.11193240461248,1.8072058444737699e-12,TRUE,TRUE
PARP12,3857.32679434797,-0.84042177778347,1.84432415714618e-12,TRUE,TRUE
FEZ2,1264.43932924309,-1.01321238669677,1.87443770600274e-12,TRUE,TRUE
DOK6,42.7279718743294,-2.42784259207377,1.89655527886316e-12,TRUE,TRUE
TMSB4X,12005.2090315674,-2.95816788923507,1.99218731277703e-12,TRUE,TRUE
SRSF1,1277.79940253059,-0.891341224328555,2.43860129299075e-12,TRUE,TRUE
RTN4,4852.44362122439,-0.990479400188744,2.46066738718387e-12,TRUE,TRUE
OSBPL1A,229.288842880223,-1.31069543335941,2.47459142682303e-12,TRUE,TRUE
TNFSF4,59.0097699535185,-2.04893291946621,2.5423329236708898e-12,TRUE,TRUE
NIPSNAP2,1423.97005727607,-1.15578434041577,2.60565444348678e-12,TRUE,FALSE
SPDL1,449.834932037909,-1.49755916607554,2.82980943731917e-12,TRUE,TRUE
ZNF22,133.130560933663,-2.04910642057808,3.00858577020453e-12,TRUE,FALSE
BLOC1S5,115.821175759393,-1.77779925168119,3.4244269675170197e-12,TRUE,TRUE
JADE3,441.128125990727,-1.06018905486019,3.4651465505462995e-12,TRUE,TRUE
CDH4,3135.56632833354,-0.829218210897561,4.624923701405099e-12,TRUE,TRUE
VWDE,198.886933346868,-1.24759565256098,4.71068634492759e-12,TRUE,TRUE
PPP1R3C,428.137324405896,-1.20504947591693,5.05492750036072e-12,TRUE,TRUE
SCMH1,797.628881610501,-0.895790374225625,5.4897946022152095e-12,TRUE,TRUE
PKP4,546.942989033418,-0.95216769655539,5.65798872349659e-12,TRUE,TRUE
FOXO1,687.814112639771,-0.94143100656381,5.9998255555099096e-12,TRUE,TRUE
TEX9,164.824177626334,-1.37136236269798,6.07552606486467e-12,TRUE,TRUE
APBB2,2137.0234478321,-0.814805435613867,8.64349534800477e-12,TRUE,TRUE
SOX9,7321.18586696369,-0.859477098015734,8.902187863478009e-12,TRUE,FALSE
TPD52,660.462850531555,-1.16323520072547,9.11677425112353e-12,TRUE,TRUE
ZFPM2,58.6896238875159,-2.02612041267472,9.86112418181474e-12,TRUE,TRUE
BAALC,299.2766546285,-1.33182202978659,1.09975469159117e-11,TRUE,TRUE
APH1B,273.769202630192,-1.11277840214377,1.1026852802745001e-11,TRUE,TRUE
MAST4,493.421638963579,-1.03117950358801,1.1075671281070898e-11,TRUE,TRUE
PHGDH,2297.55400936373,-1.0701559123936,1.18554241943143e-11,TRUE,TRUE
SRI,582.787521446478,-1.31012574869417,1.19585467525009e-11,TRUE,TRUE
HOXB3,871.791990097661,-0.931138977926539,1.2107275587400099e-11,TRUE,FALSE
IRF1,1210.28605543305,-0.868444743367032,1.2427400441040798e-11,TRUE,TRUE
TMPRSS5,355.517727278444,-1.19586340633273,1.2493160214264199e-11,TRUE,TRUE
SPAAR,76.1549071657902,-1.7406237387263,1.2713749035725399e-11,TRUE,TRUE
PDIA5,799.111043932865,-1.05240079852838,1.3326316483648898e-11,TRUE,TRUE
TSEN15,352.977738348696,-1.39391063766427,1.3563306307239598e-11,TRUE,TRUE
COLGALT2,286.611868676029,-1.12757091045533,1.3695578837168499e-11,TRUE,TRUE
MIDEAS,1483.48997209131,-0.965173903661651,1.5886791612671398e-11,TRUE,TRUE
SLMAP,2044.24571634371,-0.79872099918307,1.6574116460142e-11,TRUE,TRUE
FAM3C,2225.91998116023,-1.04849572966869,1.9125319567013797e-11,TRUE,TRUE
ITPRID2,3324.22292590692,-0.933661047902093,2.05368630285883e-11,TRUE,TRUE
APC,2882.07381208024,-0.848745050510413,2.1350983726392e-11,TRUE,TRUE
TUT4,1331.12592535557,-0.823277859424247,2.18454307034057e-11,TRUE,FALSE
SLC7A1,1470.59906541534,-0.848498786205138,2.1986825809000297e-11,TRUE,FALSE
DTNA,1592.1224275061,-0.858478326153406,2.47327505779781e-11,TRUE,TRUE
CRYBG1,1580.58559672612,-0.811329065689656,2.5055011701145097e-11,TRUE,TRUE
STON1,327.402984893042,-1.10724470934379,2.7967972263771897e-11,TRUE,TRUE
NSD2,3501.18613237712,-0.817167018688573,2.8191265142631698e-11,TRUE,FALSE
PDHX,1311.62178142002,-0.90888467366671,3.1092955488321395e-11,TRUE,TRUE
PTPRJ,3636.81296508637,-0.784843895220104,3.3103930519035195e-11,TRUE,TRUE
EZH2,1512.00811732487,-0.980803868972651,3.38892786647301e-11,TRUE,TRUE
MYO1B,780.008881280532,-0.893282907383811,3.80327512395644e-11,TRUE,TRUE
TLE3,2535.93536068393,-0.886338608586408,4.9644768480935496e-11,TRUE,TRUE
HIF1A,8284.19562561258,-0.883556698264172,5.03923853191384e-11,TRUE,FALSE
ERBIN,6344.81494958328,-0.825383711449677,5.3725453452764795e-11,TRUE,TRUE
HUWE1,11648.7894338488,-0.779842283370202,5.42025068927103e-11,TRUE,FALSE
PTGER4,157.898430560295,-1.39735592485248,5.6054074588527395e-11,TRUE,FALSE
PRICKLE1,852.804210151339,-0.940352669403837,5.93951392446947e-11,TRUE,TRUE
ANK3,351.804075548174,-1.03637749857063,6.825657233592769e-11,TRUE,TRUE
PACS1,1478.70889410494,-0.891109933133972,7.087167158557409e-11,TRUE,TRUE
IDS,464.374259753954,-0.983619049511223,7.118359239161559e-11,TRUE,TRUE
SNTB1,58.0742482977078,-1.95209714283878,7.4098133859516e-11,TRUE,TRUE
LBH,195.036243158247,-1.21904301798377,7.428017127553419e-11,TRUE,TRUE
CLCN4,234.045911260115,-1.1056900283991,7.70261971347983e-11,TRUE,TRUE
RNF217,1482.15827748441,-0.828899712176305,9.04271335325966e-11,TRUE,TRUE
HMG20A,758.461292540375,-0.879630898887914,1.3014381137807002e-10,TRUE,TRUE
MYOF,6288.42413649933,-0.75883369840593,1.38296520635877e-10,TRUE,TRUE
LOC124900256,26.2252177089752,-3.53395852668258,1.46601495989513e-10,TRUE,TRUE
KRR1,438.102032279198,-1.02413496793834,1.50901500875602e-10,TRUE,TRUE
ARHGAP42,179.467121099973,-1.23108269328785,1.53456838192566e-10,TRUE,TRUE
E2F5,319.0267535992,-1.1080422776345,1.59562000048037e-10,TRUE,FALSE
PRUNE2,1640.77610045231,-1.03473988987391,1.67749591862714e-10,TRUE,TRUE
SLC40A1,70.1410706909764,-1.70906165973481,1.73637725438506e-10,TRUE,TRUE
ZNF426,711.332827185981,-0.916664121677094,2.1769083562093801e-10,TRUE,FALSE
CCDC50,2476.43371285319,-0.928447887095712,2.54663623631677e-10,TRUE,TRUE
COBLL1,451.232098343311,-0.959608194689495,2.63056705749164e-10,TRUE,TRUE
TPD52L1,66.0409346734445,-2.07026294216612,2.72673200641801e-10,TRUE,TRUE
MBP,269.569702377703,-1.07854253293012,2.84412359311943e-10,TRUE,TRUE
DOCK10,540.195204243694,-0.958551372644216,3.07740018196595e-10,TRUE,TRUE
CCDC102B,255.815173727526,-1.23641859801209,3.15678035840988e-10,TRUE,TRUE
STAG1,759.329635840957,-0.829429788172715,3.16485356865852e-10,TRUE,TRUE
STAMBPL1,292.238938649761,-1.22847348790996,3.2578772756839603e-10,TRUE,TRUE
ESRRG,154.839000672595,-1.39707608244521,3.33701043895209e-10,TRUE,TRUE
TLK1,1751.38364454708,-0.806249008900891,3.97259063140622e-10,TRUE,TRUE
UBR4,9910.48872946555,-0.734089864657307,4.14868534350729e-10,TRUE,TRUE
BABAM2,309.182574549415,-1.06552946228522,4.4709520572703006e-10,TRUE,FALSE
LINC00705,19.8472232400851,-5.32370319908822,4.51283531042376e-10,TRUE,TRUE
HIF1A-AS3,991.859062324192,-1.18433863014333,5.02910836198735e-10,TRUE,TRUE
LOC105374811,65.2425226784621,-1.94002782690129,5.17953792587962e-10,TRUE,TRUE
EVC,1359.08888292457,-0.862494489595759,5.64093379373347e-10,TRUE,TRUE
CHST11,405.107697021226,-0.916595209327104,5.763899996492e-10,TRUE,TRUE
DNER,199.886263885734,-1.27277836629231,5.77143574429671e-10,TRUE,TRUE
SIM1,32.4404261698811,-2.49858880475138,6.04641423245332e-10,TRUE,TRUE
NFASC,3254.87704278844,-0.756392141965494,6.2155129570248e-10,TRUE,TRUE
ZNF503-AS1,28.3889810354996,-3.37158139986779,6.215646053122601e-10,TRUE,FALSE
PRICKLE2-AS1,50.6946290650607,-2.12498670519357,6.68359755045136e-10,TRUE,TRUE
IFT122,1067.93458475616,-0.822378958593974,7.24396514545383e-10,TRUE,TRUE
EEA1,2359.56355203711,-0.882789796769268,7.45091067182431e-10,TRUE,TRUE
LGALS8,900.891933224921,-1.03494094794596,8.57918031624382e-10,TRUE,TRUE
DENND2B,1123.45164889953,-0.87564127334362,8.82040593838225e-10,TRUE,TRUE
ACTA2,72.3294283877361,-1.68412026938753,9.11513685196835e-10,TRUE,FALSE
RTN1,123.481969812809,-1.36410792746645,9.46938182851663e-10,TRUE,TRUE
CEP128,106.996597884072,-1.3971926955267,9.72775468043388e-10,TRUE,FALSE
ITGBL1,38.0265382487604,-2.20640017086012,9.80373456275111e-10,TRUE,TRUE
MYC,505.121869174922,-1.10230748717995,9.95431182345309e-10,TRUE,TRUE
IFNAR2,161.916778575817,-1.34671925707365,1.06474761956197e-9,TRUE,TRUE
LIMS1,1008.94941788803,-0.879220079871686,1.0768479548584501e-9,TRUE,TRUE
RAD50,167.33771818346,-1.19821883245102,1.1980423968621802e-9,TRUE,FALSE
LINC01224,17.8629706350165,-4.19837623604134,1.20360033342258e-9,TRUE,FALSE
TTC28,1910.92905979655,-0.80723878085752,1.22252662874989e-9,TRUE,TRUE
VLDLR,2438.43896562008,-0.864072205759625,1.24550292604443e-9,TRUE,FALSE
AGGF1,252.154685642038,-1.04858646949692,1.26284454188479e-9,TRUE,FALSE
NRG2,247.908073929659,-1.01680505405405,1.37437757958994e-9,TRUE,FALSE
AEBP2,834.271909619937,-0.820244566614359,1.5845462924130102e-9,TRUE,TRUE
SIK2,1973.34303674786,-0.721124095898342,1.5909595582941302e-9,TRUE,TRUE
WDFY2,724.456112645868,-0.823877497174114,1.5922419148567e-9,TRUE,TRUE
POLR1A,1903.64750091095,-0.772463571841999,1.5984386730302601e-9,TRUE,TRUE
GPM6A,4334.82169310958,-0.999739384701165,1.6157152063103802e-9,TRUE,TRUE
RAI1,1726.17067162826,-0.81352059335011,1.6727047348253e-9,TRUE,TRUE
FLJ42393,100.451108900138,-1.6427741544003,2.05852919227117e-9,TRUE,TRUE
LOC105372145,28.6331999525495,-2.53822423040915,2.05852919227117e-9,TRUE,FALSE
PRDM11,207.573365645792,-1.15188199457146,2.11671081990797e-9,TRUE,TRUE
STARD4-AS1,278.92825121531,-1.04878272132878,2.1520087259688302e-9,TRUE,TRUE
STEAP1B-AS1,33.792047084998,-2.35084213157244,2.15363491055113e-9,TRUE,TRUE
PPP3CA,634.884064692819,-0.848337782304483,2.1564483412752403e-9,TRUE,TRUE
COTL1,1073.61314330399,-0.917256357913558,2.2896579251040303e-9,TRUE,TRUE
ILDR2,320.96253483226,-0.958739201057037,2.40448889179842e-9,TRUE,TRUE
ABCB11,27.2624373843547,-3.28044390335751,2.48271651812202e-9,TRUE,TRUE
TSPAN8,20.4778020798677,-3.86912205925759,2.49650864788372e-9,TRUE,TRUE
CABCOCO1,19.320109921347,-4.15677178242205,2.52164670399532e-9,TRUE,TRUE
RAPGEF4-AS1,35.3196333336411,-2.49371313375074,2.6387678557300804e-9,TRUE,TRUE
EHF,674.019541061975,-1.01082219762396,2.9039759197058204e-9,TRUE,TRUE
CHI3L2,49.5348569544855,-2.37673293294108,3.1489915316123503e-9,TRUE,TRUE
GPT2,1699.10650839012,-0.778706544235658,3.19370951632301e-9,TRUE,FALSE
PLSCR4,196.047076610683,-1.18462850650656,3.2136996739711404e-9,TRUE,TRUE
PLCL2,214.301555858631,-1.114037735627,3.2753066923120102e-9,TRUE,TRUE
DCBLD1,441.935250435988,-0.963541143133898,3.40742547480598e-9,TRUE,TRUE
SDC3,2561.72105591522,-0.764962867094192,3.4422909888266e-9,TRUE,TRUE
ST3GAL4,606.293012224083,-0.92238238412097,3.73800197983967e-9,TRUE,TRUE
TNFRSF19,596.40509514345,-0.925440060441726,3.9967197833814305e-9,TRUE,TRUE
DPYD-AS2,66.1134472839088,-1.61252510834062,4.471105865436441e-9,TRUE,FALSE
GTDC1,212.354074658766,-1.05077417506222,4.730723803529881e-9,TRUE,TRUE
PARD6B,501.248737996795,-0.867901811684578,4.9424372205392e-9,TRUE,TRUE
ZNF726,37.5841197431431,-2.22054585760941,5.1165279270452405e-9,TRUE,FALSE
RTKN2,300.428158023844,-0.995932518773037,5.1620833261307905e-9,TRUE,TRUE
TRIP10,271.304649880595,-1.1326508193816,5.57246201605566e-9,TRUE,TRUE
LINC02889,52.5731343848468,-1.83712609645791,6.325197893948861e-9,TRUE,TRUE
RASA1,1436.48974372516,-0.779106186200119,6.330274857697351e-9,TRUE,TRUE
ZBTB10,1452.22176521595,-0.722434634287987,6.555709977963541e-9,TRUE,TRUE
HIVEP2,1141.56713641823,-0.728512938522502,6.83209916449082e-9,TRUE,TRUE
PLEKHF1,298.878301462425,-1.04521380760006,6.86359546899223e-9,TRUE,TRUE
RASGRP3,176.535012936356,-1.10071501727099,8.189749659775451e-9,TRUE,TRUE
PDLIM5,1276.81573681294,-0.764812862257832,8.841136103040931e-9,TRUE,TRUE
MIR4280HG,21.3621571787932,-3.17239500739124,8.8478662755772e-9,TRUE,TRUE
USP6NL,363.069505739085,-0.893285098242059,9.203300960178251e-9,TRUE,TRUE
PRDM5,92.891373385179,-1.41973347533342,9.32082317049463e-9,TRUE,FALSE
CABLES1,271.612952403513,-0.942633811646357,9.361304087791571e-9,TRUE,TRUE
DIRAS3,76.3875449807916,-1.83659979284465,1.1363382097263e-8,TRUE,FALSE
SFXN5,724.395624274983,-0.75706377285368,1.20883175308583e-8,TRUE,TRUE
KLHL2,269.942425770282,-0.975773664713454,1.37479395167568e-8,TRUE,FALSE
MIRLET7A2,28.7319841438662,-2.65789622431918,1.42231740637751e-8,TRUE,TRUE
ZNF542P,36.8098359787016,-2.03146138426244,1.60810846755449e-8,TRUE,TRUE
SRGAP2B,195.668302725055,-1.06329312527438,1.62057902159025e-8,TRUE,TRUE
JAK1,2197.1791686293,-0.74993203214165,1.62096456069101e-8,TRUE,TRUE
ADAMTS12,145.790120239105,-1.14729841880974,1.64379288134228e-8,TRUE,TRUE
SND1,4551.1909303541,-0.685052242536688,1.68089310993495e-8,TRUE,TRUE
EFHD1,35.6323925556572,-2.11581081524711,1.8167334774452e-8,TRUE,TRUE
RFX3,1461.9755153015,-0.714030390607833,1.97571700986183e-8,TRUE,TRUE
LRRFIP2,1462.48672828128,-0.702772834745611,2.08250121747252e-8,TRUE,TRUE
S100A10,813.023927237539,-1.02370002357237,2.12066617413295e-8,TRUE,TRUE
KCNAB1,78.2964133202285,-1.48416197005104,2.23374292975757e-8,TRUE,TRUE
PTPRR,146.516022552238,-1.18288185976688,2.49979189393877e-8,TRUE,TRUE
PRDX6-AS1,143.40045654122,-1.23765317743706,2.59403729923421e-8,TRUE,TRUE
DIP2C,757.307897012836,-0.752215534833554,2.80631620610666e-8,TRUE,TRUE
MTX2,272.11637048417,-1.08728517463913,2.95931806696645e-8,TRUE,FALSE
DENND1B,488.588522808675,-0.872241494958359,3.33434485851325e-8,TRUE,TRUE
KLHL5,1181.71767848679,-0.765052504144788,3.89166163756582e-8,TRUE,TRUE
ATF7IP,2931.78936176004,-0.653223697563807,3.92075769851963e-8,TRUE,TRUE
AGAP1,1137.34861914065,-0.799960388230785,3.94061606357805e-8,TRUE,TRUE
CDC42BPA,2732.85791022661,-0.6818213819761,3.97115114941144e-8,TRUE,FALSE
ERICH3,55.1805957507521,-1.68068249582722,4.10215245449131e-8,TRUE,TRUE
ZNF681,83.8644987630228,-1.39809556495663,4.15807290859591e-8,TRUE,FALSE
UBE3A,2099.0054838694,-0.657800415535269,4.70974805850277e-8,TRUE,FALSE
DAPK1,224.595782614791,-0.943165896543244,4.78186617216768e-8,TRUE,TRUE
DPYD-AS1,80.0841267282447,-1.59883992712073,5.18573954984158e-8,TRUE,TRUE
ITFG1,1056.45982309333,-0.944705801493326,5.33768210591844e-8,TRUE,TRUE
MATR3,677.647197836715,-0.939251850564878,5.6534454964343e-8,TRUE,TRUE
SPART,877.268266205089,-0.89405395177728,5.96618003810681e-8,TRUE,TRUE
LSM3,136.632953894683,-1.61537056711723,6.1977043188078e-8,TRUE,TRUE
LINC00907,49.330412769906,-1.75089416965429,6.91673143978661e-8,TRUE,TRUE
MBNL3,203.246247220852,-1.03997303845427,7.09006304977038e-8,TRUE,FALSE
BBOX1-AS1,16.3533923796835,-3.38426623362124,7.71544208084955e-8,TRUE,TRUE
LHFPL6,466.813442557988,-0.990423068889094,7.85994601402926e-8,TRUE,TRUE
RGS9,67.571976607897,-1.54473853878126,7.99286888281867e-8,TRUE,TRUE
TRPS1,7114.16873366831,-0.655909758075821,8.37267189480535e-8,TRUE,TRUE
TNFAIP8L3,42.5538463246242,-1.99373820118385,8.4725903904548e-8,TRUE,TRUE
STEAP3,302.57102015568603,-0.898778005118486,8.71297774323038e-8,TRUE,FALSE
ST8SIA1,32.7655941866532,-2.0067697265261,9.20468747682627e-8,TRUE,TRUE
USP40,811.186380276727,-0.718987708742109,9.21111216406526e-8,TRUE,TRUE
DARS2,339.309202713941,-0.841924080325739,9.54201166913195e-8,TRUE,TRUE
LINC01111,13.8799305946446,-3.96004088084632,1.02048503927306e-7,TRUE,TRUE
ZNF100,292.772085872196,-0.860301325831507,1.0288159905133e-7,TRUE,FALSE
ZNF613,107.819751341089,-1.2057806687333,1.03785211599108e-7,TRUE,FALSE
SLIT2-IT1,57.0438688319504,-1.66163888985767,1.06693126078912e-7,TRUE,TRUE
CLK4,469.312604079005,-0.868871639031193,1.10456107231184e-7,TRUE,FALSE
TOM1L2,3735.84107939763,-0.675245313410326,1.16102869786626e-7,TRUE,TRUE
ZNF69,107.816467333859,-1.23999462083399,1.19496177863335e-7,TRUE,FALSE
EXT1,608.489557592161,-0.737993612921289,1.20916447417973e-7,TRUE,TRUE
FGF12-AS1,44.4785628001669,-2.11014631295177,1.4181750596754e-7,TRUE,FALSE
RBPMS,312.272974013311,-0.923090795911685,1.54656712624078e-7,TRUE,TRUE
GLS,2641.42056219397,-0.646040683909155,1.56296821105018e-7,TRUE,TRUE
BCAM,1908.79622170024,-0.795757305058021,1.57515031102729e-7,TRUE,FALSE
VCL,7197.44364511884,-0.641337172747423,1.59510122487672e-7,TRUE,TRUE
AFF3,130.628181729161,-1.14741213160801,1.6178248125026e-7,TRUE,TRUE
KIF6,50.9241731411471,-1.6262534623403,1.62710344916511e-7,TRUE,TRUE
ZFAND5,3410.52397643381,-0.693440269702301,1.81470601853845e-7,TRUE,TRUE
PCTP,182.037116669248,-1.07439709873512,1.89404808827476e-7,TRUE,TRUE
FLNB,8220.84036278634,-0.630386730127609,1.91676135602983e-7,TRUE,TRUE
ADAM28,38.3385842326514,-1.81810994561411,2.05742732031617e-7,TRUE,FALSE
SKIC8,711.618233125286,-0.856322675573013,2.13601037861323e-7,TRUE,TRUE
KATNAL1,662.800643563635,-0.789398944580714,2.19064897224597e-7,TRUE,FALSE
SGIP1,27.269375114147,-2.2560526739263,2.22864573801647e-7,TRUE,TRUE
TEX41,23.089516131002,-2.41296200117719,2.32624380390845e-7,TRUE,FALSE
LINC01119,40.4087531631115,-1.81013243166594,2.33759335197978e-7,TRUE,TRUE
ZNF462,4019.19882429523,-0.685515186736908,2.49944814180756e-7,TRUE,TRUE
LACTB,514.822675025611,-0.943844737628728,2.51666006804877e-7,TRUE,TRUE
CFL2,558.377108533849,-1.07449625459663,2.85941218593128e-7,TRUE,TRUE
ABCD3,1063.74668999067,-0.713441964196476,3.08980885957384e-7,TRUE,FALSE
GNG2,292.30543676409,-0.863933738888855,3.18858480210721e-7,TRUE,FALSE
MGST1,914.16826560824,-2.30557106077579,3.20405309570765e-7,TRUE,TRUE
NSMAF,940.829573880373,-0.781598451377104,3.31614040007946e-7,TRUE,TRUE
ADGRV1,1530.52078301163,-0.757352833616446,3.58020003854536e-7,TRUE,TRUE
KCND3,61.5035596999736,-1.51628767826608,3.67367750539154e-7,TRUE,TRUE
CTSC,2005.74822361248,-0.895577054544836,3.74528656022222e-7,TRUE,TRUE
PPP2R2B,1096.51124605395,-0.709168359238155,4.09746844233199e-7,TRUE,TRUE
MEIS2,1042.26914891448,-0.672927549930708,4.47973947186278e-7,TRUE,TRUE
UNC5D,32.5921907375931,-1.9241004800418,4.53715274166257e-7,TRUE,FALSE
ZNNT1,111.690749553273,-1.10809099126626,4.76499203539795e-7,TRUE,TRUE
DOCK7-DT,51.1786469813835,-1.63923562527064,4.77411804578524e-7,TRUE,FALSE
MDFIC,455.219705589807,-0.81422577730727,4.81336843664902e-7,TRUE,FALSE
VGLL4,1261.84673977346,-0.653501096140848,4.831340921636e-7,TRUE,TRUE
PRKAB2,540.164481300686,-0.838451703908093,5.67235736882735e-7,TRUE,TRUE
TOP2B,2027.36495958364,-0.652364300602884,6.35988912653448e-7,TRUE,FALSE
OSBPL6,724.5272394406,-0.698927683479015,6.41422913152994e-7,TRUE,TRUE
LAMA2,357.177579759372,-0.893937105188434,6.42477306816042e-7,TRUE,TRUE
TGFB2,685.579572049181,-0.848710110170639,6.49753791656157e-7,TRUE,TRUE
NREP,132.857465569464,-1.07452891147542,6.56151446391962e-7,TRUE,TRUE
TACC1,2298.74169883737,-0.595866694626613,7.05345886570007e-7,TRUE,TRUE
NCOA3,1118.33660361295,-0.680602565488281,7.08637381955538e-7,TRUE,TRUE
ZDHHC2,452.488344593925,-0.791118453688117,7.15013089021724e-7,TRUE,TRUE
VRK1,283.304352458708,-0.920124411877182,7.24162349859103e-7,TRUE,FALSE
KIAA0586,481.829165786745,-0.884952069974842,7.65468108001518e-7,TRUE,TRUE
CADM1,2010.29529654209,-0.654909508119764,7.95530216521678e-7,TRUE,TRUE
CTNNB1,7368.19628567687,-0.64574014796404,8.34472534689473e-7,TRUE,FALSE
CYFIP2,1099.4760551139,-0.699234008008476,8.52437474684506e-7,TRUE,TRUE
LNPEP,4056.39883583584,-0.653648298698138,8.92081648737591e-7,TRUE,TRUE
LINC01265,86.3661421293668,-1.27629443108147,9.57784191404548e-7,TRUE,TRUE
ITGB1-DT,27.5921737864064,-2.08704380849802,9.96733586072063e-7,TRUE,TRUE
BTC,137.663126199791,-1.14942647673632,1.0009725012482e-6,TRUE,TRUE
ETAA1,400.452628626697,-0.926519625128986,1.02604230557176e-6,TRUE,TRUE
ST7,272.590510916922,-0.872294890887328,1.06013945509085e-6,TRUE,TRUE
CDKN3,127.919979968263,-1.4174784890372,1.07100193764233e-6,TRUE,TRUE
LINC00460,18.7914719458272,-2.58679600396079,1.08395128077989e-6,TRUE,TRUE
ATP11C,1850.14822838757,-0.697885238558347,1.09311288129534e-6,TRUE,TRUE
TOMM7,165.392266222397,-1.28428933833322,1.12133169118109e-6,TRUE,TRUE
KDM4C,1427.29577997837,-0.626658520156247,1.19429191037538e-6,TRUE,TRUE
DDX10,732.684354612571,-0.736211505045098,1.22168290520027e-6,TRUE,TRUE
MAPRE2,691.827788600644,-0.741105125081144,1.29083845420259e-6,TRUE,TRUE
STN1,172.516679642091,-1.02063047339767,1.292857563748e-6,TRUE,FALSE
TBC1D9,866.37026317837,-0.663715216216389,1.32651657331047e-6,TRUE,TRUE
F2RL2,25.7868212070613,-2.05291170066704,1.37272386088284e-6,TRUE,FALSE
UBE3D,181.749796072983,-0.968866676187095,1.39313513949663e-6,TRUE,TRUE
PRLR,252.247397536601,-0.813945896851594,1.48499009526613e-6,TRUE,TRUE
GAB3,43.121118750023,-1.61758141629161,1.4937993197696e-6,TRUE,FALSE
CHIC2,2573.71620595395,-0.721172695151053,1.51192936903444e-6,TRUE,TRUE
MIR181A2HG,56.4672053517521,-1.42282680127628,1.51696526134015e-6,TRUE,TRUE
GJC1,1186.51253783718,-0.662204436341433,1.53114350956691e-6,TRUE,TRUE
MTMR1,944.249516731181,-0.658559334965276,1.5668122902467e-6,TRUE,TRUE
